Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00053.trk
Object,0
Samples,364
rat,76,
trial,1,
date,2008-01-16 13:04:12.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:01:12.800,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00053.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-16 13:06:17.148,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-16 13:07:29.948,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,119.58,200.34,212.00,260.00,n ext,-,106.39
2,0.20,118.85,202.02,172.00,168.00,n ext,1.83,107.22
3,0.40,107.83,202.94,80.00,236.00,n ext,11.07,101.28
4,0.60,107.77,201.97,244.00,188.00,n ext,0.96,100.46
5,0.80,104.31,200.34,292.00,168.00,n ext,3.83,97.13
6,1.00,101.73,198.96,328.00,196.00,n ext,2.92,94.54
7,1.20,100.02,197.77,324.00,164.00,n ext,2.09,92.60
8,1.40,98.32,196.62,368.00,180.00,n ext,2.05,90.71
9,1.60,96.61,194.59,412.00,348.00,n ext,2.66,88.07
10,1.80,94.84,189.01,364.00,400.00,n ext,5.85,82.44
11,2.00,95.57,184.67,396.00,296.00,north,4.40,79.29
12,2.20,97.07,179.64,420.00,352.00,north,5.25,76.18
13,2.40,100.16,175.74,460.00,368.00,north,4.98,75.06
14,2.60,103.20,171.14,460.00,368.00,north,5.51,73.72
15,2.80,106.98,166.79,488.00,396.00,north,5.77,73.49
16,3.00,111.51,162.71,536.00,424.00,north,6.10,74.45
17,3.20,116.04,159.56,544.00,512.00,north,5.51,76.38
18,3.40,120.64,158.13,608.00,416.00,north,4.82,79.49
19,3.60,126.78,156.35,596.00,508.00,north,6.39,83.87
20,3.80,133.73,154.89,556.00,480.00,north,7.10,89.37
21,4.00,138.43,154.55,540.00,456.00,north,4.72,93.48
22,4.20,143.99,154.50,560.00,524.00,north,5.56,98.54
23,4.40,149.07,156.95,524.00,492.00,north,5.64,104.18
24,4.60,153.40,159.28,528.00,364.00,east,4.92,109.08
25,4.80,158.07,163.66,504.00,464.00,east,6.40,115.13
26,5.00,160.96,166.60,496.00,424.00,east,4.13,118.99
27,5.20,163.02,169.28,532.00,412.00,east,3.38,122.00
28,5.40,164.36,172.66,536.00,356.00,east,3.63,124.71
29,5.60,165.89,177.12,516.00,356.00,n ext,4.72,128.15
30,5.80,166.21,179.18,520.00,260.00,n ext,2.08,129.42
31,6.00,165.77,181.86,476.00,276.00,n ext,2.72,130.38
32,6.20,166.10,183.94,460.00,368.00,n ext,2.11,131.73
33,6.40,162.13,185.90,496.00,492.00,n ext,4.43,129.40
34,6.60,157.85,185.79,536.00,312.00,n ext,4.28,125.74
35,6.80,149.88,183.15,524.00,436.00,north,8.40,117.61
36,7.00,142.17,181.79,524.00,512.00,north,7.83,110.48
37,7.20,133.63,179.49,564.00,512.00,north,8.85,102.21
38,7.40,125.25,177.65,576.00,596.00,north,8.58,94.47
39,7.60,116.20,176.08,556.00,596.00,north,9.18,86.56
40,7.80,108.12,175.24,564.00,600.00,north,8.13,80.10
41,8.00,100.18,176.58,564.00,584.00,north,8.05,75.72
42,8.20,92.28,178.44,536.00,548.00,north,8.12,72.32
43,8.40,84.39,180.86,548.00,588.00,north,8.25,69.98
44,8.60,78.07,183.74,524.00,504.00,north,6.94,69.63
45,8.80,73.30,186.83,492.00,424.00,n ext,5.68,70.69
46,9.00,69.36,188.29,460.00,328.00,n ext,4.21,70.84
47,9.20,64.59,190.98,332.00,368.00,n ext,5.47,72.12
48,9.40,59.15,191.44,384.00,348.00,n ext,5.46,71.46
49,9.60,53.84,190.39,444.00,364.00,n ext,5.42,69.72
50,9.80,47.95,187.17,360.00,412.00,n ext,6.71,66.05
51,10.00,42.88,183.90,404.00,388.00,n ext,6.04,62.77
52,10.20,36.32,180.52,404.00,472.00,w ext,7.38,59.97
53,10.40,31.22,177.47,448.00,444.00,w ext,5.94,57.80
54,10.60,26.85,174.05,416.00,384.00,w ext,5.54,55.60
55,10.80,23.16,171.16,412.00,348.00,w ext,4.69,54.12
56,11.00,20.39,164.02,420.00,440.00,w ext,7.66,48.82
57,11.20,19.95,154.86,480.00,444.00,w ext,9.17,41.14
58,11.40,18.57,146.89,536.00,472.00,w ext,8.09,35.42
59,11.60,17.95,134.79,552.00,616.00,w ext,12.11,27.62
60,11.80,16.29,122.71,540.00,644.00,w ext,12.20,23.67
61,12.00,14.39,110.30,552.00,684.00,w ext,12.56,24.65
62,12.20,11.39,98.44,540.00,644.00,w ext,12.22,30.62
63,12.40,9.11,88.15,520.00,508.00,w ext,10.54,37.72
64,12.60,8.59,79.84,476.00,420.00,w ext,8.33,43.18
65,12.80,8.81,70.52,464.00,436.00,w ext,9.32,49.65
66,13.00,10.78,61.61,536.00,480.00,w ext,9.12,55.53
67,13.20,14.52,53.38,516.00,492.00,w ext,9.04,60.49
68,13.40,18.21,45.41,544.00,484.00,w ext,8.78,66.09
69,13.60,21.65,35.55,556.00,540.00,w ext,10.44,74.20
70,13.80,25.36,29.01,512.00,468.00,w ext,7.52,79.55
71,14.00,30.85,23.39,488.00,480.00,s ext,7.85,83.91
72,14.20,36.39,18.94,504.00,504.00,s ext,7.11,87.55
73,14.40,44.61,16.74,480.00,512.00,s ext,8.51,89.27
74,14.60,52.01,16.06,484.00,476.00,s ext,7.43,90.04
75,14.80,59.19,14.19,508.00,512.00,s ext,7.43,92.55
76,15.00,67.91,12.65,504.00,580.00,s ext,8.85,95.53
77,15.20,74.17,11.84,540.00,524.00,s ext,6.31,97.73
78,15.40,80.34,10.73,512.00,468.00,s ext,6.27,100.53
79,15.60,86.49,11.19,540.00,460.00,s ext,6.17,102.17
80,15.80,93.31,12.30,564.00,496.00,s ext,6.91,103.83
81,16.00,100.04,16.57,580.00,528.00,s ext,7.97,103.12
82,16.20,105.85,19.37,548.00,480.00,s ext,6.45,103.75
83,16.40,112.23,23.44,624.00,564.00,south,7.57,103.96
84,16.60,119.16,26.03,576.00,576.00,south,7.40,106.14
85,16.80,125.97,28.96,576.00,608.00,south,7.41,108.45
86,17.00,133.37,32.12,560.00,656.00,south,8.05,111.47
87,17.20,140.09,34.24,584.00,640.00,south,7.05,115.10
88,17.40,146.17,35.48,552.00,584.00,e ext,6.21,119.05
89,17.60,151.63,36.87,576.00,480.00,e ext,5.63,122.61
90,17.80,156.47,37.56,468.00,396.00,e ext,4.89,126.19
91,18.00,160.68,38.52,524.00,376.00,e ext,4.32,129.16
92,18.20,164.98,40.47,492.00,368.00,e ext,4.72,131.72
93,18.40,169.41,43.48,468.00,432.00,e ext,5.36,133.96
94,18.60,173.29,47.97,496.00,396.00,e ext,5.93,135.20
95,18.80,175.86,54.25,520.00,416.00,e ext,6.79,134.74
96,19.00,179.54,63.59,456.00,520.00,e ext,10.04,134.55
97,19.20,182.42,70.33,468.00,412.00,e ext,7.33,135.11
98,19.40,185.55,78.39,460.00,392.00,e ext,8.64,135.98
99,19.60,186.89,83.67,392.00,300.00,e ext,5.45,136.14
100,19.80,190.06,89.98,404.00,308.00,e ext,7.06,138.12
101,20.00,191.41,94.37,392.00,252.00,e ext,4.59,138.81
102,20.20,191.37,101.08,428.00,492.00,e ext,6.71,138.06
103,20.40,190.64,108.81,484.00,400.00,e ext,7.76,136.91
104,20.60,189.21,117.41,524.00,448.00,e ext,8.72,135.51
105,20.80,187.09,126.71,520.00,524.00,e ext,9.54,133.95
106,21.00,185.14,136.76,524.00,532.00,e ext,10.24,133.36
107,21.20,183.20,146.52,536.00,548.00,e ext,9.95,133.43
108,21.40,181.10,154.97,536.00,528.00,e ext,8.70,133.62
109,21.60,179.92,163.58,516.00,532.00,e ext,8.69,135.28
110,21.80,177.83,171.70,500.00,472.00,e ext,8.39,136.44
111,22.00,175.54,178.62,476.00,392.00,e ext,7.29,137.38
112,22.20,172.47,186.06,444.00,480.00,n ext,8.05,138.28
113,22.40,167.29,191.34,472.00,516.00,n ext,7.40,136.68
114,22.60,160.79,193.92,468.00,460.00,n ext,6.99,132.69
115,22.80,154.28,196.50,500.00,480.00,n ext,7.00,128.94
116,23.00,146.84,198.71,472.00,508.00,n ext,7.77,124.53
117,23.20,140.05,199.48,432.00,456.00,n ext,6.83,119.95
118,23.40,134.29,201.83,328.00,448.00,n ext,6.22,117.42
119,23.60,130.22,204.05,344.00,368.00,n ext,4.64,116.20
