Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00070.trk
Object,0
Samples,450
rat,78,
trial,2,
date,2008-01-16 13:49:14.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00070.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-16 13:49:41.723,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-16 13:51:11.723,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,162.66,26.85,236.00,228.00,e ext,-,137.42
2,0.20,160.56,25.03,240.00,212.00,e ext,2.77,136.83
3,0.40,159.88,27.34,304.00,248.00,e ext,2.42,134.89
4,0.60,157.82,31.27,412.00,412.00,e ext,4.44,130.90
5,0.80,154.38,35.68,520.00,428.00,e ext,5.59,125.53
6,1.00,149.58,40.40,452.00,404.00,east,6.72,118.90
7,1.20,148.22,42.68,492.00,280.00,east,2.66,116.48
8,1.40,146.17,45.15,500.00,448.00,east,3.21,113.40
9,1.60,145.50,48.83,560.00,332.00,east,3.74,110.81
10,1.80,144.83,52.45,572.00,372.00,east,3.68,108.29
11,2.00,144.88,57.51,584.00,380.00,east,5.06,105.70
12,2.20,145.65,62.35,600.00,376.00,east,4.91,104.04
13,2.40,145.71,65.68,600.00,264.00,east,3.33,102.60
14,2.60,145.81,69.82,604.00,436.00,east,4.14,100.94
15,2.80,144.48,73.34,616.00,356.00,east,3.76,98.35
16,3.00,143.17,76.78,688.00,360.00,east,3.69,95.87
17,3.20,141.87,80.95,584.00,368.00,east,4.37,93.25
18,3.40,141.29,84.98,572.00,444.00,east,4.07,91.50
19,3.60,141.35,86.56,608.00,372.00,east,1.58,91.13
20,3.80,141.47,89.72,688.00,312.00,east,3.16,90.46
21,4.00,142.35,93.64,660.00,532.00,east,4.02,90.51
22,4.20,141.12,98.39,684.00,432.00,east,4.91,88.46
23,4.40,139.94,103.85,720.00,420.00,east,5.59,86.59
24,4.60,138.64,106.91,696.00,320.00,east,3.32,85.04
25,4.80,136.64,110.64,748.00,364.00,east,4.23,82.89
26,5.00,135.33,113.60,776.00,388.00,east,3.24,81.57
27,5.20,131.81,116.32,732.00,468.00,east,4.45,78.09
28,5.40,128.97,118.28,788.00,416.00,east,3.45,75.35
29,5.60,124.70,120.79,812.00,552.00,east,4.96,71.28
30,5.80,121.15,123.34,776.00,476.00,east,4.37,68.06
31,6.00,119.03,125.28,748.00,388.00,north,2.88,66.26
32,6.20,115.46,127.79,752.00,404.00,north,4.36,63.25
33,6.40,111.87,130.29,848.00,528.00,north,4.37,60.28
34,6.60,106.81,133.39,816.00,536.00,north,5.93,56.28
35,6.80,103.19,135.96,796.00,460.00,north,4.44,53.75
36,7.00,98.80,138.53,752.00,556.00,north,5.08,50.81
37,7.20,93.67,139.02,760.00,592.00,north,5.16,46.51
38,7.40,88.54,138.93,692.00,492.00,north,5.12,42.10
39,7.60,83.46,137.55,736.00,516.00,north,5.27,37.08
40,7.80,78.40,136.31,724.00,452.00,north,5.21,32.15
41,8.00,74.07,135.13,720.00,460.00,north,4.48,27.95
42,8.20,70.45,134.68,680.00,384.00,west,3.65,24.86
43,8.40,67.55,134.22,656.00,352.00,west,2.93,22.42
44,8.60,63.23,132.47,560.00,672.00,west,4.66,18.18
45,8.80,61.12,129.75,576.00,392.00,west,3.44,14.74
46,9.00,59.03,126.26,616.00,368.00,west,4.07,10.76
47,9.20,57.69,121.18,708.00,468.00,west,5.26,6.58
48,9.40,56.35,114.53,668.00,488.00,west,6.78,2.67
49,9.60,55.69,108.53,668.00,464.00,west,6.04,3.00
50,9.80,55.73,103.23,652.00,464.00,west,5.30,6.22
51,10.00,56.49,98.69,672.00,412.00,west,4.60,10.37
52,10.20,58.73,95.00,732.00,436.00,west,4.33,14.68
53,10.40,61.70,90.66,688.00,428.00,west,5.26,19.94
54,10.60,65.38,85.72,740.00,564.00,west,6.16,26.10
55,10.80,70.51,82.48,708.00,592.00,west,6.06,31.67
56,11.00,74.87,80.69,740.00,496.00,south,4.71,35.80
57,11.20,79.91,78.96,748.00,472.00,south,5.33,40.48
