Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00032.trk
Object,0
Samples,126
rat,57,
trial,4,
date,2008-01-15 11:45:16.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:00:25.200,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00032.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-15 11:45:53.145,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-15 11:46:18.345,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,162.45,134.32,100.00,216.00,east,-,110.60
2,0.20,161.74,135.05,108.00,96.00,east,1.03,110.04
3,0.40,161.24,137.63,160.00,180.00,east,2.62,110.08
4,0.60,161.58,140.41,208.00,152.00,east,2.80,110.99
5,0.80,161.93,143.21,252.00,172.00,east,2.82,111.98
6,1.00,163.98,146.53,304.00,228.00,east,3.90,114.82
7,1.20,164.96,147.75,340.00,236.00,east,1.56,116.09
8,1.40,166.81,149.24,344.00,244.00,east,2.38,118.28
9,1.60,168.68,150.77,308.00,236.00,east,2.41,120.51
10,1.80,170.71,153.34,300.00,216.00,east,3.27,123.21
11,2.00,174.56,156.61,168.00,228.00,east,5.05,127.89
12,2.20,173.82,157.32,232.00,176.00,east,1.02,127.42
13,2.40,173.82,157.32,208.00,216.00,east,0.00,127.42
14,2.60,173.24,159.04,196.00,212.00,east,1.82,127.45
15,2.80,170.42,157.05,272.00,268.00,east,3.45,124.12
16,3.00,169.10,153.75,380.00,324.00,east,3.56,121.81
17,3.20,166.08,149.94,428.00,304.00,east,4.85,117.78
18,3.40,161.32,144.85,476.00,368.00,east,6.97,111.81
19,3.60,155.60,137.16,468.00,472.00,east,9.59,104.45
20,3.80,150.15,130.01,508.00,568.00,east,8.98,97.74
21,4.00,144.06,121.62,580.00,640.00,east,10.37,90.64
22,4.20,137.60,114.57,628.00,696.00,east,9.56,83.85
23,4.40,130.64,106.52,616.00,828.00,east,10.64,77.09
24,4.60,124.69,98.31,668.00,812.00,east,10.14,72.31
25,4.80,120.37,90.44,664.00,804.00,east,8.98,69.89
26,5.00,117.55,83.38,620.00,628.00,east,7.60,69.62
27,5.20,115.47,77.75,620.00,560.00,south,6.00,70.16
28,5.40,114.11,72.05,532.00,480.00,south,5.86,71.84
29,5.60,112.08,64.86,588.00,544.00,south,7.47,74.15
30,5.80,110.73,58.23,624.00,564.00,south,6.76,77.18
31,6.00,109.38,52.99,504.00,448.00,south,5.42,79.70
32,6.20,105.93,48.46,424.00,416.00,south,5.69,80.52
33,6.40,103.84,45.34,516.00,380.00,south,3.76,81.49
34,6.60,101.01,41.32,512.00,380.00,south,4.91,82.90
35,6.80,98.14,37.14,508.00,388.00,south,5.07,84.68
36,7.00,95.94,33.69,508.00,424.00,south,4.10,86.35
37,7.20,95.89,30.31,508.00,448.00,south,3.38,89.18
38,7.40,96.58,27.80,484.00,376.00,south,2.60,91.68
39,7.60,97.26,25.26,436.00,232.00,south,2.63,94.21
40,7.80,97.95,22.69,340.00,440.00,south,2.66,96.78
41,8.00,96.49,22.57,320.00,316.00,south,1.46,96.15
42,8.20,94.29,22.37,328.00,248.00,south,2.21,95.28
43,8.40,92.84,23.08,384.00,208.00,south,1.62,93.96
44,8.60,91.38,23.78,428.00,196.00,south,1.62,92.67
45,8.80,89.19,25.23,428.00,184.00,south,2.62,90.40
46,9.00,87.73,25.87,380.00,232.00,south,1.60,89.18
47,9.20,87.03,27.50,372.00,208.00,south,1.77,87.41
48,9.40,84.86,29.72,464.00,348.00,south,3.10,84.48
49,9.60,82.72,32.75,464.00,376.00,south,3.71,80.83
50,9.80,81.30,35.03,420.00,244.00,south,2.68,78.17
51,10.00,79.96,39.79,476.00,368.00,south,4.95,73.28
52,10.20,79.36,44.61,500.00,360.00,south,4.86,68.67
53,10.40,78.03,50.02,624.00,476.00,south,5.57,63.24
54,10.60,76.72,56.90,672.00,632.00,south,7.00,56.55
55,10.80,75.41,64.40,632.00,584.00,south,7.62,49.41
56,11.00,74.07,72.51,700.00,708.00,south,8.22,41.90
57,11.20,73.42,81.29,660.00,736.00,west,8.80,34.41
58,11.40,73.43,90.67,672.00,756.00,west,9.38,27.76
59,11.60,73.37,100.59,696.00,824.00,west,9.93,22.27
60,11.80,73.25,109.03,760.00,800.00,west,8.43,19.76
61,12.00,73.76,119.54,680.00,896.00,west,10.52,20.74
62,12.20,74.27,127.98,648.00,760.00,west,8.46,24.19
63,12.40,74.72,137.96,656.00,784.00,north,10.00,30.23
64,12.60,75.93,146.64,576.00,704.00,north,8.76,37.20
65,12.80,77.17,155.55,632.00,672.00,north,8.99,44.96
66,13.00,79.24,163.13,588.00,644.00,north,7.86,52.27
67,13.20,82.14,171.77,516.00,648.00,north,9.11,61.06
68,13.40,85.97,179.14,436.00,504.00,north,8.31,69.33
69,13.60,89.14,183.44,324.00,352.00,north,5.34,74.66
70,13.80,93.98,186.29,156.00,344.00,north,5.62,79.71
71,14.00,97.22,186.58,236.00,224.00,north,3.25,81.81
72,14.20,101.30,187.08,268.00,240.00,north,4.11,84.66
73,14.40,103.70,185.67,336.00,204.00,north,2.78,85.00
74,14.60,109.30,183.18,392.00,392.00,north,6.13,86.68
75,14.80,114.00,179.85,432.00,432.00,north,5.76,87.53
76,15.00,118.50,174.08,452.00,516.00,north,7.31,86.98
77,15.20,122.17,169.13,500.00,488.00,north,6.17,86.84
78,15.40,126.54,163.64,540.00,560.00,north,7.02,87.42
79,15.60,130.86,158.22,564.00,584.00,north,6.93,88.34
80,15.80,134.24,151.77,564.00,592.00,north,7.28,88.52
81,16.00,135.86,143.29,560.00,676.00,north,8.63,86.97
82,16.20,135.23,135.23,548.00,676.00,east,8.09,84.15
83,16.40,132.46,127.77,600.00,588.00,east,7.96,79.92
84,16.60,128.34,120.45,692.00,636.00,east,8.40,74.88
85,16.80,123.72,114.15,668.00,688.00,east,7.82,69.97
86,17.00,118.53,107.40,716.00,704.00,east,8.51,64.95
87,17.20,112.80,100.91,740.00,736.00,east,8.65,60.14
88,17.40,105.12,95.26,764.00,888.00,east,9.54,53.90
89,17.60,98.19,90.33,800.00,788.00,south,8.50,49.10
90,17.80,90.53,85.96,812.00,884.00,south,8.82,44.49
91,18.00,81.35,81.94,764.00,880.00,south,10.03,39.46
92,18.20,72.66,77.55,732.00,808.00,south,9.73,36.94
93,18.40,64.48,74.29,616.00,684.00,west,8.81,35.48
94,18.60,57.63,72.48,560.00,568.00,west,7.09,34.88
95,18.80,52.26,73.20,436.00,508.00,west,5.42,33.14
96,19.00,49.24,75.98,356.00,408.00,west,4.11,30.06
97,19.20,47.80,79.87,428.00,360.00,west,4.15,26.11
98,19.40,48.72,85.68,472.00,364.00,west,5.88,20.35
99,19.60,50.37,91.42,572.00,468.00,west,5.97,14.87
100,19.80,52.71,97.03,568.00,460.00,west,6.08,9.92
101,20.00,55.73,103.23,596.00,540.00,west,6.90,6.22
102,20.20,59.41,108.46,604.00,504.00,west,6.39,6.32
103,20.40,65.17,114.87,592.00,676.00,west,8.63,11.46
