Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00031.trk
Object,0
Samples,65
rat,57,
trial,3,
date,2008-01-16 11:41:54.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:00:13.000,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00031.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-16 11:42:19.948,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-16 11:42:32.948,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,177.98,134.07,184.00,136.00,east,-,125.86
2,0.20,177.56,131.00,232.00,288.00,east,3.09,124.98
3,0.40,177.29,128.97,260.00,172.00,east,2.05,124.45
4,0.60,176.17,126.79,276.00,224.00,east,2.45,123.09
5,0.80,172.68,125.20,328.00,300.00,east,3.83,119.46
6,1.00,169.36,124.64,400.00,248.00,east,3.37,116.10
7,1.20,165.26,123.96,516.00,332.00,east,4.16,111.96
8,1.40,161.21,123.31,492.00,376.00,east,4.10,107.87
9,1.60,158.10,123.70,504.00,324.00,east,3.13,104.81
10,1.80,155.10,124.95,548.00,316.00,east,3.25,101.95
11,2.00,150.61,126.74,564.00,424.00,east,4.83,97.71
12,2.20,146.07,127.62,620.00,408.00,east,4.63,93.33
13,2.40,140.08,129.00,636.00,472.00,east,6.15,87.64
14,2.60,134.89,130.48,676.00,536.00,east,5.40,82.81
15,2.80,127.45,131.57,684.00,632.00,east,7.52,75.75
16,3.00,120.03,131.98,752.00,676.00,north,7.43,68.61
17,3.20,111.19,132.38,724.00,732.00,north,8.84,60.16
18,3.40,103.14,132.39,760.00,748.00,north,8.05,52.48
19,3.60,95.14,131.96,792.00,656.00,north,8.01,44.80
20,3.80,87.19,131.13,724.00,740.00,north,8.00,37.14
21,4.00,80.70,130.53,708.00,528.00,north,6.52,31.06
22,4.20,75.66,130.03,628.00,488.00,west,5.07,26.45
23,4.40,68.44,129.07,684.00,592.00,west,7.28,19.85
24,4.60,61.17,128.27,644.00,616.00,west,7.31,13.69
25,4.80,54.54,128.26,544.00,548.00,west,6.63,9.54
26,5.00,50.05,128.84,572.00,460.00,west,4.52,8.35
27,5.20,46.30,128.59,488.00,476.00,west,3.76,7.48
28,5.40,42.48,129.97,396.00,436.00,west,4.07,9.05
29,5.60,38.65,129.79,412.00,488.00,west,3.83,10.02
30,5.80,35.58,128.63,440.00,364.00,west,3.28,10.61
31,6.00,34.06,126.33,520.00,320.00,west,2.75,9.77
32,6.20,30.96,119.87,548.00,444.00,west,7.17,8.79
33,6.40,30.16,114.71,580.00,360.00,west,5.22,8.70
34,6.60,30.91,107.65,480.00,508.00,west,7.10,9.04
35,6.80,33.24,101.51,540.00,444.00,west,6.57,10.36
36,7.00,37.13,95.58,628.00,472.00,west,7.09,12.62
37,7.20,40.94,88.23,588.00,592.00,west,8.28,18.36
38,7.40,43.90,81.01,568.00,620.00,west,7.80,25.05
39,7.60,46.02,73.80,596.00,580.00,west,7.51,32.20
40,7.80,47.21,64.76,536.00,644.00,west,9.12,41.22
41,8.00,46.95,59.57,544.00,552.00,west,5.19,46.41
42,8.20,45.94,55.85,508.00,588.00,west,3.86,50.15
43,8.40,45.02,53.85,456.00,388.00,west,2.21,52.17
44,8.60,42.54,53.15,424.00,296.00,west,2.57,52.94
45,8.80,41.06,55.41,476.00,324.00,west,2.70,50.80
46,9.00,40.45,58.81,460.00,288.00,west,3.45,47.47
47,9.20,40.76,64.18,568.00,356.00,west,5.38,42.10
48,9.40,41.16,72.09,548.00,492.00,west,7.92,34.20
49,9.60,40.67,79.73,576.00,572.00,west,7.65,26.72
50,9.80,40.10,86.46,652.00,548.00,west,6.75,20.28
51,10.00,37.86,92.22,628.00,480.00,west,6.18,15.33
52,10.20,37.15,96.44,588.00,416.00,west,4.28,11.88
53,10.40,36.40,98.97,560.00,476.00,west,2.64,10.25
54,10.60,37.26,103.22,556.00,412.00,west,4.34,6.32
55,10.80,38.87,107.39,532.00,352.00,west,4.47,2.29
56,11.00,41.21,108.96,476.00,272.00,platform,2.83,0.00
57,11.20,41.99,110.57,548.00,232.00,platform,1.78,0.00
58,11.40,42.76,111.34,508.00,192.00,platform,1.09,0.00
59,11.60,42.76,111.34,508.00,56.00,platform,0.00,0.00
60,11.80,42.76,111.34,492.00,88.00,platform,0.00,0.00
61,12.00,44.30,112.07,524.00,224.00,platform,1.70,0.00
62,12.20,45.06,112.83,616.00,196.00,platform,1.08,0.00
63,12.40,44.28,113.68,640.00,280.00,platform,1.15,0.00
64,12.60,44.29,112.87,556.00,196.00,platform,0.80,0.00
65,12.80,44.29,112.87,540.00,104.00,platform,0.00,0.00
