Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00028.trk
Object,0
Samples,151
rat,49,
trial,4,
date,2008-01-15 11:34:51.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:00:30.200,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00028.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-15 11:35:23.314,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-15 11:35:53.514,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,170.82,136.27,452.00,424.00,east,-,119.19
2,0.20,165.69,127.70,472.00,508.00,east,9.99,112.78
3,0.40,159.07,117.70,488.00,648.00,east,12.00,105.39
4,0.60,155.24,109.51,568.00,600.00,east,9.03,101.51
5,0.80,150.77,100.04,556.00,716.00,platform reversal,10.47,97.78
6,1.00,147.99,90.17,600.00,660.00,east,10.26,96.73
7,1.20,144.71,80.64,604.00,636.00,east,10.08,96.04
8,1.40,143.02,71.13,608.00,660.00,east,9.66,97.87
9,1.60,140.79,62.60,572.00,644.00,east,8.82,99.64
10,1.80,140.04,53.75,560.00,580.00,east,8.88,103.55
11,2.00,139.35,45.60,528.00,560.00,east,8.18,107.54
12,2.20,139.40,36.21,508.00,572.00,south,9.39,113.30
13,2.40,138.79,29.45,528.00,468.00,s ext,6.79,117.26
14,2.60,138.91,20.47,452.00,476.00,s ext,8.98,123.56
15,2.80,138.98,15.87,320.00,340.00,s ext,4.60,126.90
16,3.00,139.71,12.78,312.00,232.00,s ext,3.17,129.65
17,3.20,140.37,13.42,256.00,264.00,s ext,0.92,129.63
18,3.40,143.02,15.02,164.00,356.00,s ext,3.10,130.32
19,3.60,142.94,20.60,204.00,304.00,s ext,5.59,126.33
20,3.80,141.54,24.83,240.00,332.00,s ext,4.45,122.41
21,4.00,140.80,30.47,360.00,352.00,s ext,5.69,118.09
22,4.20,140.07,36.85,488.00,408.00,south,6.42,113.42
23,4.40,139.35,44.76,512.00,544.00,east,7.94,108.03
24,4.60,138.67,54.92,592.00,656.00,east,10.18,101.77
25,4.80,138.05,64.76,636.00,748.00,east,9.87,96.20
