Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00018.trk
Object,0
Samples,396
rat,50,
trial,2,
date,2008-01-16 11:05:30.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:01:19.200,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00018.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-16 11:05:54.803,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-16 11:07:14.003,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,159.21,32.50,168.00,284.00,e ext,-,131.31
2,0.20,157.15,35.38,296.00,256.00,e ext,3.54,127.98
3,0.40,156.47,37.56,444.00,268.00,e ext,2.28,126.19
4,0.60,155.81,41.55,440.00,500.00,e ext,4.05,123.43
5,0.80,157.27,45.59,476.00,436.00,e ext,4.30,122.46
6,1.00,158.00,47.16,460.00,208.00,e ext,1.74,122.26
7,1.20,159.47,49.41,380.00,264.00,e ext,2.68,122.39
8,1.40,158.77,49.67,328.00,188.00,east,0.75,121.65
9,1.60,158.81,51.50,288.00,240.00,east,1.84,120.78
10,1.80,161.17,58.16,124.00,244.00,east,7.06,119.78
11,2.00,160.51,60.21,224.00,140.00,east,2.15,118.31
12,2.20,159.90,63.15,372.00,260.00,east,3.00,116.53
13,2.40,159.44,69.65,428.00,336.00,east,6.52,113.61
14,2.60,159.89,78.62,452.00,536.00,east,8.98,111.14
15,2.80,161.12,86.59,476.00,584.00,east,8.07,110.32
16,3.00,165.53,94.53,500.00,616.00,east,9.08,113.17
17,3.20,172.40,101.05,516.00,544.00,east,9.47,119.17
18,3.40,178.83,108.17,556.00,576.00,e ext,9.59,125.13
19,3.60,184.62,114.79,476.00,464.00,e ext,8.80,130.87
20,3.80,189.36,118.50,308.00,408.00,e ext,6.02,135.69
21,4.00,191.43,120.94,240.00,212.00,e ext,3.20,137.86
22,4.20,193.30,127.82,196.00,284.00,e ext,7.13,140.24
23,4.40,193.09,132.17,272.00,212.00,e ext,4.35,140.53
24,4.60,191.24,137.19,376.00,296.00,e ext,5.34,139.45
25,4.80,189.02,145.14,440.00,376.00,e ext,8.25,138.80
26,5.00,186.05,153.62,488.00,504.00,e ext,8.99,137.98
27,5.20,181.41,162.15,512.00,608.00,e ext,9.71,136.18
28,5.40,176.90,171.30,508.00,652.00,e ext,10.20,135.43
29,5.60,171.76,181.77,456.00,676.00,e ext,11.67,135.53
30,5.80,168.24,191.83,412.00,644.00,n ext,10.65,137.74
31,6.00,165.85,198.49,328.00,452.00,n ext,7.08,139.46
32,6.20,163.62,206.26,288.00,432.00,n ext,8.09,142.31
33,6.40,158.27,211.38,132.00,404.00,n ext,7.41,141.45
34,6.60,152.52,208.33,184.00,260.00,n ext,6.50,135.13
35,6.80,143.17,203.77,392.00,456.00,n ext,10.41,125.15
36,7.00,132.18,198.14,400.00,544.00,n ext,12.35,113.31
37,7.20,120.71,193.23,440.00,616.00,n ext,12.48,101.79
38,7.40,108.74,188.36,476.00,700.00,n ext,12.92,90.25
39,7.60,97.22,186.58,508.00,768.00,north,11.65,81.81
40,7.80,85.16,186.88,528.00,724.00,n ext,12.07,75.62
41,8.00,74.07,187.61,520.00,720.00,n ext,11.11,71.68
42,8.20,63.92,188.49,444.00,628.00,n ext,10.19,69.54
43,8.40,53.84,190.39,364.00,576.00,n ext,10.25,69.72
44,8.60,45.51,189.88,324.00,472.00,n ext,8.34,68.71
45,8.80,39.66,187.02,248.00,364.00,w ext,6.51,66.09
46,9.00,33.56,188.06,188.00,332.00,w ext,6.19,67.81
47,9.20,32.84,187.51,144.00,108.00,w ext,0.91,67.37
48,9.40,33.56,188.06,112.00,96.00,w ext,0.91,67.81
49,9.60,35.90,186.95,184.00,208.00,w ext,2.59,66.40
50,9.80,39.72,186.11,280.00,312.00,w ext,3.91,65.18
51,10.00,44.36,184.17,424.00,392.00,n ext,5.03,63.01
52,10.20,53.46,183.53,448.00,544.00,n ext,9.12,62.86
53,10.40,62.62,182.73,472.00,560.00,n ext,9.20,63.64
54,10.60,73.44,181.65,524.00,636.00,north,10.87,65.89
55,10.80,85.17,181.70,532.00,792.00,north,11.73,71.10
56,11.00,97.93,182.30,524.00,808.00,north,12.77,78.81
57,11.20,110.95,183.52,560.00,820.00,north,13.08,88.04
58,11.40,123.31,184.08,528.00,840.00,north,12.38,97.21
59,11.60,135.93,185.71,572.00,780.00,north,12.73,107.84
60,11.80,148.74,187.29,508.00,768.00,n ext,12.90,119.01
61,12.00,161.53,187.53,436.00,704.00,n ext,12.79,129.77
62,12.20,172.29,184.98,428.00,696.00,e ext,11.06,137.58
63,12.40,181.02,180.21,428.00,648.00,e ext,9.95,142.98
64,12.60,187.62,172.96,384.00,620.00,e ext,9.80,145.92
65,12.80,191.11,162.83,396.00,524.00,e ext,10.72,145.56
66,13.00,192.33,149.35,396.00,544.00,e ext,13.54,142.97
67,13.20,190.00,134.75,456.00,588.00,e ext,14.79,137.83
68,13.40,187.05,120.35,520.00,656.00,e ext,14.70,133.46
69,13.60,184.16,104.25,532.00,732.00,e ext,16.36,130.64
70,13.80,179.92,87.66,600.00,812.00,e ext,17.12,128.55
71,14.00,174.04,74.22,604.00,804.00,e ext,14.67,125.95
72,14.20,167.21,62.07,564.00,824.00,e ext,13.94,123.67
73,14.40,160.25,51.93,580.00,832.00,east,12.29,121.83
74,14.60,151.68,44.97,620.00,848.00,east,11.04,118.10
75,14.80,141.40,40.71,600.00,924.00,east,11.13,112.09
76,15.00,131.95,39.30,624.00,864.00,south,9.56,105.61
77,15.20,121.10,39.15,664.00,912.00,south,10.84,97.76
78,15.40,110.80,38.71,648.00,864.00,south,10.31,91.06
79,15.60,98.87,38.82,700.00,948.00,south,11.94,83.69
80,15.80,88.10,41.11,704.00,940.00,south,11.01,75.91
81,16.00,78.66,46.11,620.00,940.00,south,10.68,67.02
82,16.20,72.94,53.87,672.00,796.00,south,9.64,57.56
83,16.40,69.47,63.47,676.00,788.00,south,10.21,47.38
84,16.60,66.71,73.83,708.00,880.00,west,10.71,36.89
85,16.80,65.37,84.23,744.00,876.00,west,10.48,27.33
86,17.00,65.40,95.31,732.00,916.00,west,11.08,18.67
87,17.20,66.79,105.49,736.00,844.00,west,10.27,14.27
88,17.40,70.24,115.42,728.00,864.00,west,10.52,16.56
89,17.60,75.10,123.71,788.00,892.00,west,9.61,23.13
90,17.80,82.13,131.20,756.00,968.00,north,10.28,32.63
91,18.00,90.75,136.81,768.00,876.00,north,10.28,42.89
92,18.20,101.03,140.85,696.00,936.00,north,11.05,53.85
93,18.40,112.33,145.01,736.00,904.00,north,12.04,65.80
94,18.60,123.92,148.56,712.00,928.00,north,12.12,77.79
95,18.80,135.12,152.81,688.00,872.00,north,11.98,89.74
96,19.00,147.50,157.31,624.00,848.00,north,13.17,102.88
97,19.20,160.15,160.79,600.00,808.00,east,13.12,115.88
