Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00050.trk
Object,0
Samples,450
rat,67,
trial,2,
date,2008-01-16 12:55:18.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00050.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-16 12:55:46.707,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-16 12:57:16.707,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,165.47,27.31,116.00,104.00,e ext,-,139.42
2,0.20,164.76,26.70,188.00,104.00,e ext,0.94,139.20
3,0.40,164.78,28.69,292.00,192.00,e ext,1.99,138.06
4,0.60,164.08,29.06,380.00,168.00,e ext,0.79,137.28
5,0.80,163.37,28.44,412.00,152.00,e ext,0.94,137.06
6,1.00,161.27,28.56,396.00,248.00,e ext,2.10,135.29
7,1.20,159.19,29.63,392.00,220.00,e ext,2.34,132.98
8,1.40,157.12,29.71,412.00,268.00,e ext,2.08,131.26
9,1.60,153.68,30.42,408.00,268.00,e ext,3.51,128.09
10,1.80,149.59,31.36,444.00,332.00,e ext,4.20,124.28
11,2.00,145.52,31.28,464.00,316.00,e ext,4.07,121.16
12,2.20,140.79,31.35,480.00,344.00,s ext,4.73,117.50
13,2.40,136.08,31.26,484.00,364.00,south,4.72,114.04
14,2.60,131.36,30.99,504.00,404.00,south,4.72,110.79
15,2.80,126.63,30.52,516.00,356.00,south,4.75,107.78
16,3.00,123.24,29.56,512.00,388.00,south,3.52,106.15
17,3.20,119.81,30.20,556.00,324.00,south,3.48,103.39
18,3.40,114.99,30.88,556.00,384.00,south,4.87,99.74
19,3.60,109.42,32.19,572.00,416.00,south,5.72,95.26
20,3.80,103.80,33.17,568.00,460.00,south,5.71,91.14
21,4.00,98.10,33.83,536.00,424.00,south,5.73,87.41
22,4.20,91.60,34.11,576.00,440.00,south,6.51,83.72
23,4.40,86.50,35.09,524.00,388.00,south,5.20,80.38
24,4.60,79.85,36.43,580.00,472.00,south,6.78,76.31
25,4.80,73.87,37.65,556.00,464.00,south,6.11,72.96
26,5.00,67.80,38.68,532.00,456.00,south,6.15,70.16
27,5.20,61.59,38.65,576.00,436.00,south,6.21,68.80
28,5.40,56.84,38.07,512.00,376.00,south,4.79,68.57
29,5.60,52.88,38.57,532.00,468.00,south,3.98,67.64
30,5.80,49.84,41.14,508.00,400.00,south,3.98,64.89
31,6.00,46.85,44.64,516.00,336.00,south,4.61,61.35
32,6.20,45.56,49.59,524.00,376.00,west,5.11,56.42
33,6.40,43.59,56.98,536.00,420.00,west,7.65,49.07
34,6.60,41.53,63.48,572.00,404.00,west,6.82,42.71
35,6.80,40.31,71.07,580.00,488.00,west,7.68,35.33
36,7.00,39.87,79.62,620.00,488.00,west,8.56,26.99
37,7.20,40.14,88.15,592.00,540.00,west,8.54,18.61
38,7.40,39.55,97.37,580.00,548.00,west,9.23,9.92
39,7.60,39.65,106.54,548.00,552.00,west,9.17,2.24
40,7.80,39.64,114.81,556.00,496.00,platform,8.27,0.00
41,8.00,38.79,122.33,556.00,440.00,west,7.56,3.60
42,8.20,39.44,128.83,564.00,400.00,west,6.54,8.81
43,8.40,40.07,134.47,560.00,412.00,west,5.68,13.91
44,8.60,42.18,139.76,556.00,436.00,west,5.69,18.82
45,8.80,44.30,143.33,488.00,372.00,west,4.16,22.18
46,9.00,47.13,147.49,504.00,368.00,west,5.03,26.37
47,9.20,52.17,151.07,544.00,384.00,west,6.19,30.49
48,9.40,56.48,154.03,560.00,392.00,west,5.23,34.32
49,9.60,60.82,156.26,576.00,432.00,north,4.88,37.72
50,9.80,66.60,159.90,548.00,460.00,north,6.83,43.19
51,10.00,71.72,163.08,544.00,452.00,north,6.02,48.28
52,10.20,76.88,167.27,544.00,448.00,north,6.65,54.47
53,10.40,82.14,171.77,476.00,444.00,north,6.92,61.06
54,10.60,85.20,175.80,440.00,348.00,north,5.06,66.10
55,10.80,87.55,180.84,444.00,348.00,north,5.56,71.61
56,11.00,88.35,185.16,420.00,328.00,north,4.39,75.70
57,11.20,88.37,189.55,400.00,276.00,n ext,4.40,79.51
58,11.40,87.58,192.22,328.00,192.00,n ext,2.78,81.46
59,11.60,87.59,194.02,260.00,156.00,n ext,1.81,83.06
60,11.80,86.78,194.01,168.00,156.00,n ext,0.81,82.68
61,12.00,85.97,195.83,176.00,104.00,n ext,1.99,83.94
62,12.20,86.79,197.67,104.00,104.00,n ext,2.02,85.96
63,12.40,90.10,199.62,76.00,92.00,n ext,3.84,89.19
64,12.60,102.66,200.99,124.00,192.00,n ext,12.63,96.74
65,12.80,105.97,199.71,252.00,208.00,n ext,3.55,97.57
66,13.00,110.13,198.73,316.00,256.00,n ext,4.28,99.28
67,13.20,115.83,195.51,384.00,380.00,n ext,6.54,100.28
68,13.40,121.50,192.55,408.00,392.00,n ext,6.39,101.84
69,13.60,127.13,189.81,400.00,424.00,n ext,6.27,103.90
70,13.80,132.56,185.36,460.00,452.00,north,7.01,105.01
71,14.00,137.06,180.73,452.00,456.00,north,6.46,105.71
72,14.20,140.65,175.84,504.00,444.00,north,6.07,105.89
73,14.40,143.14,168.83,520.00,512.00,north,7.44,104.27
74,14.60,144.86,162.48,484.00,484.00,north,6.58,102.71
75,14.80,147.30,155.52,524.00,504.00,north,7.37,101.99
76,15.00,149.71,148.54,532.00,552.00,east,7.39,101.76
77,15.20,152.01,140.60,540.00,560.00,east,8.27,101.73
78,15.40,153.60,133.25,540.00,488.00,east,7.51,101.70
79,15.60,155.10,124.95,536.00,492.00,east,8.44,101.95
80,15.80,157.66,119.27,532.00,508.00,east,6.23,104.05
81,16.00,160.30,114.30,532.00,456.00,east,5.63,106.54
82,16.20,163.19,111.87,524.00,424.00,east,3.77,109.42
83,16.40,166.18,110.27,512.00,372.00,east,3.39,112.43
84,16.60,169.28,109.55,496.00,320.00,east,3.18,115.54
85,16.80,172.50,109.77,468.00,228.00,east,3.23,118.76
86,17.00,174.95,109.93,440.00,212.00,east,2.45,121.20
87,17.20,176.70,111.04,440.00,208.00,east,2.08,122.94
88,17.40,180.02,111.29,436.00,316.00,e ext,3.33,126.25
89,17.60,183.77,114.71,516.00,416.00,e ext,5.07,130.02
90,17.80,186.04,119.16,464.00,356.00,e ext,5.00,132.40
91,18.00,188.85,127.02,456.00,336.00,e ext,8.35,135.73
92,18.20,190.00,134.75,380.00,380.00,e ext,7.81,137.83
93,18.40,192.32,143.95,328.00,340.00,e ext,9.49,141.79
94,18.60,194.39,151.09,320.00,352.00,e ext,7.43,145.38
95,18.80,196.34,157.23,248.00,304.00,e ext,6.44,148.86
96,19.00,199.86,161.86,148.00,212.00,e ext,5.82,153.57
97,19.20,200.30,164.27,80.00,116.00,e ext,2.45,154.73
98,19.40,199.54,165.09,100.00,68.00,e ext,1.11,154.27
99,19.60,200.30,164.27,84.00,64.00,e ext,1.11,154.73
100,19.80,201.05,163.44,96.00,84.00,e ext,1.12,155.19
101,20.00,200.39,159.82,108.00,132.00,e ext,3.68,153.48
102,20.20,198.37,153.51,156.00,224.00,e ext,6.63,149.83
103,20.40,195.67,148.21,232.00,356.00,e ext,5.94,145.96
104,20.60,192.87,141.94,324.00,316.00,e ext,6.87,141.92
105,20.80,189.83,133.64,388.00,416.00,e ext,8.84,137.50
106,21.00,187.50,123.60,424.00,356.00,e ext,10.30,134.11
107,21.20,184.62,114.79,464.00,400.00,e ext,9.27,130.87
108,21.40,180.95,105.20,452.00,436.00,e ext,10.27,127.38
109,21.60,176.71,96.05,440.00,420.00,east,10.09,124.02
110,21.80,172.11,89.37,428.00,436.00,east,8.11,120.55
111,22.00,165.51,84.29,472.00,460.00,east,8.33,115.12
112,22.20,159.99,80.41,492.00,476.00,east,6.75,110.73
113,22.40,153.16,76.14,528.00,580.00,east,8.05,105.49
114,22.60,147.28,72.05,556.00,540.00,east,7.17,101.43
115,22.80,140.17,67.59,540.00,568.00,east,8.40,96.78
116,23.00,133.93,64.71,592.00,556.00,east,6.87,92.62
117,23.20,127.09,61.14,576.00,600.00,south,7.71,88.67
118,23.40,120.30,58.20,568.00,584.00,south,7.40,84.71
119,23.60,113.49,55.04,552.00,536.00,south,7.51,81.36
120,23.80,105.93,51.56,596.00,604.00,south,8.33,78.26
121,24.00,97.53,49.11,596.00,640.00,south,8.75,74.59
122,24.20,89.63,45.33,580.00,624.00,south,8.76,73.14
123,24.40,82.97,41.16,588.00,624.00,south,7.86,73.37
124,24.60,75.26,34.57,564.00,616.00,south,10.13,76.33
125,24.80,68.79,27.62,528.00,524.00,south,9.51,81.11
126,25.00,62.83,20.24,492.00,476.00,s ext,9.48,87.13
127,25.20,57.37,11.54,396.00,448.00,s ext,10.27,94.97
128,25.40,55.43,7.81,380.00,256.00,s ext,4.20,98.50
129,25.60,54.31,4.36,248.00,188.00,s ext,3.63,101.86
130,25.80,55.85,3.05,124.00,204.00,s ext,2.02,103.28
131,26.00,58.41,4.16,88.00,148.00,s ext,2.79,102.42
132,26.20,60.95,5.21,112.00,160.00,s ext,2.75,101.68
133,26.40,62.62,5.88,228.00,196.00,s ext,1.81,101.25
134,26.60,65.94,7.16,348.00,360.00,s ext,3.55,100.55
135,26.80,69.97,7.63,432.00,308.00,s ext,4.06,100.86
136,27.00,76.24,6.75,444.00,380.00,s ext,6.33,103.18
137,27.20,84.07,7.84,436.00,448.00,s ext,7.90,104.46
138,27.40,91.70,8.34,448.00,436.00,s ext,7.65,106.79
139,27.60,97.68,8.10,448.00,368.00,s ext,5.98,109.51
140,27.80,104.29,7.47,384.00,440.00,s ext,6.64,113.14
141,28.00,108.64,7.39,344.00,424.00,s ext,4.35,115.39
142,28.20,111.51,7.21,272.00,392.00,s ext,2.88,117.04
143,28.40,115.06,8.70,324.00,452.00,s ext,3.86,117.73
144,28.60,119.98,8.84,320.00,468.00,s ext,4.92,120.35
145,28.80,125.50,10.36,364.00,364.00,s ext,5.73,122.36
146,29.00,130.94,12.44,432.00,372.00,s ext,5.82,124.12
147,29.20,136.30,15.11,424.00,448.00,s ext,5.99,125.64
