Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00006.trk
Object,0
Samples,127
rat,53,
trial,2,
date,2008-01-16 10:32:17.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:00:25.400,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00006.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-16 10:32:46.028,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-16 10:33:11.428,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,166.97,32.55,296.00,312.00,e ext,-,137.69
2,0.20,167.71,34.19,296.00,392.00,e ext,1.80,137.42
3,0.40,169.93,36.13,372.00,364.00,e ext,2.95,138.22
4,0.60,170.70,37.80,400.00,284.00,e ext,1.84,137.98
5,0.80,171.52,40.50,368.00,264.00,e ext,2.82,137.28
6,1.00,172.43,45.24,416.00,520.00,e ext,4.82,135.73
7,1.20,173.42,51.00,412.00,420.00,e ext,5.85,133.94
8,1.40,173.84,59.06,408.00,412.00,e ext,8.07,130.94
9,1.60,173.38,64.29,396.00,292.00,e ext,5.24,128.55
10,1.80,173.00,70.43,440.00,300.00,e ext,6.15,126.11
11,2.00,171.81,75.65,448.00,336.00,e ext,5.36,123.42
12,2.20,170.64,80.75,464.00,288.00,east,5.24,120.93
13,2.40,169.40,84.79,420.00,276.00,east,4.22,118.79
14,2.60,169.70,88.60,460.00,224.00,east,3.83,118.32
15,2.80,169.16,91.52,404.00,240.00,east,2.96,117.26
16,3.00,169.32,93.42,420.00,224.00,east,1.91,117.10
17,3.20,169.57,96.27,488.00,228.00,east,2.86,116.92
18,3.40,169.05,99.13,492.00,340.00,east,2.91,116.04
19,3.60,168.53,101.97,456.00,436.00,east,2.88,115.23
20,3.80,167.13,103.82,492.00,252.00,east,2.32,113.68
21,4.00,164.33,107.40,560.00,396.00,east,4.55,110.67
22,4.20,161.36,109.04,504.00,360.00,east,3.39,107.64
23,4.40,159.11,109.78,524.00,380.00,east,2.38,105.37
24,4.60,157.55,109.67,472.00,236.00,east,1.55,103.82
25,4.80,154.47,109.46,500.00,380.00,east,3.09,100.74
26,5.00,152.32,111.00,484.00,336.00,east,2.65,98.55
27,5.20,150.92,112.57,528.00,340.00,east,2.09,97.15
28,5.40,150.29,114.17,556.00,196.00,east,1.73,96.53
29,5.60,149.03,117.36,604.00,368.00,east,3.42,95.34
30,5.80,147.69,119.67,540.00,320.00,east,2.67,94.12
31,6.00,147.97,122.99,528.00,268.00,east,3.34,94.66
32,6.20,147.48,126.21,580.00,316.00,east,3.26,94.54
33,6.40,148.65,130.56,604.00,344.00,east,4.50,96.35
34,6.60,149.14,135.68,624.00,452.00,east,5.14,97.83
35,6.80,151.39,142.15,628.00,436.00,east,6.85,101.52
36,7.00,153.86,149.75,612.00,464.00,east,8.00,106.08
37,7.20,156.58,158.60,560.00,540.00,east,9.26,111.74
38,7.40,159.48,167.85,532.00,444.00,east,9.69,118.19
39,7.60,161.81,178.15,476.00,520.00,n ext,10.55,125.09
40,7.80,164.14,187.83,500.00,472.00,n ext,9.96,132.13
41,8.00,164.73,196.91,384.00,444.00,n ext,9.10,137.63
42,8.20,162.92,201.89,352.00,344.00,n ext,5.30,139.08
43,8.40,160.91,205.79,316.00,308.00,n ext,4.39,139.89
44,8.60,155.22,208.74,308.00,344.00,n ext,6.41,137.42
45,8.80,150.78,208.44,292.00,280.00,n ext,4.45,133.91
46,9.00,142.51,205.41,256.00,332.00,n ext,8.81,125.79
47,9.20,135.09,201.20,324.00,332.00,n ext,8.54,117.53
48,9.40,127.85,197.46,372.00,360.00,n ext,8.15,109.78
49,9.60,119.85,192.97,460.00,416.00,n ext,9.17,101.02
50,9.80,110.36,187.81,484.00,552.00,north,10.80,90.86
51,10.00,102.00,183.67,512.00,532.00,north,9.33,82.37
52,10.20,93.09,180.18,520.00,600.00,north,9.57,74.20
53,10.40,83.62,179.18,548.00,668.00,north,9.53,68.15
54,10.60,75.82,179.68,496.00,620.00,north,7.82,65.01
55,10.80,68.75,183.20,496.00,544.00,n ext,7.89,65.79
56,11.00,63.17,187.78,464.00,480.00,n ext,7.22,68.68
57,11.20,59.93,191.23,384.00,368.00,n ext,4.73,71.39
58,11.40,57.50,193.69,336.00,216.00,n ext,3.46,73.44
59,11.60,57.50,193.69,248.00,136.00,n ext,0.00,73.44
60,11.80,56.67,194.84,124.00,148.00,n ext,1.41,74.46
61,12.00,59.20,190.54,156.00,168.00,n ext,4.98,70.59
62,12.20,59.89,192.13,84.00,216.00,n ext,1.73,72.26
63,12.40,62.28,190.63,168.00,172.00,n ext,2.82,71.26
64,12.60,64.63,190.09,288.00,264.00,n ext,2.41,71.26
65,12.80,67.79,188.57,328.00,296.00,n ext,3.51,70.65
66,13.00,70.20,186.41,336.00,328.00,n ext,3.23,69.29
67,13.20,73.42,182.50,384.00,320.00,north,5.06,66.68
68,13.40,76.61,178.76,404.00,396.00,north,4.92,64.51
69,13.60,81.32,175.09,504.00,468.00,north,5.98,63.46
70,13.80,87.56,170.85,512.00,592.00,north,7.54,63.42
71,14.00,92.96,166.96,608.00,624.00,north,6.66,63.71
72,14.20,100.64,162.76,580.00,652.00,north,8.74,66.08
73,14.40,107.48,158.89,588.00,680.00,north,7.87,68.93
74,14.60,115.06,155.42,588.00,664.00,north,8.33,73.32
75,14.80,121.77,151.25,604.00,680.00,north,7.91,77.05
76,15.00,127.61,146.21,660.00,656.00,north,7.71,80.23
77,15.20,133.32,140.35,640.00,692.00,north,8.18,83.65
78,15.40,138.20,134.22,664.00,696.00,east,7.84,86.83
79,15.60,142.26,127.78,640.00,704.00,east,7.62,89.59
80,15.80,146.29,121.12,640.00,664.00,east,7.78,92.82
81,16.00,150.99,113.41,660.00,692.00,east,9.03,97.22
82,16.20,154.96,106.07,652.00,648.00,platform reversal,8.35,101.39
83,16.40,158.92,98.31,648.00,620.00,east,8.71,106.09
84,16.60,162.88,90.08,576.00,632.00,east,9.14,111.35
85,16.80,166.08,81.40,544.00,576.00,east,9.25,116.35
86,17.00,168.59,73.34,484.00,484.00,east,8.44,121.02
87,17.20,170.55,68.02,460.00,320.00,e ext,5.67,124.59
88,17.40,171.71,61.74,368.00,348.00,e ext,6.39,127.94
89,17.60,170.76,58.03,412.00,300.00,e ext,3.83,128.53
90,17.80,169.10,54.60,396.00,264.00,e ext,3.81,128.47
91,18.00,166.80,52.47,428.00,304.00,e ext,3.14,127.36
92,18.20,163.16,52.80,468.00,320.00,e ext,3.65,123.98
93,18.40,158.86,53.34,492.00,352.00,east,4.34,119.93
94,18.60,152.51,54.48,536.00,516.00,east,6.45,113.82
95,18.80,146.24,55.45,596.00,548.00,east,6.34,107.92
96,19.00,139.36,56.39,660.00,616.00,east,6.94,101.56
97,19.20,131.18,56.54,664.00,700.00,east,8.19,94.61
98,19.40,123.70,57.77,688.00,704.00,south,7.58,87.73
99,19.60,115.52,58.67,692.00,708.00,south,8.22,80.62
100,19.80,107.29,60.60,688.00,756.00,south,8.46,73.03
101,20.00,99.67,62.81,724.00,716.00,south,7.94,65.89
102,20.20,92.66,65.45,688.00,708.00,south,7.48,59.06
103,20.40,85.59,69.31,732.00,716.00,south,8.06,51.42
104,20.60,78.44,73.01,760.00,764.00,south,8.05,44.01
105,20.80,71.19,76.64,740.00,756.00,south,8.11,36.87
106,21.00,64.59,81.15,724.00,672.00,west,7.99,29.48
107,21.20,58.67,85.87,756.00,704.00,west,7.58,22.52
108,21.40,52.67,91.58,660.00,648.00,west,8.28,15.15
109,21.60,48.13,97.66,608.00,596.00,west,7.59,8.36
110,21.80,44.31,104.01,596.00,588.00,west,7.42,2.31
111,22.00,40.43,108.17,480.00,468.00,west,5.68,0.56
112,22.20,38.09,110.76,476.00,428.00,west,3.49,1.23
113,22.40,36.52,113.37,436.00,368.00,west,3.05,2.36
114,22.60,35.73,113.42,436.00,216.00,west,0.79,3.14
115,22.80,36.52,114.21,420.00,176.00,west,1.11,2.36
116,23.00,36.52,114.21,412.00,120.00,west,0.00,2.36
117,23.20,37.30,114.99,420.00,120.00,west,1.10,1.57
118,23.40,38.86,115.70,440.00,252.00,west,1.71,0.39
119,23.60,42.74,114.58,592.00,392.00,platform,4.04,0.00
120,23.80,45.04,114.43,688.00,312.00,platform,2.31,0.00
121,24.00,45.81,114.38,700.00,116.00,platform,0.77,0.00
122,24.20,45.81,114.38,756.00,168.00,platform,0.00,0.00
123,24.40,45.81,114.38,664.00,140.00,platform,0.00,0.00
124,24.60,47.33,114.28,624.00,160.00,platform,1.53,0.00
125,24.80,48.08,115.80,580.00,324.00,platform,1.69,0.00
