Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00050.trk
Object,0
Samples,414
rat,67,
trial,2,
date,2008-01-15 13:02:08.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:01:22.800,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00050.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-15 13:02:36.713,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-15 13:03:59.513,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,73.49,179.95,324.00,332.00,north,-,64.33
2,0.20,73.62,174.92,380.00,320.00,north,5.03,59.77
3,0.40,75.27,170.65,432.00,388.00,north,4.58,56.64
4,0.60,78.43,165.56,432.00,448.00,north,5.99,53.83
5,0.80,83.05,161.38,452.00,476.00,north,6.23,53.16
6,1.00,89.13,158.21,524.00,504.00,north,6.86,54.65
7,1.20,95.93,154.63,532.00,568.00,north,7.69,57.20
8,1.40,102.71,152.13,568.00,612.00,north,7.22,61.15
9,1.60,111.00,150.12,528.00,600.00,north,8.53,67.08
10,1.80,117.81,148.93,552.00,568.00,north,6.91,72.46
11,2.00,126.26,149.06,532.00,620.00,north,8.45,80.13
12,2.20,136.50,150.73,524.00,608.00,north,10.38,90.18
13,2.40,143.80,152.76,532.00,464.00,north,7.58,97.70
14,2.60,152.00,154.42,516.00,544.00,east,8.36,105.93
15,2.80,159.89,158.87,420.00,512.00,east,9.07,114.91
16,3.00,167.33,164.43,392.00,428.00,east,9.29,123.91
17,3.20,172.98,173.52,396.00,420.00,e ext,10.70,132.82
18,3.40,175.91,180.79,364.00,336.00,e ext,7.83,138.71
19,3.60,179.15,189.45,336.00,292.00,e ext,9.25,145.76
20,3.80,179.75,192.82,264.00,216.00,e ext,3.43,148.01
21,4.00,179.19,194.57,264.00,232.00,n ext,1.83,148.44
22,4.20,179.19,194.57,264.00,224.00,n ext,0.00,148.44
23,4.40,177.24,193.53,232.00,160.00,n ext,2.20,146.24
24,4.60,171.89,187.75,152.00,224.00,n ext,7.88,138.65
25,4.80,176.67,195.25,244.00,252.00,n ext,8.89,146.68
26,5.00,176.10,196.97,252.00,304.00,n ext,1.81,147.13
27,5.20,174.75,199.28,280.00,244.00,n ext,2.67,147.25
28,5.40,171.25,199.39,304.00,216.00,n ext,3.50,144.41
29,5.60,166.03,199.58,336.00,272.00,n ext,5.22,140.23
30,5.80,159.57,197.19,340.00,308.00,n ext,6.89,133.59
31,6.00,151.37,194.14,360.00,380.00,n ext,8.75,125.20
32,6.20,143.22,190.48,372.00,404.00,n ext,8.93,116.51
33,6.40,134.20,185.06,376.00,436.00,north,10.53,106.08
34,6.60,126.24,179.69,412.00,436.00,north,9.59,96.53
35,6.80,117.62,173.03,484.00,520.00,north,10.90,85.64
36,7.00,110.11,166.49,472.00,564.00,north,9.95,75.69
37,7.20,103.63,159.16,480.00,544.00,north,9.78,66.04
38,7.40,97.42,152.44,524.00,596.00,north,9.15,57.02
39,7.60,91.44,144.75,548.00,608.00,north,9.75,47.68
40,7.80,86.37,137.50,584.00,612.00,north,8.84,39.50
41,8.00,82.18,129.09,636.00,716.00,north,9.40,31.73
42,8.20,78.76,120.80,616.00,636.00,west,8.97,25.89
43,8.40,74.62,112.52,612.00,692.00,west,9.26,20.85
44,8.60,71.17,103.38,616.00,684.00,west,9.77,19.12
45,8.80,67.60,95.40,640.00,672.00,west,8.74,20.25
46,9.00,63.90,85.59,624.00,688.00,west,10.49,25.38
47,9.20,61.50,75.41,580.00,660.00,west,10.45,33.26
48,9.40,59.74,66.47,588.00,592.00,west,9.11,41.22
49,9.60,58.59,56.48,580.00,608.00,south,10.06,50.73
50,9.80,58.14,47.13,608.00,596.00,south,9.36,59.83
51,10.00,57.59,37.43,520.00,536.00,south,9.72,69.31
52,10.20,59.38,28.19,492.00,532.00,south,9.41,78.71
53,10.40,62.96,22.12,432.00,468.00,s ext,7.04,85.29
54,10.60,67.51,19.06,464.00,456.00,s ext,5.49,89.17
55,10.80,72.99,18.92,404.00,420.00,s ext,5.48,90.58
56,11.00,77.74,21.13,460.00,360.00,south,5.23,89.84
57,11.20,83.21,25.05,464.00,468.00,south,6.74,88.09
58,11.40,88.59,30.33,564.00,476.00,south,7.53,85.58
59,11.60,93.83,36.83,524.00,536.00,south,8.35,82.56
60,11.80,98.90,43.66,532.00,584.00,south,8.51,79.77
61,12.00,104.54,51.58,564.00,640.00,south,9.72,77.29
62,12.20,108.67,58.32,592.00,604.00,south,7.91,75.57
63,12.40,113.44,66.26,576.00,672.00,south,9.26,74.46
64,12.60,116.84,74.81,616.00,696.00,south,9.20,72.78
65,12.80,120.30,83.28,620.00,700.00,east,9.16,72.21
66,13.00,121.78,92.56,608.00,732.00,east,9.39,70.68
67,13.20,122.64,101.15,628.00,668.00,east,8.63,69.78
68,13.40,122.88,110.48,632.00,660.00,east,9.34,69.14
69,13.60,122.48,119.84,652.00,676.00,east,9.37,68.98
70,13.80,122.13,129.31,636.00,672.00,north,9.48,70.09
71,14.00,121.81,138.21,620.00,616.00,north,8.90,72.03
72,14.20,120.04,147.80,552.00,644.00,north,9.76,73.96
73,14.40,117.36,155.07,564.00,556.00,north,7.75,75.08
74,14.60,114.68,163.30,572.00,600.00,north,8.66,77.35
75,14.80,111.10,170.78,528.00,524.00,north,8.29,79.23
76,15.00,108.23,177.80,516.00,484.00,north,7.58,82.01
77,15.20,103.67,184.79,464.00,508.00,north,8.35,84.28
78,15.40,98.95,190.33,404.00,396.00,n ext,7.27,85.86
79,15.60,95.76,193.59,296.00,348.00,n ext,4.56,86.78
80,15.80,92.52,196.06,132.00,300.00,n ext,4.07,87.22
81,16.00,90.06,195.92,136.00,188.00,n ext,2.47,85.90
82,16.20,-,-,-,-,-,-,-
83,16.40,-,-,-,-,-,-,-
84,16.60,-,-,-,-,-,-,-
85,16.80,-,-,-,-,-,-,-
86,17.00,78.64,199.76,84.00,-,n ext,-,84.67
87,17.20,73.85,197.47,168.00,212.00,n ext,5.31,80.93
88,17.40,68.34,195.59,200.00,248.00,n ext,5.82,77.54
89,17.60,62.12,194.23,284.00,300.00,n ext,6.36,74.75
90,17.80,55.30,191.69,260.00,328.00,n ext,7.28,71.17
91,18.00,47.79,189.88,204.00,336.00,n ext,7.73,68.75
92,18.20,40.97,190.02,208.00,300.00,n ext,6.81,68.98
93,18.40,33.43,189.94,136.00,320.00,w ext,7.54,69.68
94,18.60,29.90,186.24,148.00,252.00,w ext,5.12,66.65
95,18.80,28.58,183.24,172.00,224.00,w ext,3.27,64.01
96,19.00,25.79,179.12,240.00,196.00,w ext,4.98,60.76
97,19.20,23.01,174.00,268.00,276.00,w ext,5.83,56.82
98,19.40,20.26,166.88,296.00,316.00,w ext,7.64,51.42
99,19.60,19.01,158.96,320.00,312.00,w ext,8.02,45.13
100,19.80,18.48,150.69,332.00,364.00,w ext,8.29,38.48
101,20.00,18.67,142.16,400.00,388.00,w ext,8.53,31.84
102,20.20,20.41,133.31,412.00,388.00,west,9.02,24.75
103,20.40,22.90,125.45,428.00,408.00,west,8.24,18.44
104,20.60,26.14,116.85,492.00,456.00,west,9.19,12.88
105,20.80,29.30,107.71,444.00,480.00,west,9.68,10.53
106,21.00,32.38,98.88,520.00,484.00,west,9.35,12.80
107,21.20,34.59,90.26,536.00,584.00,west,8.90,18.50
108,21.40,35.16,83.33,504.00,544.00,west,6.95,24.59
109,21.60,34.86,76.24,468.00,388.00,west,7.10,31.44
110,21.80,36.25,71.16,384.00,532.00,west,5.26,36.03
111,22.00,39.53,71.79,364.00,308.00,west,3.34,34.74
112,22.20,42.01,73.10,420.00,280.00,west,2.80,33.09
113,22.40,46.14,77.16,464.00,396.00,west,5.79,28.84
114,22.60,50.96,81.90,536.00,472.00,west,6.76,24.34
115,22.80,56.43,87.97,548.00,548.00,west,8.17,19.71
116,23.00,61.71,94.39,584.00,620.00,west,8.31,16.86
117,23.20,67.57,100.46,592.00,664.00,west,8.43,17.35
118,23.40,73.27,107.62,632.00,664.00,west,9.16,20.06
119,23.60,78.88,114.56,632.00,672.00,west,8.92,25.14
120,23.80,85.19,121.41,632.00,720.00,north,9.31,32.32
121,24.00,91.56,127.68,668.00,692.00,north,8.93,40.01
122,24.20,98.06,135.63,628.00,760.00,north,10.27,48.90
123,24.40,104.04,143.30,616.00,660.00,north,9.73,57.65
124,24.60,110.32,152.32,572.00,716.00,north,10.99,67.65
125,24.80,116.92,161.34,556.00,648.00,north,11.19,78.09
126,25.00,123.05,170.20,556.00,576.00,north,10.77,88.18
127,25.20,128.78,180.50,456.00,564.00,north,11.79,99.00
128,25.40,134.02,191.38,380.00,476.00,n ext,12.07,110.04
129,25.60,137.80,202.34,316.00,392.00,n ext,11.60,120.27
130,25.80,140.25,208.30,180.00,216.00,n ext,6.44,126.20
131,26.00,141.71,212.95,60.00,128.00,n ext,4.87,130.55
132,26.20,-,-,-,-,-,-,-
133,26.40,-,-,-,-,-,-,-
134,26.60,-,-,-,-,-,-,-
135,26.80,128.02,208.07,104.00,-,n ext,-,117.73
136,27.00,122.63,206.12,80.00,128.00,n ext,5.73,112.79
137,27.20,117.40,205.42,72.00,128.00,n ext,5.28,109.00
138,27.40,-,-,-,-,-,-,-
139,27.60,-,-,-,-,-,-,-
140,27.80,-,-,-,-,-,-,-
141,28.00,-,-,-,-,-,-,-
142,28.20,71.40,199.64,156.00,-,n ext,-,82.29
143,28.40,66.66,198.64,204.00,224.00,n ext,4.85,80.06
