Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00017.trk
Object,0
Samples,450
rat,50,
trial,1,
date,2008-01-15 10:59:54.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00017.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-15 11:01:25.571,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-15 11:02:55.571,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,88.78,11.61,324.00,396.00,s ext,-,102.63
2,0.20,83.94,4.94,108.00,312.00,s ext,8.25,107.16
3,0.40,86.97,3.67,108.00,200.00,s ext,3.28,109.37
4,0.60,88.51,3.98,176.00,164.00,s ext,1.57,109.63
5,0.80,91.55,3.54,244.00,252.00,s ext,3.06,111.15
6,1.00,90.97,9.17,348.00,432.00,s ext,5.66,105.74
7,1.20,91.75,10.23,424.00,388.00,s ext,1.32,105.08
8,1.40,97.63,6.21,188.00,372.00,s ext,7.12,111.20
9,1.60,94.01,10.53,404.00,304.00,s ext,5.64,105.74
10,1.80,95.48,9.77,428.00,312.00,s ext,1.66,107.06
11,2.00,95.51,10.70,416.00,316.00,s ext,0.94,106.22
12,2.20,96.31,13.56,344.00,296.00,s ext,2.97,104.02
13,2.40,95.69,18.95,208.00,336.00,s ext,5.42,98.95
14,2.60,98.53,13.75,300.00,292.00,s ext,5.93,104.87
15,2.80,96.35,15.40,208.00,308.00,s ext,2.73,102.40
16,3.00,102.17,13.01,476.00,404.00,s ext,6.29,107.27
17,3.20,103.63,13.04,460.00,368.00,s ext,1.45,107.97
18,3.40,103.64,13.96,456.00,332.00,s ext,0.92,107.18
19,3.60,103.65,14.87,436.00,252.00,s ext,0.91,106.40
20,3.80,104.36,13.97,444.00,224.00,s ext,1.15,107.55
21,4.00,104.37,14.88,348.00,320.00,s ext,0.91,106.77
22,4.20,106.53,14.86,244.00,400.00,s ext,2.16,107.92
23,4.40,107.98,17.52,344.00,212.00,s ext,3.03,106.46
24,4.60,109.41,21.01,484.00,308.00,s ext,3.77,104.35
25,4.80,110.12,25.34,564.00,344.00,south,4.38,101.19
26,5.00,111.52,29.52,544.00,308.00,south,4.41,98.65
27,5.20,112.90,32.77,492.00,316.00,south,3.53,96.96
28,5.40,112.19,36.97,444.00,456.00,south,4.26,93.28
29,5.60,110.80,40.33,520.00,404.00,south,3.64,89.83
30,5.80,108.02,44.47,628.00,420.00,south,4.99,84.88
31,6.00,103.84,50.04,704.00,596.00,south,6.96,77.95
32,6.20,99.66,56.10,732.00,620.00,south,7.37,70.66
33,6.40,94.77,62.63,740.00,688.00,south,8.16,62.55
34,6.60,90.56,69.69,776.00,740.00,south,8.22,54.57
