Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00033.trk
Object,0
Samples,450
rat,60,
trial,1,
date,2008-01-15 12:10:31.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00033.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-15 12:12:05.881,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-15 12:13:35.881,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,99.92,9.20,492.00,436.00,s ext,-,109.54
2,0.20,96.16,7.01,376.00,300.00,s ext,4.35,109.84
3,0.40,93.88,5.80,368.00,224.00,s ext,2.58,109.99
4,0.60,93.13,5.69,360.00,320.00,s ext,0.76,109.78
5,0.80,86.15,2.53,152.00,280.00,s ext,7.66,110.17
6,1.00,87.78,4.80,264.00,200.00,s ext,2.79,108.60
7,1.20,85.46,4.32,276.00,236.00,s ext,2.37,108.25
8,1.40,79.91,1.98,188.00,216.00,s ext,6.02,108.77
9,1.60,81.59,4.37,272.00,172.00,s ext,2.92,106.97
10,1.80,80.85,5.14,304.00,296.00,s ext,1.07,106.01
11,2.00,74.41,2.30,168.00,280.00,s ext,7.04,107.04
12,2.20,73.60,2.03,184.00,112.00,s ext,0.85,107.11
13,2.40,71.29,3.22,144.00,184.00,s ext,2.60,105.45
14,2.60,72.16,4.49,248.00,232.00,s ext,1.55,104.39
15,2.80,68.27,6.06,184.00,344.00,s ext,4.19,102.06
16,3.00,67.59,7.76,332.00,300.00,s ext,1.82,100.27
17,3.20,64.50,9.52,412.00,296.00,s ext,3.55,97.97
18,3.40,61.40,11.22,404.00,368.00,s ext,3.54,95.79
19,3.60,55.07,13.49,344.00,444.00,s ext,6.72,92.81
20,3.80,50.13,13.33,416.00,304.00,s ext,4.95,92.70
21,4.00,44.14,11.62,376.00,392.00,s ext,6.23,94.41
22,4.20,41.59,11.42,332.00,300.00,s ext,2.56,94.67
23,4.40,38.13,10.77,348.00,304.00,s ext,3.52,95.53
24,4.60,35.64,11.58,324.00,280.00,s ext,2.61,94.94
25,4.80,33.26,13.46,368.00,284.00,s ext,3.03,93.36
26,5.00,29.96,14.91,412.00,268.00,s ext,3.61,92.42
27,5.20,27.79,18.96,436.00,352.00,s ext,4.60,88.83
28,5.40,23.77,22.20,408.00,324.00,w ext,5.16,86.54
29,5.60,20.65,25.93,404.00,380.00,w ext,4.86,83.71
30,5.80,16.69,30.43,404.00,384.00,w ext,5.99,80.62
31,6.00,13.65,35.45,392.00,348.00,w ext,5.87,77.04
32,6.20,12.35,40.20,440.00,360.00,w ext,4.92,73.23
33,6.40,11.25,47.15,456.00,456.00,w ext,7.04,67.52
34,6.60,11.04,54.40,456.00,464.00,w ext,7.25,61.36
35,6.80,10.04,63.51,424.00,424.00,w ext,9.16,54.43
36,7.00,8.06,72.46,440.00,400.00,w ext,9.17,48.70
37,7.20,6.92,81.70,432.00,456.00,w ext,9.30,43.26
38,7.40,4.87,92.01,432.00,440.00,w ext,10.51,39.35
39,7.60,2.62,100.42,456.00,400.00,w ext,8.71,38.17
40,7.80,2.02,106.83,412.00,380.00,w ext,6.44,37.40
41,8.00,2.31,114.27,412.00,408.00,w ext,7.45,36.56
42,8.20,4.28,121.43,436.00,424.00,w ext,7.42,35.20
43,8.40,7.01,128.22,436.00,464.00,w ext,7.32,34.16
44,8.60,9.62,135.77,436.00,384.00,w ext,7.99,35.12
45,8.80,12.08,144.05,456.00,436.00,w ext,8.64,37.93
46,9.00,15.22,151.80,448.00,480.00,w ext,8.36,41.34
47,9.20,18.24,158.32,520.00,408.00,w ext,7.18,44.99
48,9.40,22.65,165.85,468.00,484.00,w ext,8.73,49.45
49,9.60,26.96,172.19,412.00,504.00,w ext,7.67,53.80
50,9.80,30.38,178.75,408.00,420.00,w ext,7.40,59.23
51,10.00,33.03,184.70,336.00,328.00,w ext,6.51,64.57
52,10.20,36.55,188.44,312.00,288.00,w ext,5.13,67.81
53,10.40,40.20,190.36,312.00,280.00,n ext,4.12,69.38
54,10.60,45.40,191.71,328.00,296.00,n ext,5.38,70.54
55,10.80,50.68,192.36,316.00,388.00,n ext,5.32,71.39
56,11.00,58.28,193.47,264.00,404.00,n ext,7.69,73.32
57,11.20,64.45,194.58,336.00,352.00,n ext,6.26,75.58
58,11.40,73.09,195.75,372.00,412.00,n ext,8.72,79.06
59,11.60,80.29,196.89,320.00,372.00,n ext,7.29,82.59
60,11.80,90.06,195.92,340.00,420.00,n ext,9.82,85.90
61,12.00,99.09,194.88,356.00,432.00,n ext,9.10,89.68
62,12.20,106.45,192.42,380.00,504.00,n ext,7.76,92.03
63,12.40,114.67,190.63,440.00,500.00,n ext,8.40,95.81
64,12.60,122.91,189.34,432.00,480.00,n ext,8.34,100.54
65,12.80,132.85,188.19,480.00,592.00,n ext,10.00,107.05
66,13.00,142.86,187.55,452.00,604.00,n ext,10.03,114.43
67,13.20,151.17,186.51,492.00,528.00,n ext,8.37,120.56
68,13.40,159.53,185.63,480.00,532.00,n ext,8.41,127.06
69,13.60,167.96,184.83,476.00,500.00,n ext,8.46,133.78
70,13.80,176.28,182.96,444.00,536.00,e ext,8.53,140.06
71,14.00,183.69,180.47,456.00,500.00,e ext,7.82,145.49
72,14.20,189.95,176.12,424.00,480.00,e ext,7.62,149.32
73,14.40,193.09,168.99,400.00,448.00,e ext,7.79,149.51
74,14.60,192.95,158.18,360.00,392.00,e ext,10.81,145.88
75,14.80,190.30,147.64,416.00,384.00,e ext,10.86,140.60
76,15.00,187.81,137.42,464.00,400.00,e ext,10.52,136.11
77,15.20,183.46,125.04,496.00,568.00,e ext,13.12,130.18
78,15.40,179.43,113.27,524.00,548.00,e ext,12.43,125.66
79,15.60,174.10,102.04,512.00,596.00,east,12.44,120.77
80,15.80,168.54,93.46,516.00,572.00,east,10.22,116.32
81,16.00,161.12,86.59,544.00,612.00,east,10.11,110.32
82,16.20,153.35,80.42,552.00,624.00,east,9.92,104.36
83,16.40,145.28,76.49,564.00,692.00,east,8.97,97.95
84,16.60,137.46,72.01,612.00,696.00,east,9.02,92.43
85,16.80,129.83,67.66,608.00,660.00,east,8.78,87.60
86,17.00,120.96,64.18,568.00,736.00,south,9.53,81.87
87,17.20,112.78,59.62,648.00,816.00,south,9.36,77.88
88,17.40,106.62,53.84,580.00,692.00,south,8.45,77.13
89,17.60,100.33,46.08,612.00,680.00,south,9.98,78.71
90,17.80,95.99,37.01,572.00,616.00,south,10.06,83.59
91,18.00,91.46,27.28,576.00,708.00,south,10.73,89.61
92,18.20,87.48,17.82,544.00,584.00,s ext,10.26,96.41
93,18.40,84.11,8.80,412.00,556.00,s ext,9.63,103.57
94,18.60,81.64,5.34,396.00,336.00,s ext,4.25,106.05
95,18.80,80.06,4.93,280.00,428.00,s ext,1.63,105.98
96,19.00,73.60,2.03,132.00,244.00,s ext,7.08,107.11
97,19.20,72.04,2.49,200.00,124.00,s ext,1.63,106.31
98,19.40,72.16,4.49,268.00,300.00,s ext,2.00,104.39
99,19.60,70.66,5.93,316.00,312.00,s ext,2.08,102.67
100,19.80,67.45,5.77,412.00,304.00,s ext,3.21,102.20
101,20.00,62.62,5.88,440.00,396.00,s ext,4.83,101.25
102,20.20,56.96,6.50,448.00,408.00,s ext,5.69,99.94
103,20.40,50.36,6.55,448.00,376.00,s ext,6.61,99.48
104,20.60,43.83,8.49,448.00,416.00,s ext,6.80,97.54
105,20.80,37.34,11.39,424.00,472.00,s ext,7.12,94.97
106,21.00,31.67,14.72,440.00,392.00,s ext,6.57,92.33
107,21.20,26.87,18.53,420.00,388.00,s ext,6.13,89.44
108,21.40,21.22,23.09,428.00,400.00,w ext,7.26,86.30
109,21.60,16.45,28.24,404.00,376.00,w ext,7.02,82.77
110,21.80,11.89,35.80,424.00,436.00,w ext,8.83,77.42
111,22.00,9.05,43.21,392.00,408.00,w ext,7.94,72.03
112,22.20,6.27,51.91,396.00,404.00,w ext,9.12,66.06
113,22.40,5.23,60.18,404.00,424.00,w ext,8.34,59.96
114,22.60,4.39,71.77,412.00,456.00,w ext,11.62,51.76
115,22.80,3.27,81.23,440.00,404.00,w ext,9.52,46.45
116,23.00,4.02,93.02,444.00,444.00,w ext,11.81,39.61
117,23.20,4.60,104.63,452.00,496.00,w ext,11.63,35.26
118,23.40,6.77,115.94,420.00,488.00,w ext,11.51,32.11
119,23.60,7.86,127.05,472.00,460.00,w ext,11.16,32.98
120,23.80,8.77,137.99,480.00,504.00,w ext,10.98,37.04
121,24.00,9.54,147.82,444.00,452.00,w ext,9.85,42.34
122,24.20,11.80,157.93,448.00,476.00,w ext,10.36,48.27
123,24.40,14.82,164.49,380.00,420.00,w ext,7.22,52.04
124,24.60,17.81,168.91,388.00,376.00,w ext,5.34,54.35
125,24.80,21.42,174.76,372.00,424.00,w ext,6.87,58.11
126,25.00,24.27,178.95,352.00,380.00,w ext,5.07,61.06
127,25.20,29.31,183.80,388.00,428.00,w ext,6.99,64.39
128,25.40,33.62,187.13,336.00,404.00,w ext,5.45,66.87
129,25.60,39.48,189.78,324.00,332.00,n ext,6.43,68.86
130,25.80,44.56,192.96,288.00,332.00,n ext,5.99,71.79
131,26.00,52.08,194.55,304.00,400.00,n ext,7.68,73.68
132,26.20,58.89,196.89,264.00,328.00,n ext,7.21,76.80
133,26.40,65.06,198.98,188.00,276.00,n ext,6.52,80.01
134,26.60,69.02,199.11,120.00,156.00,n ext,3.96,81.11
135,26.80,73.81,199.31,60.00,140.00,n ext,4.79,82.68
136,27.00,-,-,-,-,-,-,-
137,27.20,-,-,-,-,-,-,-
138,27.40,-,-,-,-,-,-,-
139,27.60,108.69,203.13,172.00,-,n ext,-,101.93
140,27.80,117.18,202.47,344.00,356.00,n ext,8.52,106.53
141,28.00,124.86,202.08,360.00,360.00,n ext,7.69,111.14
142,28.20,132.39,200.11,380.00,428.00,n ext,7.78,114.85
143,28.40,139.93,198.47,388.00,440.00,n ext,7.71,119.18
144,28.60,147.21,195.07,416.00,460.00,n ext,8.04,122.50
145,28.80,153.69,192.38,420.00,444.00,n ext,7.01,126.01
146,29.00,161.85,189.61,484.00,528.00,n ext,8.61,131.16
147,29.20,167.20,185.44,488.00,476.00,n ext,6.78,133.44
148,29.40,173.27,180.53,468.00,500.00,e ext,7.81,136.26
