Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00032.trk
Object,0
Samples,187
rat,57,
trial,4,
date,2008-01-16 11:43:25.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:00:37.400,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00032.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-16 11:43:47.946,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-16 11:44:25.346,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,86.56,13.06,232.00,336.00,s ext,-,100.45
2,0.20,88.84,13.48,228.00,308.00,s ext,2.32,100.94
3,0.40,90.44,16.49,284.00,256.00,s ext,3.41,98.83
4,0.60,91.26,19.32,376.00,236.00,s ext,2.95,96.62
5,0.80,92.05,21.22,384.00,176.00,s ext,2.05,95.27
6,1.00,93.61,24.93,348.00,228.00,south,4.02,92.70
7,1.20,93.63,25.80,300.00,216.00,south,0.87,91.94
8,1.40,92.95,28.32,316.00,232.00,south,2.61,89.41
9,1.60,92.97,29.18,344.00,188.00,south,0.86,88.67
10,1.80,94.50,33.56,352.00,416.00,south,4.65,85.68
11,2.00,95.25,35.30,476.00,284.00,south,1.89,84.61
12,2.20,97.43,37.92,528.00,292.00,south,3.42,83.64
13,2.40,98.87,39.63,532.00,276.00,south,2.23,83.03
14,2.60,99.59,40.47,512.00,300.00,south,1.10,82.75
15,2.80,101.73,43.74,476.00,540.00,south,3.91,81.41
16,3.00,101.04,46.89,508.00,464.00,south,3.22,78.52
17,3.20,100.35,50.77,592.00,332.00,south,3.94,75.10
18,3.40,98.96,56.08,660.00,460.00,south,5.49,70.20
19,3.60,98.97,62.06,688.00,532.00,south,5.98,65.91
20,3.80,98.97,66.46,684.00,452.00,south,4.40,62.91
21,4.00,99.65,70.81,740.00,432.00,south,4.40,60.65
22,4.20,99.64,75.08,716.00,464.00,south,4.27,58.10
23,4.40,100.32,79.31,740.00,384.00,south,4.29,56.32
24,4.60,101.00,82.12,692.00,360.00,south,2.88,55.40
25,4.80,102.37,85.60,668.00,392.00,south,3.75,54.92
26,5.00,104.43,89.76,708.00,456.00,south,4.64,55.07
27,5.20,107.90,94.62,724.00,600.00,east,5.96,56.74
28,5.40,112.09,99.51,752.00,548.00,east,6.45,59.69
29,5.60,117.05,103.82,784.00,640.00,east,6.57,63.86
30,5.80,122.82,108.32,744.00,648.00,east,7.32,69.17
31,6.00,129.47,113.12,756.00,652.00,east,8.20,75.70
32,6.20,134.89,118.91,692.00,624.00,east,7.93,81.30
33,6.40,138.90,123.29,648.00,436.00,east,5.94,85.67
34,6.60,141.37,126.03,532.00,340.00,east,3.69,88.45
35,6.80,143.31,131.19,472.00,412.00,east,5.51,91.21
36,7.00,143.45,132.84,496.00,248.00,east,1.66,91.68
37,7.20,144.62,137.17,424.00,480.00,east,4.48,93.73
38,7.40,146.29,138.37,420.00,468.00,east,2.06,95.64
39,7.60,148.69,138.94,532.00,264.00,east,2.47,98.10
40,7.80,151.92,139.72,608.00,364.00,east,3.32,101.43
41,8.00,156.51,138.25,576.00,416.00,east,4.82,105.58
42,8.20,160.31,136.51,544.00,456.00,east,4.17,108.93
43,8.40,162.45,134.32,496.00,368.00,east,3.07,110.60
44,8.60,163.44,129.10,444.00,452.00,east,5.31,110.74
45,8.80,163.63,123.70,548.00,368.00,east,5.41,110.32
46,9.00,162.67,114.53,564.00,488.00,east,9.21,108.92
47,9.20,161.90,106.38,640.00,516.00,east,8.19,108.29
48,9.40,161.00,95.60,584.00,640.00,east,10.82,108.54
49,9.60,160.31,85.77,640.00,632.00,east,9.86,109.72
