Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00038.trk
Object,0
Samples,105
rat,83,
trial,2,
date,2008-01-15 12:27:16.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:00:21.000,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00038.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-15 12:27:48.175,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-15 12:28:09.175,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,120.78,194.17,204.00,168.00,n ext,-,102.54
2,0.20,124.25,195.28,252.00,184.00,n ext,3.64,105.72
3,0.40,126.97,197.14,336.00,220.00,n ext,3.29,108.94
4,0.60,130.70,200.41,388.00,236.00,n ext,4.96,113.88
5,0.80,136.34,204.61,376.00,340.00,n ext,7.03,120.83
6,1.00,141.05,207.68,312.00,320.00,n ext,5.63,126.33
7,1.20,147.60,210.82,140.00,300.00,n ext,7.26,133.21
8,1.40,149.34,210.69,68.00,112.00,n ext,1.75,134.39
9,1.60,147.31,208.68,108.00,112.00,n ext,2.86,131.53
10,1.80,145.95,205.07,160.00,164.00,n ext,3.86,128.07
11,2.00,144.48,200.50,212.00,244.00,n ext,4.80,123.92
12,2.20,142.03,194.65,300.00,280.00,n ext,6.35,118.24
13,2.40,142.33,190.10,392.00,300.00,n ext,4.56,115.58
14,2.60,141.41,182.39,456.00,400.00,north,7.76,110.20
15,2.80,141.41,175.24,528.00,464.00,north,7.16,106.20
16,3.00,141.45,168.23,620.00,540.00,north,7.00,102.50
17,3.20,140.41,158.48,608.00,620.00,north,9.81,96.95
18,3.40,138.68,148.85,672.00,648.00,north,9.79,91.50
19,3.60,136.25,138.60,672.00,728.00,east,10.53,85.98
20,3.80,134.07,129.57,680.00,680.00,east,9.29,81.84
21,4.00,131.31,120.78,696.00,680.00,east,9.21,77.86
22,4.20,128.68,111.59,708.00,740.00,east,9.56,74.91
23,4.40,125.51,102.66,708.00,712.00,east,9.47,72.39
24,4.60,123.22,94.70,744.00,724.00,east,8.28,71.56
25,4.80,120.32,85.43,728.00,776.00,east,9.71,71.44
26,5.00,117.53,76.94,768.00,760.00,south,8.94,72.36
27,5.20,115.49,68.34,708.00,732.00,south,8.84,75.02
28,5.40,113.47,59.58,728.00,756.00,south,8.99,78.45
29,5.60,110.76,52.15,688.00,664.00,south,7.91,81.28
30,5.80,108.02,43.68,688.00,680.00,south,8.90,85.48
31,6.00,105.22,36.47,628.00,604.00,south,7.73,89.30
32,6.20,100.93,30.60,580.00,552.00,south,7.27,91.68
33,6.40,97.30,27.85,448.00,428.00,south,4.55,92.01
34,6.60,93.65,26.67,484.00,396.00,south,3.85,91.19
35,6.80,88.45,25.11,452.00,408.00,south,5.43,90.18
36,7.00,84.70,24.46,564.00,384.00,south,3.81,89.21
37,7.20,80.05,21.69,628.00,448.00,south,5.40,90.07
38,7.40,75.31,18.67,600.00,492.00,s ext,5.63,91.46
39,7.60,70.39,14.42,524.00,580.00,s ext,6.50,94.32
40,7.80,67.78,10.70,484.00,496.00,s ext,4.54,97.41
41,8.00,66.90,9.43,472.00,340.00,s ext,1.55,98.50
42,8.20,67.65,8.74,388.00,196.00,s ext,1.02,99.32
43,8.40,69.40,11.26,404.00,432.00,s ext,3.07,97.19
44,8.60,73.48,13.51,436.00,560.00,s ext,4.65,95.94
45,8.80,76.00,17.02,544.00,556.00,s ext,4.33,93.23
46,9.00,81.52,20.23,596.00,556.00,s ext,6.38,91.95
47,9.20,86.15,22.96,648.00,484.00,south,5.37,91.17
48,9.40,92.89,25.72,668.00,556.00,south,7.29,91.66
49,9.60,99.47,27.98,644.00,552.00,south,6.96,93.05
50,9.80,106.61,30.62,632.00,572.00,south,7.61,94.85
51,10.00,113.60,32.71,636.00,604.00,south,7.29,97.45
52,10.20,120.46,34.30,632.00,588.00,south,7.05,100.79
53,10.40,127.92,36.13,628.00,628.00,south,7.68,104.75
54,10.60,134.66,37.71,616.00,580.00,south,6.92,108.71
55,10.80,142.08,39.62,548.00,636.00,east,7.66,113.29
56,11.00,148.89,39.77,500.00,584.00,east,6.81,118.70
57,11.20,155.79,39.71,504.00,556.00,e ext,6.90,124.43
58,11.40,164.21,37.87,444.00,556.00,e ext,8.62,132.47
59,11.60,169.95,37.14,412.00,440.00,e ext,5.79,137.70
60,11.80,173.66,38.45,332.00,384.00,e ext,3.93,140.17
61,12.00,175.24,40.86,336.00,364.00,e ext,2.88,140.32
62,12.20,175.60,49.12,300.00,500.00,e ext,8.27,136.73
63,12.40,175.17,55.53,384.00,380.00,e ext,6.43,133.58
64,12.60,174.13,64.08,404.00,444.00,e ext,8.61,129.33
65,12.80,173.00,70.43,480.00,380.00,e ext,6.45,126.11
66,13.00,172.17,80.53,536.00,528.00,east,10.13,122.48
67,13.20,170.72,91.42,524.00,588.00,east,10.99,118.81
68,13.40,170.81,101.04,512.00,540.00,east,9.62,117.59
69,13.60,171.09,111.59,584.00,616.00,east,10.55,117.32
70,13.80,173.15,122.39,600.00,592.00,east,11.00,119.70
71,14.00,175.40,133.49,600.00,576.00,east,11.33,123.22
72,14.20,176.98,144.68,512.00,592.00,east,11.30,126.96
73,14.40,177.82,155.81,524.00,540.00,e ext,11.16,130.74
74,14.60,177.69,165.68,508.00,488.00,e ext,9.87,133.96
75,14.80,176.51,174.10,416.00,500.00,e ext,8.51,136.25
76,15.00,172.16,179.02,380.00,428.00,e ext,6.56,134.58
77,15.20,165.61,180.83,440.00,476.00,n ext,6.80,129.72
78,15.40,158.64,179.56,480.00,440.00,north,7.09,123.07
79,15.60,151.01,179.04,572.00,460.00,north,7.65,116.33
80,15.80,142.49,177.42,600.00,580.00,north,8.67,108.29
81,16.00,133.18,174.96,632.00,624.00,north,9.63,99.19
82,16.20,124.00,172.14,644.00,660.00,north,9.60,90.10
83,16.40,114.18,168.92,704.00,708.00,north,10.33,80.37
84,16.60,104.62,166.44,624.00,688.00,north,9.88,71.50
85,16.80,96.03,164.75,616.00,648.00,north,8.75,64.15
86,17.00,88.35,162.87,604.00,572.00,north,7.91,57.61
87,17.20,81.54,161.44,608.00,516.00,north,6.96,52.29
88,17.40,75.57,159.53,540.00,484.00,north,6.27,47.22
89,17.60,71.18,156.92,604.00,456.00,north,5.11,42.66
90,17.80,66.13,153.02,628.00,536.00,north,6.37,36.78
91,18.00,61.90,148.36,612.00,520.00,west,6.30,30.74
92,18.20,58.41,143.62,644.00,536.00,west,5.88,25.01
93,18.40,54.23,137.45,644.00,576.00,west,7.45,17.80
94,18.60,50.78,129.52,652.00,632.00,west,8.65,9.25
95,18.80,47.19,122.95,656.00,612.00,west,7.48,1.96
96,19.00,44.96,120.82,648.00,368.00,platform,3.09,0.00
97,19.20,45.01,117.62,640.00,304.00,platform,3.19,0.00
98,19.40,45.77,117.56,636.00,156.00,platform,0.77,0.00
99,19.60,45.02,116.82,596.00,240.00,platform,1.05,0.00
100,19.80,44.27,115.28,668.00,248.00,platform,1.71,0.00
101,20.00,44.26,116.08,572.00,200.00,platform,0.80,0.00
102,20.20,44.26,116.08,604.00,120.00,platform,0.00,0.00
103,20.40,44.26,116.08,592.00,116.00,platform,0.00,0.00
104,20.60,45.03,116.02,580.00,172.00,platform,0.77,0.00
105,20.80,45.03,116.02,596.00,80.00,platform,0.00,0.00
