Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00040.trk
Object,0
Samples,450
rat,83,
trial,4,
date,2008-01-15 12:30:35.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00040.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-15 12:31:08.171,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-15 12:32:38.171,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,174.55,133.30,388.00,288.00,east,-,122.34
2,0.20,168.99,128.33,432.00,340.00,east,7.45,116.14
3,0.40,164.44,123.83,532.00,356.00,east,6.40,111.14
4,0.60,159.07,117.70,600.00,492.00,east,8.16,105.39
5,0.80,153.08,111.06,592.00,592.00,east,8.94,99.32
6,1.00,146.67,105.70,616.00,584.00,platform reversal,8.35,93.14
7,1.20,140.47,99.96,620.00,628.00,east,8.45,87.59
8,1.40,133.10,95.37,668.00,672.00,east,8.68,81.11
9,1.60,126.63,90.30,692.00,648.00,east,8.21,75.95
10,1.80,119.63,86.17,724.00,744.00,east,8.13,70.54
11,2.00,113.41,81.37,708.00,696.00,south,7.86,66.69
12,2.20,107.23,77.95,668.00,656.00,south,7.07,62.89
13,2.40,101.03,75.10,712.00,612.00,south,6.82,59.23
14,2.60,95.47,73.54,732.00,572.00,south,5.77,55.67
15,2.80,89.15,72.49,676.00,600.00,south,6.41,51.61
16,3.00,83.46,72.04,696.00,532.00,south,5.71,47.97
17,3.20,77.69,70.71,600.00,576.00,south,5.92,45.42
18,3.40,73.28,68.66,696.00,512.00,south,4.86,44.67
19,3.60,69.53,65.81,704.00,600.00,south,4.71,45.31
20,3.80,64.89,61.07,656.00,624.00,south,6.63,47.89
21,4.00,60.86,55.35,660.00,540.00,south,6.99,52.29
22,4.20,58.27,49.71,616.00,500.00,south,6.21,57.32
23,4.40,55.49,42.04,544.00,488.00,south,8.16,64.45
24,4.60,53.52,36.10,600.00,416.00,south,6.26,70.15
25,4.80,53.20,31.47,464.00,392.00,south,4.64,74.74
26,5.00,53.76,28.01,432.00,384.00,south,3.50,78.23
27,5.20,56.86,26.39,468.00,348.00,south,3.50,80.15
28,5.40,60.89,26.89,484.00,304.00,south,4.06,80.23
29,5.60,66.56,29.61,504.00,420.00,south,6.29,78.65
30,5.80,71.32,31.85,600.00,392.00,south,5.26,77.68
31,6.00,78.28,34.40,620.00,532.00,south,7.41,77.56
32,6.20,85.01,34.85,664.00,620.00,south,6.75,79.92
33,6.40,91.62,34.94,680.00,576.00,south,6.61,83.00
34,6.60,98.10,33.83,708.00,588.00,south,6.58,87.41
35,6.80,105.91,32.31,616.00,636.00,south,7.95,93.06
36,7.00,111.52,31.21,576.00,488.00,south,5.71,97.31
37,7.20,116.37,30.71,536.00,448.00,south,4.88,100.76
38,7.40,120.48,31.78,508.00,372.00,south,4.25,102.66
39,7.60,124.54,35.21,568.00,420.00,south,5.31,102.98
40,7.80,128.57,38.48,564.00,428.00,south,5.19,103.63
41,8.00,132.60,41.63,588.00,416.00,south,5.11,104.61
42,8.20,136.64,45.54,588.00,488.00,south,5.62,105.38
43,8.40,141.39,50.05,616.00,564.00,east,6.56,106.71
44,8.60,145.54,54.79,584.00,528.00,east,6.30,107.65
45,8.80,150.51,60.30,540.00,588.00,east,7.42,109.30
46,9.00,154.86,63.56,476.00,424.00,east,5.43,111.77
47,9.20,156.47,68.50,452.00,472.00,east,5.20,111.28
48,9.40,156.70,73.79,484.00,360.00,east,5.29,109.60
49,9.60,156.18,78.29,492.00,352.00,east,4.53,107.68
50,9.80,153.52,83.84,552.00,388.00,east,6.15,103.59
51,10.00,150.78,87.49,548.00,340.00,east,4.57,100.04
52,10.20,147.43,93.48,576.00,484.00,platform reversal,6.86,95.54
53,10.40,145.50,98.39,600.00,472.00,platform reversal,5.28,92.79
54,10.60,143.66,104.77,664.00,592.00,platform reversal,6.64,90.21
55,10.80,143.26,110.33,624.00,432.00,east,5.57,89.51
56,11.00,142.08,115.00,584.00,400.00,east,4.81,88.33
57,11.20,141.01,121.21,656.00,464.00,east,6.31,87.56
58,11.40,139.96,127.40,616.00,528.00,east,6.27,87.26
59,11.60,138.14,133.42,632.00,448.00,east,6.29,86.60
60,11.80,134.76,139.08,664.00,576.00,east,6.59,84.67
61,12.00,132.25,146.45,692.00,612.00,north,7.79,84.64
62,12.20,128.86,152.84,652.00,600.00,north,7.23,84.09
63,12.40,123.82,158.86,660.00,680.00,north,7.85,82.57
64,12.60,118.66,164.15,680.00,636.00,north,7.39,81.10
65,12.80,113.47,170.42,636.00,676.00,north,8.14,80.78
66,13.00,108.15,176.09,568.00,596.00,north,7.77,80.73
67,13.20,103.54,181.29,524.00,524.00,north,6.96,81.49
68,13.40,97.18,184.82,460.00,496.00,north,7.27,80.37
69,13.60,90.75,185.23,424.00,428.00,north,6.44,77.04
70,13.80,84.37,185.15,420.00,364.00,n ext,6.38,73.72
71,14.00,78.84,184.54,472.00,396.00,n ext,5.56,70.68
72,14.20,72.59,184.33,452.00,372.00,n ext,6.26,68.09
73,14.40,66.39,184.49,392.00,396.00,n ext,6.20,66.34
74,14.60,63.29,185.15,316.00,308.00,n ext,3.17,66.15
75,14.80,57.95,184.78,332.00,376.00,n ext,5.35,64.69
76,15.00,56.54,182.60,352.00,356.00,n ext,2.60,62.32
77,15.20,55.95,179.36,376.00,232.00,n ext,3.29,59.03
78,15.40,57.70,174.68,424.00,320.00,north,4.99,54.71
79,15.60,60.19,169.95,472.00,344.00,north,5.35,50.65
80,15.80,63.43,164.42,520.00,456.00,north,6.41,46.28
81,16.00,67.41,158.22,608.00,520.00,north,7.37,42.00
82,16.20,72.07,152.24,564.00,548.00,north,7.58,39.24
