Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00014.trk
Object,0
Samples,278
rat,52,
trial,2,
date,2008-01-16 10:54:21.000,yyyy-MM-dd HH:mm:ss
Status,Acquired,
Trial duration,0000:00:00:55.600,dd:HH:mm:ss
Tracking profile,Tracking profile (1),
Arena,wm trial,
Track file,track_00014.trk,
Object,0,
Arena profile,wm learning ,
Start date & time,2008-01-16 10:54:51.315,yyyy-MM-dd HH:mm:ss
Stop date & time,2008-01-16 10:55:46.915,yyyy-MM-dd HH:mm:ss
Trial number,1,
Mobility low,20,
Mobility high,60,
Movie file,,
Maximum voltage x,0,
Maximum voltage y,0,
Mobility running av,1,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-,-
2,0.20,169.07,30.43,88.00,-,e ext,-,140.62
3,0.40,171.98,30.94,164.00,212.00,e ext,2.95,142.77
4,0.60,174.25,33.94,284.00,264.00,e ext,3.77,143.04
5,0.80,176.67,39.12,344.00,372.00,e ext,5.71,142.42
6,1.00,179.13,43.36,332.00,356.00,e ext,4.90,142.51
7,1.20,180.90,48.04,240.00,332.00,e ext,5.00,141.96
8,1.40,181.28,54.43,268.00,332.00,e ext,6.41,139.61
9,1.60,180.16,61.28,356.00,400.00,e ext,6.93,135.96
10,1.80,178.91,65.88,432.00,388.00,e ext,4.77,133.19
11,2.00,177.82,72.42,388.00,404.00,e ext,6.63,130.09
12,2.20,176.35,73.76,432.00,356.00,e ext,1.99,128.30
13,2.40,172.65,76.49,380.00,324.00,e ext,4.60,123.98
14,2.60,169.67,77.99,508.00,360.00,east,3.34,120.71
15,2.80,164.45,79.76,576.00,484.00,east,5.51,115.21
16,3.00,157.73,79.83,548.00,548.00,east,6.72,108.72
17,3.20,151.07,78.17,600.00,580.00,east,6.86,102.86
18,3.40,144.55,75.78,576.00,640.00,east,6.94,97.52
19,3.60,138.15,71.90,640.00,664.00,east,7.48,93.10
20,3.80,131.89,68.14,648.00,656.00,east,7.31,89.17
21,4.00,127.09,64.21,720.00,600.00,east,6.21,87.00
22,4.20,121.65,60.33,724.00,604.00,south,6.68,84.58
23,4.40,118.26,57.66,712.00,492.00,south,4.32,83.40
24,4.60,113.50,52.74,748.00,588.00,south,6.85,82.89
25,4.80,109.39,49.90,700.00,488.00,south,5.00,81.87
26,5.00,104.54,46.13,728.00,492.00,south,6.15,81.35
27,5.20,98.90,42.86,656.00,568.00,south,6.52,80.41
28,5.40,93.87,40.11,664.00,472.00,south,5.73,79.84
29,5.60,89.46,36.35,552.00,584.00,south,5.80,80.70
30,5.80,87.95,34.47,564.00,500.00,south,2.41,81.61
31,6.00,87.19,33.52,564.00,296.00,south,1.22,82.10
32,6.20,86.38,30.84,652.00,408.00,south,2.80,84.13
33,6.40,87.75,26.75,620.00,424.00,south,4.31,88.40
34,6.60,88.40,23.34,600.00,324.00,south,3.46,91.75
35,6.80,89.82,20.90,496.00,456.00,s ext,2.82,94.57
36,7.00,92.01,19.42,476.00,436.00,s ext,2.64,96.85
37,7.20,95.69,18.95,492.00,344.00,s ext,3.71,98.95
38,7.40,100.09,20.16,500.00,336.00,s ext,4.57,100.04
39,7.60,104.43,21.15,568.00,356.00,s ext,4.45,101.48
40,7.80,110.12,23.60,512.00,456.00,south,6.20,102.61
41,8.00,115.01,24.89,500.00,404.00,south,5.06,104.45
42,8.20,119.15,26.89,580.00,488.00,south,4.60,105.47
43,8.40,123.93,28.56,496.00,508.00,south,5.06,107.35
44,8.60,126.65,28.80,460.00,348.00,south,2.73,109.03
45,8.80,130.03,28.78,448.00,372.00,south,3.39,111.41
46,9.00,132.73,28.85,308.00,292.00,south,2.70,113.27
47,9.20,137.43,30.81,232.00,372.00,south,5.08,115.34
48,9.40,138.07,34.07,380.00,244.00,south,3.32,113.67
49,9.60,140.06,37.71,520.00,412.00,south,4.16,112.87
50,9.80,141.39,44.99,568.00,504.00,east,7.39,109.56
51,10.00,142.78,53.86,540.00,580.00,east,8.99,105.79
52,10.20,144.22,60.18,580.00,544.00,east,6.48,103.81
53,10.40,146.43,66.37,616.00,524.00,east,6.56,102.94
54,10.60,148.04,73.59,532.00,508.00,east,7.40,101.56
55,10.80,148.96,79.30,444.00,440.00,east,5.79,100.50
56,11.00,149.13,83.45,504.00,372.00,east,4.16,99.45
57,11.20,147.95,89.35,612.00,468.00,east,6.01,96.87
58,11.40,145.37,95.97,656.00,604.00,platform reversal,7.11,93.06
59,11.60,140.55,101.53,628.00,660.00,east,7.35,87.45
60,11.80,135.61,104.47,652.00,576.00,east,5.75,82.22
61,12.00,129.17,105.71,652.00,632.00,east,6.55,75.70
62,12.20,122.05,106.13,764.00,648.00,east,7.14,68.56
63,12.40,114.26,105.82,712.00,740.00,east,7.80,60.84
64,12.60,109.32,104.26,692.00,524.00,east,5.18,56.14
65,12.80,103.72,102.05,660.00,648.00,east,6.03,51.00
66,13.00,98.14,99.19,700.00,656.00,south,6.27,46.12
67,13.20,93.98,94.32,796.00,688.00,south,6.40,43.66
68,13.40,89.82,88.69,768.00,676.00,south,7.00,42.42
69,13.60,87.02,83.70,784.00,544.00,south,5.72,42.81
70,13.80,83.48,77.81,732.00,604.00,south,6.87,43.83
71,14.00,79.88,72.42,740.00,576.00,south,6.49,45.36
72,14.20,75.44,65.93,732.00,616.00,south,7.87,48.14
73,14.40,71.64,60.73,620.00,512.00,south,6.44,50.80
74,14.60,69.27,56.35,520.00,500.00,south,4.98,53.84
75,14.80,67.54,50.32,552.00,528.00,south,6.27,58.92
76,15.00,66.49,43.42,608.00,504.00,south,6.98,65.23
77,15.20,66.89,35.85,636.00,476.00,south,7.59,72.66
78,15.40,67.30,28.95,640.00,508.00,south,6.91,79.46
79,15.60,67.57,20.00,560.00,528.00,s ext,8.96,88.26
80,15.80,67.97,13.61,524.00,412.00,s ext,6.40,94.60
81,16.00,67.72,9.72,444.00,280.00,s ext,3.90,98.36
82,16.20,68.07,3.06,224.00,340.00,s ext,6.67,104.98
83,16.40,69.65,2.65,192.00,192.00,s ext,1.63,105.68
84,16.60,72.91,3.77,172.00,260.00,s ext,3.45,105.26
85,16.80,78.62,7.43,252.00,384.00,s ext,6.79,103.18
86,17.00,82.63,10.35,412.00,424.00,s ext,4.96,101.62
87,17.20,89.57,12.68,488.00,540.00,s ext,7.32,101.96
88,17.40,95.57,13.49,528.00,456.00,s ext,6.05,103.75
89,17.60,101.46,13.91,524.00,460.00,s ext,5.90,106.14
90,17.80,107.24,13.93,496.00,452.00,s ext,5.79,109.08
91,18.00,112.94,14.47,432.00,400.00,s ext,5.72,111.75
92,18.20,119.24,15.41,336.00,456.00,s ext,6.37,114.57
93,18.40,123.36,17.28,384.00,440.00,s ext,4.53,115.59
94,18.60,128.11,20.55,396.00,412.00,s ext,5.76,116.11
95,18.80,132.79,24.46,404.00,480.00,s ext,6.10,116.42
96,19.00,135.42,29.74,480.00,428.00,south,5.90,114.59
97,19.20,138.74,34.70,488.00,512.00,south,5.97,113.76
98,19.40,142.08,40.48,508.00,532.00,east,6.67,112.77
99,19.60,145.48,44.52,456.00,428.00,east,5.28,113.18
100,19.80,148.25,48.81,460.00,428.00,east,5.11,113.13
101,20.00,149.71,54.45,476.00,456.00,east,5.83,111.41
102,20.20,150.51,60.30,572.00,400.00,east,5.90,109.30
103,20.40,151.47,69.56,540.00,616.00,east,9.31,106.25
104,20.60,152.55,78.81,584.00,612.00,east,9.31,104.07
105,20.80,153.02,88.16,608.00,672.00,east,9.36,102.07
106,21.00,152.73,95.82,576.00,576.00,platform reversal,7.67,100.34
107,21.20,151.05,104.22,616.00,608.00,platform reversal,8.57,97.62
108,21.40,148.70,113.20,620.00,668.00,east,9.28,94.93
109,21.60,144.82,121.73,604.00,720.00,east,9.37,91.41
110,21.80,140.02,128.20,640.00,676.00,east,8.06,87.44
111,22.00,135.11,133.64,624.00,648.00,east,7.32,83.69
112,22.20,129.50,140.36,636.00,796.00,north,8.75,80.01
113,22.40,125.32,146.51,644.00,696.00,north,7.44,78.24
114,22.60,121.04,151.88,652.00,632.00,north,6.87,76.69
115,22.80,115.88,156.36,572.00,576.00,north,6.84,74.52
116,23.00,111.41,160.30,540.00,536.00,north,5.95,72.95
117,23.20,107.65,163.67,496.00,444.00,north,5.05,71.99
118,23.40,103.88,167.96,464.00,480.00,north,5.71,72.00
119,23.60,100.87,172.49,488.00,432.00,north,5.45,73.10
120,23.80,99.39,176.49,532.00,420.00,north,4.26,75.14
121,24.00,97.87,179.72,416.00,396.00,north,3.56,76.72
122,24.20,95.50,181.21,380.00,348.00,north,2.80,76.47
123,24.40,92.34,183.57,304.00,324.00,north,3.95,76.53
124,24.60,88.35,184.29,276.00,284.00,north,4.05,74.96
125,24.80,84.37,184.29,372.00,280.00,north,3.97,72.96
126,25.00,80.42,184.44,348.00,328.00,north,3.96,71.27
127,25.20,72.61,183.46,284.00,416.00,n ext,7.87,67.29
128,25.40,68.72,184.06,340.00,304.00,n ext,3.94,66.61
129,25.60,64.06,184.98,392.00,388.00,n ext,4.75,66.17
130,25.80,60.18,185.91,320.00,328.00,n ext,3.99,66.21
131,26.00,54.04,186.81,140.00,324.00,n ext,6.22,66.18
132,26.20,51.92,184.03,160.00,196.00,n ext,3.50,63.20
133,26.40,50.48,182.79,260.00,188.00,n ext,1.90,61.83
134,26.60,47.66,179.47,280.00,292.00,n ext,4.35,58.34
135,26.80,44.14,175.62,372.00,364.00,w ext,5.22,54.46
136,27.00,40.72,170.06,384.00,452.00,west,6.53,49.10
137,27.20,37.32,163.63,520.00,576.00,west,7.28,43.08
138,27.40,33.12,156.51,516.00,604.00,west,8.27,36.99
139,27.60,28.73,150.97,532.00,512.00,west,7.07,33.40
140,27.80,25.03,144.05,560.00,564.00,west,7.84,29.29
141,28.00,21.17,137.77,548.00,548.00,west,7.38,26.98
142,28.20,18.80,129.89,540.00,536.00,west,8.23,24.22
143,28.40,16.27,120.79,540.00,560.00,west,9.45,23.29
144,28.60,13.51,109.36,468.00,640.00,w ext,11.76,25.65
145,28.80,12.34,100.46,500.00,592.00,w ext,8.98,28.95
146,29.00,9.34,92.27,500.00,536.00,w ext,8.72,35.36
147,29.20,6.09,82.64,444.00,488.00,w ext,10.17,43.35
148,29.40,2.88,75.80,380.00,408.00,w ext,7.56,50.14
149,29.60,1.22,66.80,312.00,444.00,w ext,9.15,57.52
150,29.80,3.24,58.58,288.00,504.00,w ext,8.47,62.43
151,30.00,4.82,55.77,328.00,400.00,w ext,3.22,63.76
152,30.20,5.11,49.38,328.00,360.00,w ext,6.40,68.80
153,30.40,7.27,43.65,344.00,496.00,w ext,6.13,72.52
154,30.60,9.41,38.02,312.00,456.00,w ext,6.03,76.48
155,30.80,11.52,32.47,292.00,412.00,w ext,5.94,80.61
156,31.00,14.69,28.52,292.00,464.00,w ext,5.06,83.10
157,31.20,18.09,26.87,376.00,500.00,w ext,3.78,83.56
158,31.40,20.17,21.56,320.00,472.00,w ext,5.70,88.05
159,31.60,23.29,17.85,356.00,484.00,s ext,4.85,90.89
160,31.80,26.51,15.28,296.00,500.00,s ext,4.12,92.69
161,32.00,31.78,15.78,288.00,488.00,s ext,5.29,91.26
162,32.20,37.66,14.55,276.00,492.00,s ext,6.00,91.80
163,32.40,40.91,13.09,344.00,452.00,s ext,3.56,93.04
164,32.60,43.26,11.21,348.00,460.00,s ext,3.01,94.83
165,32.80,45.30,6.18,260.00,400.00,s ext,5.42,99.82
166,33.00,51.22,6.94,220.00,432.00,s ext,5.97,99.11
167,33.20,54.57,7.44,296.00,276.00,s ext,3.39,98.80
168,33.40,58.66,7.21,324.00,260.00,s ext,4.09,99.41
169,33.60,62.55,4.87,308.00,328.00,s ext,4.54,102.24
170,33.80,64.14,4.52,244.00,216.00,s ext,1.63,102.84
171,34.00,69.97,7.63,212.00,448.00,s ext,6.60,100.86
172,34.20,74.96,12.08,336.00,436.00,s ext,6.69,97.70
173,34.40,79.82,16.18,456.00,488.00,s ext,6.36,95.19
174,34.60,85.36,21.93,520.00,504.00,south,7.98,91.80
175,34.80,90.00,27.95,572.00,556.00,south,7.61,88.34
176,35.00,93.07,35.10,588.00,624.00,south,7.78,83.62
177,35.20,94.62,42.60,528.00,620.00,south,7.66,78.19
178,35.40,94.70,49.73,600.00,632.00,south,7.13,72.39
179,35.60,94.04,57.35,612.00,628.00,south,7.65,66.00
180,35.80,93.36,63.28,724.00,552.00,south,5.97,61.11
181,36.00,91.97,69.78,712.00,612.00,south,6.64,55.51
182,36.20,90.56,76.14,728.00,640.00,south,6.52,50.22
183,36.40,88.44,83.08,728.00,648.00,south,7.25,44.33
184,36.60,86.99,89.96,780.00,676.00,south,7.03,39.36
185,36.80,83.41,96.03,744.00,772.00,west,7.05,33.30
186,37.00,79.81,100.75,748.00,636.00,west,5.94,28.13
187,37.20,75.46,105.54,812.00,656.00,west,6.47,22.59
188,37.40,69.63,109.76,772.00,648.00,west,7.20,16.07
189,37.60,64.44,114.90,752.00,644.00,west,7.30,10.74
190,37.80,59.94,119.52,732.00,596.00,west,6.45,7.56
191,38.00,53.88,125.30,656.00,700.00,west,8.37,6.81
192,38.20,47.72,131.53,612.00,652.00,west,8.76,10.55
193,38.40,42.26,137.30,544.00,596.00,west,7.95,16.37
194,38.60,39.05,142.11,492.00,420.00,west,5.78,21.58
195,38.80,38.16,145.66,452.00,296.00,west,3.66,25.24
196,39.00,37.99,149.88,424.00,484.00,west,4.23,29.42
197,39.20,40.78,154.90,436.00,364.00,west,5.74,34.03
198,39.40,43.67,157.35,532.00,328.00,west,3.78,36.21
199,39.60,48.05,159.34,564.00,456.00,west,4.81,38.26
200,39.80,53.16,161.18,564.00,480.00,west,5.44,40.63
201,40.00,58.31,162.32,492.00,464.00,north,5.27,42.80
202,40.20,62.00,163.11,504.00,388.00,north,3.77,44.60
203,40.40,67.95,163.62,460.00,524.00,north,5.97,47.13
204,40.60,73.17,164.48,484.00,400.00,north,5.29,50.20
205,40.80,79.21,164.71,536.00,492.00,north,6.04,53.55
206,41.00,85.28,165.25,552.00,456.00,north,6.10,57.59
207,41.20,89.11,167.64,468.00,484.00,north,4.51,61.80
208,41.40,90.65,168.48,428.00,272.00,north,1.76,63.41
209,41.60,92.23,172.61,504.00,364.00,north,4.42,67.65
210,41.80,93.03,175.13,540.00,316.00,north,2.65,70.14
211,42.00,94.65,177.74,448.00,372.00,north,3.07,73.20
212,42.20,95.47,179.50,392.00,216.00,north,1.94,75.10
213,42.40,98.67,179.80,320.00,424.00,north,3.21,77.28
214,42.60,101.01,177.53,328.00,328.00,north,3.26,76.97
215,42.80,102.53,175.20,392.00,232.00,north,2.78,76.22
216,43.00,103.99,171.25,464.00,360.00,north,4.21,74.36
217,43.20,106.22,167.48,524.00,348.00,north,4.38,73.39
218,43.40,109.94,162.44,520.00,516.00,north,6.27,73.03
219,43.60,113.69,159.11,484.00,436.00,north,5.00,74.16
220,43.80,116.70,157.31,528.00,484.00,north,3.51,75.72
221,44.00,119.76,156.35,472.00,368.00,north,3.20,77.79
222,44.20,123.65,156.41,444.00,420.00,north,3.90,81.18
223,44.40,128.38,156.75,440.00,404.00,north,4.73,85.46
224,44.60,131.52,156.76,424.00,384.00,north,3.15,88.24
225,44.80,133.65,154.06,348.00,516.00,north,3.44,88.94
226,45.00,133.51,152.39,368.00,196.00,north,1.67,88.11
