Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00026.trk
Object,0
Samples,86
rat,91,
trial,2,
date,2007-12-15 12:26:58.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-,-
2,0.20,170.04,40.16,116.00,-,e ext,-,136.19
3,0.40,168.72,44.78,292.00,304.00,e ext,4.81,132.72
4,0.60,168.17,49.98,328.00,228.00,e ext,5.23,129.73
5,0.80,166.18,55.60,392.00,336.00,e ext,5.96,125.41
6,1.00,163.47,61.23,396.00,340.00,east,6.25,120.58
7,1.20,160.08,67.68,424.00,404.00,east,7.29,114.93
8,1.40,156.74,74.67,456.00,384.00,east,7.74,109.35
9,1.60,154.16,82.04,468.00,428.00,east,7.81,104.68
10,1.80,153.06,89.01,448.00,396.00,east,7.05,101.93
11,2.00,151.94,95.00,464.00,384.00,platform reversal,6.09,99.69
12,2.20,149.44,102.52,520.00,448.00,platform reversal,7.92,96.18
13,2.40,147.70,109.84,508.00,500.00,east,7.52,93.96
14,2.60,145.97,117.01,500.00,416.00,east,7.38,92.27
15,2.80,145.02,124.19,512.00,444.00,east,7.24,91.85
16,3.00,144.09,131.34,528.00,432.00,east,7.21,92.01
17,3.20,143.04,136.82,512.00,424.00,east,5.59,92.11
18,3.40,141.27,142.95,524.00,468.00,east,6.38,92.01
19,3.60,139.41,148.22,536.00,420.00,north,5.58,91.95
20,3.80,136.65,152.41,496.00,472.00,north,5.01,90.98
21,4.00,133.07,156.35,544.00,480.00,north,5.33,89.43
22,4.20,127.03,159.66,488.00,480.00,north,6.88,85.73
23,4.40,120.96,163.05,484.00,484.00,north,6.95,82.40
24,4.60,115.60,165.93,480.00,404.00,north,6.08,79.66
25,4.80,112.54,167.76,424.00,376.00,north,3.57,78.37
26,5.00,106.19,166.67,440.00,440.00,north,6.44,72.82
27,5.20,101.43,163.64,456.00,424.00,north,5.64,67.26
28,5.40,95.97,159.24,508.00,484.00,north,7.01,60.27
29,5.60,90.66,153.66,496.00,500.00,north,7.71,52.57
30,5.80,85.50,146.93,508.00,540.00,north,8.47,44.26
31,6.00,80.48,140.52,512.00,516.00,north,8.14,36.32
32,6.20,76.29,133.56,536.00,552.00,north,8.13,28.88
33,6.40,72.86,126.64,536.00,528.00,west,7.72,22.30
34,6.60,70.16,118.97,548.00,556.00,west,8.13,17.11
35,6.80,68.15,111.20,540.00,552.00,west,8.02,14.43
36,7.00,66.82,102.61,536.00,588.00,west,8.70,15.55
37,7.20,64.67,94.54,540.00,652.00,west,8.35,18.69
