Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00033.trk
Object,0
Samples,450
rat,108,
trial,1,
date,2007-12-15 12:40:41.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-,-
2,0.20,106.06,201.62,72.00,-,n ext,-,99.18
3,0.40,102.50,197.22,84.00,140.00,n ext,5.66,93.54
4,0.60,101.46,191.57,212.00,224.00,n ext,5.75,88.33
5,0.80,99.62,185.10,412.00,368.00,north,6.73,82.06
6,1.00,96.22,177.02,352.00,460.00,north,8.76,73.58
7,1.20,93.76,169.42,444.00,436.00,north,7.99,66.10
8,1.40,90.64,161.34,460.00,496.00,north,8.66,57.97
9,1.60,87.66,152.87,436.00,528.00,north,8.98,49.84
10,1.80,85.52,145.46,492.00,544.00,north,7.71,43.34
11,2.00,84.92,137.52,500.00,512.00,north,7.97,38.28
12,2.20,85.04,130.44,584.00,572.00,north,7.08,34.90
13,2.40,85.88,122.79,580.00,588.00,north,7.70,33.27
14,2.60,87.40,116.61,576.00,612.00,west,6.36,33.76
15,2.80,91.02,110.53,608.00,680.00,west,7.07,37.30
16,3.00,95.29,105.89,608.00,720.00,west,6.31,42.03
17,3.20,99.51,104.65,572.00,620.00,east,4.40,46.39
18,3.40,104.42,104.79,656.00,532.00,east,4.91,51.21
19,3.60,109.34,106.33,648.00,520.00,east,5.15,55.90
20,3.80,115.72,108.68,628.00,516.00,east,6.80,62.06
21,4.00,120.73,110.35,648.00,444.00,east,5.29,66.99
22,4.20,125.84,112.85,604.00,468.00,east,5.68,72.07
23,4.40,130.30,115.43,564.00,432.00,east,5.15,76.57
24,4.60,135.64,119.00,564.00,424.00,east,6.42,82.05
25,4.80,138.04,121.61,548.00,384.00,east,3.55,84.64
26,5.00,141.31,125.23,544.00,676.00,east,4.87,88.28
27,5.20,141.62,129.27,500.00,524.00,east,4.06,89.21
28,5.40,140.40,133.05,592.00,340.00,east,3.97,88.74
29,5.60,137.75,138.11,540.00,388.00,east,5.71,87.30
30,5.80,133.51,142.76,592.00,492.00,north,6.30,84.56
31,6.00,128.50,147.98,556.00,532.00,north,7.23,81.74
32,6.20,123.44,153.18,540.00,480.00,north,7.26,79.42
33,6.40,119.11,158.60,508.00,528.00,north,6.94,78.45
34,6.60,114.72,164.12,500.00,552.00,north,7.05,77.87
35,6.80,112.67,170.26,480.00,500.00,north,6.47,80.06
36,7.00,111.40,176.71,452.00,444.00,north,6.58,83.48
37,7.20,109.34,184.06,440.00,404.00,north,7.63,87.37
38,7.40,107.99,190.01,416.00,392.00,n ext,6.09,91.06
39,7.60,105.75,195.02,288.00,320.00,n ext,5.50,93.67
40,7.80,105.92,198.77,164.00,172.00,n ext,3.75,96.78
41,8.00,105.07,198.60,156.00,40.00,n ext,0.86,96.15
42,8.20,105.88,197.82,112.00,100.00,n ext,1.12,95.99
43,8.40,105.07,198.60,148.00,140.00,n ext,1.12,96.15
44,8.60,98.41,199.42,224.00,268.00,n ext,6.72,93.12
45,8.80,94.23,198.97,308.00,228.00,n ext,4.20,90.59
46,9.00,87.61,197.68,276.00,328.00,n ext,6.74,86.33
47,9.20,81.10,195.94,288.00,300.00,n ext,6.74,82.02
48,9.40,73.97,192.03,336.00,368.00,n ext,8.13,75.82
49,9.60,67.04,187.84,316.00,388.00,n ext,8.10,69.73
50,9.80,61.04,183.96,388.00,392.00,n ext,7.14,64.48
51,10.00,54.37,180.67,376.00,436.00,n ext,7.44,60.12
52,10.20,47.00,178.00,368.00,456.00,n ext,7.84,56.85
53,10.40,40.35,176.21,384.00,448.00,w ext,6.88,55.26
54,10.60,32.89,174.95,388.00,484.00,w ext,7.57,54.99
55,10.80,26.07,174.42,320.00,404.00,w ext,6.84,56.19
56,11.00,20.73,173.22,292.00,276.00,w ext,5.47,56.96
57,11.20,17.72,170.86,312.00,292.00,w ext,3.83,56.12
58,11.40,14.78,165.47,332.00,300.00,w ext,6.13,52.90
59,11.60,13.36,160.25,348.00,344.00,w ext,5.42,49.24
60,11.80,11.10,153.26,348.00,376.00,w ext,7.35,45.12
61,12.00,8.74,144.05,372.00,384.00,w ext,9.50,40.51
62,12.20,7.06,134.35,392.00,396.00,w ext,9.84,36.60
63,12.40,6.07,123.24,400.00,408.00,w ext,11.15,33.77
64,12.60,5.77,111.89,428.00,468.00,w ext,11.36,33.13
65,12.80,5.31,100.43,416.00,436.00,w ext,11.47,35.60
66,13.00,6.42,87.92,396.00,436.00,w ext,12.56,40.12
67,13.20,8.37,76.69,436.00,472.00,w ext,11.40,45.48
68,13.40,10.22,65.62,420.00,440.00,w ext,11.22,52.62
69,13.60,13.80,55.21,444.00,504.00,w ext,11.01,59.24
70,13.80,19.22,46.77,416.00,508.00,w ext,10.04,64.45
71,14.00,24.77,40.75,456.00,464.00,w ext,8.18,68.33
72,14.20,31.15,35.33,468.00,476.00,w ext,8.37,72.12
73,14.40,38.32,30.47,452.00,488.00,s ext,8.67,75.88
74,14.60,45.40,25.72,476.00,504.00,s ext,8.53,80.29
75,14.80,52.33,20.00,460.00,536.00,s ext,8.98,86.12
76,15.00,59.27,15.17,440.00,508.00,s ext,8.46,91.59
77,15.20,65.32,9.82,480.00,504.00,s ext,8.08,97.82
78,15.40,72.22,5.48,428.00,508.00,s ext,8.15,103.44
79,15.60,78.42,3.51,376.00,404.00,s ext,6.51,106.88
80,15.80,85.42,3.34,352.00,408.00,s ext,7.00,109.16
81,16.00,90.82,4.38,380.00,372.00,s ext,5.50,110.09
82,16.20,96.87,5.18,372.00,456.00,s ext,6.10,111.79
83,16.40,102.06,5.53,392.00,420.00,s ext,5.21,113.79
84,16.60,109.36,7.36,424.00,496.00,s ext,7.52,115.79
85,16.80,115.77,9.54,388.00,444.00,s ext,6.77,117.42
86,17.00,123.43,10.88,448.00,468.00,s ext,7.78,120.70
87,17.20,130.94,12.44,436.00,484.00,s ext,7.67,124.12
88,17.40,138.35,13.36,400.00,436.00,s ext,7.47,128.31
89,17.60,145.03,15.00,396.00,436.00,s ext,6.88,131.76
90,17.80,152.40,16.90,384.00,556.00,e ext,7.61,135.78
91,18.00,158.50,18.34,344.00,480.00,e ext,6.27,139.42
92,18.20,163.33,22.49,340.00,452.00,e ext,6.37,140.57
93,18.40,168.31,27.77,344.00,468.00,e ext,7.26,141.48
94,18.60,172.03,33.00,296.00,424.00,e ext,6.41,141.68
95,18.80,175.93,39.47,308.00,468.00,e ext,7.56,141.61
96,19.00,179.23,45.48,268.00,440.00,e ext,6.86,141.61
97,19.20,182.75,52.80,304.00,428.00,e ext,8.12,141.61
98,19.40,185.68,60.68,304.00,424.00,e ext,8.40,141.33
99,19.60,188.78,68.81,340.00,428.00,e ext,8.71,141.63
100,19.80,191.36,78.52,320.00,452.00,e ext,10.04,141.60
101,20.00,193.16,87.43,324.00,428.00,e ext,9.09,141.61
102,20.20,195.23,97.63,284.00,360.00,e ext,10.41,142.23
103,20.40,195.70,107.94,344.00,412.00,e ext,10.32,142.00
104,20.60,195.70,120.41,368.00,440.00,e ext,12.47,142.10
105,20.80,193.09,132.17,336.00,424.00,e ext,12.05,140.53
106,21.00,189.22,140.95,400.00,416.00,e ext,9.59,138.15
107,21.20,183.37,147.60,412.00,476.00,e ext,8.86,133.85
108,21.40,176.60,153.41,408.00,476.00,e ext,8.92,128.86
109,21.60,169.83,158.75,472.00,552.00,east,8.62,124.14
110,21.80,162.31,164.35,428.00,548.00,east,9.38,119.28
111,22.00,155.75,170.94,444.00,592.00,north,9.30,116.29
112,22.20,149.75,175.79,496.00,588.00,north,7.71,113.53
113,22.40,144.80,182.86,420.00,548.00,north,8.62,113.24
114,22.60,140.66,190.33,404.00,520.00,n ext,8.55,114.43
115,22.80,138.24,198.70,316.00,424.00,n ext,8.71,118.09
116,23.00,135.66,206.27,200.00,324.00,n ext,8.00,121.54
117,23.20,135.89,208.33,156.00,132.00,n ext,2.07,123.19
118,23.40,-,-,-,-,-,-,-
119,23.60,130.74,209.13,72.00,-,n ext,-,120.32
120,23.80,127.11,207.72,76.00,84.00,n ext,3.89,116.89
121,24.00,-,-,-,-,-,-,-
122,24.20,-,-,-,-,-,-,-
123,24.40,-,-,-,-,-,-,-
124,24.60,-,-,-,-,-,-,-
125,24.80,-,-,-,-,-,-,-
126,25.00,72.98,200.34,68.00,-,n ext,-,83.42
127,25.20,68.25,198.34,248.00,188.00,n ext,5.14,80.16
128,25.40,62.08,195.14,232.00,304.00,n ext,6.95,75.63
129,25.60,55.30,191.69,272.00,336.00,n ext,7.61,71.17
130,25.80,48.72,186.89,308.00,380.00,n ext,8.14,65.80
131,26.00,42.22,182.41,252.00,384.00,w ext,7.90,61.32
132,26.20,35.60,179.95,300.00,376.00,w ext,7.06,59.49
133,26.40,30.55,175.98,356.00,376.00,w ext,6.42,56.49
134,26.60,23.16,171.16,348.00,456.00,w ext,8.82,54.12
135,26.80,17.89,166.98,364.00,384.00,w ext,6.73,52.61
136,27.00,13.39,159.26,380.00,424.00,w ext,8.93,48.41
137,27.20,10.33,150.55,344.00,428.00,w ext,9.23,43.68
138,27.40,9.61,139.78,356.00,388.00,w ext,10.79,37.32
139,27.60,8.74,128.91,364.00,384.00,w ext,10.91,32.78
140,27.80,9.39,116.68,428.00,456.00,w ext,12.25,29.53
141,28.00,9.85,103.49,440.00,524.00,w ext,13.20,30.39
142,28.20,10.22,92.33,396.00,532.00,w ext,11.17,34.58
143,28.40,8.86,84.01,416.00,500.00,w ext,8.43,40.31
144,28.60,5.39,73.02,368.00,472.00,w ext,11.52,50.16
145,28.80,4.77,65.43,404.00,436.00,w ext,7.62,56.14
146,29.00,4.92,56.88,388.00,408.00,w ext,8.55,62.80
147,29.20,6.89,48.89,372.00,384.00,w ext,8.23,68.24
148,29.40,9.87,42.45,408.00,468.00,w ext,7.09,72.32
149,29.60,13.65,35.45,428.00,556.00,w ext,7.95,77.04
150,29.80,19.26,29.45,404.00,488.00,w ext,8.21,80.74
151,30.00,25.72,24.11,380.00,456.00,s ext,8.39,84.25
152,30.20,32.22,20.01,444.00,496.00,s ext,7.68,87.01
153,30.40,37.66,14.55,404.00,488.00,s ext,7.70,91.80
154,30.60,41.48,10.37,356.00,488.00,s ext,5.67,95.72
155,30.80,46.28,7.65,380.00,504.00,s ext,5.51,98.34
156,31.00,51.13,5.91,360.00,436.00,s ext,5.15,100.14
157,31.20,56.88,5.48,364.00,380.00,s ext,5.76,100.95
158,31.40,61.71,4.54,336.00,396.00,s ext,4.92,102.45
159,31.60,65.80,5.16,340.00,396.00,s ext,4.14,102.49
160,31.80,70.72,6.92,360.00,484.00,s ext,5.22,101.71
161,32.00,77.19,9.89,444.00,524.00,s ext,7.12,100.41
162,32.20,82.79,14.12,476.00,440.00,s ext,7.02,98.12
163,32.40,88.29,19.76,524.00,480.00,s ext,7.88,94.96
164,32.60,93.65,26.67,620.00,544.00,south,8.74,91.19
165,32.80,98.10,33.83,628.00,672.00,south,8.44,87.41
166,33.00,101.72,41.34,608.00,572.00,south,8.33,83.31
167,33.20,105.23,49.25,624.00,632.00,south,8.66,79.47
168,33.40,108.68,56.82,664.00,632.00,south,8.31,76.57
169,33.60,112.08,63.38,636.00,612.00,south,7.40,75.03
170,33.80,114.11,70.60,648.00,732.00,south,7.50,72.63
171,34.00,113.42,76.39,620.00,684.00,south,5.83,69.01
172,34.20,110.66,82.83,604.00,632.00,south,7.00,63.58
173,34.40,107.21,87.72,656.00,588.00,south,5.99,58.41
174,34.60,103.04,91.12,612.00,508.00,south,5.37,53.27
175,34.80,99.56,94.46,596.00,448.00,south,4.83,48.84
176,35.00,96.76,96.44,600.00,340.00,south,3.42,45.56
177,35.20,93.95,98.40,588.00,540.00,south,3.43,42.29
178,35.40,90.44,98.98,636.00,472.00,west,3.56,38.76
179,35.60,85.51,98.84,684.00,520.00,west,4.93,34.14
180,35.80,81.26,98.03,620.00,448.00,west,4.32,30.51
181,36.00,76.29,95.06,604.00,584.00,west,5.79,27.59
182,36.20,72.71,92.06,612.00,496.00,west,4.68,26.33
183,36.40,69.06,86.03,580.00,520.00,west,7.04,27.98
184,36.60,65.30,78.20,596.00,600.00,west,8.68,32.38
185,36.80,62.87,69.39,552.00,572.00,south,9.14,39.37
186,37.00,61.06,60.29,584.00,592.00,south,9.27,47.53
187,37.20,60.68,51.17,556.00,604.00,south,9.14,56.34
188,37.40,61.74,41.29,580.00,600.00,south,9.94,66.24
189,37.60,62.78,32.00,512.00,532.00,south,9.35,75.56
190,37.80,63.83,23.34,556.00,524.00,south,8.72,84.26
191,38.00,64.90,15.37,472.00,516.00,s ext,8.04,92.29
192,38.20,64.36,7.53,372.00,380.00,s ext,7.86,99.90
193,38.40,64.36,7.53,372.00,144.00,s ext,0.00,99.90
194,38.60,64.43,8.53,316.00,200.00,s ext,1.00,98.94
195,38.80,67.28,15.26,132.00,264.00,s ext,7.31,92.85
196,39.00,63.67,9.20,296.00,236.00,s ext,7.04,98.14
197,39.20,61.94,7.56,272.00,192.00,s ext,2.39,99.49
198,39.40,58.33,3.13,164.00,244.00,s ext,5.72,103.43
199,39.60,56.79,4.46,96.00,180.00,s ext,2.03,101.96
200,39.80,53.80,8.09,144.00,224.00,s ext,4.70,98.10
201,40.00,53.21,10.77,336.00,352.00,s ext,2.74,95.39
202,40.20,49.44,14.97,448.00,488.00,s ext,5.64,91.04
203,40.40,44.20,21.40,452.00,508.00,s ext,8.30,84.62
204,40.60,37.17,27.11,456.00,532.00,s ext,9.05,79.34
205,40.80,29.97,31.93,472.00,528.00,w ext,8.67,75.69
206,41.00,22.56,35.91,428.00,524.00,w ext,8.41,73.59
207,41.20,14.93,39.08,380.00,464.00,w ext,8.27,73.19
208,41.40,10.70,41.69,316.00,384.00,w ext,4.97,72.61
209,41.60,9.16,44.32,228.00,328.00,w ext,3.05,71.01
210,41.80,5.11,49.38,104.00,188.00,w ext,6.49,68.80
211,42.00,5.65,54.94,100.00,188.00,w ext,5.58,63.95
212,42.20,6.26,61.52,136.00,236.00,w ext,6.61,58.27
213,42.40,7.46,64.99,388.00,348.00,w ext,3.68,54.78
214,42.60,5.48,74.10,436.00,520.00,w ext,9.33,49.36
215,42.80,1.59,83.17,344.00,484.00,w ext,9.87,46.74
216,43.00,0.25,90.64,276.00,420.00,w ext,7.59,44.06
217,43.20,1.37,93.95,212.00,304.00,w ext,3.49,41.60
218,43.40,3.36,97.23,276.00,368.00,w ext,3.84,38.50
219,43.60,5.58,106.69,368.00,476.00,w ext,9.72,33.92
220,43.80,8.50,115.76,408.00,528.00,w ext,9.53,30.37
221,44.00,10.38,123.60,364.00,500.00,w ext,8.06,29.62
222,44.20,8.76,131.94,352.00,492.00,w ext,8.50,33.99
223,44.40,7.08,139.45,328.00,376.00,w ext,7.70,39.26
224,44.60,7.06,143.53,240.00,368.00,w ext,4.08,41.55
225,44.80,9.61,139.78,100.00,252.00,w ext,4.54,37.32
226,45.00,11.19,148.28,76.00,176.00,w ext,8.64,41.45
227,45.20,17.74,148.10,232.00,308.00,w ext,6.55,36.88
228,45.40,22.48,150.29,376.00,416.00,w ext,5.22,35.92
229,45.60,26.98,156.00,388.00,556.00,w ext,7.27,38.69
230,45.80,29.79,162.07,384.00,492.00,w ext,6.70,43.30
231,46.00,30.93,169.58,340.00,444.00,w ext,7.60,50.19
232,46.20,30.50,176.90,316.00,360.00,w ext,7.33,57.40
233,46.40,30.15,182.48,284.00,304.00,w ext,5.58,62.92
234,46.60,31.53,184.52,184.00,300.00,w ext,2.47,64.65
235,46.80,36.02,185.10,212.00,332.00,w ext,4.53,64.55
236,47.00,39.72,186.11,256.00,324.00,w ext,3.84,65.18
237,47.20,44.91,187.47,260.00,364.00,n ext,5.36,66.30
238,47.40,49.95,191.74,208.00,348.00,n ext,6.60,70.71
239,47.60,52.02,195.47,124.00,204.00,n ext,4.27,74.59
240,47.80,53.44,197.69,120.00,140.00,n ext,2.64,76.95
241,48.00,54.22,197.43,72.00,88.00,n ext,0.83,76.76
242,48.20,55.06,196.25,72.00,32.00,n ext,1.45,75.67
243,48.40,57.41,195.52,60.00,100.00,n ext,2.46,75.23
244,48.60,62.91,194.04,84.00,144.00,n ext,5.69,74.72
245,48.80,67.70,191.23,196.00,248.00,n ext,5.55,73.17
246,49.00,74.82,189.27,292.00,376.00,n ext,7.38,73.51
247,49.20,83.55,189.55,384.00,492.00,n ext,8.74,77.25
248,49.40,92.43,190.62,368.00,552.00,n ext,8.94,82.49
249,49.60,99.92,194.99,252.00,428.00,n ext,8.68,90.24
250,49.80,104.23,198.45,180.00,272.00,n ext,5.52,95.53
251,50.00,106.82,199.88,96.00,156.00,n ext,2.96,98.21
252,50.20,-,-,-,-,-,-,-
253,50.40,-,-,-,-,-,-,-
254,50.60,119.01,203.98,68.00,-,n ext,-,108.85
255,50.80,121.17,198.95,224.00,276.00,n ext,5.47,106.36
256,51.00,126.88,196.17,332.00,388.00,n ext,6.35,108.18
257,51.20,136.00,194.01,324.00,464.00,n ext,9.37,113.27
258,51.40,144.36,192.85,340.00,464.00,n ext,8.45,118.88
259,51.60,151.86,191.52,268.00,440.00,n ext,7.61,124.02
260,51.80,157.85,191.50,208.00,284.00,n ext,5.99,128.89
261,52.00,164.21,193.70,208.00,296.00,n ext,6.73,135.39
262,52.20,170.69,196.08,164.00,244.00,n ext,6.90,142.10
263,52.40,174.74,194.22,144.00,212.00,n ext,4.46,144.50
264,52.60,178.01,192.92,272.00,232.00,n ext,3.53,146.57
265,52.80,181.25,186.44,300.00,324.00,e ext,7.24,146.09
266,53.00,184.24,178.67,380.00,408.00,e ext,8.32,145.20
267,53.20,188.17,171.11,360.00,388.00,e ext,8.52,145.71
268,53.40,190.56,164.74,304.00,360.00,e ext,6.81,145.67
269,53.60,190.87,156.35,312.00,352.00,e ext,8.39,143.37
270,53.80,189.20,146.25,360.00,376.00,e ext,10.24,139.22
271,54.00,186.75,136.11,408.00,408.00,e ext,10.43,134.84
272,54.20,185.04,124.26,412.00,460.00,e ext,11.97,131.70
273,54.40,183.50,112.60,408.00,460.00,e ext,11.76,129.73
274,54.60,184.16,104.25,368.00,416.00,e ext,8.38,130.64
275,54.80,185.80,96.79,344.00,416.00,e ext,7.64,132.94
276,55.00,187.81,92.35,252.00,276.00,e ext,4.87,135.52
277,55.20,188.87,86.75,268.00,344.00,e ext,5.71,137.51
278,55.40,186.57,80.41,348.00,256.00,e ext,6.74,136.50
279,55.60,183.48,73.34,380.00,352.00,e ext,7.72,135.26
280,55.80,179.06,67.95,360.00,388.00,e ext,6.97,132.65
281,56.00,173.32,63.29,432.00,400.00,e ext,7.39,128.85
282,56.20,167.85,59.93,432.00,424.00,e ext,6.41,125.11
283,56.40,163.29,56.55,408.00,472.00,east,5.68,122.40
284,56.60,160.91,49.82,348.00,436.00,e ext,7.14,123.43
285,56.80,161.51,44.85,324.00,304.00,e ext,5.00,126.46
286,57.00,162.82,39.49,428.00,352.00,e ext,5.52,130.42
287,57.20,165.55,33.27,404.00,296.00,e ext,6.79,136.12
288,57.40,166.95,31.55,352.00,156.00,e ext,2.21,138.23
289,57.60,167.64,30.18,296.00,128.00,e ext,1.54,139.57
290,57.80,167.64,30.18,256.00,136.00,e ext,0.00,139.57
291,58.00,167.59,27.15,156.00,228.00,e ext,3.03,141.25
292,58.20,166.21,29.93,240.00,196.00,e ext,3.10,138.53
293,58.40,166.85,24.51,212.00,236.00,e ext,5.45,142.18
294,58.60,164.72,21.69,172.00,272.00,e ext,3.54,142.16
295,58.80,163.32,19.49,132.00,216.00,e ext,2.61,142.41
296,59.00,163.32,19.49,96.00,68.00,e ext,0.00,142.41
297,59.20,163.32,18.49,152.00,72.00,e ext,1.01,143.04
298,59.40,162.62,17.90,136.00,128.00,e ext,0.91,142.87
299,59.60,161.24,18.72,132.00,108.00,e ext,1.61,141.29
300,59.80,161.94,22.29,60.00,176.00,e ext,3.64,139.60
301,60.00,163.34,24.49,100.00,136.00,e ext,2.60,139.37
302,60.20,165.48,28.31,188.00,232.00,e ext,4.38,138.85
303,60.40,166.91,29.55,292.00,248.00,e ext,1.90,139.32
304,60.60,169.81,31.07,284.00,264.00,e ext,3.26,140.88
305,60.80,172.06,34.03,272.00,340.00,e ext,3.72,141.14
306,61.00,175.16,38.78,264.00,400.00,e ext,5.68,141.29
307,61.20,178.38,43.69,320.00,392.00,e ext,5.87,141.69
308,61.40,181.03,50.17,348.00,500.00,e ext,7.00,141.14
309,61.60,183.95,59.00,324.00,496.00,e ext,9.30,140.32
310,61.80,187.18,69.20,360.00,452.00,e ext,10.70,139.99
311,62.00,190.77,80.89,344.00,448.00,e ext,12.23,140.50
312,62.20,193.24,95.41,396.00,500.00,e ext,14.73,140.50
313,62.40,194.98,109.04,348.00,504.00,e ext,13.74,141.25
314,62.60,195.31,123.72,364.00,472.00,e ext,14.68,141.90
315,62.80,195.63,137.15,332.00,456.00,e ext,13.43,143.77
316,63.00,194.39,151.09,332.00,504.00,e ext,13.99,145.38
317,63.20,193.01,163.58,336.00,524.00,e ext,12.57,147.60
318,63.40,193.41,175.58,340.00,428.00,e ext,12.00,152.27
319,63.60,192.67,185.96,316.00,416.00,e ext,10.41,155.98
320,63.80,189.51,192.84,196.00,408.00,e ext,7.57,156.43
321,64.00,186.09,198.35,176.00,268.00,e ext,6.49,156.30
322,64.20,181.43,201.99,168.00,312.00,n ext,5.91,154.33
323,64.40,176.95,206.67,100.00,260.00,n ext,6.48,153.24
324,64.60,172.03,208.97,96.00,188.00,n ext,5.43,150.62
325,64.80,166.91,210.12,100.00,164.00,n ext,5.25,147.28
326,65.00,162.76,211.84,80.00,172.00,n ext,4.49,145.17
327,65.20,-,-,-,-,-,-,-
328,65.40,151.24,211.67,92.00,-,n ext,-,136.44
329,65.60,144.37,206.28,64.00,156.00,n ext,8.74,127.74
330,65.80,137.01,202.97,164.00,228.00,n ext,8.06,120.14
331,66.00,128.83,198.75,268.00,360.00,n ext,9.21,111.39
332,66.20,119.06,193.65,328.00,412.00,n ext,11.02,101.00
333,66.40,108.74,188.36,380.00,476.00,n ext,11.60,90.25
334,66.60,100.35,182.58,368.00,500.00,north,10.19,80.50
335,66.80,93.04,175.96,380.00,508.00,north,9.86,70.81
336,67.00,86.78,170.85,444.00,480.00,north,8.08,62.95
337,67.20,79.21,164.71,480.00,588.00,north,9.75,53.55
338,67.40,72.57,159.85,500.00,580.00,north,8.23,45.88
339,67.60,64.58,154.81,496.00,668.00,north,9.44,37.71
