Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00050.trk
Object,0
Samples,265
rat,98,
trial,2,
date,2007-12-14 12:49:41.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,96.98,175.41,356.00,316.00,north,72.78
2,0.20,94.53,168.66,364.00,376.00,north,66.02
3,0.40,92.17,162.17,400.00,428.00,north,59.62
4,0.60,89.90,155.16,412.00,428.00,north,53.04
5,0.80,86.96,148.39,412.00,424.00,north,46.32
6,1.00,82.63,142.62,440.00,420.00,north,39.30
7,1.20,78.40,136.31,424.00,480.00,north,32.15
8,1.40,74.21,130.11,440.00,464.00,west,25.28
9,1.60,69.33,123.28,488.00,528.00,west,17.63
10,1.80,64.41,116.35,448.00,488.00,west,10.94
11,2.00,60.12,109.92,432.00,512.00,west,6.73
12,2.20,55.73,103.23,416.00,448.00,west,6.22
13,2.40,52.71,96.26,428.00,428.00,west,10.65
14,2.60,50.33,89.03,432.00,452.00,west,17.20
15,2.80,46.27,81.32,400.00,488.00,west,24.68
16,3.00,42.04,73.97,404.00,468.00,west,32.23
17,3.20,36.78,65.94,388.00,504.00,west,41.01
18,3.40,33.08,59.60,364.00,440.00,west,48.00
19,3.60,29.39,54.85,336.00,340.00,west,53.51
20,3.80,27.34,50.41,332.00,300.00,west,58.34
21,4.00,24.43,46.54,308.00,320.00,w ext,62.88
22,4.20,23.26,43.17,296.00,268.00,w ext,66.45
23,4.40,22.87,39.04,304.00,200.00,w ext,70.51
24,4.60,22.56,35.91,328.00,216.00,w ext,73.59
25,4.80,23.97,32.45,268.00,292.00,w ext,76.55
26,5.00,28.18,31.19,288.00,292.00,w ext,76.79
27,5.20,32.54,31.99,304.00,272.00,s ext,75.14
28,5.40,39.44,33.76,340.00,388.00,south,72.50
29,5.60,47.92,36.88,356.00,456.00,south,69.10
30,5.80,55.44,41.15,332.00,432.00,south,65.33
