Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00069.trk
Object,0
Samples,294
rat,122,
trial,1,
date,2007-12-15 14:24:43.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-,-
2,0.20,-,-,-,-,-,-,-
3,0.40,-,-,-,-,-,-,-
4,0.60,-,-,-,-,-,-,-
5,0.80,-,-,-,-,-,-,-
6,1.00,-,-,-,-,-,-,-
7,1.20,-,-,-,-,-,-,-
8,1.40,-,-,-,-,-,-,-
9,1.60,130.91,202.40,72.00,-,n ext,-,115.46
10,1.80,132.49,201.11,112.00,96.00,n ext,2.05,115.63
11,2.00,133.18,199.47,136.00,88.00,n ext,1.77,114.96
12,2.20,132.97,197.50,152.00,88.00,n ext,1.99,113.43
13,2.40,132.76,195.54,176.00,208.00,n ext,1.97,111.93
14,2.60,132.87,196.52,200.00,184.00,n ext,0.98,112.68
15,2.80,131.88,195.20,292.00,148.00,n ext,1.65,111.05
16,3.00,129.83,191.66,316.00,232.00,n ext,4.09,107.14
17,3.20,128.60,187.58,268.00,312.00,north,4.26,103.47
18,3.40,129.89,183.53,260.00,320.00,north,4.25,101.78
19,3.60,132.19,181.65,300.00,216.00,north,2.97,102.39
20,3.80,134.39,178.88,384.00,228.00,north,3.54,102.46
21,4.00,136.48,175.21,352.00,320.00,north,4.22,102.06
22,4.20,137.70,171.28,392.00,256.00,north,4.12,100.94
23,4.40,140.60,167.94,364.00,348.00,north,4.42,101.63
24,4.60,142.74,165.21,372.00,256.00,north,3.46,102.12
25,4.80,145.91,164.57,324.00,288.00,north,3.24,104.61
26,5.00,148.35,164.56,388.00,240.00,north,2.44,106.77
27,5.20,149.94,164.25,404.00,248.00,north,1.62,108.05
28,5.40,152.63,166.12,336.00,452.00,north,3.28,111.30
29,5.60,153.00,168.95,344.00,232.00,north,2.85,112.93
30,5.80,150.64,169.84,372.00,324.00,north,2.52,111.28
31,6.00,146.34,168.23,400.00,284.00,north,4.59,106.74
32,6.20,140.41,166.15,412.00,348.00,north,6.28,100.56
33,6.40,134.42,162.55,436.00,400.00,north,6.99,93.56
34,6.60,127.64,157.38,424.00,412.00,north,8.52,85.12
35,6.80,121.04,151.88,452.00,436.00,north,8.58,76.69
36,7.00,114.60,145.35,468.00,496.00,north,9.17,68.00
37,7.20,109.14,138.69,512.00,524.00,north,8.62,60.29
38,7.40,103.86,131.73,552.00,576.00,north,8.73,52.96
39,7.60,99.48,124.46,572.00,604.00,north,8.49,46.93
40,7.80,96.64,116.79,564.00,608.00,north,8.18,42.98
41,8.00,94.56,109.26,600.00,612.00,north,7.82,40.91
42,8.20,93.93,101.11,640.00,632.00,west,8.17,41.58
43,8.40,92.59,92.91,616.00,616.00,south,8.31,42.93
44,8.60,91.93,86.71,496.00,472.00,south,6.24,45.26
45,8.80,92.66,80.48,516.00,436.00,south,6.27,49.28
46,9.00,93.37,75.58,504.00,372.00,south,4.95,52.76
47,9.20,94.08,70.61,572.00,420.00,south,5.02,56.49
48,9.40,94.07,66.26,556.00,360.00,south,4.35,59.47
49,9.60,93.36,63.28,564.00,408.00,south,3.06,61.11
50,9.80,92.64,60.27,552.00,348.00,south,3.10,62.87
51,10.00,91.20,56.39,588.00,404.00,south,4.14,64.96
52,10.20,89.75,54.73,548.00,368.00,south,2.20,65.43
53,10.40,86.84,52.10,544.00,444.00,south,3.92,65.97
54,10.60,83.92,50.94,528.00,416.00,south,3.14,65.33
55,10.80,79.51,50.27,488.00,424.00,south,4.46,63.70
56,11.00,74.39,52.55,504.00,456.00,south,5.61,59.36
57,11.20,69.24,55.54,488.00,440.00,south,5.96,54.58
58,11.40,63.28,58.33,464.00,440.00,south,6.58,50.01
59,11.60,57.21,60.28,416.00,440.00,south,6.38,46.74
60,11.80,50.25,62.05,408.00,416.00,west,7.18,44.02
61,12.00,43.94,63.17,396.00,380.00,west,6.41,42.87
62,12.20,38.29,63.61,428.00,336.00,west,5.67,43.01
63,12.40,35.06,64.65,416.00,292.00,west,3.39,42.65
64,12.60,31.70,63.86,388.00,244.00,west,3.46,44.21
65,12.80,28.28,63.03,364.00,256.00,west,3.51,46.02
66,13.00,25.62,61.42,360.00,244.00,west,3.11,48.47
67,13.20,24.75,61.20,308.00,308.00,west,0.90,49.00
68,13.40,23.65,58.01,300.00,336.00,west,3.37,52.36
69,13.60,24.22,54.29,340.00,216.00,west,3.76,55.62
70,13.80,26.62,52.11,376.00,252.00,west,3.24,56.91
71,14.00,31.53,49.83,392.00,312.00,west,5.42,57.88
72,14.20,37.32,48.86,356.00,388.00,west,5.86,57.73
73,14.40,42.30,49.50,364.00,312.00,west,5.02,56.60
74,14.60,48.18,52.97,360.00,348.00,west,6.83,53.02
75,14.80,53.11,55.98,376.00,304.00,south,5.77,50.32
76,15.00,57.99,60.45,396.00,332.00,south,6.62,46.71
77,15.20,61.94,63.69,364.00,296.00,south,5.11,44.49
78,15.40,64.34,68.07,352.00,276.00,south,5.00,41.13
79,15.60,66.69,72.30,388.00,324.00,south,4.83,38.24
80,15.80,68.98,76.38,416.00,276.00,west,4.69,35.85
81,16.00,70.50,81.01,392.00,304.00,west,4.87,32.86
82,16.20,72.71,87.75,440.00,416.00,west,7.10,29.18
83,16.40,74.87,92.88,460.00,388.00,west,5.56,27.60
84,16.60,76.97,99.29,500.00,472.00,west,6.74,26.08
85,16.80,79.03,105.58,492.00,464.00,west,6.62,26.08
86,17.00,81.11,109.73,484.00,456.00,west,4.64,27.47
87,17.20,83.90,113.17,476.00,432.00,west,4.43,30.13
88,17.40,88.13,115.25,544.00,500.00,west,4.72,34.41
89,17.60,93.07,118.06,516.00,420.00,north,5.69,39.54
90,17.80,98.05,121.64,536.00,468.00,north,6.12,44.96
91,18.00,102.37,127.40,520.00,480.00,north,7.21,50.37
92,18.20,107.56,134.18,512.00,552.00,north,8.54,57.23
93,18.40,112.90,139.88,484.00,484.00,north,7.81,64.22
94,18.60,119.23,146.88,464.00,532.00,north,9.45,72.83
95,18.80,124.23,153.35,428.00,484.00,north,8.18,80.20
96,19.00,127.90,160.70,412.00,488.00,north,8.21,87.01
97,19.20,130.18,168.85,420.00,432.00,north,8.46,93.29
98,19.40,131.75,177.09,392.00,372.00,north,8.39,99.27
99,19.60,134.29,186.00,336.00,416.00,north,9.26,106.75
100,19.80,136.89,194.37,308.00,348.00,n ext,8.76,114.17
101,20.00,141.46,203.96,256.00,292.00,n ext,10.62,124.03
102,20.20,143.71,207.93,204.00,188.00,n ext,4.57,128.40
103,20.40,148.55,211.29,104.00,228.00,n ext,5.89,134.22
104,20.60,152.20,212.16,72.00,136.00,n ext,3.76,137.48
105,20.80,155.88,213.11,72.00,112.00,n ext,3.80,140.83
106,21.00,159.23,211.91,64.00,112.00,n ext,3.56,142.53
107,21.20,164.53,211.82,80.00,136.00,n ext,5.30,146.51
108,21.40,169.47,209.54,92.00,172.00,n ext,5.44,148.93
109,21.60,173.81,208.97,64.00,124.00,n ext,4.38,152.04
110,21.80,-,-,-,-,-,-,-
111,22.00,-,-,-,-,-,-,-
112,22.20,-,-,-,-,-,-,-
113,22.40,-,-,-,-,-,-,-
114,22.60,184.20,202.54,60.00,-,n ext,-,156.96
115,22.80,183.20,201.96,76.00,40.00,n ext,1.15,155.81
116,23.00,182.21,201.40,84.00,80.00,n ext,1.15,154.66
117,23.20,181.21,200.83,88.00,68.00,n ext,1.14,153.52
118,23.40,180.44,201.43,112.00,72.00,n ext,0.98,153.19
119,23.60,178.88,202.61,140.00,140.00,n ext,1.96,152.54
120,23.80,177.53,204.94,124.00,176.00,n ext,2.69,152.72
121,24.00,175.18,206.68,104.00,148.00,n ext,2.92,151.79
122,24.20,172.82,208.40,100.00,156.00,n ext,2.92,150.91
123,24.40,171.05,208.40,72.00,92.00,n ext,1.77,149.49
124,24.60,168.68,210.11,88.00,112.00,n ext,2.92,148.66
125,24.80,164.35,210.70,84.00,156.00,n ext,4.37,145.66
126,25.00,160.03,211.33,96.00,164.00,n ext,4.37,142.75
127,25.20,158.27,211.38,116.00,100.00,n ext,1.76,141.45
128,25.40,155.88,213.11,88.00,140.00,n ext,2.95,140.83
129,25.60,152.20,212.16,68.00,140.00,n ext,3.80,137.48
130,25.80,-,-,-,-,-,-,-
131,26.00,141.59,204.99,76.00,-,n ext,-,124.83
132,26.20,135.20,202.20,112.00,148.00,n ext,6.97,118.32
