Track file,I:\Rat Navigation Data\exp nesté 1morris_0003\data\track_00015.trk
Object,0
Samples,92
rat,103,
trial,3,
date,2007-12-16 12:19:42.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,-,-,-,-,-,-,-
2,0.20,-,-,-,-,-,-,-
3,0.40,-,-,-,-,-,-,-
4,0.60,-,-,-,-,-,-,-
5,0.80,-,-,-,-,-,-,-
6,1.00,-,-,-,-,-,-,-
7,1.20,95.06,199.04,128.00,-,n ext,91.07,-
8,1.40,90.08,197.76,264.00,184.00,n ext,87.53,5.15
9,1.60,85.16,194.92,284.00,268.00,n ext,82.76,5.69
10,1.80,79.53,192.41,260.00,296.00,n ext,78.16,6.16
11,2.00,74.82,189.27,256.00,276.00,n ext,73.51,5.66
12,2.20,69.44,185.66,256.00,336.00,n ext,68.35,6.48
13,2.40,65.68,182.92,324.00,284.00,n ext,64.63,4.66
14,2.60,61.20,180.51,300.00,336.00,n ext,61.15,5.09
15,2.80,58.21,179.58,272.00,220.00,n ext,59.62,3.13
16,3.00,56.00,178.50,316.00,276.00,n ext,58.18,2.46
17,3.20,52.26,177.93,304.00,340.00,n ext,57.17,3.78
18,3.40,50.06,176.94,268.00,252.00,n ext,55.97,2.41
19,3.60,49.35,176.33,312.00,188.00,n ext,55.31,0.94
20,3.80,46.44,174.79,276.00,348.00,w ext,53.63,3.29
21,4.00,43.53,173.28,260.00,280.00,w ext,52.14,3.28
22,4.20,40.67,170.93,272.00,244.00,w ext,49.97,3.70
23,4.40,37.80,168.59,276.00,260.00,w ext,47.94,3.71
24,4.60,35.63,166.83,272.00,244.00,w ext,46.51,2.79
25,4.80,32.68,165.36,244.00,308.00,w ext,45.66,3.30
26,5.00,29.75,162.97,292.00,360.00,w ext,44.17,3.78
27,5.20,28.47,157.25,352.00,308.00,w ext,39.23,5.87
28,5.40,27.91,152.12,384.00,264.00,west,34.79,5.16
29,5.60,28.15,144.96,428.00,356.00,west,28.43,7.16
30,5.80,28.32,138.73,440.00,332.00,west,23.03,6.23
31,6.00,28.45,132.53,424.00,328.00,west,18.12,6.20
32,6.20,28.53,126.34,424.00,328.00,west,14.14,6.19
33,6.40,28.56,120.15,396.00,340.00,west,11.16,6.19
34,6.60,28.56,115.73,436.00,232.00,west,10.34,4.43
35,6.80,29.32,109.48,436.00,344.00,west,10.08,6.30
36,7.00,30.88,105.01,420.00,272.00,west,10.36,4.73
37,7.20,33.21,99.77,468.00,312.00,west,11.59,5.74
38,7.40,34.73,95.48,484.00,304.00,west,14.08,4.55
39,7.60,37.01,90.45,476.00,352.00,west,17.29,5.52
40,7.80,40.10,86.46,420.00,408.00,west,20.28,5.04
41,8.00,44.00,84.36,380.00,360.00,west,21.71,4.43
42,8.20,47.89,83.16,468.00,376.00,west,22.83,4.07
43,8.40,53.31,83.77,448.00,428.00,west,22.94,5.46
44,8.60,57.14,84.95,480.00,376.00,west,22.79,4.01
45,8.80,60.94,88.34,456.00,432.00,west,21.44,5.10
46,9.00,64.67,91.59,496.00,416.00,west,20.89,4.94
47,9.20,67.59,96.85,552.00,488.00,west,19.36,6.02
48,9.40,69.01,101.92,536.00,384.00,west,17.79,5.27
49,9.60,70.41,106.21,488.00,520.00,west,17.52,4.51
50,9.80,70.35,109.75,504.00,408.00,west,16.79,3.54
51,10.00,68.84,113.33,456.00,400.00,west,15.08,3.88
52,10.20,67.33,116.23,524.00,300.00,west,13.77,3.27
53,10.40,65.07,119.21,492.00,352.00,west,12.20,3.74
54,10.60,61.36,121.63,496.00,340.00,west,9.89,4.44
55,10.80,57.63,123.42,420.00,340.00,west,7.80,4.13
56,11.00,55.35,125.90,372.00,392.00,west,8.15,3.37
57,11.20,54.54,128.26,368.00,284.00,west,9.54,2.50
58,11.40,54.44,131.31,456.00,312.00,west,12.14,3.05
59,11.60,55.03,135.80,476.00,332.00,west,16.49,4.52
60,11.80,56.31,140.93,448.00,356.00,west,21.75,5.29
61,12.00,57.64,144.52,484.00,292.00,west,25.57,3.83
62,12.20,58.22,148.25,440.00,268.00,west,29.29,3.77
63,12.40,58.05,152.15,348.00,260.00,west,32.97,3.90
64,12.60,57.23,153.87,364.00,168.00,west,34.38,1.91
65,12.80,56.29,158.01,372.00,288.00,west,38.13,4.24
66,13.00,54.71,159.98,336.00,276.00,west,39.71,2.52
67,13.20,52.41,161.37,364.00,292.00,west,40.72,2.69
68,13.40,49.39,162.21,408.00,308.00,west,41.24,3.14
69,13.60,45.73,160.84,364.00,332.00,west,39.66,3.91
70,13.80,42.10,158.65,372.00,288.00,west,37.62,4.24
71,14.00,39.21,156.22,384.00,244.00,west,35.50,3.78
72,14.20,36.29,153.76,380.00,324.00,west,33.55,3.81
73,14.40,35.01,148.20,392.00,348.00,west,28.50,5.70
74,14.60,35.17,143.92,408.00,272.00,west,24.38,4.29
75,14.80,35.36,137.95,396.00,332.00,west,18.79,5.97
76,15.00,36.23,134.40,384.00,260.00,west,15.23,3.66
77,15.20,37.09,130.89,368.00,208.00,west,11.77,3.61
78,15.40,38.71,127.30,356.00,284.00,west,7.87,3.94
79,15.60,40.28,125.42,376.00,276.00,west,5.45,2.45
80,15.80,43.39,123.39,420.00,308.00,west,2.42,3.71
81,16.00,44.91,123.21,348.00,264.00,west,2.08,1.54
82,16.20,45.69,122.33,316.00,208.00,west,1.19,1.18
83,16.40,45.73,119.94,416.00,180.00,platform,0.00,2.39
84,16.60,45.76,118.35,460.00,228.00,platform,0.00,1.59
85,16.80,45.76,118.35,428.00,128.00,platform,0.00,0.00
86,17.00,46.52,118.29,424.00,108.00,platform,0.00,0.76
87,17.20,46.52,118.29,460.00,140.00,platform,0.00,0.00
88,17.40,45.76,118.35,452.00,128.00,platform,0.00,0.76
89,17.60,46.52,118.29,436.00,176.00,platform,0.00,0.76
90,17.80,45.78,116.76,480.00,212.00,platform,0.00,1.69
91,18.00,45.79,115.97,476.00,172.00,platform,0.00,0.80
92,18.20,45.80,115.17,528.00,132.00,platform,0.00,0.80
