Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00065.trk
Object,0
Samples,332
rat,100,
trial,1,
date,2007-12-14 13:29:12.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,77.14,8.92,272.00,184.00,s ext,101.33
2,0.20,75.60,9.43,248.00,184.00,s ext,100.43
3,0.40,74.11,10.88,220.00,172.00,s ext,98.64
4,0.60,72.57,11.35,160.00,156.00,s ext,97.81
5,0.80,75.11,14.93,264.00,208.00,s ext,95.00
6,1.00,75.21,16.80,444.00,252.00,s ext,93.22
7,1.20,76.22,21.64,508.00,400.00,south,88.88
8,1.40,76.35,24.36,560.00,340.00,south,86.33
9,1.60,76.43,26.16,512.00,328.00,south,84.65
10,1.80,75.00,28.44,488.00,424.00,south,82.03
11,2.00,73.53,29.82,556.00,284.00,south,80.27
12,2.20,68.98,31.21,524.00,464.00,south,77.68
13,2.40,64.22,29.78,540.00,384.00,south,78.01
14,2.60,61.06,29.66,476.00,360.00,south,77.54
15,2.80,58.63,28.84,448.00,348.00,south,77.96
16,3.00,56.23,28.91,396.00,372.00,south,77.58
17,3.20,53.76,28.01,364.00,512.00,south,78.23
18,3.40,53.62,26.12,352.00,300.00,south,80.11
19,3.60,56.59,22.60,376.00,336.00,s ext,83.89
20,3.80,62.21,22.78,464.00,416.00,s ext,84.51
21,4.00,68.64,24.88,496.00,464.00,south,83.73
22,4.20,75.69,26.86,580.00,596.00,south,83.76
23,4.40,82.61,29.30,624.00,580.00,south,83.94
24,4.60,90.82,31.48,616.00,640.00,south,85.61
25,4.80,98.84,35.53,656.00,624.00,south,86.41
26,5.00,106.63,38.90,624.00,672.00,south,88.25
27,5.20,114.93,42.40,544.00,672.00,south,91.10
28,5.40,122.41,45.41,568.00,600.00,south,94.41
29,5.60,129.86,47.21,512.00,560.00,south,98.97
30,5.80,137.31,47.85,492.00,540.00,east,104.57
31,6.00,144.81,48.19,416.00,500.00,east,110.59
32,6.20,152.43,50.07,388.00,508.00,east,115.99
33,6.40,162.41,52.11,368.00,540.00,e ext,123.65
34,6.60,169.14,55.58,356.00,412.00,e ext,128.09
35,6.80,176.91,59.12,328.00,428.00,e ext,133.75
36,7.00,185.06,63.09,264.00,400.00,e ext,139.91
37,7.20,187.79,66.80,196.00,276.00,e ext,141.29
38,7.40,190.92,74.03,72.00,236.00,e ext,142.25
39,7.60,191.96,76.12,68.00,52.00,e ext,142.74
40,7.80,192.67,74.83,100.00,56.00,e ext,143.75
41,8.00,191.14,76.27,80.00,68.00,e ext,141.91
42,8.20,190.00,73.08,68.00,124.00,e ext,141.61
43,8.40,189.59,68.61,100.00,136.00,e ext,142.46
44,8.60,189.11,63.04,112.00,156.00,e ext,143.75
45,8.80,187.08,57.98,96.00,192.00,e ext,143.61
46,9.00,185.21,54.12,60.00,156.00,e ext,143.34
47,9.20,182.68,51.72,144.00,196.00,e ext,141.99
48,9.40,179.98,45.16,228.00,300.00,e ext,142.43
49,9.60,175.09,36.70,192.00,348.00,e ext,142.30
50,9.80,170.46,27.61,236.00,364.00,e ext,143.34
51,10.00,165.42,22.29,240.00,364.00,e ext,142.36
52,10.20,160.56,18.13,196.00,356.00,e ext,141.13
53,10.40,155.12,15.39,192.00,372.00,e ext,138.81
54,10.60,150.43,13.18,208.00,328.00,s ext,136.88
55,10.80,145.10,11.20,236.00,364.00,s ext,134.51
56,11.00,139.12,8.34,232.00,428.00,s ext,132.55
57,11.20,133.05,7.98,236.00,364.00,s ext,128.90
