Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00006.trk
Object,0
Samples,50
rat,104,
trial,2,
date,2007-12-15 11:39:06.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,176.15,59.36,292.00,e ext,-,132.96
2,0.20,175.29,69.90,352.00,e ext,10.58,128.45
3,0.40,173.64,79.31,412.00,e ext,9.55,124.20
4,0.60,171.33,89.43,428.00,east,10.39,119.78
5,0.80,167.48,99.15,436.00,east,10.45,114.48
6,1.00,162.93,109.14,452.00,east,10.98,109.21
7,1.20,156.79,118.29,436.00,east,11.02,103.13
8,1.40,150.54,125.89,468.00,east,9.84,97.52
9,1.60,144.87,131.49,476.00,east,7.96,92.80
10,1.80,139.18,136.81,480.00,east,7.80,88.36
11,2.00,134.88,140.69,428.00,north,5.78,85.24
12,2.20,129.61,141.94,416.00,north,5.42,80.61
13,2.40,123.50,141.53,448.00,north,6.13,74.71
14,2.60,116.69,141.16,492.00,north,6.82,68.22
15,2.80,106.96,140.65,512.00,north,9.74,59.08
16,3.00,98.08,140.66,516.00,north,8.88,51.16
17,3.20,89.25,141.09,544.00,north,8.84,43.86
18,3.40,79.70,142.74,528.00,north,9.69,37.12
19,3.60,73.81,143.87,468.00,north,6.00,33.72
20,3.80,69.38,145.05,420.00,north,4.59,31.88
21,4.00,64.89,147.13,376.00,west,4.94,31.03
22,4.20,62.61,149.00,416.00,west,2.95,31.62
23,4.40,59.47,153.42,432.00,west,5.42,34.59
24,4.60,58.61,155.93,452.00,west,2.65,36.76
25,4.80,58.35,161.51,428.00,north,5.59,42.03
26,5.00,59.63,166.02,388.00,north,4.69,46.72
27,5.20,61.63,171.25,372.00,north,5.60,52.29
28,5.40,61.47,174.58,324.00,north,3.33,55.46
29,5.60,61.36,177.10,332.00,north,2.53,57.88
30,5.80,61.28,178.80,364.00,north,1.70,59.50
31,6.00,58.98,179.38,320.00,north,2.37,59.57
32,6.20,56.04,177.64,344.00,north,3.41,57.34
33,6.40,53.26,173.42,312.00,north,5.05,52.79
34,6.60,50.54,168.43,324.00,west,5.68,47.54
35,6.80,48.67,161.60,424.00,west,7.08,40.56
36,7.00,46.03,155.03,416.00,west,7.09,33.86
37,7.20,44.86,148.04,408.00,west,7.08,26.87
38,7.40,43.73,138.62,412.00,west,9.49,17.52
39,7.60,43.98,130.54,428.00,west,8.09,9.46
40,7.80,45.69,122.33,388.00,west,8.38,1.19
41,8.00,46.51,119.08,432.00,platform,3.35,0.00
42,8.20,48.06,116.59,500.00,platform,2.94,0.00
43,8.40,48.09,115.02,492.00,platform,1.57,0.00
44,8.60,48.06,116.59,424.00,platform,1.57,0.00
45,8.80,48.06,116.59,432.00,platform,0.00,0.00
46,9.00,48.06,116.59,428.00,platform,0.00,0.00
47,9.20,48.06,116.59,428.00,platform,0.00,0.00
48,9.40,46.56,115.12,500.00,platform,2.10,0.00
49,9.60,46.59,112.74,508.00,platform,2.38,0.00
50,9.80,46.60,111.16,492.00,platform,1.59,0.00
