Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00030.trk
Object,0
Samples,153
rat,93,
trial,2,
date,2007-12-14 11:47:19.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,92.98,169.38,396.00,376.00,north,65.58
2,0.20,97.63,168.08,424.00,436.00,north,67.66
3,0.40,103.86,167.15,424.00,416.00,north,71.42
4,0.60,111.66,165.96,436.00,500.00,north,76.55
5,0.80,119.51,165.16,408.00,524.00,north,82.38
6,1.00,124.86,162.37,384.00,464.00,north,85.32
7,1.20,126.10,157.80,388.00,388.00,north,83.99
8,1.40,124.07,150.95,436.00,384.00,north,78.96
9,1.60,119.80,143.17,456.00,540.00,north,71.85
10,1.80,114.98,135.73,516.00,532.00,north,64.77
11,2.00,108.89,127.16,572.00,688.00,north,56.68
12,2.20,102.33,119.07,576.00,772.00,north,48.85
13,2.40,95.96,111.33,612.00,748.00,north,42.20
14,2.60,88.28,103.01,608.00,852.00,west,35.66
15,2.80,82.01,94.59,632.00,784.00,west,32.71
16,3.00,75.61,86.52,596.00,804.00,west,32.12
17,3.20,68.25,77.05,552.00,812.00,west,34.90
18,3.40,61.30,67.55,536.00,720.00,south,40.61
19,3.60,53.19,57.69,420.00,684.00,south,48.64
20,3.80,44.61,47.52,384.00,596.00,south,58.50
21,4.00,36.40,37.34,384.00,544.00,south,69.27
22,4.20,28.77,28.46,368.00,488.00,w ext,79.33
23,4.40,23.77,22.20,300.00,292.00,w ext,86.54
24,4.60,20.98,20.90,164.00,216.00,w ext,88.47
25,4.80,20.41,23.75,72.00,180.00,w ext,85.87
26,5.00,-,-,-,-,-,-
27,5.20,23.97,32.45,124.00,-,w ext,76.55
28,5.40,27.17,38.69,276.00,352.00,w ext,69.71
29,5.60,30.43,46.63,392.00,460.00,west,61.24
30,5.80,33.68,56.07,444.00,532.00,west,51.31
31,6.00,37.71,67.91,408.00,596.00,west,38.88
32,6.20,42.15,76.54,436.00,500.00,west,29.66
33,6.40,48.74,86.49,428.00,624.00,west,19.54
34,6.60,54.98,95.58,476.00,600.00,west,12.17
35,6.80,60.19,104.00,492.00,704.00,west,9.23
36,7.00,64.50,112.00,508.00,712.00,west,10.73
37,7.20,65.06,119.93,488.00,700.00,west,12.41
38,7.40,61.22,126.79,484.00,636.00,west,12.72
39,7.60,56.65,131.78,528.00,460.00,west,13.63
40,7.80,50.49,138.10,484.00,532.00,west,17.43
41,8.00,44.27,144.15,452.00,544.00,west,22.99
42,8.20,37.95,150.73,452.00,512.00,west,30.26
43,8.40,30.74,158.20,380.00,496.00,west,39.33
44,8.60,24.98,165.78,364.00,464.00,w ext,48.45
45,8.80,21.52,172.84,268.00,320.00,w ext,56.30
46,9.00,21.37,175.72,196.00,216.00,w ext,59.02
47,9.20,23.59,177.43,68.00,232.00,w ext,59.84
48,9.40,-,-,-,-,-,-
49,9.60,29.31,171.16,88.00,-,w ext,52.13
50,9.80,31.85,166.56,172.00,204.00,w ext,47.03
51,10.00,32.82,162.69,328.00,220.00,west,43.04
52,10.20,33.16,155.63,340.00,348.00,west,36.14
53,10.40,31.08,150.23,344.00,348.00,west,31.75
54,10.60,28.15,144.96,380.00,340.00,west,28.43
55,10.80,22.75,139.22,432.00,428.00,west,26.89
56,11.00,17.97,131.95,436.00,484.00,w ext,26.04
57,11.20,13.78,124.06,424.00,500.00,w ext,26.44
58,11.40,7.61,114.83,360.00,528.00,w ext,31.25
59,11.60,3.93,109.92,324.00,396.00,w ext,35.10
60,11.80,2.87,105.74,244.00,344.00,w ext,36.77
61,12.00,1.72,100.41,204.00,304.00,w ext,39.04
62,12.20,1.43,95.03,232.00,260.00,w ext,41.11
63,12.40,1.17,90.70,288.00,288.00,w ext,43.22
64,12.60,1.51,82.08,344.00,344.00,w ext,47.40
65,12.80,1.69,72.34,328.00,400.00,w ext,53.33
66,13.00,3.65,63.02,296.00,392.00,w ext,58.72
67,13.20,5.65,54.94,296.00,432.00,w ext,63.95
68,13.40,7.61,46.98,280.00,440.00,w ext,69.48
69,13.60,9.87,42.45,284.00,388.00,w ext,72.32
70,13.80,12.01,36.90,248.00,348.00,w ext,76.36
71,14.00,14.36,33.64,192.00,360.00,w ext,78.45
72,14.20,15.76,30.03,192.00,280.00,w ext,81.31
73,14.40,17.03,25.35,136.00,232.00,w ext,85.33
