Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00004.trk
Object,0
Samples,108
rat,88,
trial,4,
date,2007-12-14 10:28:36.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,166.03,155.51,256.00,296.00,east,119.47
2,0.20,162.66,148.87,304.00,352.00,east,114.20
3,0.40,159.20,140.69,348.00,364.00,east,108.73
4,0.60,156.73,133.06,388.00,368.00,east,104.75
5,0.80,154.48,126.57,428.00,328.00,east,101.52
6,1.00,153.20,121.24,324.00,384.00,east,99.72
7,1.20,152.19,118.57,268.00,232.00,east,98.55
8,1.40,148.83,114.86,308.00,320.00,east,95.08
9,1.60,144.97,113.67,272.00,356.00,east,91.21
10,1.80,142.08,115.00,360.00,320.00,east,88.33
11,2.00,136.99,116.83,508.00,380.00,east,83.29
12,2.20,130.45,118.43,484.00,496.00,east,76.83
13,2.40,121.77,120.50,504.00,580.00,east,68.34
14,2.60,113.11,121.15,508.00,596.00,north,59.80
15,2.80,103.76,120.52,492.00,632.00,north,50.45
16,3.00,95.21,118.12,532.00,624.00,north,41.67
17,3.20,87.42,115.24,564.00,600.00,west,33.70
18,3.40,78.95,111.10,496.00,644.00,west,25.21
19,3.60,73.28,106.92,472.00,512.00,west,20.18
20,3.80,69.03,100.49,456.00,520.00,west,18.54
21,4.00,66.14,92.42,444.00,484.00,west,21.24
22,4.20,63.89,84.84,468.00,464.00,west,26.00
23,4.40,61.52,76.19,500.00,576.00,west,32.54
24,4.60,58.23,66.99,460.00,552.00,west,40.36
25,4.80,55.53,57.41,444.00,488.00,south,49.25
26,5.00,53.39,46.64,440.00,492.00,south,59.65
27,5.20,51.94,36.46,368.00,480.00,south,69.67
28,5.40,51.25,27.08,360.00,456.00,south,79.00
29,5.60,51.16,15.70,284.00,460.00,s ext,90.36
30,5.80,51.40,9.00,252.00,336.00,s ext,97.07
31,6.00,52.58,3.58,132.00,288.00,s ext,102.53
32,6.20,57.65,4.82,108.00,232.00,s ext,101.68
33,6.40,62.62,5.88,144.00,212.00,s ext,101.25
34,6.60,68.53,10.01,224.00,304.00,s ext,98.24
35,6.80,75.06,13.98,412.00,388.00,s ext,95.90
36,7.00,82.21,18.58,452.00,456.00,s ext,93.74
37,7.20,86.87,22.20,568.00,436.00,south,92.15
38,7.40,91.46,27.28,604.00,476.00,south,89.61
39,7.60,95.20,31.94,576.00,484.00,south,87.42
40,7.80,98.13,36.32,612.00,476.00,south,85.36
41,8.00,101.72,42.14,592.00,492.00,south,82.67
42,8.20,104.54,47.70,600.00,488.00,south,80.16
43,8.40,108.00,53.04,540.00,516.00,south,78.67
44,8.60,110.74,56.73,548.00,416.00,south,78.17
45,8.80,113.47,59.58,532.00,400.00,south,78.45
46,9.00,116.87,62.32,568.00,452.00,south,79.53
47,9.20,120.28,63.50,484.00,460.00,south,81.68
48,9.40,124.36,64.56,512.00,428.00,south,84.52
49,9.60,129.82,66.12,500.00,428.00,east,88.35
50,9.80,133.96,68.61,548.00,448.00,east,90.78
51,10.00,138.84,71.80,576.00,492.00,east,93.78
52,10.20,143.92,78.30,512.00,552.00,east,96.05
