Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00008.trk
Object,0
Samples,130
rat,104,
trial,4,
date,2007-12-14 10:39:24.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,148.83,114.86,488.00,576.00,east,95.08
2,0.20,143.01,106.34,536.00,656.00,east,89.44
3,0.40,136.07,98.38,556.00,700.00,east,83.48
4,0.60,129.45,90.96,592.00,756.00,east,78.50
5,0.80,123.07,83.89,600.00,744.00,east,74.56
6,1.00,116.16,78.43,596.00,676.00,south,70.46
7,1.20,108.62,73.67,660.00,768.00,south,66.35
8,1.40,101.05,68.67,684.00,736.00,south,63.06
9,1.60,93.36,64.02,672.00,756.00,south,60.57
10,1.80,86.21,58.19,652.00,740.00,south,60.56
11,2.00,79.55,51.86,664.00,700.00,south,62.32
12,2.20,72.61,44.06,556.00,652.00,south,66.51
13,2.40,68.50,37.15,576.00,476.00,south,71.81
14,2.60,66.61,30.52,592.00,448.00,south,77.78
15,2.80,65.38,22.94,532.00,508.00,south,84.94
16,3.00,65.84,17.57,524.00,504.00,s ext,90.31
17,3.20,66.28,12.08,352.00,468.00,s ext,95.79
18,3.40,68.66,11.96,288.00,400.00,s ext,96.36
19,3.60,71.02,11.80,228.00,372.00,s ext,97.02
20,3.80,75.76,12.31,148.00,368.00,s ext,97.69
21,4.00,79.77,15.25,304.00,316.00,s ext,96.06
22,4.20,82.98,18.74,436.00,292.00,s ext,93.86
23,4.40,86.09,21.17,508.00,304.00,south,92.79
24,4.60,89.17,24.35,544.00,292.00,south,91.18
25,4.80,90.72,27.18,544.00,288.00,south,89.35
26,5.00,92.98,30.03,576.00,360.00,south,87.93
27,5.20,95.97,35.35,632.00,520.00,south,84.96
28,5.40,98.20,43.62,656.00,632.00,south,79.38
29,5.60,100.35,51.54,704.00,704.00,south,74.51
30,5.80,103.14,59.90,684.00,732.00,south,70.42
31,6.00,106.57,68.68,724.00,776.00,south,67.45
32,6.20,109.98,76.49,696.00,788.00,south,66.00
33,6.40,114.11,85.59,668.00,828.00,east,65.60
34,6.60,119.01,94.00,676.00,792.00,east,67.64
35,6.80,124.09,102.62,628.00,800.00,east,70.99
36,7.00,129.40,111.64,568.00,756.00,east,75.64
37,7.20,134.15,118.83,536.00,616.00,east,80.55
38,7.40,139.96,127.40,516.00,604.00,east,87.26
39,7.60,145.41,137.35,456.00,580.00,east,94.55
40,7.80,150.44,147.89,424.00,576.00,east,102.25
41,8.00,155.72,158.31,404.00,564.00,east,110.84
42,8.20,160.36,168.21,408.00,516.00,east,119.14
43,8.40,163.47,177.94,360.00,440.00,n ext,126.43
44,8.60,163.98,186.79,316.00,388.00,n ext,131.43
45,8.80,163.44,194.28,180.00,312.00,n ext,135.08
46,9.00,158.95,198.83,92.00,256.00,n ext,134.08
47,9.20,154.28,196.50,108.00,152.00,n ext,128.94
48,9.40,149.96,196.34,176.00,204.00,n ext,125.44
49,9.60,142.03,194.65,212.00,324.00,n ext,118.24
50,9.80,133.14,191.04,196.00,368.00,n ext,109.16
51,10.00,124.55,188.95,264.00,380.00,n ext,101.44
52,10.20,114.49,187.88,292.00,468.00,north,93.65
53,10.40,105.38,186.84,368.00,484.00,north,86.95
54,10.60,96.43,187.38,328.00,504.00,n ext,82.00
55,10.80,89.17,188.69,216.00,424.00,n ext,79.16
56,11.00,83.55,190.44,200.00,296.00,n ext,78.04
57,11.20,79.54,191.51,156.00,252.00,n ext,77.34
58,11.40,77.12,193.49,116.00,184.00,n ext,78.26
59,11.60,74.67,196.46,60.00,104.00,n ext,80.23
60,11.80,74.65,197.37,84.00,64.00,n ext,81.09
61,12.00,75.47,196.37,112.00,92.00,n ext,80.40
