Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00022.trk
Object,0
Samples,450
rat,106,
trial,2,
date,2007-12-15 12:16:08.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,165.59,35.24,88.00,e ext,-,135.07
2,0.20,164.94,38.52,188.00,e ext,3.34,132.73
3,0.40,164.34,43.68,248.00,e ext,5.19,129.49
4,0.60,164.53,50.38,348.00,e ext,6.71,126.33
5,0.80,164.12,59.14,372.00,east,8.77,122.03
6,1.00,165.34,69.26,356.00,east,10.19,119.27
7,1.20,166.01,80.47,388.00,east,11.23,116.53
8,1.40,166.77,90.73,388.00,east,10.29,115.05
9,1.60,167.83,102.90,448.00,east,12.22,114.45
10,1.80,168.98,114.24,428.00,east,11.40,115.22
11,2.00,170.18,124.78,404.00,east,10.60,116.94
12,2.20,171.41,134.51,396.00,east,9.81,119.45
13,2.40,172.76,144.42,376.00,east,10.01,122.79
14,2.60,172.91,151.20,376.00,east,6.78,124.68
15,2.80,173.98,158.34,396.00,east,7.22,127.91
16,3.00,176.03,165.99,356.00,e ext,7.92,132.54
17,3.20,177.83,171.70,348.00,e ext,5.99,136.44
18,3.40,180.44,176.90,304.00,e ext,5.81,141.00
19,3.60,181.78,179.55,244.00,e ext,2.97,143.37
20,3.80,184.30,183.86,228.00,e ext,4.99,147.56
21,4.00,185.89,187.78,224.00,e ext,4.24,150.81
22,4.20,184.57,190.22,264.00,e ext,2.77,150.84
23,4.40,182.27,192.10,300.00,e ext,2.98,149.79
24,4.60,177.81,191.80,280.00,e ext,4.46,145.82
25,4.80,171.49,190.52,308.00,n ext,6.45,139.77
26,5.00,166.01,188.75,304.00,n ext,5.76,134.20
27,5.20,158.00,186.81,320.00,n ext,8.24,126.41
28,5.40,150.90,184.53,328.00,n ext,7.46,119.22
29,5.60,144.80,182.86,360.00,north,6.32,113.24
30,5.80,136.86,178.88,372.00,north,8.88,104.46
31,6.00,129.13,175.38,400.00,north,8.48,96.15
32,6.20,120.72,171.27,416.00,north,9.37,86.95
33,6.40,111.78,168.43,384.00,north,9.37,78.21
34,6.60,104.60,165.63,412.00,north,7.71,70.94
35,6.80,97.53,161.70,412.00,north,8.08,63.08
36,7.00,92.92,157.54,404.00,north,6.21,56.87
37,7.20,87.68,151.37,428.00,north,8.09,48.83
38,7.40,83.31,145.51,456.00,north,7.30,41.67
39,7.60,78.34,138.46,484.00,north,8.63,33.37
40,7.80,74.17,131.54,484.00,west,8.08,26.02
41,8.00,70.02,124.67,472.00,west,8.03,18.87
42,8.20,65.85,117.01,504.00,west,8.72,12.49
43,8.40,62.36,108.41,492.00,west,9.28,9.17
44,8.60,59.47,100.28,500.00,west,8.63,10.96
45,8.80,56.46,91.06,500.00,west,9.70,16.88
46,9.00,54.03,81.48,460.00,west,9.88,25.32
47,9.20,51.42,71.43,432.00,west,10.38,34.79
48,9.40,49.45,61.87,468.00,west,9.76,44.16
49,9.60,46.38,49.83,428.00,south,12.43,56.16
50,9.80,43.24,39.81,400.00,south,10.50,66.24
51,10.00,41.00,32.47,364.00,south,7.67,73.67
52,10.20,39.71,27.20,360.00,s ext,5.43,79.02
53,10.40,39.24,22.17,312.00,s ext,5.05,84.07
54,10.60,40.62,18.87,332.00,s ext,3.57,87.28
55,10.80,42.96,16.98,308.00,s ext,3.01,89.07
56,11.00,47.12,16.87,348.00,s ext,4.16,89.11
57,11.20,51.24,16.70,348.00,s ext,4.12,89.37
58,11.40,56.23,17.77,376.00,s ext,5.10,88.66
59,11.60,60.31,18.39,400.00,s ext,4.13,88.54
60,11.80,65.15,19.19,368.00,s ext,4.91,88.59
61,12.00,65.96,19.46,404.00,s ext,0.85,88.47
62,12.20,66.77,19.73,396.00,s ext,0.85,88.36
63,12.40,68.26,18.38,448.00,s ext,2.02,89.99
64,12.60,71.35,17.51,432.00,s ext,3.21,91.53
65,12.80,75.26,17.74,448.00,s ext,3.91,92.33
66,13.00,79.24,20.60,456.00,s ext,4.91,90.83
67,13.20,83.15,23.27,528.00,south,4.73,89.71
68,13.40,88.50,26.86,544.00,south,6.44,88.63
69,13.60,92.98,30.03,556.00,south,5.49,87.93
70,13.80,97.37,32.95,568.00,south,5.27,87.74
71,14.00,100.97,35.61,528.00,south,4.48,87.53
72,14.20,103.81,37.30,556.00,south,3.30,87.80
73,14.40,107.32,38.88,488.00,south,3.85,88.70
74,14.60,110.80,41.14,496.00,south,4.14,89.22
75,14.80,114.24,43.27,476.00,south,4.05,90.00
76,15.00,116.96,46.17,508.00,south,3.98,89.89
77,15.20,120.34,50.47,496.00,south,5.47,89.53
