Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00022.trk
Object,0
Samples,450
rat,106,
trial,2,
date,2007-12-15 12:16:08.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
78,15.40,123.04,54.00,496.00,south,4.44,89.43
79,15.60,126.42,57.37,492.00,south,4.78,90.19
80,15.80,128.45,60.93,476.00,east,4.10,89.92
81,16.00,131.19,65.92,532.00,east,5.70,89.64
82,16.20,134.69,72.39,528.00,east,7.36,89.76
83,16.40,138.29,78.97,540.00,east,7.50,90.54
84,16.60,142.74,85.66,540.00,east,8.04,92.71
85,16.80,147.35,91.84,508.00,east,7.71,95.76
86,17.00,152.09,97.52,488.00,platform reversal,7.40,99.44
87,17.20,157.81,103.57,468.00,east,8.32,104.41
88,17.40,162.85,108.23,464.00,east,6.86,109.15
89,17.60,169.08,115.19,408.00,east,9.35,115.34
90,17.80,172.91,120.42,444.00,east,6.48,119.34
91,18.00,177.15,127.95,384.00,east,8.64,124.20
92,18.20,180.29,132.58,368.00,e ext,5.59,127.91
93,18.40,183.68,138.47,312.00,e ext,6.79,132.23
94,18.60,187.20,144.61,320.00,e ext,7.08,136.91
95,18.80,190.66,149.89,272.00,e ext,6.32,141.48
96,19.00,193.30,155.06,236.00,e ext,5.80,145.34
97,19.20,196.00,160.40,208.00,e ext,5.98,149.46
98,19.40,197.39,163.12,152.00,e ext,3.06,151.61
99,19.60,197.28,167.49,80.00,e ext,4.36,152.93
100,19.80,195.99,170.23,72.00,e ext,3.03,152.67
101,20.00,191.59,170.48,144.00,e ext,4.42,148.65
102,20.20,188.17,171.11,252.00,e ext,3.48,145.71
103,20.40,183.82,171.29,316.00,e ext,4.35,141.77
104,20.60,179.88,173.61,304.00,e ext,4.58,139.10
105,20.80,175.93,175.83,308.00,e ext,4.52,136.48
106,21.00,173.27,180.53,288.00,e ext,5.40,136.26
107,21.20,170.59,185.14,320.00,n ext,5.33,136.19
108,21.40,168.83,190.16,260.00,n ext,5.32,137.33
109,21.60,167.64,193.49,260.00,n ext,3.54,138.14
110,21.80,165.50,196.33,216.00,n ext,3.55,137.93
111,22.00,165.33,195.25,100.00,n ext,1.09,137.18
112,22.20,159.12,199.90,88.00,n ext,7.76,134.85
113,22.40,154.59,198.58,72.00,n ext,4.72,130.46
114,22.60,151.66,196.19,88.00,n ext,3.78,126.68
115,22.80,147.72,192.46,168.00,n ext,5.42,121.28
116,23.00,141.09,186.82,132.00,north,8.70,112.59
117,23.20,138.13,182.93,256.00,north,4.89,107.88
118,23.40,132.68,178.29,316.00,north,7.16,100.73
119,23.60,126.48,172.85,340.00,north,8.25,92.52
120,23.80,120.54,168.71,376.00,north,7.24,85.28
121,24.00,113.13,163.81,388.00,north,8.89,76.40
122,24.20,109.06,159.91,404.00,north,5.64,70.82
123,24.40,101.23,154.27,384.00,north,9.65,61.17
124,24.60,95.90,149.35,416.00,north,7.26,53.96
125,24.80,90.70,144.74,440.00,north,6.95,47.06
126,25.00,84.15,139.69,492.00,north,8.27,38.81
127,25.20,77.69,135.63,476.00,north,7.63,31.18
128,25.40,69.74,134.02,456.00,west,8.10,23.89
129,25.60,63.18,133.95,456.00,west,6.56,19.30
130,25.80,55.08,134.27,472.00,west,8.10,15.09
131,26.00,47.60,135.48,440.00,west,7.58,14.47
132,26.20,38.48,136.44,424.00,west,9.17,16.24
133,26.40,31.43,139.72,392.00,west,7.77,22.26
134,26.60,27.44,142.50,372.00,west,4.86,26.69
135,26.80,24.93,147.69,364.00,west,5.77,32.44
136,27.00,23.92,154.37,352.00,w ext,6.75,38.67
137,27.20,23.70,159.92,316.00,w ext,5.56,43.66
138,27.40,24.28,164.25,300.00,w ext,4.37,47.32
139,27.60,24.89,167.65,260.00,w ext,3.45,50.21
140,27.80,24.70,171.39,220.00,w ext,3.75,53.78
141,28.00,24.65,172.32,168.00,w ext,0.94,54.67
142,28.20,22.17,175.33,108.00,w ext,3.90,58.37
143,28.40,21.42,174.76,112.00,w ext,0.94,58.11
144,28.60,20.63,175.14,132.00,w ext,0.88,58.77
145,28.80,20.68,174.18,64.00,w ext,0.96,57.86
146,29.00,-,-,-,-,-,-
147,29.20,24.49,175.15,100.00,w ext,-,57.39
148,29.40,27.59,174.63,132.00,w ext,3.14,55.94
149,29.60,30.77,172.31,208.00,w ext,3.93,52.87
150,29.80,33.93,170.11,176.00,w ext,3.86,50.04
151,30.00,37.22,165.37,312.00,west,5.77,44.83
152,30.20,38.18,161.62,272.00,west,3.87,40.98
153,30.40,38.36,158.18,324.00,west,3.45,37.54
154,30.60,37.03,154.38,308.00,west,4.02,34.01
155,30.80,35.67,150.56,340.00,west,4.05,30.58
156,31.00,34.36,144.98,356.00,west,5.73,25.66
157,31.20,32.97,140.21,360.00,west,4.97,21.89
158,31.40,31.56,134.51,404.00,west,5.88,17.72
159,31.60,28.53,126.34,416.00,west,8.71,14.14
160,31.80,26.14,116.85,416.00,west,9.79,12.88
161,32.00,22.74,107.96,460.00,west,9.51,16.82
162,32.20,19.98,98.61,444.00,west,9.75,22.98
163,32.40,16.19,89.74,364.00,west,9.65,31.00
164,32.60,12.36,83.39,360.00,w ext,7.41,38.00
165,32.80,9.42,78.92,364.00,w ext,5.35,43.18
166,33.00,4.47,72.86,340.00,w ext,7.83,50.94
167,33.20,3.28,69.41,252.00,w ext,3.65,54.22
168,33.40,4.87,66.52,252.00,w ext,3.29,55.26
169,33.60,5.42,62.37,248.00,w ext,4.18,58.10
170,33.80,6.06,59.33,276.00,w ext,3.11,60.15
171,34.00,7.53,55.48,248.00,w ext,4.12,62.41
172,34.20,10.94,53.33,312.00,w ext,4.04,62.32
173,34.40,15.25,51.56,280.00,w ext,4.66,61.76
174,34.60,20.49,51.19,304.00,w ext,5.26,59.88
175,34.80,24.69,49.57,296.00,w ext,4.50,59.93
176,35.00,28.76,47.03,272.00,west,4.80,61.23
177,35.20,31.93,44.28,324.00,west,4.20,63.20
178,35.40,35.94,41.89,352.00,west,4.67,64.82
179,35.60,38.99,38.29,364.00,south,4.71,68.03
180,35.80,43.72,35.37,368.00,south,5.56,70.66
181,36.00,49.32,33.73,356.00,south,5.83,72.28
182,36.20,54.85,32.05,368.00,south,5.78,74.31
183,36.40,58.69,29.76,380.00,south,4.47,77.05
184,36.60,61.58,25.31,448.00,south,5.31,81.91
185,36.80,62.90,21.18,420.00,s ext,4.33,86.21
186,37.00,63.39,16.71,420.00,s ext,4.50,90.70
187,37.20,63.19,13.81,396.00,s ext,2.91,93.52
188,37.40,62.92,9.88,364.00,s ext,3.94,97.35
189,37.60,62.84,8.89,308.00,s ext,0.99,98.32
190,37.80,62.84,8.89,260.00,s ext,0.00,98.32
191,38.00,62.92,9.88,220.00,s ext,0.99,97.35
192,38.20,62.77,7.89,220.00,s ext,1.99,99.29
193,38.40,61.86,6.56,196.00,s ext,1.61,100.47
194,38.60,60.71,2.15,112.00,s ext,4.56,104.68
195,38.80,62.31,1.82,80.00,s ext,1.64,105.23
196,39.00,64.83,2.82,80.00,s ext,2.70,104.63
197,39.20,67.32,3.76,88.00,s ext,2.66,104.14
198,39.40,71.47,6.20,136.00,s ext,4.82,102.57
199,39.60,74.01,8.94,276.00,s ext,3.73,100.49
200,39.80,77.98,10.11,320.00,s ext,4.14,100.43
201,40.00,81.86,10.17,320.00,s ext,3.88,101.54
202,40.20,84.14,9.75,320.00,s ext,2.33,102.69
203,40.40,87.12,7.54,328.00,s ext,3.71,105.80
204,40.60,90.12,6.18,352.00,s ext,3.29,108.16
205,40.80,95.36,5.02,272.00,s ext,5.38,111.31
206,41.00,99.10,5.37,280.00,s ext,3.75,112.59
207,41.20,102.80,5.55,240.00,s ext,3.70,114.11
208,41.40,106.45,5.57,284.00,s ext,3.65,115.86
209,41.60,111.51,6.26,284.00,s ext,5.10,117.84
210,41.80,115.78,6.73,304.00,s ext,4.30,119.76
211,42.00,121.39,6.68,268.00,s ext,5.62,122.93
212,42.20,126.92,7.17,252.00,s ext,5.55,125.76
213,42.40,129.64,8.22,260.00,s ext,2.92,126.59
214,42.60,131.67,9.41,252.00,s ext,2.35,126.92
215,42.80,134.36,10.30,268.00,s ext,2.84,127.96
216,43.00,136.38,10.44,196.00,s ext,2.03,129.17
217,43.20,136.35,12.32,220.00,s ext,1.88,127.74
218,43.40,137.69,12.70,200.00,s ext,1.39,128.35
219,43.60,139.03,13.07,180.00,s ext,1.39,128.98
220,43.80,139.03,13.07,164.00,s ext,0.00,128.98
221,44.00,139.05,12.13,168.00,s ext,0.94,129.68
222,44.20,135.66,13.52,192.00,s ext,3.66,126.38
223,44.40,133.59,16.12,244.00,s ext,3.32,123.07
224,44.60,130.16,19.06,304.00,s ext,4.52,118.59
225,44.80,126.73,21.81,344.00,s ext,4.40,114.26
226,45.00,123.27,26.12,408.00,south,5.53,108.74
227,45.20,119.12,31.16,400.00,south,6.53,102.21
228,45.40,114.96,35.89,472.00,south,6.29,95.91
229,45.60,110.79,41.94,480.00,south,7.35,88.62
230,45.80,107.32,47.65,480.00,south,6.68,82.06
231,46.00,104.54,53.11,488.00,south,6.13,76.18
232,46.20,102.45,59.15,520.00,south,6.39,70.43
233,46.40,101.75,65.78,528.00,south,6.67,65.45
234,46.60,100.34,72.96,516.00,south,7.32,59.89
235,46.80,98.93,79.29,576.00,south,6.48,55.18
236,47.00,96.82,86.18,572.00,south,7.21,49.75
237,47.20,93.99,92.95,580.00,south,7.34,44.20
238,47.40,91.83,99.70,596.00,west,7.08,39.90
239,47.60,90.36,106.45,520.00,west,6.91,37.07
240,47.80,90.28,113.92,540.00,north,7.47,36.52
241,48.00,90.19,121.44,520.00,north,7.52,37.21
242,48.20,90.82,129.06,512.00,north,7.65,39.74
243,48.40,90.75,137.52,528.00,north,8.46,43.23
244,48.60,91.43,146.22,480.00,north,8.73,48.51
245,48.80,91.40,155.95,432.00,north,9.73,54.68
246,49.00,92.18,164.53,376.00,north,8.62,61.37
247,49.20,93.78,171.87,420.00,north,7.51,68.02
248,49.40,96.32,182.14,360.00,north,10.58,77.70
249,49.60,98.90,188.54,340.00,n ext,6.90,84.38
250,49.80,101.59,195.23,248.00,n ext,7.21,91.39
251,50.00,103.42,199.24,116.00,n ext,4.41,95.72
252,50.20,-,-,-,-,-,-
253,50.40,-,-,-,-,-,-
254,50.60,-,-,-,-,-,-
255,50.80,-,-,-,-,-,-
256,51.00,-,-,-,-,-,-
257,51.20,-,-,-,-,-,-
258,51.40,-,-,-,-,-,-
259,51.60,140.64,211.45,80.00,n ext,-,128.73
260,51.80,146.95,212.49,84.00,n ext,6.39,133.90
261,52.00,150.60,213.35,84.00,n ext,3.75,137.12
262,52.20,154.91,212.59,68.00,n ext,4.38,139.77
263,52.40,160.64,209.65,104.00,n ext,6.44,142.14
264,52.60,163.01,207.94,212.00,n ext,2.93,142.87
265,52.80,170.65,206.14,240.00,n ext,7.85,147.82
266,53.00,176.54,204.37,196.00,n ext,6.14,151.58
267,53.20,182.42,202.56,112.00,n ext,6.16,155.47
268,53.40,-,-,-,-,-,-
269,53.60,187.64,197.11,68.00,e ext,-,156.97
270,53.80,189.51,192.84,72.00,e ext,4.66,156.43
271,54.00,189.61,188.65,208.00,e ext,4.19,154.50
272,54.20,191.24,183.11,312.00,e ext,5.78,153.43
273,54.40,193.41,175.58,260.00,e ext,7.83,152.27
274,54.60,195.99,170.23,240.00,e ext,5.94,152.67
275,54.80,200.52,165.48,88.00,e ext,6.56,155.32
276,55.00,200.83,162.23,80.00,e ext,3.26,154.61
277,55.20,199.21,158.26,132.00,e ext,4.28,151.91
278,55.40,199.65,150.57,104.00,e ext,7.71,150.37
279,55.60,198.29,147.90,200.00,e ext,2.99,148.45
280,55.80,198.43,143.46,212.00,e ext,4.44,147.67
281,56.00,198.78,140.18,208.00,e ext,3.30,147.39
282,56.20,198.20,136.65,192.00,e ext,3.57,146.23
283,56.40,195.45,130.45,204.00,e ext,6.78,142.67
284,56.60,193.52,123.45,248.00,e ext,7.26,140.10
285,56.80,192.56,116.68,248.00,e ext,6.83,138.84
286,57.00,191.50,108.85,248.00,e ext,7.90,137.77
287,57.20,190.51,101.08,240.00,e ext,7.84,137.21
288,57.40,190.70,95.52,252.00,e ext,5.56,137.96
289,57.60,191.02,91.02,252.00,e ext,4.51,138.91
290,57.80,191.95,84.14,276.00,e ext,6.95,141.02
291,58.00,191.48,79.64,252.00,e ext,4.52,141.46
292,58.20,190.92,74.03,220.00,e ext,5.64,142.25
293,58.40,189.79,70.85,188.00,e ext,3.38,142.02
294,58.60,188.78,68.81,216.00,e ext,2.27,141.63
295,58.80,187.79,66.80,244.00,e ext,2.24,141.29
296,59.00,185.93,63.95,252.00,e ext,3.41,140.45
297,59.20,183.33,61.39,272.00,e ext,3.64,138.88
298,59.40,180.79,58.93,252.00,e ext,3.54,137.41
299,59.60,178.18,54.47,216.00,e ext,5.17,136.76
300,59.80,176.50,51.92,208.00,e ext,3.06,136.31
301,60.00,175.55,48.09,196.00,e ext,3.94,137.15
302,60.20,174.72,46.34,220.00,e ext,1.94,137.22
303,60.40,173.85,43.58,268.00,e ext,2.89,137.77
304,60.60,173.74,40.51,268.00,e ext,3.08,139.19
305,60.80,172.94,38.80,220.00,e ext,1.89,139.37
306,61.00,172.08,35.05,224.00,e ext,3.84,140.61
307,61.20,171.34,34.40,188.00,e ext,1.00,140.34
308,61.40,170.57,32.73,168.00,e ext,1.84,140.61
309,61.60,169.81,31.07,160.00,e ext,1.83,140.88
310,61.80,169.75,28.01,172.00,e ext,3.06,142.53
311,62.00,168.33,28.79,128.00,e ext,1.62,140.92
312,62.20,166.90,28.55,192.00,e ext,1.45,139.88
313,62.40,163.37,28.44,216.00,e ext,3.53,137.06
314,62.60,159.19,29.63,276.00,e ext,4.34,132.98
315,62.80,155.05,29.77,292.00,e ext,4.14,129.58
316,63.00,150.95,29.83,268.00,e ext,4.10,126.30
317,63.20,146.88,29.81,284.00,e ext,4.07,123.15
318,63.40,142.82,30.58,312.00,s ext,4.13,119.54
319,63.60,138.09,31.45,336.00,south,4.81,115.41
320,63.80,133.37,32.12,404.00,south,4.77,111.47
321,64.00,126.61,32.22,412.00,south,6.76,106.55
322,64.20,119.11,32.00,432.00,south,7.50,101.57
323,64.40,111.52,30.37,480.00,south,7.77,97.98
324,64.60,103.76,27.24,484.00,south,8.36,96.03
325,64.80,95.76,22.51,508.00,south,9.30,95.85
326,65.00,88.21,17.04,472.00,s ext,9.33,97.42
327,65.20,82.67,11.30,384.00,s ext,7.97,100.74
328,65.40,77.78,6.23,304.00,s ext,7.04,104.09
329,65.60,75.39,5.52,216.00,s ext,2.50,104.14
330,65.80,70.60,4.94,276.00,s ext,4.83,103.62
331,66.00,64.97,4.84,312.00,s ext,5.62,102.66
332,66.20,58.58,6.20,308.00,s ext,6.54,100.41
333,66.40,51.22,6.94,340.00,s ext,7.39,99.11
334,66.60,45.50,8.28,308.00,s ext,5.88,97.72
335,66.80,38.81,9.08,324.00,s ext,6.74,97.16
336,67.00,33.03,11.32,328.00,s ext,6.19,95.51
337,67.20,26.51,15.28,336.00,s ext,7.63,92.69
338,67.40,21.10,22.00,312.00,w ext,8.63,87.38
339,67.60,16.33,27.14,308.00,w ext,7.01,83.85
340,67.80,12.71,35.07,308.00,w ext,8.72,77.75
341,68.00,8.93,42.11,308.00,w ext,7.99,73.06
342,68.20,5.44,52.72,304.00,w ext,11.18,65.87
343,68.40,3.65,63.02,280.00,w ext,10.45,58.72
344,68.60,1.77,73.45,308.00,w ext,10.60,52.52
345,68.80,0.82,85.25,272.00,w ext,11.85,46.29
346,69.00,0.52,95.00,296.00,w ext,9.75,41.96
347,69.20,1.07,105.80,292.00,w ext,10.81,38.52
348,69.40,1.45,115.42,252.00,w ext,9.63,37.41
349,69.60,2.58,123.79,284.00,w ext,8.44,37.30
350,69.80,4.48,133.91,220.00,w ext,10.30,38.69
351,70.00,6.22,141.73,256.00,w ext,8.01,41.23
352,70.20,8.69,149.10,272.00,w ext,7.77,43.83
353,70.40,11.00,157.25,276.00,w ext,8.47,48.23
354,70.60,14.04,163.86,252.00,w ext,7.27,51.90
355,70.80,16.15,170.63,156.00,w ext,7.10,56.66
356,71.00,19.18,173.01,152.00,w ext,3.85,57.41
357,71.20,19.78,176.50,84.00,w ext,3.54,60.35
358,71.40,20.57,176.11,116.00,w ext,0.89,59.68
359,71.60,20.57,176.11,104.00,w ext,0.00,59.68
360,71.80,19.83,175.53,104.00,w ext,0.94,59.44
361,72.00,19.98,172.63,116.00,w ext,2.90,56.73
362,72.20,19.37,169.15,124.00,w ext,3.53,53.85
363,72.40,20.34,164.97,236.00,w ext,4.29,49.68
364,72.60,20.54,160.23,284.00,w ext,4.75,45.43
365,72.80,20.72,155.51,296.00,w ext,4.72,41.30
366,73.00,19.36,147.58,344.00,w ext,8.05,35.46
367,73.20,18.71,139.32,368.00,w ext,8.28,29.83
368,73.40,17.97,131.95,368.00,w ext,7.41,26.04
369,73.60,17.12,122.59,384.00,west,9.40,22.83
370,73.80,14.50,115.18,352.00,w ext,7.86,24.37
371,74.00,11.76,108.46,352.00,w ext,7.25,27.52
372,74.20,9.77,101.46,280.00,w ext,7.28,31.03
373,74.40,8.56,94.28,268.00,w ext,7.28,35.02
374,74.60,8.15,87.04,312.00,w ext,7.26,39.13
375,74.80,8.66,80.88,324.00,w ext,6.17,42.44
376,75.00,8.97,72.63,344.00,w ext,8.26,47.96
377,75.20,10.13,64.57,320.00,w ext,8.15,53.53
378,75.40,13.07,57.06,356.00,w ext,8.06,58.03
379,75.60,16.06,50.79,344.00,w ext,6.95,62.07
380,75.80,19.12,45.73,376.00,w ext,5.92,65.45
381,76.00,22.97,40.08,340.00,w ext,6.83,69.49
382,76.20,26.88,35.62,340.00,w ext,5.93,72.76
383,76.40,28.98,30.53,296.00,w ext,5.50,77.26
384,76.60,31.26,27.54,312.00,s ext,3.76,79.75
385,76.80,31.85,24.83,260.00,s ext,2.78,82.32
386,77.00,33.12,20.43,304.00,s ext,4.58,86.47
387,77.20,34.60,18.11,284.00,s ext,2.74,88.57
388,77.40,36.18,16.85,304.00,s ext,2.02,89.64
389,77.60,39.64,17.45,292.00,s ext,3.51,88.76
390,77.80,42.18,17.61,260.00,s ext,2.55,88.46
391,78.00,45.57,18.13,276.00,s ext,3.43,87.87
392,78.20,49.87,19.95,316.00,s ext,4.66,86.07
393,78.40,54.16,22.61,300.00,s ext,5.05,83.65
394,78.60,59.32,27.26,332.00,south,6.95,79.62
395,78.80,64.38,32.49,376.00,south,7.28,75.38
396,79.00,70.01,36.69,440.00,south,7.03,72.67
397,79.20,75.52,41.38,480.00,south,7.23,70.06
398,79.40,82.29,43.50,444.00,south,7.09,70.99
399,79.60,87.43,44.26,492.00,south,5.20,72.86
400,79.80,92.48,43.22,488.00,south,5.15,76.48
401,80.00,98.18,41.22,492.00,south,6.04,81.33
402,80.20,103.11,38.12,512.00,south,5.83,86.73
403,80.40,108.02,34.75,432.00,south,5.95,92.37
404,80.60,112.21,32.83,428.00,south,4.60,96.47
405,80.80,117.06,30.62,412.00,south,5.33,101.27
406,81.00,122.55,29.70,404.00,south,5.57,105.59
407,81.20,125.28,29.12,284.00,south,2.79,107.86
408,81.40,128.70,27.41,312.00,south,3.82,111.45
409,81.60,132.09,26.44,364.00,s ext,3.53,114.52
410,81.80,136.17,24.20,332.00,s ext,4.65,118.98
411,82.00,138.19,23.45,304.00,s ext,2.16,120.95
412,82.20,140.94,19.64,240.00,s ext,4.70,125.58
413,82.40,141.66,16.57,292.00,s ext,3.15,128.26
414,82.60,142.38,13.45,288.00,s ext,3.20,131.00
415,82.80,141.74,11.87,236.00,s ext,1.70,131.70
416,83.00,141.04,13.12,212.00,s ext,1.43,130.31
417,83.20,138.35,13.36,280.00,s ext,2.70,128.31
418,83.40,134.27,15.87,288.00,s ext,4.79,123.70
419,83.60,130.86,17.94,252.00,s ext,3.99,119.89
420,83.80,126.07,20.20,252.00,s ext,5.30,115.04
421,84.00,121.96,20.26,268.00,s ext,4.11,112.38
422,84.20,117.82,20.13,360.00,s ext,4.14,109.94
423,84.40,111.53,19.10,348.00,s ext,6.37,107.12
424,84.60,105.85,20.26,356.00,s ext,5.79,103.01
425,84.80,100.83,21.08,428.00,s ext,5.09,99.63
426,85.00,95.03,22.44,432.00,south,5.96,95.56
427,85.20,88.40,23.34,452.00,south,6.69,91.75
428,85.40,81.66,23.84,500.00,south,6.76,88.63
429,85.60,75.53,23.26,456.00,south,6.16,87.13
430,85.80,68.43,21.19,556.00,s ext,7.40,87.28
431,86.00,63.59,19.57,428.00,s ext,5.10,87.91
432,86.20,60.17,16.46,336.00,s ext,4.62,90.43
433,86.40,54.83,10.48,260.00,s ext,8.01,95.79
434,86.60,50.63,9.64,284.00,s ext,4.28,96.40
435,86.80,49.18,11.93,284.00,s ext,2.72,94.07
436,87.00,47.03,15.86,332.00,s ext,4.47,90.12
437,87.20,45.15,22.76,360.00,s ext,7.15,83.25
438,87.40,43.16,28.60,400.00,s ext,6.17,77.44
439,87.60,39.77,37.64,376.00,south,9.66,68.61
440,87.80,37.03,45.07,420.00,west,7.92,61.52
441,88.00,33.47,53.24,440.00,west,8.91,54.12
442,88.20,31.57,61.98,428.00,west,8.95,46.05
443,88.40,28.87,72.47,420.00,west,10.83,37.02
444,88.60,26.96,84.15,468.00,west,11.84,27.79
445,88.80,24.86,94.11,460.00,west,10.18,21.54
446,89.00,21.85,105.20,420.00,west,11.49,18.39
447,89.20,17.85,113.91,404.00,west,9.58,21.02
448,89.40,14.61,122.96,388.00,w ext,9.61,25.36
449,89.60,12.14,130.24,360.00,w ext,7.70,30.20
450,89.80,9.62,137.78,304.00,w ext,7.95,36.22
