Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00059.trk
Object,0
Samples,124
rat,99,
trial,3,
date,2007-12-14 13:15:52.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,156.43,28.15,140.00,168.00,e ext,131.65
2,0.20,155.74,30.38,180.00,208.00,e ext,129.76
3,0.40,155.75,32.26,212.00,168.00,e ext,128.64
4,0.60,155.75,33.20,248.00,156.00,e ext,128.09
5,0.80,156.44,33.82,312.00,240.00,e ext,128.30
6,1.00,157.13,33.50,284.00,228.00,e ext,129.05
7,1.20,159.20,31.55,220.00,232.00,e ext,131.86
8,1.40,159.19,29.63,228.00,152.00,e ext,132.98
9,1.60,158.49,27.10,288.00,196.00,e ext,133.93
10,1.80,157.80,23.60,216.00,184.00,e ext,135.54
11,2.00,157.81,21.66,196.00,116.00,e ext,136.76
12,2.20,157.13,20.09,172.00,120.00,e ext,137.24
13,2.40,157.13,19.11,104.00,116.00,e ext,137.87
14,2.60,157.82,18.73,132.00,68.00,e ext,138.64
15,2.80,158.50,19.32,148.00,112.00,e ext,138.79
16,3.00,161.24,21.69,208.00,268.00,e ext,139.42
17,3.20,162.64,23.88,272.00,248.00,e ext,139.18
18,3.40,166.87,26.53,216.00,312.00,e ext,141.02
19,3.60,170.50,29.66,276.00,228.00,e ext,142.23
20,3.80,175.01,34.61,268.00,336.00,e ext,143.33
21,4.00,176.71,40.17,272.00,380.00,e ext,141.94
22,4.20,179.34,47.60,304.00,368.00,e ext,140.75
23,4.40,182.05,54.16,304.00,344.00,e ext,140.42
24,4.60,185.14,64.17,352.00,400.00,e ext,139.63
25,4.80,188.58,75.62,328.00,432.00,e ext,139.59
26,5.00,191.49,87.60,352.00,440.00,e ext,139.93
27,5.20,194.80,101.07,312.00,440.00,e ext,141.48
28,5.40,197.55,114.93,316.00,436.00,e ext,143.80
29,5.60,199.47,127.81,332.00,384.00,e ext,146.39
30,5.80,199.91,141.60,276.00,440.00,e ext,148.76
31,6.00,199.32,153.83,272.00,420.00,e ext,150.84
32,6.20,198.79,165.89,232.00,416.00,e ext,153.82
33,6.40,197.11,176.19,244.00,348.00,e ext,155.92
34,6.60,193.98,183.39,208.00,340.00,e ext,156.02
35,6.80,187.86,188.80,204.00,348.00,e ext,153.02
36,7.00,181.85,189.83,224.00,284.00,e ext,148.29
37,7.20,175.12,191.40,260.00,340.00,n ext,143.31
38,7.40,167.47,192.42,272.00,356.00,n ext,137.40
39,7.60,157.85,191.50,308.00,388.00,n ext,128.89
40,7.80,148.23,189.87,304.00,428.00,n ext,120.12
41,8.00,137.79,187.33,344.00,440.00,north,110.30
42,8.20,126.63,184.23,308.00,476.00,north,99.77
43,8.40,116.59,182.22,360.00,484.00,north,91.04
44,8.60,105.09,179.82,356.00,548.00,north,81.38
45,8.80,96.25,178.72,372.00,496.00,north,74.95
46,9.00,85.97,178.30,340.00,488.00,north,68.62
47,9.20,75.87,177.16,332.00,488.00,north,62.74
48,9.40,66.69,176.82,352.00,484.00,north,59.08
49,9.60,56.90,175.73,332.00,476.00,north,55.60
50,9.80,48.73,174.01,280.00,444.00,north,52.94
51,10.00,41.39,171.52,312.00,432.00,w ext,50.50
52,10.20,34.76,168.90,308.00,428.00,w ext,48.70
53,10.40,28.83,166.00,296.00,388.00,w ext,47.34
54,10.60,22.78,163.03,276.00,380.00,w ext,46.85
55,10.80,18.24,158.32,228.00,304.00,w ext,44.99
56,11.00,15.19,152.77,252.00,280.00,w ext,42.12
57,11.20,15.34,145.98,284.00,264.00,w ext,36.91
58,11.40,16.27,139.01,332.00,296.00,w ext,31.49
59,11.60,18.79,130.84,368.00,372.00,west,24.74
60,11.80,22.90,122.70,428.00,460.00,west,17.33
61,12.00,28.56,114.84,424.00,532.00,west,10.31
62,12.20,34.12,107.54,428.00,508.00,west,6.26
63,12.40,40.38,100.72,448.00,540.00,west,6.54
64,12.60,47.34,95.23,460.00,540.00,west,10.76
65,12.80,55.69,90.23,452.00,592.00,west,17.34
