Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00053.trk
Object,0
Samples,138
rat,113,
trial,1,
date,2007-12-14 12:54:43.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,103.52,4.62,124.00,140.00,s ext,115.28
2,0.20,104.26,5.58,108.00,128.00,s ext,114.78
3,0.40,105.74,7.47,104.00,132.00,s ext,113.85
4,0.60,105.03,8.42,108.00,76.00,s ext,112.68
5,0.80,105.02,7.48,156.00,96.00,s ext,113.49
6,1.00,104.25,4.63,200.00,148.00,s ext,115.62
7,1.20,103.50,3.66,172.00,84.00,s ext,116.12
8,1.40,103.52,4.62,92.00,104.00,s ext,115.28
9,1.60,-,-,-,-,-,-
10,1.80,102.09,7.43,64.00,-,s ext,112.13
11,2.00,101.37,8.34,200.00,168.00,s ext,110.98
12,2.20,96.79,2.29,204.00,244.00,s ext,114.39
13,2.40,93.01,1.82,160.00,316.00,s ext,113.30
14,2.60,90.02,3.28,124.00,220.00,s ext,110.82
15,2.80,88.48,3.00,92.00,136.00,s ext,110.52
16,3.00,89.25,3.15,116.00,96.00,s ext,110.66
17,3.20,90.82,4.38,132.00,136.00,s ext,110.09
18,3.40,92.34,4.62,100.00,152.00,s ext,110.46
19,3.60,94.66,6.85,80.00,148.00,s ext,109.36
20,3.80,97.74,10.91,132.00,188.00,s ext,107.02
21,4.00,99.26,13.80,268.00,232.00,s ext,105.18
22,4.20,102.23,17.56,332.00,272.00,s ext,103.37
23,4.40,103.69,19.37,308.00,184.00,s ext,102.58
24,4.60,105.16,22.91,308.00,296.00,south,100.41
25,4.80,105.89,26.37,296.00,228.00,south,97.94
26,5.00,107.31,30.60,412.00,284.00,south,95.28
27,5.20,108.72,35.55,560.00,340.00,south,92.18
28,5.40,110.80,40.33,560.00,408.00,south,89.83
29,5.60,112.85,46.56,580.00,476.00,south,86.68
30,5.80,116.23,53.27,628.00,576.00,south,84.59
31,6.00,119.61,59.04,560.00,516.00,south,83.67
32,6.20,120.95,65.68,536.00,616.00,south,81.05
33,6.40,119.58,72.45,528.00,624.00,south,76.32
34,6.60,114.79,79.20,532.00,644.00,south,68.89
35,6.80,107.90,83.55,524.00,672.00,south,60.78
36,7.00,98.21,85.52,528.00,740.00,south,51.28
37,7.20,89.12,86.59,580.00,740.00,south,42.97
38,7.40,79.19,88.17,540.00,776.00,west,33.85
39,7.60,69.80,91.90,492.00,744.00,west,24.21
40,7.80,60.97,96.59,496.00,708.00,west,14.68
41,8.00,52.72,102.45,460.00,652.00,west,5.19
42,8.20,43.54,107.26,468.00,648.00,platform,0.00
43,8.40,33.34,110.15,420.00,600.00,west,6.00
44,8.60,24.46,111.55,432.00,572.00,west,14.51
45,8.80,13.48,108.38,368.00,592.00,w ext,25.85
46,9.00,5.40,102.52,356.00,476.00,w ext,34.93
47,9.20,0.64,97.17,256.00,364.00,w ext,41.06
48,9.40,0.25,90.64,140.00,292.00,w ext,44.06
49,9.60,0.04,87.36,136.00,148.00,w ext,45.86
50,9.80,0.82,85.25,256.00,200.00,w ext,46.29
51,10.00,1.35,79.89,264.00,344.00,w ext,48.79
52,10.20,2.53,71.42,312.00,352.00,w ext,53.34
53,10.40,3.55,61.91,284.00,380.00,w ext,59.63
54,10.60,5.33,51.61,276.00,416.00,w ext,66.84
55,10.80,8.10,42.88,284.00,408.00,w ext,72.79
56,11.00,11.89,35.80,264.00,412.00,w ext,77.42
57,11.20,14.82,29.63,240.00,432.00,w ext,82.02
58,11.40,18.90,26.19,272.00,368.00,w ext,83.96
59,11.60,22.96,22.85,264.00,312.00,w ext,86.09
60,11.80,28.59,18.32,292.00,380.00,s ext,89.30
61,12.00,31.67,14.72,252.00,296.00,s ext,92.33
62,12.20,34.74,11.14,244.00,352.00,s ext,95.48
63,12.40,38.81,9.08,172.00,352.00,s ext,97.16
64,12.60,42.74,5.96,104.00,220.00,s ext,100.09
65,12.80,44.31,4.70,132.00,132.00,s ext,101.32
66,13.00,46.76,3.87,132.00,216.00,s ext,102.12
67,13.20,50.07,3.42,144.00,228.00,s ext,102.60
68,13.40,54.22,3.32,152.00,256.00,s ext,102.89
69,13.60,58.41,4.16,176.00,264.00,s ext,102.42
70,13.80,62.55,4.87,280.00,328.00,s ext,102.24
71,14.00,69.84,5.65,324.00,444.00,s ext,102.77
72,14.20,77.78,6.23,320.00,492.00,s ext,104.09
73,14.40,84.72,5.12,300.00,420.00,s ext,107.25
74,14.60,91.55,3.54,260.00,392.00,s ext,111.15
75,14.80,97.59,4.29,264.00,348.00,s ext,112.91
76,15.00,104.25,4.63,324.00,380.00,s ext,115.62
77,15.20,110.79,5.37,296.00,396.00,s ext,118.22
78,15.40,117.90,5.46,256.00,392.00,s ext,122.00
79,15.60,122.10,5.58,216.00,328.00,s ext,124.24
80,15.80,126.93,6.23,136.00,312.00,s ext,126.53
81,16.00,128.94,9.37,96.00,232.00,s ext,125.25
82,16.20,129.56,13.80,208.00,288.00,s ext,122.19
83,16.40,132.20,18.40,308.00,396.00,s ext,120.44
84,16.60,136.18,23.31,328.00,428.00,s ext,119.62
85,16.80,141.48,29.32,332.00,476.00,s ext,119.36
86,17.00,148.22,33.76,280.00,500.00,e ext,121.72
87,17.20,155.76,36.00,324.00,500.00,e ext,126.48
88,17.40,164.18,35.93,284.00,480.00,e ext,133.51
89,17.60,172.08,35.05,300.00,464.00,e ext,140.61
90,17.80,175.85,37.38,228.00,360.00,e ext,142.60
91,18.00,179.03,41.24,188.00,232.00,e ext,143.43
92,18.20,181.60,46.65,216.00,276.00,e ext,143.20
93,18.40,182.68,51.72,280.00,280.00,e ext,141.99
94,18.60,185.68,60.68,320.00,400.00,e ext,141.33
95,18.80,189.69,69.73,256.00,384.00,e ext,142.23
96,19.00,193.14,79.37,236.00,340.00,e ext,143.14
97,19.20,195.25,90.70,264.00,348.00,e ext,143.13
98,19.40,197.26,99.90,288.00,360.00,e ext,144.03
99,19.60,196.74,109.14,296.00,424.00,e ext,143.00
100,19.80,196.60,120.53,300.00,404.00,e ext,143.00
101,20.00,195.63,131.60,260.00,400.00,e ext,142.98
102,20.20,195.83,143.85,304.00,396.00,e ext,145.20
103,20.40,195.39,156.89,292.00,444.00,e ext,147.85
104,20.60,196.21,171.41,268.00,472.00,e ext,153.30
105,20.80,196.27,181.26,248.00,356.00,e ext,157.18
106,21.00,193.13,188.34,200.00,344.00,e ext,157.47
107,21.20,187.09,189.45,252.00,348.00,e ext,152.66
108,21.40,181.29,191.59,324.00,416.00,e ext,148.69
109,21.60,172.81,193.20,308.00,472.00,n ext,142.33
110,21.80,163.61,195.35,280.00,476.00,n ext,135.82
111,22.00,152.73,197.67,252.00,500.00,n ext,128.43
112,22.20,144.35,199.48,308.00,448.00,n ext,123.15
113,22.40,132.60,202.11,252.00,544.00,n ext,116.42
114,22.60,122.37,203.14,196.00,408.00,n ext,110.33
115,22.80,-,-,-,-,-,-
116,23.00,-,-,-,-,-,-
117,23.20,-,-,-,-,-,-
118,23.40,-,-,-,-,-,-
119,23.60,92.52,196.06,216.00,-,n ext,87.22
120,23.80,86.76,188.64,236.00,348.00,n ext,77.93
121,24.00,82.02,181.78,248.00,356.00,north,69.64
122,24.20,77.49,173.70,316.00,428.00,north,60.37
123,24.40,73.91,165.18,316.00,480.00,north,51.18
124,24.60,69.71,156.34,376.00,524.00,north,41.41
125,24.80,66.31,148.44,404.00,556.00,north,32.88
126,25.00,62.26,139.26,392.00,596.00,west,22.98
127,25.20,58.18,130.09,452.00,572.00,west,13.19
128,25.40,53.99,120.73,436.00,680.00,west,3.31
129,25.60,50.32,117.20,428.00,392.00,platform,0.00
130,25.80,48.08,115.80,472.00,284.00,platform,0.00
131,26.00,46.55,115.91,512.00,176.00,platform,0.00
132,26.20,45.02,116.82,468.00,340.00,platform,0.00
133,26.40,45.00,118.42,468.00,264.00,platform,0.00
134,26.60,45.00,118.42,468.00,168.00,platform,0.00
135,26.80,45.76,118.35,472.00,252.00,platform,0.00
136,27.00,45.75,119.15,512.00,112.00,platform,0.00
137,27.20,45.75,119.15,468.00,108.00,platform,0.00
138,27.40,46.52,118.29,488.00,220.00,platform,0.00
