Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00038.trk
Object,0
Samples,91
rat,118,
trial,2,
date,2007-12-15 12:56:50.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,162.67,28.81,164.00,128.00,e ext,-,136.27
2,0.20,161.98,29.18,184.00,124.00,e ext,0.79,135.50
3,0.40,161.98,30.15,176.00,168.00,e ext,0.98,134.94
4,0.60,161.31,32.44,248.00,208.00,e ext,2.39,133.07
5,0.80,162.00,32.10,324.00,108.00,e ext,0.78,133.84
6,1.00,160.62,33.75,304.00,180.00,e ext,2.15,131.76
7,1.20,159.94,35.99,284.00,252.00,e ext,2.34,129.94
8,1.40,159.98,38.83,416.00,188.00,e ext,2.85,128.41
9,1.60,159.34,42.90,396.00,252.00,e ext,4.11,125.65
10,1.80,158.73,47.82,376.00,276.00,e ext,4.96,122.54
11,2.00,158.79,50.59,448.00,344.00,east,2.77,121.21
12,2.20,158.86,53.34,492.00,244.00,east,2.75,119.93
13,2.40,159.70,57.68,452.00,352.00,east,4.43,118.68
14,2.60,159.18,63.34,420.00,416.00,east,5.68,115.79
15,2.80,157.95,69.07,488.00,324.00,east,5.86,112.44
16,3.00,157.46,74.54,516.00,404.00,east,5.49,110.08
17,3.20,157.68,78.95,512.00,356.00,east,4.41,108.93
18,3.40,158.82,85.91,552.00,480.00,east,7.06,108.23
19,3.60,160.80,92.92,532.00,436.00,east,7.28,108.79
20,3.80,162.82,99.18,544.00,364.00,east,6.58,109.85
21,4.00,164.33,107.40,524.00,452.00,east,8.36,110.67
22,4.20,165.86,114.86,468.00,440.00,east,7.61,112.11
23,4.40,167.28,120.58,528.00,340.00,east,5.89,113.72
24,4.60,168.76,126.41,524.00,444.00,east,6.02,115.69
25,4.80,168.04,133.74,460.00,400.00,east,7.37,116.00
26,5.00,166.50,140.80,496.00,468.00,east,7.22,115.87
27,5.20,164.24,148.44,500.00,476.00,east,7.98,115.59
28,5.40,161.10,155.65,496.00,500.00,east,7.86,114.88
29,5.60,156.95,161.43,512.00,512.00,east,7.12,113.19
30,5.80,154.49,167.73,456.00,472.00,north,6.76,113.68
31,6.00,151.75,172.07,448.00,352.00,north,5.14,113.34
32,6.20,149.87,176.75,448.00,360.00,north,5.04,114.14
33,6.40,146.85,179.14,380.00,316.00,north,3.86,112.88
34,6.60,145.69,183.22,424.00,300.00,north,4.24,114.18
35,6.80,142.40,183.70,432.00,328.00,north,3.33,111.77
36,7.00,138.24,183.87,452.00,324.00,north,4.16,108.53
37,7.20,133.14,182.88,488.00,388.00,north,5.19,103.89
38,7.40,127.24,181.77,456.00,416.00,north,6.00,98.63
39,7.60,119.62,178.65,492.00,492.00,north,8.24,90.82
40,7.80,112.94,175.34,492.00,432.00,north,7.46,83.65
41,8.00,106.38,171.60,508.00,536.00,north,7.55,76.31
42,8.20,99.94,166.68,492.00,480.00,north,8.10,68.27
43,8.40,93.70,161.45,496.00,508.00,north,8.15,60.16
44,8.60,88.39,156.67,536.00,488.00,north,7.15,53.02
45,8.80,83.18,152.95,576.00,488.00,north,6.40,46.74
46,9.00,78.82,148.67,580.00,484.00,north,6.11,40.64
47,9.20,73.79,144.61,592.00,532.00,north,6.47,34.26
48,9.40,69.58,139.13,528.00,560.00,west,6.91,27.37
49,9.60,66.85,133.56,572.00,476.00,west,6.20,21.45
50,9.80,65.57,127.86,528.00,468.00,west,5.84,16.79
51,10.00,64.23,123.61,572.00,444.00,west,4.46,13.38
52,10.20,65.12,117.04,572.00,544.00,west,6.63,11.80
53,10.40,66.67,112.67,568.00,524.00,west,4.64,12.90
54,10.60,68.93,108.34,604.00,516.00,west,4.88,15.65
55,10.80,72.58,105.51,584.00,412.00,west,4.62,19.80
56,11.00,73.34,102.71,560.00,504.00,west,2.91,21.39
57,11.20,73.37,100.59,616.00,288.00,west,2.11,22.27
58,11.40,73.40,97.06,604.00,428.00,west,3.53,24.07
59,11.60,71.98,93.45,616.00,420.00,west,3.89,24.90
60,11.80,69.80,90.45,656.00,440.00,west,3.70,25.21
61,12.00,66.12,85.78,588.00,484.00,west,5.95,26.45
62,12.20,63.86,81.82,584.00,420.00,west,4.56,28.52
63,12.40,62.30,77.83,540.00,396.00,west,4.28,31.34
64,12.60,61.47,73.85,484.00,368.00,west,4.07,34.70
65,12.80,59.91,72.05,456.00,484.00,west,2.38,35.90
66,13.00,57.59,70.88,496.00,336.00,west,2.60,36.43
67,13.20,53.77,71.84,520.00,360.00,west,3.94,34.74
68,13.40,50.73,73.77,480.00,376.00,west,3.60,32.39
69,13.60,48.48,76.69,524.00,428.00,west,3.69,29.31
70,13.80,47.06,81.42,496.00,332.00,west,4.94,24.57
71,14.00,45.64,87.00,540.00,388.00,west,5.76,19.01
72,14.20,44.22,94.26,528.00,436.00,west,7.40,11.82
73,14.40,42.72,99.12,508.00,364.00,west,5.08,7.38
74,14.60,41.19,103.21,512.00,492.00,west,4.37,4.00
75,14.80,38.07,106.57,496.00,400.00,west,4.59,3.40
76,15.00,36.51,108.31,480.00,320.00,west,2.34,3.85
77,15.20,34.93,109.22,424.00,384.00,west,1.82,4.73
78,15.40,34.14,110.97,440.00,240.00,west,1.92,5.12
79,15.60,34.15,112.68,444.00,228.00,west,1.71,4.75
80,15.80,35.73,115.11,444.00,272.00,west,2.90,3.14
81,16.00,38.07,117.43,436.00,328.00,west,3.29,1.28
82,16.20,38.85,117.35,376.00,204.00,west,0.78,0.60
83,16.40,41.18,116.33,412.00,228.00,platform,2.55,0.00
84,16.60,41.19,115.51,432.00,100.00,platform,0.82,0.00
85,16.80,41.17,117.15,388.00,204.00,platform,1.63,0.00
86,17.00,41.95,116.27,452.00,176.00,platform,1.18,0.00
87,17.20,42.72,116.20,456.00,172.00,platform,0.77,0.00
88,17.40,42.73,115.39,456.00,216.00,platform,0.81,0.00
89,17.60,42.74,114.58,452.00,124.00,platform,0.81,0.00
90,17.80,43.52,113.72,456.00,188.00,platform,1.16,0.00
91,18.00,43.52,113.72,472.00,104.00,platform,0.00,0.00
