Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00016.trk
Object,0
Samples,450
rat,103,
trial,4,
date,2007-12-14 11:04:03.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,191.13,177.73,112.00,264.00,e ext,151.05
2,0.20,184.01,172.40,184.00,280.00,e ext,142.39
3,0.40,176.38,168.10,284.00,340.00,e ext,133.67
4,0.60,170.29,161.78,328.00,372.00,east,125.65
5,0.80,164.89,153.26,292.00,404.00,east,117.66
6,1.00,163.26,147.23,280.00,316.00,east,114.31
7,1.20,162.18,138.77,324.00,388.00,east,111.23
8,1.40,162.23,132.47,372.00,352.00,east,110.06
9,1.60,162.12,124.35,420.00,408.00,east,108.87
10,1.80,162.85,116.36,392.00,436.00,east,109.13
11,2.00,162.85,108.23,424.00,432.00,east,109.15
12,2.20,164.21,97.34,412.00,524.00,east,111.46
13,2.40,165.72,87.07,412.00,560.00,east,114.71
14,2.60,166.64,78.48,408.00,484.00,east,117.66
15,2.80,168.31,68.56,404.00,492.00,east,122.30
16,3.00,170.02,58.27,396.00,480.00,e ext,127.76
17,3.20,171.78,47.56,340.00,472.00,e ext,134.05
18,3.40,172.84,35.72,260.00,440.00,e ext,140.90
19,3.60,171.98,30.94,224.00,300.00,e ext,142.77
20,3.80,169.05,29.42,96.00,272.00,e ext,141.17
21,4.00,166.20,28.93,88.00,168.00,e ext,139.09
22,4.20,163.38,29.43,124.00,172.00,e ext,136.49
23,4.40,159.91,32.17,196.00,288.00,e ext,132.08
24,4.60,155.75,34.14,276.00,320.00,e ext,127.55
25,4.80,148.89,35.28,284.00,456.00,e ext,121.34
26,5.00,142.10,36.13,304.00,452.00,east,115.45
27,5.20,135.35,35.80,384.00,504.00,south,110.48
28,5.40,127.93,35.29,392.00,576.00,south,105.34
29,5.60,119.79,33.57,456.00,584.00,south,100.86
30,5.80,111.52,31.21,512.00,656.00,south,97.31
31,6.00,103.77,28.95,564.00,700.00,south,94.62
32,6.20,96.55,26.07,632.00,612.00,south,93.15
33,6.40,89.12,22.57,704.00,712.00,south,92.76
34,6.60,82.17,17.66,588.00,628.00,s ext,94.59
35,6.80,74.91,11.12,468.00,600.00,s ext,98.62
36,7.00,69.03,5.36,300.00,384.00,s ext,102.90
37,7.20,65.73,4.15,200.00,228.00,s ext,103.47
38,7.40,64.97,4.84,204.00,180.00,s ext,102.66
39,7.60,64.14,4.52,188.00,136.00,s ext,102.84
40,7.80,63.38,5.20,208.00,116.00,s ext,102.04
41,8.00,63.38,5.20,172.00,100.00,s ext,102.04
42,8.20,62.62,5.88,152.00,84.00,s ext,101.25
43,8.40,60.10,4.87,128.00,184.00,s ext,101.91
44,8.60,57.05,7.52,120.00,216.00,s ext,98.94
45,8.80,54.91,11.49,176.00,272.00,s ext,94.79
46,9.00,52.78,15.42,212.00,300.00,s ext,90.72
47,9.20,50.72,20.30,312.00,356.00,s ext,85.75
48,9.40,48.04,27.70,308.00,452.00,south,78.28
49,9.60,44.64,36.63,360.00,492.00,south,69.39
50,9.80,40.36,45.25,364.00,524.00,west,60.98
