Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00055.trk
Object,0
Samples,450
rat,113,
trial,3,
date,2007-12-14 13:00:50.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,161.37,37.25,164.00,132.00,e ext,130.44
2,0.20,159.24,35.36,236.00,160.00,e ext,129.71
3,0.40,158.53,33.79,264.00,180.00,e ext,130.01
4,0.60,158.51,30.93,276.00,212.00,e ext,131.65
5,0.80,158.50,29.98,248.00,92.00,e ext,132.21
6,1.00,157.11,27.80,244.00,276.00,e ext,132.41
7,1.20,154.37,28.22,228.00,296.00,e ext,129.98
8,1.40,151.63,29.52,276.00,248.00,e ext,127.03
9,1.60,147.54,34.04,280.00,268.00,e ext,121.01
10,1.80,143.45,38.27,280.00,288.00,east,115.19
11,2.00,137.33,42.83,324.00,372.00,south,107.56
12,2.20,131.88,47.56,384.00,412.00,south,100.36
13,2.40,125.75,53.57,500.00,564.00,south,91.85
14,2.60,120.29,59.73,556.00,576.00,south,83.82
15,2.80,114.13,66.22,588.00,640.00,south,75.05
16,3.00,107.93,72.97,628.00,728.00,south,66.17
17,3.20,102.39,80.74,636.00,760.00,south,57.30
18,3.40,97.50,88.95,608.00,804.00,south,49.06
19,3.60,93.25,97.70,544.00,736.00,south,41.84
20,3.80,90.35,107.13,520.00,728.00,west,36.96
21,4.00,88.12,115.93,536.00,672.00,west,34.43
22,4.20,85.84,125.56,508.00,676.00,north,33.92
23,4.40,83.49,136.12,496.00,716.00,north,36.33
24,4.60,82.56,146.27,456.00,696.00,north,41.62
25,4.80,83.13,155.98,428.00,604.00,north,48.98
26,5.00,84.51,166.06,436.00,608.00,north,57.76
27,5.20,87.55,176.62,360.00,588.00,north,68.09
28,5.40,90.76,186.10,272.00,472.00,n ext,77.78
29,5.60,92.50,195.14,224.00,368.00,n ext,86.41
30,5.80,-,-,-,-,-,-
31,6.00,-,-,-,-,-,-
32,6.20,-,-,-,-,-,-
33,6.40,84.34,197.67,92.00,-,n ext,84.91
34,6.60,81.12,194.12,184.00,212.00,n ext,80.36
35,6.80,76.42,188.23,240.00,336.00,n ext,73.11
36,7.00,71.11,181.97,304.00,408.00,north,65.37
37,7.20,65.26,174.60,356.00,476.00,north,56.55
38,7.40,59.63,166.02,364.00,584.00,north,46.72
39,7.60,54.83,157.56,368.00,564.00,west,37.36
40,7.80,50.78,149.02,372.00,556.00,west,28.26
41,8.00,48.24,138.52,368.00,556.00,west,17.55
42,8.20,45.54,128.70,348.00,588.00,west,7.53
43,8.40,41.92,119.52,400.00,588.00,platform,0.00
44,8.60,36.52,110.84,424.00,536.00,west,2.76
45,8.80,32.42,100.63,452.00,580.00,west,11.56
46,9.00,27.99,88.83,436.00,600.00,west,23.41
47,9.20,24.89,76.42,396.00,560.00,west,35.35
48,9.40,23.29,64.68,404.00,496.00,west,46.42
49,9.60,23.17,52.02,400.00,532.00,w ext,58.12
50,9.80,27.54,42.74,372.00,500.00,w ext,65.69
51,10.00,33.70,35.36,332.00,528.00,w ext,71.63
52,10.20,41.94,33.77,348.00,456.00,south,72.33
53,10.40,52.57,33.97,348.00,520.00,south,72.20
54,10.60,61.54,37.77,380.00,512.00,south,69.66
55,10.80,71.05,42.87,488.00,620.00,south,67.10
56,11.00,80.93,48.11,596.00,748.00,south,66.27
57,11.20,89.73,52.42,648.00,756.00,south,67.31
58,11.40,96.86,58.26,668.00,764.00,south,67.17
59,11.60,103.83,65.06,636.00,792.00,south,67.50
60,11.80,109.31,72.22,628.00,704.00,south,67.73
61,12.00,115.47,79.18,624.00,748.00,south,69.51
62,12.20,121.72,87.54,576.00,776.00,east,72.05
63,12.40,125.38,97.59,548.00,748.00,east,73.11
64,12.60,129.23,107.19,548.00,728.00,east,75.63
65,12.80,133.36,117.98,504.00,724.00,east,79.72
66,13.00,137.01,128.49,508.00,692.00,east,84.53
67,13.20,141.83,140.63,448.00,708.00,east,91.89
68,13.40,146.18,152.62,424.00,592.00,east,99.85
69,13.60,149.09,163.94,420.00,540.00,north,107.15
70,13.80,151.51,176.51,364.00,576.00,north,115.40
71,14.00,151.17,186.51,304.00,428.00,n ext,120.56
72,14.20,151.66,196.19,252.00,388.00,n ext,126.68
73,14.40,152.69,203.49,176.00,284.00,n ext,132.08
74,14.60,156.34,210.34,128.00,184.00,n ext,139.32
75,14.80,157.30,210.86,132.00,84.00,n ext,140.38
76,15.00,161.43,209.08,96.00,212.00,n ext,142.38
77,15.20,163.80,207.37,152.00,160.00,n ext,143.13
78,15.40,166.76,203.97,208.00,200.00,n ext,143.40
79,15.60,169.70,200.55,200.00,224.00,n ext,143.78
80,15.80,173.19,195.41,216.00,256.00,n ext,143.84
81,16.00,176.27,187.97,224.00,304.00,e ext,142.53
82,16.20,176.48,179.06,260.00,332.00,e ext,138.42
83,16.40,177.65,170.63,308.00,352.00,e ext,135.85
84,16.60,179.75,162.51,344.00,404.00,e ext,134.74
85,16.80,182.75,154.53,336.00,448.00,e ext,135.07
86,17.00,188.27,151.23,276.00,388.00,e ext,139.49
87,17.20,192.88,147.36,256.00,308.00,e ext,143.05
88,17.40,193.79,142.19,244.00,252.00,e ext,142.87
89,17.60,192.88,136.50,292.00,248.00,e ext,140.96
90,17.80,190.62,127.34,316.00,344.00,e ext,137.53
91,18.00,189.21,117.41,344.00,356.00,e ext,135.51
92,18.20,188.50,105.44,352.00,400.00,e ext,134.91
93,18.40,187.10,93.49,336.00,432.00,e ext,134.66
94,18.60,185.86,81.62,356.00,444.00,e ext,135.55
