Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00078.trk
Object,0
Samples,109
rat,115,
trial,2,
date,2007-12-14 14:01:40.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,106.63,196.12,196.00,136.00,n ext,95.07
2,0.20,107.38,194.43,236.00,144.00,n ext,94.19
3,0.40,107.29,192.58,268.00,120.00,n ext,92.66
4,0.60,108.83,190.18,280.00,220.00,n ext,91.71
5,0.80,109.67,190.35,340.00,212.00,n ext,92.38
6,1.00,111.29,189.81,332.00,192.00,n ext,93.00
7,1.20,112.98,190.21,304.00,140.00,n ext,94.39
8,1.40,114.73,191.55,284.00,180.00,n ext,96.55
9,1.60,115.64,192.70,276.00,96.00,n ext,98.01
10,1.80,116.62,194.80,268.00,144.00,n ext,100.25
11,2.00,116.62,194.80,232.00,156.00,n ext,100.25
12,2.20,115.96,197.41,264.00,200.00,n ext,101.82
13,2.40,114.30,197.89,240.00,128.00,n ext,101.16
14,2.60,110.88,197.04,276.00,172.00,n ext,98.38
15,2.80,108.33,196.47,236.00,184.00,n ext,96.38
16,3.00,104.99,196.73,236.00,224.00,n ext,94.58
17,3.20,103.30,196.43,268.00,176.00,n ext,93.35
18,3.40,99.18,197.66,280.00,268.00,n ext,92.05
19,3.60,95.00,196.26,292.00,244.00,n ext,88.65
20,3.80,91.68,195.09,260.00,184.00,n ext,85.96
21,4.00,89.20,192.26,280.00,196.00,n ext,82.27
22,4.20,86.76,187.76,308.00,268.00,n ext,77.15
23,4.40,85.17,183.41,304.00,276.00,north,72.59
24,4.60,83.63,177.50,384.00,328.00,north,66.71
25,4.80,82.93,170.11,392.00,384.00,north,60.11
26,5.00,82.27,162.97,376.00,424.00,north,53.94
27,5.20,82.41,154.49,428.00,500.00,north,47.37
28,5.40,81.83,146.30,460.00,512.00,north,41.09
29,5.60,81.29,136.90,444.00,560.00,north,34.89
30,5.80,81.46,129.11,460.00,512.00,north,31.09
31,6.00,81.61,121.44,508.00,504.00,west,28.82
32,6.20,81.76,113.17,588.00,624.00,west,28.00
33,6.40,82.61,104.25,584.00,644.00,west,29.85
34,6.60,83.42,95.34,600.00,656.00,west,33.61
35,6.80,84.18,86.35,548.00,612.00,south,38.98
36,7.00,84.91,78.63,540.00,552.00,south,44.31
37,7.20,87.74,73.83,536.00,548.00,south,49.66
38,7.40,89.85,70.37,544.00,600.00,south,53.59
39,7.60,94.08,69.17,572.00,572.00,south,57.46
40,7.80,98.96,69.35,624.00,524.00,south,61.02
41,8.00,105.19,70.13,652.00,540.00,south,65.48
42,8.20,110.69,70.75,628.00,536.00,south,69.69
43,8.40,117.53,72.59,608.00,572.00,south,74.48
44,8.60,124.38,73.54,636.00,572.00,east,80.00
45,8.80,131.27,75.11,600.00,548.00,east,85.51
46,9.00,138.94,76.53,544.00,608.00,east,92.01
47,9.20,146.04,78.03,504.00,520.00,east,98.15
48,9.40,151.87,79.76,476.00,428.00,east,103.13
49,9.60,156.36,81.77,480.00,404.00,east,106.87
50,9.80,161.12,86.59,448.00,456.00,east,110.32
51,10.00,164.68,93.64,460.00,460.00,east,112.48
52,10.20,167.83,102.90,452.00,456.00,east,114.45
53,10.40,171.20,112.55,464.00,484.00,east,117.43
54,10.60,174.82,122.64,408.00,472.00,east,121.38
55,10.80,177.70,132.02,416.00,440.00,east,125.27
56,11.00,180.05,142.57,424.00,424.00,e ext,129.49
57,11.20,180.03,153.59,388.00,468.00,e ext,132.19
58,11.40,178.09,162.85,376.00,460.00,e ext,133.31
59,11.60,175.98,170.90,360.00,432.00,e ext,134.43
60,11.80,172.16,179.02,332.00,428.00,e ext,134.58
61,12.00,170.18,187.88,336.00,452.00,n ext,137.26
62,12.20,168.18,196.74,280.00,400.00,n ext,140.38
63,12.40,168.30,207.85,140.00,348.00,n ext,146.97
64,12.60,166.35,206.76,164.00,152.00,n ext,144.76
65,12.80,-,-,-,-,-,-
66,13.00,155.99,202.22,164.00,-,n ext,133.82
67,13.20,149.46,198.99,228.00,240.00,n ext,126.71
68,13.40,141.37,196.25,296.00,340.00,n ext,118.78
69,13.60,133.44,193.94,284.00,380.00,n ext,111.33
70,13.80,124.01,192.43,280.00,420.00,n ext,103.49
71,14.00,119.06,193.65,256.00,304.00,n ext,101.00
72,14.20,117.55,195.99,192.00,208.00,n ext,101.75
73,14.40,111.79,198.19,160.00,272.00,n ext,99.85
74,14.60,109.23,197.59,208.00,144.00,n ext,97.82
75,14.80,104.86,193.94,264.00,224.00,n ext,92.27
76,15.00,99.78,190.44,328.00,320.00,n ext,86.43
77,15.20,93.15,184.49,380.00,388.00,north,77.75
78,15.40,85.19,179.15,364.00,456.00,north,68.93
79,15.60,78.23,175.29,336.00,452.00,north,62.12
80,15.80,71.35,174.40,304.00,408.00,north,58.38
81,16.00,67.52,175.00,276.00,252.00,north,57.61
82,16.20,62.16,176.08,252.00,336.00,north,57.09
83,16.40,59.27,173.45,264.00,252.00,north,53.83
84,16.60,57.11,171.52,292.00,252.00,north,51.50
85,16.80,55.13,166.32,340.00,328.00,north,46.02
86,17.00,53.88,161.80,324.00,280.00,west,41.35
87,17.20,52.57,158.12,288.00,268.00,west,37.52
88,17.40,53.52,153.91,288.00,288.00,west,33.53
89,17.60,55.13,151.19,300.00,292.00,west,31.23
90,17.80,58.25,147.47,344.00,372.00,west,28.57
91,18.00,60.58,144.78,336.00,288.00,west,26.93
92,18.20,62.15,142.27,316.00,356.00,west,25.45
93,18.40,62.23,140.01,376.00,292.00,west,23.58
94,18.60,60.84,137.96,400.00,216.00,west,21.11
95,18.80,58.00,135.36,436.00,332.00,west,17.39
96,19.00,54.42,132.08,456.00,356.00,west,12.82
