Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00025.trk
Object,0
Samples,450
rat,91,
trial,1,
date,2007-12-14 11:32:29.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,81.64,5.34,84.00,76.00,s ext,106.05
2,0.20,80.90,6.12,76.00,88.00,s ext,105.09
3,0.40,80.90,6.12,108.00,32.00,s ext,105.09
4,0.60,80.11,5.91,112.00,60.00,s ext,105.06
5,0.80,81.77,8.25,168.00,120.00,s ext,103.33
6,1.00,78.53,5.48,124.00,116.00,s ext,105.02
7,1.20,78.53,5.48,136.00,92.00,s ext,105.02
8,1.40,82.55,8.44,220.00,228.00,s ext,103.40
9,1.60,82.55,8.44,248.00,260.00,s ext,103.40
10,1.80,83.85,2.98,108.00,300.00,s ext,108.99
11,2.00,86.23,4.49,136.00,180.00,s ext,108.35
12,2.20,86.35,7.38,196.00,252.00,s ext,105.67
13,2.40,90.94,8.22,356.00,416.00,s ext,106.60
14,2.60,96.93,8.03,396.00,472.00,s ext,109.25
15,2.80,103.58,9.34,416.00,428.00,s ext,111.16
16,3.00,110.80,10.07,408.00,456.00,s ext,114.25
17,3.20,119.27,9.91,404.00,476.00,s ext,119.08
18,3.40,126.89,9.05,392.00,508.00,s ext,124.25
19,3.60,133.03,8.92,332.00,436.00,s ext,128.16
20,3.80,137.06,10.16,292.00,400.00,s ext,129.83
21,4.00,145.77,10.86,128.00,380.00,s ext,135.22
22,4.20,143.73,12.81,304.00,328.00,s ext,132.40
23,4.40,146.39,14.34,252.00,340.00,s ext,133.18
24,4.60,147.71,15.56,268.00,328.00,s ext,133.27
25,4.80,148.35,18.06,260.00,352.00,s ext,132.01
26,5.00,148.30,21.82,240.00,348.00,s ext,129.43
27,5.20,148.26,26.47,256.00,288.00,e ext,126.35
28,5.40,146.20,30.10,280.00,248.00,e ext,122.44
29,5.60,142.79,34.13,340.00,324.00,east,117.25
30,5.80,138.73,35.57,408.00,428.00,south,113.19
31,6.00,134.02,34.49,452.00,444.00,south,110.34
32,6.20,128.65,31.72,464.00,452.00,south,108.34
33,6.40,123.25,27.85,472.00,488.00,south,107.43
34,6.60,117.80,23.64,484.00,476.00,s ext,107.14
35,6.80,111.53,18.21,464.00,492.00,s ext,107.86
36,7.00,105.80,13.96,432.00,472.00,s ext,108.30
37,7.20,99.23,11.95,444.00,476.00,s ext,106.79
38,7.40,92.56,12.20,420.00,424.00,s ext,103.61
39,7.60,85.87,14.77,464.00,412.00,s ext,98.60
40,7.80,79.08,16.92,568.00,488.00,s ext,94.26
41,8.00,72.25,19.62,612.00,556.00,s ext,89.71
42,8.20,64.52,21.74,612.00,576.00,s ext,85.97
43,8.40,55.00,22.93,484.00,616.00,s ext,83.40
44,8.60,43.69,25.02,444.00,608.00,s ext,81.02
45,8.80,33.64,25.61,444.00,544.00,s ext,81.27
46,9.00,24.23,26.49,408.00,540.00,w ext,82.26
47,9.20,18.33,29.05,336.00,488.00,w ext,81.40
48,9.40,16.81,31.52,296.00,312.00,w ext,79.55
49,9.60,13.65,35.45,240.00,352.00,w ext,77.04
50,9.80,8.10,42.88,172.00,324.00,w ext,72.79
51,10.00,9.38,46.52,288.00,404.00,w ext,68.98
52,10.20,7.22,52.20,312.00,464.00,w ext,65.29
53,10.40,5.96,58.24,344.00,488.00,w ext,61.09
54,10.60,4.68,64.34,308.00,436.00,w ext,57.04
55,10.80,3.46,71.60,272.00,380.00,w ext,52.55
56,11.00,2.11,77.84,296.00,392.00,w ext,49.43
57,11.20,1.81,86.44,372.00,484.00,w ext,44.83
58,11.40,1.43,95.03,332.00,488.00,w ext,41.11
59,11.60,1.82,102.56,308.00,544.00,w ext,38.40
60,11.80,1.34,112.22,264.00,460.00,w ext,37.54
61,12.00,2.47,119.56,272.00,392.00,w ext,36.69
62,12.20,4.40,127.68,312.00,504.00,w ext,36.46
63,12.40,5.35,134.75,288.00,472.00,w ext,38.30
64,12.60,7.07,140.47,312.00,408.00,w ext,39.83
65,12.80,8.70,148.09,288.00,472.00,w ext,43.14
66,13.00,10.25,154.56,308.00,436.00,w ext,46.66
67,13.20,13.36,160.25,272.00,516.00,w ext,49.24
68,13.40,16.15,170.63,120.00,384.00,w ext,56.66
69,13.60,18.47,171.45,192.00,280.00,w ext,56.31
70,13.80,21.42,174.76,232.00,360.00,w ext,58.11
71,14.00,24.33,178.00,232.00,400.00,w ext,60.13
