Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00041.trk
Object,0
Samples,177
rat,95,
trial,1,
date,2007-12-14 12:18:44.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,86.39,8.34,124.00,220.00,s ext,104.79
2,0.20,86.35,7.38,132.00,88.00,s ext,105.67
3,0.40,87.12,7.54,144.00,76.00,s ext,105.80
4,0.60,87.15,8.49,204.00,124.00,s ext,104.92
5,0.80,87.96,9.59,204.00,160.00,s ext,104.19
6,1.00,88.69,8.78,212.00,192.00,s ext,105.22
7,1.20,89.42,7.97,244.00,184.00,s ext,106.25
8,1.40,90.18,8.10,260.00,176.00,s ext,106.42
9,1.60,90.21,9.05,276.00,152.00,s ext,105.55
10,1.80,90.97,9.17,268.00,176.00,s ext,105.74
11,2.00,90.27,10.93,292.00,224.00,s ext,103.84
12,2.20,91.06,11.99,336.00,148.00,s ext,103.19
13,2.40,91.08,12.92,296.00,136.00,s ext,102.35
14,2.60,92.56,12.20,296.00,312.00,s ext,103.61
15,2.80,93.29,11.37,228.00,172.00,s ext,104.67
16,3.00,88.81,12.55,124.00,208.00,s ext,101.78
17,3.20,92.56,12.20,260.00,176.00,s ext,103.61
18,3.40,94.04,11.47,284.00,192.00,s ext,104.90
19,3.60,94.01,10.53,320.00,220.00,s ext,105.74
20,3.80,94.74,9.68,292.00,140.00,s ext,106.81
21,4.00,95.48,9.77,292.00,136.00,s ext,107.06
22,4.20,96.25,10.78,196.00,160.00,s ext,106.48
23,4.40,97.07,14.55,212.00,200.00,s ext,103.49
24,4.60,97.11,16.37,272.00,140.00,s ext,101.89
25,4.80,97.16,19.08,392.00,208.00,s ext,99.53
26,5.00,97.19,20.86,464.00,224.00,s ext,97.99
27,5.20,97.24,23.51,560.00,376.00,south,95.71
28,5.40,95.11,26.81,532.00,412.00,south,91.78
29,5.60,93.68,28.40,560.00,404.00,south,89.70
30,5.80,91.50,29.01,632.00,544.00,south,88.11
31,6.00,88.52,27.73,600.00,536.00,south,87.86
32,6.20,86.98,25.75,596.00,444.00,south,88.97
33,6.40,86.87,22.20,580.00,496.00,south,92.15
34,6.60,88.24,17.95,520.00,492.00,s ext,96.59
35,6.80,92.59,13.13,440.00,456.00,s ext,102.78
36,7.00,97.68,8.10,324.00,508.00,s ext,109.51
37,7.20,96.97,9.92,136.00,260.00,s ext,107.57
38,7.40,99.18,9.16,116.00,124.00,s ext,109.24
39,7.60,100.68,11.11,128.00,164.00,s ext,108.22
40,7.80,107.90,5.53,108.00,236.00,s ext,116.61
41,8.00,108.62,4.55,100.00,40.00,s ext,117.82
42,8.20,107.89,4.58,96.00,52.00,s ext,117.43
43,8.40,106.56,18.46,104.00,200.00,s ext,104.89
44,8.60,107.26,17.55,116.00,100.00,s ext,106.04
45,8.80,107.92,7.42,104.00,220.00,s ext,114.99
46,9.00,107.91,6.48,92.00,44.00,s ext,115.80
47,9.20,107.90,5.53,96.00,76.00,s ext,116.61
48,9.40,108.62,4.55,100.00,52.00,s ext,117.82
49,9.60,108.62,4.55,88.00,44.00,s ext,117.82
50,9.80,-,-,-,-,-,-
51,10.00,107.93,9.29,64.00,-,s ext,113.39
52,10.20,108.65,9.26,76.00,28.00,s ext,113.79
53,10.40,109.36,7.36,112.00,92.00,s ext,115.79
54,10.60,110.79,6.32,132.00,164.00,s ext,117.42
55,10.80,111.50,4.37,120.00,52.00,s ext,119.45
56,11.00,111.51,6.26,68.00,60.00,s ext,117.84
57,11.20,-,-,-,-,-,-
58,11.40,-,-,-,-,-,-
59,11.60,115.05,16.05,72.00,-,s ext,111.62
60,11.80,116.43,19.44,132.00,180.00,s ext,109.66
61,12.00,118.49,22.66,132.00,176.00,s ext,108.34
62,12.20,119.85,25.91,140.00,168.00,south,106.67
63,12.40,120.50,30.08,248.00,236.00,south,103.93
64,12.60,121.82,34.90,364.00,348.00,south,101.29
65,12.80,122.44,42.18,380.00,448.00,south,96.61
66,13.00,122.38,50.18,524.00,544.00,south,91.28
67,13.20,120.97,58.89,516.00,568.00,south,84.86
68,13.40,118.90,68.10,560.00,644.00,south,78.01
69,13.60,116.16,77.72,584.00,752.00,south,70.78
70,13.80,112.04,85.62,556.00,764.00,east,63.68
71,14.00,105.81,93.22,548.00,760.00,south,55.17
72,14.20,98.83,99.88,532.00,760.00,south,46.64
73,14.40,90.39,103.74,512.00,716.00,west,37.58
74,14.60,81.17,105.60,492.00,644.00,west,28.18
75,14.80,71.85,106.21,496.00,612.00,west,18.92
76,15.00,62.39,105.48,464.00,576.00,west,10.28
77,15.20,52.72,103.22,400.00,568.00,west,4.51
78,15.40,41.94,99.92,436.00,556.00,west,6.72
79,15.60,33.09,94.53,440.00,588.00,west,15.78
80,15.80,25.45,87.68,404.00,604.00,west,25.83
81,16.00,17.34,79.08,356.00,520.00,west,37.61
82,16.20,11.53,71.06,332.00,552.00,w ext,47.50
83,16.40,6.54,64.77,224.00,372.00,w ext,55.53
84,16.60,2.06,65.90,88.00,248.00,w ext,57.60
85,16.80,4.12,68.50,84.00,132.00,w ext,54.29
86,17.00,5.22,70.87,64.00,116.00,w ext,51.81
87,17.20,5.48,74.10,108.00,100.00,w ext,49.36
88,17.40,7.46,76.54,260.00,280.00,w ext,46.24
89,17.60,6.01,81.58,320.00,324.00,w ext,44.05
90,17.80,3.84,89.82,312.00,368.00,w ext,41.33
91,18.00,0.81,100.41,132.00,412.00,w ext,39.91
92,18.20,1.12,106.87,108.00,200.00,w ext,38.28
93,18.40,1.30,111.15,96.00,124.00,w ext,37.63
94,18.60,4.07,114.11,100.00,172.00,w ext,34.79
95,18.80,7.58,113.80,228.00,320.00,w ext,31.29
96,19.00,12.01,118.39,288.00,428.00,w ext,27.09
97,19.20,16.30,123.67,308.00,500.00,w ext,23.92
98,19.40,19.61,131.61,300.00,472.00,west,24.48
99,19.60,22.73,140.13,320.00,476.00,west,27.58
100,19.80,23.33,148.19,360.00,392.00,w ext,33.68
101,20.00,22.98,158.36,316.00,364.00,w ext,42.61
102,20.20,22.61,166.79,292.00,328.00,w ext,50.32
103,20.40,21.47,173.80,212.00,280.00,w ext,57.20
104,20.60,-,-,-,-,-,-
105,20.80,-,-,-,-,-,-
106,21.00,30.27,180.61,84.00,-,w ext,61.07
107,21.20,31.89,178.96,164.00,208.00,w ext,59.12
108,21.40,38.58,180.42,140.00,280.00,w ext,59.63
109,21.60,43.05,181.21,180.00,256.00,w ext,60.08
110,21.80,48.94,183.32,188.00,304.00,n ext,62.25
111,22.00,54.04,186.81,208.00,308.00,n ext,66.18
112,22.20,60.72,191.02,196.00,324.00,n ext,71.33
113,22.40,65.96,196.05,156.00,296.00,n ext,77.38
114,22.60,71.40,199.64,60.00,176.00,n ext,82.29
115,22.80,-,-,-,-,-,-
116,23.00,-,-,-,-,-,-
117,23.20,89.27,198.66,92.00,-,n ext,87.95
118,23.40,90.06,195.92,168.00,220.00,n ext,85.90
119,23.60,100.69,193.27,100.00,268.00,n ext,89.27
120,23.80,104.74,191.20,224.00,268.00,n ext,90.02
121,24.00,112.08,189.09,220.00,364.00,n ext,92.96
122,24.20,120.35,188.57,264.00,388.00,n ext,98.18
123,24.40,128.60,187.58,224.00,360.00,north,103.47
124,24.60,137.90,188.29,296.00,360.00,n ext,110.99
125,24.80,147.46,190.46,272.00,408.00,n ext,119.86
126,25.00,156.30,192.68,248.00,352.00,n ext,128.30
127,25.20,166.28,195.74,260.00,348.00,n ext,138.24
128,25.40,176.87,196.37,200.00,380.00,n ext,147.46
129,25.60,185.87,197.18,188.00,292.00,e ext,155.50
130,25.80,191.82,190.88,60.00,248.00,e ext,157.50
131,26.00,191.02,181.93,88.00,148.00,e ext,152.72
132,26.20,189.62,179.14,244.00,228.00,e ext,150.26
133,26.40,189.62,164.36,156.00,376.00,e ext,144.65
134,26.60,188.65,158.72,288.00,260.00,e ext,141.93
135,26.80,188.64,148.19,292.00,372.00,e ext,139.11
136,27.00,189.44,136.75,288.00,412.00,e ext,137.60
137,27.20,190.30,125.12,336.00,488.00,e ext,137.01
138,27.40,191.53,115.47,372.00,428.00,e ext,137.78
139,27.60,194.23,103.34,316.00,464.00,e ext,140.75
140,27.80,194.09,95.37,240.00,356.00,e ext,141.35
141,28.00,193.38,96.54,100.00,220.00,e ext,140.50
142,28.20,188.20,80.16,80.00,180.00,e ext,138.15
143,28.40,184.95,80.66,252.00,292.00,e ext,134.87
144,28.60,179.88,78.28,264.00,316.00,e ext,130.50
145,28.80,173.42,76.35,284.00,364.00,e ext,124.76
146,29.00,167.15,74.59,300.00,384.00,east,119.27
147,29.20,158.88,73.38,336.00,452.00,east,111.80
148,29.40,150.85,72.25,376.00,512.00,east,104.67
149,29.60,143.72,71.01,428.00,492.00,east,98.56
150,29.80,134.65,69.29,440.00,604.00,east,91.09
151,30.00,125.73,68.93,512.00,616.00,east,83.41
152,30.20,117.54,68.20,560.00,688.00,south,76.81
153,30.40,108.64,68.64,624.00,712.00,south,69.16
154,30.60,98.96,68.63,636.00,788.00,south,61.48
155,30.80,89.85,68.92,588.00,760.00,south,54.61
156,31.00,80.57,68.81,520.00,708.00,south,48.64
157,31.20,71.06,68.35,492.00,628.00,south,43.79
158,31.40,62.04,66.89,432.00,540.00,south,41.47
159,31.60,53.49,64.43,404.00,460.00,west,42.00
160,31.80,46.32,62.86,348.00,512.00,west,43.14
161,32.00,41.53,63.48,372.00,432.00,west,42.71
162,32.20,36.88,67.74,328.00,396.00,west,39.22
163,32.40,35.51,72.80,360.00,312.00,west,34.60
164,32.60,35.84,79.91,400.00,400.00,west,27.63
165,32.80,37.77,88.79,444.00,452.00,west,18.58
166,33.00,40.34,97.39,408.00,484.00,west,9.61
167,33.20,43.54,105.64,412.00,484.00,west,0.81
168,33.40,45.08,109.63,444.00,280.00,platform,0.00
169,33.60,46.60,111.16,424.00,260.00,platform,0.00
170,33.80,45.82,112.79,512.00,280.00,platform,0.00
171,34.00,44.28,114.48,484.00,348.00,platform,0.00
172,34.20,45.03,116.02,528.00,236.00,platform,0.00
173,34.40,45.78,116.76,512.00,184.00,platform,0.00
174,34.60,45.01,117.62,524.00,236.00,platform,0.00
175,34.80,45.01,117.62,496.00,100.00,platform,0.00
176,35.00,45.78,116.76,464.00,216.00,platform,0.00
177,35.20,45.78,116.76,452.00,92.00,platform,0.00
