Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00013.trk
Object,0
Samples,450
rat,103,
trial,1,
date,2007-12-15 11:52:43.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
145,28.80,58.55,188.09,300.00,n ext,8.33,68.05
146,29.00,52.69,183.78,328.00,n ext,7.27,63.03
147,29.20,46.23,178.27,304.00,n ext,8.48,57.10
148,29.40,41.33,172.39,356.00,w ext,7.65,51.37
149,29.60,36.45,165.66,392.00,west,8.32,45.22
150,29.80,32.99,159.15,380.00,west,7.37,39.57
151,30.00,29.52,150.72,392.00,west,9.12,32.83
152,30.20,25.90,141.12,404.00,west,10.26,26.38
153,30.40,23.67,131.70,440.00,west,9.68,21.17
154,30.60,21.26,122.00,452.00,west,10.00,18.69
155,30.80,18.63,110.99,436.00,west,11.32,20.36
156,31.00,17.47,99.53,432.00,west,11.53,24.68
157,31.20,16.04,86.78,428.00,west,12.83,33.00
158,31.40,15.26,73.78,432.00,w ext,13.02,43.06
159,31.60,14.25,60.45,424.00,w ext,13.37,54.54
160,31.80,14.95,48.39,396.00,w ext,12.08,64.72
161,32.00,15.75,38.36,400.00,w ext,10.06,73.55
162,32.20,18.33,29.05,360.00,w ext,9.66,81.40
163,32.40,24.57,21.55,340.00,s ext,9.76,87.00
164,32.60,30.07,15.98,356.00,s ext,7.83,91.34
165,32.80,36.55,12.02,360.00,s ext,7.59,94.42
166,33.00,44.82,9.95,384.00,s ext,8.53,96.06
167,33.20,52.95,7.71,360.00,s ext,8.43,98.43
168,33.40,61.86,6.56,348.00,s ext,8.99,100.47
169,33.60,69.84,5.65,364.00,s ext,8.03,102.77
170,33.80,78.53,5.48,372.00,s ext,8.68,105.02
171,34.00,86.27,5.46,376.00,s ext,7.75,107.45
172,34.20,96.14,6.06,332.00,s ext,9.89,110.69
173,34.40,104.26,5.58,376.00,s ext,8.14,114.78
174,34.60,112.94,6.13,372.00,s ext,8.69,118.71
175,34.80,121.39,6.68,352.00,s ext,8.47,122.93
176,35.00,128.27,8.65,372.00,s ext,7.15,125.41
177,35.20,135.74,8.82,372.00,s ext,7.47,129.98
178,35.40,141.75,10.92,368.00,s ext,6.37,132.41
179,35.60,148.40,14.26,356.00,s ext,7.44,134.67
180,35.80,154.43,16.75,352.00,e ext,6.53,137.39
181,36.00,160.55,21.10,336.00,e ext,7.51,139.25
182,36.20,166.87,26.53,312.00,e ext,8.33,141.02
183,36.40,171.26,31.33,332.00,e ext,6.50,141.96
184,36.60,176.59,37.02,300.00,e ext,7.80,143.42
185,36.80,180.73,44.83,272.00,e ext,8.84,143.25
186,37.00,184.36,53.31,324.00,e ext,9.23,142.88
187,37.20,187.51,63.50,304.00,e ext,10.66,142.09
188,37.40,190.81,72.90,336.00,e ext,9.97,142.44
189,37.60,192.91,85.16,324.00,e ext,12.44,141.77
190,37.80,195.95,96.45,352.00,e ext,11.69,143.07
191,38.00,197.78,110.35,356.00,e ext,14.02,144.02
192,38.20,199.66,123.24,360.00,e ext,13.03,146.21
193,38.40,200.61,134.92,264.00,e ext,11.72,148.35
194,38.60,199.98,147.29,276.00,e ext,12.38,149.97
195,38.80,200.17,158.61,244.00,e ext,11.33,152.93
196,39.00,198.48,169.09,252.00,e ext,10.61,154.60
197,39.20,196.57,178.13,276.00,e ext,9.24,156.19
198,39.40,193.67,186.47,268.00,e ext,8.83,157.10
199,39.60,189.51,192.84,224.00,e ext,7.61,156.43
200,39.80,184.76,200.76,200.00,e ext,9.23,156.47
201,40.00,179.87,203.18,160.00,n ext,5.46,153.67
202,40.20,173.61,207.83,160.00,n ext,7.80,151.20
203,40.40,167.70,209.55,116.00,n ext,6.15,147.54
204,40.60,162.58,210.73,76.00,n ext,5.25,144.31
205,40.80,155.71,212.01,60.00,n ext,6.99,139.96
206,41.00,148.55,211.29,72.00,n ext,7.20,134.22
207,41.20,144.12,211.10,172.00,n ext,4.43,130.92
208,41.40,137.05,210.81,160.00,n ext,7.07,125.80
209,41.60,130.74,209.13,72.00,n ext,6.53,120.32
210,41.80,-,-,-,-,-,-
211,42.00,-,-,-,-,-,-
212,42.20,-,-,-,-,-,-
213,42.40,-,-,-,-,-,-
214,42.60,-,-,-,-,-,-
215,42.80,-,-,-,-,-,-
216,43.00,69.79,199.90,176.00,n ext,-,82.08
217,43.20,62.72,198.61,204.00,n ext,7.19,79.16
218,43.40,56.53,197.59,192.00,n ext,6.27,77.18
219,43.60,48.23,195.07,164.00,n ext,8.68,73.96
220,43.80,40.79,192.79,204.00,n ext,7.78,71.76
221,44.00,35.71,189.74,260.00,w ext,5.93,69.19
222,44.20,29.97,185.29,248.00,w ext,7.26,65.71
223,44.40,24.89,181.42,200.00,w ext,6.39,63.22
224,44.60,20.57,176.11,100.00,w ext,6.84,59.68
225,44.80,16.87,172.21,112.00,w ext,5.38,57.71
226,45.00,16.28,167.70,144.00,w ext,4.56,54.03
227,45.20,14.11,161.89,172.00,w ext,6.20,50.19
228,45.40,11.83,156.93,280.00,w ext,5.45,47.47
229,45.60,9.51,149.83,332.00,w ext,7.47,43.74
230,45.80,7.07,140.47,360.00,w ext,9.67,39.83
231,46.00,4.46,131.83,308.00,w ext,9.03,37.85
232,46.20,2.55,122.73,280.00,w ext,9.30,37.15
233,46.40,1.45,115.42,232.00,w ext,7.39,37.41
234,46.60,1.26,110.08,208.00,w ext,5.34,37.74
235,46.80,0.97,103.65,228.00,w ext,6.44,39.01
236,47.00,0.70,98.25,196.00,w ext,5.40,40.65
237,47.20,-0.67,90.58,116.00,w ext,7.79,44.90
238,47.40,0.89,86.35,200.00,w ext,4.51,45.66
239,47.60,1.51,82.08,240.00,w ext,4.31,47.40
240,47.80,1.69,72.34,192.00,w ext,9.74,53.33
241,48.00,3.84,65.22,320.00,w ext,7.45,56.91
242,48.20,4.92,56.88,344.00,w ext,8.41,62.80
243,48.40,7.00,49.99,284.00,w ext,7.19,67.25
244,48.60,8.10,42.88,208.00,w ext,7.20,72.79
245,48.80,10.35,38.38,220.00,w ext,5.03,75.73
246,49.00,13.29,32.15,124.00,w ext,6.89,80.23
247,49.20,15.99,32.22,248.00,w ext,2.70,79.18
248,49.40,19.84,26.60,320.00,w ext,6.81,83.29
249,49.60,23.65,21.12,344.00,s ext,6.68,87.62
250,49.80,27.56,16.81,284.00,s ext,5.81,90.98
251,50.00,31.44,12.57,280.00,s ext,5.75,94.49
252,50.20,34.62,10.07,204.00,s ext,4.05,96.56
253,50.40,38.70,8.02,172.00,s ext,4.56,98.23
254,50.60,41.28,8.27,132.00,s ext,2.59,97.84
255,50.80,44.41,5.76,140.00,s ext,4.02,100.26
256,51.00,47.74,5.34,196.00,s ext,3.35,100.65
257,51.20,54.40,5.39,188.00,s ext,6.66,100.84
258,51.40,58.58,6.20,284.00,s ext,4.25,100.41
259,51.60,64.22,5.53,292.00,s ext,5.68,101.85
260,51.80,69.03,5.36,280.00,s ext,4.81,102.90
261,52.00,73.78,5.02,292.00,s ext,4.76,104.24
262,52.20,77.68,4.27,244.00,s ext,3.97,105.95
263,52.40,80.80,4.16,244.00,s ext,3.13,106.93
264,52.60,83.20,5.73,256.00,s ext,2.87,106.18
265,52.80,87.15,8.49,280.00,s ext,4.82,104.92
266,53.00,91.89,14.88,456.00,s ext,7.94,100.90
267,53.20,97.16,19.08,448.00,s ext,6.74,99.53
268,53.40,101.57,22.87,452.00,south,5.82,98.50
269,53.60,105.88,25.51,412.00,south,5.06,98.65
270,53.80,110.12,27.92,440.00,south,4.88,99.10
271,54.00,115.68,29.95,404.00,south,5.92,100.90
272,54.20,119.13,30.31,384.00,south,3.46,102.85
273,54.40,122.55,30.55,408.00,south,3.43,104.95
274,54.60,125.94,31.53,296.00,south,3.53,106.57
275,54.80,126.59,33.92,288.00,south,2.48,105.34
276,55.00,127.90,38.63,396.00,south,4.89,103.03
277,55.20,128.53,43.43,448.00,south,4.84,100.33
278,55.40,131.20,49.34,480.00,south,6.48,98.75
279,55.60,135.26,54.90,520.00,east,6.88,98.93
280,55.80,140.77,60.16,508.00,east,7.62,100.81
281,56.00,146.43,66.37,484.00,east,8.40,102.94
282,56.20,152.28,71.99,468.00,east,8.11,106.09
283,56.40,157.64,78.07,432.00,east,8.10,109.14
284,56.60,164.07,85.38,444.00,east,9.74,113.46
285,56.80,169.24,92.47,452.00,east,8.78,117.17
286,57.00,175.21,97.09,400.00,east,7.55,122.39
287,57.20,181.20,100.04,376.00,e ext,6.68,128.02
288,57.40,188.10,102.17,312.00,e ext,7.23,134.72
289,57.60,192.36,102.20,276.00,e ext,4.26,138.96
290,57.80,195.81,102.22,216.00,e ext,3.45,142.41
291,58.00,198.91,105.75,100.00,e ext,4.70,145.29
292,58.20,198.18,106.89,96.00,e ext,1.35,144.52
293,58.40,197.94,111.51,108.00,e ext,4.63,144.17
294,58.60,195.93,115.92,156.00,e ext,4.84,142.20
295,58.80,194.25,122.45,284.00,e ext,6.74,140.76
296,59.00,192.57,128.79,336.00,e ext,6.56,139.62
297,59.20,190.86,140.32,360.00,e ext,11.66,139.64
298,59.40,188.09,150.12,364.00,e ext,10.19,139.03
299,59.60,185.49,160.66,380.00,e ext,10.85,139.54
300,59.80,183.26,173.09,312.00,e ext,12.63,141.97
301,60.00,181.97,180.67,324.00,e ext,7.69,144.04
302,60.20,180.32,191.08,272.00,e ext,10.54,147.59
303,60.40,177.68,200.91,228.00,n ext,10.18,150.60
304,60.60,172.62,207.26,164.00,n ext,8.12,150.07
305,60.80,167.70,209.55,140.00,n ext,5.43,147.54
306,61.00,161.00,211.87,96.00,n ext,7.09,143.84
307,61.20,154.75,211.50,108.00,n ext,6.26,138.91
308,61.40,151.24,211.67,112.00,n ext,3.51,136.44
309,61.60,142.38,211.27,112.00,n ext,8.87,129.81
310,61.80,135.09,208.97,164.00,n ext,7.65,123.11
311,62.00,127.92,207.05,192.00,n ext,7.42,116.90
312,62.20,119.97,205.25,124.00,n ext,8.15,110.44
313,62.40,114.76,204.66,60.00,n ext,5.24,106.80
314,62.60,-,-,-,-,-,-
315,62.80,-,-,-,-,-,-
316,63.00,-,-,-,-,-,-
317,63.20,85.16,198.59,68.00,n ext,-,86.09
318,63.40,82.72,195.87,224.00,n ext,3.65,82.61
319,63.60,76.35,191.77,280.00,n ext,7.58,76.38
320,63.80,70.17,187.28,300.00,n ext,7.64,70.11
321,64.00,63.40,182.55,332.00,n ext,8.26,63.66
322,64.20,55.95,179.36,360.00,n ext,8.10,59.03
323,64.40,49.40,175.47,360.00,north,7.62,54.45
324,64.60,42.10,172.11,340.00,w ext,8.04,51.03
325,64.80,36.30,168.30,316.00,w ext,6.93,47.85
326,65.00,30.48,163.57,312.00,w ext,7.50,44.52
327,65.20,28.39,159.05,308.00,w ext,4.98,40.93
328,65.40,26.36,151.73,320.00,west,7.60,35.17
329,65.60,25.03,144.05,364.00,west,7.79,29.29
330,65.80,25.23,134.99,396.00,west,9.06,22.14
331,66.00,25.32,126.87,416.00,west,8.13,17.12
332,66.20,24.51,117.02,468.00,west,9.89,14.51
333,66.40,23.55,107.01,496.00,west,10.05,16.24
334,66.60,21.57,95.82,440.00,west,11.36,23.09
335,66.80,18.54,85.09,444.00,west,11.15,32.34
336,67.00,16.96,73.10,436.00,west,12.09,42.61
337,67.20,14.42,62.53,404.00,w ext,10.88,52.70
338,67.40,13.61,53.10,376.00,w ext,9.46,61.17
339,67.60,12.90,45.62,316.00,w ext,7.51,68.11
340,67.80,13.17,39.46,288.00,w ext,6.17,73.55
341,68.00,14.47,34.73,276.00,w ext,4.90,77.39
342,68.20,18.44,30.14,272.00,w ext,6.07,80.34
343,68.40,23.42,27.15,352.00,w ext,5.80,81.81
344,68.60,28.46,25.33,344.00,s ext,5.36,82.46
345,68.80,32.64,24.18,296.00,s ext,4.34,82.83
346,69.00,37.58,22.42,316.00,s ext,5.24,83.97
347,69.20,43.24,20.02,276.00,s ext,6.15,86.02
348,69.40,47.30,18.87,316.00,s ext,4.22,87.11
349,69.60,52.25,19.02,324.00,s ext,4.95,87.10
350,69.80,58.10,21.30,344.00,s ext,6.28,85.35
351,70.00,63.02,23.06,408.00,south,5.22,84.38
352,70.20,66.94,22.54,476.00,south,3.95,85.65
353,70.40,70.02,21.69,480.00,south,3.20,87.16
354,70.60,72.30,20.55,464.00,s ext,2.55,88.83
355,70.80,73.78,19.15,472.00,s ext,2.04,90.57
356,71.00,74.42,16.58,440.00,s ext,2.65,93.22
357,71.20,74.32,14.70,424.00,s ext,1.89,95.01
358,71.40,77.34,12.75,352.00,s ext,3.59,97.71
359,71.60,81.25,13.76,428.00,s ext,4.04,97.94
360,71.80,84.37,15.39,372.00,s ext,3.52,97.49
361,72.00,89.74,18.20,468.00,s ext,6.06,96.99
362,72.20,94.29,22.37,512.00,south,6.17,95.28
363,72.40,99.45,26.26,536.00,south,6.46,94.49
364,72.60,105.90,29.79,508.00,south,7.35,95.12
365,72.80,112.90,33.61,488.00,south,7.97,96.31
366,73.00,119.76,36.90,452.00,south,7.61,98.42
367,73.20,125.84,41.55,444.00,south,7.65,99.54
368,73.40,132.57,46.59,424.00,south,8.40,101.50
369,73.60,137.98,51.80,464.00,east,7.52,102.90
370,73.80,143.51,58.69,392.00,east,8.83,103.92
371,74.00,147.13,66.22,400.00,east,8.35,103.64
372,74.20,149.48,74.19,428.00,east,8.31,102.70
373,74.40,150.57,83.30,476.00,east,9.18,100.89
374,74.60,150.36,93.37,452.00,east,10.07,98.44
375,74.80,148.59,100.85,532.00,platform reversal,7.69,95.52
376,75.00,146.31,111.36,524.00,east,10.76,92.54
377,75.20,143.99,120.81,492.00,east,9.73,90.51
378,75.40,141.62,129.27,504.00,east,8.79,89.21
379,75.60,139.32,138.45,524.00,east,9.46,88.90
380,75.80,135.41,147.21,476.00,north,9.59,87.86
381,76.00,130.52,154.06,460.00,north,8.42,86.12
382,76.20,125.54,160.91,480.00,north,8.47,85.11
383,76.40,120.48,167.87,408.00,north,8.60,84.74
384,76.60,116.91,174.55,428.00,north,7.57,86.08
385,76.80,113.28,181.42,388.00,north,7.78,88.12
386,77.00,111.29,189.81,360.00,n ext,8.63,93.00
387,77.20,109.17,196.65,296.00,n ext,7.16,97.04
388,77.40,107.72,201.02,76.00,n ext,4.60,99.66
389,77.60,-,-,-,-,-,-
390,77.80,-,-,-,-,-,-
391,78.00,-,-,-,-,-,-
392,78.20,-,-,-,-,-,-
393,78.40,78.64,199.76,64.00,n ext,-,84.67
394,78.60,75.42,199.13,176.00,n ext,3.28,83.00
395,78.80,68.19,200.19,168.00,n ext,7.30,81.93
396,79.00,61.93,198.81,192.00,n ext,6.41,79.20
397,79.20,55.79,196.92,200.00,n ext,6.42,76.42
398,79.40,50.62,193.28,192.00,n ext,6.32,72.29
399,79.60,46.35,188.67,224.00,n ext,6.29,67.50
400,79.80,41.27,185.44,284.00,n ext,6.01,64.39
401,80.00,36.14,183.26,216.00,w ext,5.57,62.71
402,80.20,30.15,182.48,236.00,w ext,6.04,62.92
403,80.40,25.62,181.97,192.00,w ext,4.56,63.54
404,80.60,23.53,178.38,192.00,w ext,4.15,60.76
405,80.80,19.88,174.56,184.00,w ext,5.29,58.53
406,81.00,16.91,171.24,164.00,w ext,4.46,56.82
407,81.20,14.70,167.44,200.00,w ext,4.39,54.63
408,81.40,13.32,161.24,172.00,w ext,6.36,50.08
409,81.60,11.86,155.94,256.00,w ext,5.50,46.68
410,81.80,11.18,149.27,276.00,w ext,6.70,42.17
411,82.00,11.29,140.33,336.00,w ext,8.94,36.25
412,82.20,10.45,130.58,380.00,w ext,9.78,31.87
413,82.40,9.48,120.71,344.00,w ext,9.92,29.96
414,82.60,7.45,109.71,356.00,w ext,11.19,31.61
415,82.80,5.26,99.38,304.00,w ext,10.56,35.97
416,83.00,3.77,88.75,336.00,w ext,10.73,41.95
417,83.20,3.12,79.06,328.00,w ext,9.71,47.88
418,83.40,3.10,67.21,292.00,w ext,11.85,55.93
419,83.60,5.02,57.98,284.00,w ext,9.43,61.85
420,83.80,7.00,49.99,300.00,w ext,8.23,67.25
421,84.00,10.81,42.79,320.00,w ext,8.15,71.58
422,84.20,13.77,36.55,312.00,w ext,6.91,75.98
423,84.40,15.88,31.13,252.00,w ext,5.81,80.24
424,84.60,17.27,27.55,200.00,w ext,3.84,83.16
425,84.80,18.41,21.79,124.00,w ext,5.87,88.31
426,85.00,22.15,23.51,208.00,w ext,4.12,85.65
427,85.20,26.30,21.32,232.00,s ext,4.69,86.83
428,85.40,31.10,17.48,316.00,s ext,6.15,89.69
429,85.60,35.86,13.70,360.00,s ext,6.08,92.81
430,85.80,41.38,9.32,320.00,s ext,7.04,96.78
431,86.00,47.74,5.34,312.00,s ext,7.50,100.65
432,86.20,54.31,4.36,292.00,s ext,6.65,101.86
433,86.40,60.02,3.85,272.00,s ext,5.74,102.91
434,86.60,65.66,3.14,244.00,s ext,5.68,104.45
435,86.80,72.10,3.50,260.00,s ext,6.45,105.35
436,87.00,79.22,3.74,308.00,s ext,7.12,106.89
437,87.20,84.64,3.17,296.00,s ext,5.45,109.07
438,87.40,91.55,3.54,248.00,s ext,6.92,111.15
439,87.60,97.59,4.29,208.00,s ext,6.09,112.91
440,87.80,102.80,5.55,212.00,s ext,5.36,114.11
441,88.00,108.63,5.50,288.00,s ext,5.83,117.00
442,88.20,113.65,7.94,292.00,s ext,5.58,117.58
443,88.40,119.28,8.98,324.00,s ext,5.73,119.85
444,88.60,125.49,11.29,312.00,s ext,6.63,121.62
445,88.80,130.93,13.36,344.00,s ext,5.81,123.40
446,89.00,136.30,15.11,380.00,s ext,5.65,125.64
447,89.20,141.00,15.93,312.00,s ext,4.76,128.25
448,89.40,146.34,17.18,300.00,s ext,5.49,131.17
449,89.60,149.02,17.72,256.00,s ext,2.74,132.74
450,89.80,150.37,17.98,212.00,e ext,1.37,133.55
