Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00013.trk
Object,0
Samples,450
rat,103,
trial,1,
date,2007-12-15 11:52:43.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,114.97,195.28,264.00,n ext,-,99.55
2,0.20,117.21,191.30,292.00,n ext,4.57,98.01
3,0.40,118.65,188.08,288.00,north,3.52,96.64
4,0.60,120.01,184.01,356.00,north,4.30,94.73
5,0.80,122.12,179.34,348.00,north,5.12,93.15
6,1.00,124.20,174.76,388.00,north,5.04,91.85
7,1.20,126.34,171.11,404.00,north,4.23,91.38
8,1.40,130.02,167.12,480.00,north,5.43,92.23
9,1.60,133.60,162.30,464.00,north,6.00,92.73
10,1.80,138.03,158.60,440.00,north,5.77,94.87
11,2.00,142.43,154.88,484.00,north,5.76,97.27
12,2.20,148.36,150.71,452.00,east,7.25,101.21
13,2.40,154.37,147.28,460.00,east,6.91,105.80
14,2.60,160.60,145.54,456.00,east,6.47,111.30
15,2.80,168.59,144.17,428.00,east,8.10,118.68
16,3.00,174.94,142.14,432.00,east,6.67,124.41
17,3.20,182.23,140.13,412.00,e ext,7.56,131.13
18,3.40,187.98,138.51,392.00,e ext,5.98,136.47
19,3.60,191.98,136.28,352.00,e ext,4.58,140.02
20,3.80,194.53,135.79,324.00,e ext,2.60,142.47
21,4.00,195.08,133.70,332.00,e ext,2.16,142.71
22,4.20,195.08,133.70,292.00,e ext,0.00,142.71
23,4.40,195.08,133.70,364.00,e ext,0.00,142.71
24,4.60,195.44,136.00,356.00,e ext,2.33,143.40
25,4.80,195.45,141.53,368.00,e ext,5.53,144.37
26,5.00,193.43,145.35,344.00,e ext,4.32,143.16
27,5.20,193.10,153.92,352.00,e ext,8.57,144.85
28,5.40,192.60,161.27,352.00,e ext,7.37,146.48
29,5.60,193.09,168.99,324.00,e ext,7.73,149.51
30,5.80,194.60,177.21,296.00,e ext,8.36,154.02
31,6.00,194.74,182.69,240.00,e ext,5.48,156.40
32,6.20,193.90,187.66,216.00,e ext,5.05,157.84
33,6.40,190.82,190.35,296.00,e ext,4.08,156.37
34,6.60,187.97,194.12,312.00,e ext,4.73,155.73
35,6.80,183.33,197.86,244.00,e ext,5.96,153.70
36,7.00,179.66,202.02,232.00,n ext,5.55,152.86
37,7.20,175.96,206.10,112.00,n ext,5.50,152.10
38,7.40,174.39,207.25,92.00,n ext,1.95,151.49
39,7.60,171.24,209.54,104.00,n ext,3.89,150.34
40,7.80,168.49,208.98,244.00,n ext,2.81,147.81
41,8.00,164.17,209.59,220.00,n ext,4.36,144.81
42,8.20,157.30,210.86,248.00,n ext,6.98,140.38
43,8.40,150.29,211.18,244.00,n ext,7.02,135.41
44,8.60,144.12,211.10,240.00,n ext,6.17,130.92
45,8.80,136.93,209.77,196.00,n ext,7.31,124.95
46,9.00,-,-,-,-,-,-
47,9.20,130.63,208.11,88.00,n ext,-,119.48
48,9.40,-,-,-,-,-,-
49,9.60,127.02,206.71,68.00,n ext,-,116.06
50,9.80,120.94,206.53,72.00,n ext,6.08,112.05
51,10.00,116.52,205.16,92.00,n ext,4.63,108.26
52,10.20,108.63,202.16,148.00,n ext,8.43,101.12
53,10.40,100.93,199.77,120.00,n ext,8.07,94.77
54,10.60,95.85,197.26,132.00,n ext,5.66,89.95
55,10.80,91.68,195.09,260.00,n ext,4.70,85.96
56,11.00,85.15,191.31,288.00,n ext,7.55,79.53
57,11.20,77.98,188.97,304.00,n ext,7.54,74.39
58,11.40,70.20,186.41,312.00,n ext,8.20,69.29
59,11.60,64.06,184.98,328.00,n ext,6.30,66.17
60,11.80,57.95,184.78,316.00,n ext,6.12,64.69
61,12.00,52.59,185.54,268.00,n ext,5.41,64.77
62,12.20,47.23,186.57,212.00,n ext,5.45,65.42
63,12.40,44.25,185.97,204.00,n ext,3.04,64.81
64,12.60,36.74,185.66,96.00,w ext,7.52,65.03
65,12.80,35.43,182.69,184.00,w ext,3.25,62.23
66,13.00,34.16,178.82,260.00,w ext,4.08,58.58
67,13.20,32.28,172.56,292.00,w ext,6.54,52.77
68,13.40,29.61,165.69,360.00,w ext,7.37,46.80
69,13.60,28.47,157.25,388.00,w ext,8.52,39.23
70,13.80,25.69,148.36,400.00,west,9.31,32.61
71,14.00,21.14,139.63,420.00,west,9.85,28.31
72,14.20,17.14,132.12,404.00,w ext,8.50,26.83
73,14.40,12.10,125.31,428.00,w ext,8.47,28.41
74,14.60,7.71,118.91,368.00,w ext,7.76,31.41
75,14.80,3.08,111.03,336.00,w ext,9.14,35.85
76,15.00,1.97,105.77,320.00,w ext,5.38,37.64
77,15.20,0.64,97.17,296.00,w ext,8.70,41.06
78,15.40,1.10,89.62,296.00,w ext,7.57,43.80
79,15.60,1.51,82.08,300.00,w ext,7.55,47.40
80,15.80,2.03,76.74,336.00,w ext,5.36,50.18
81,16.00,3.19,68.31,260.00,w ext,8.51,55.07
82,16.20,3.45,60.80,292.00,w ext,7.51,60.56
83,16.40,5.44,52.72,328.00,w ext,8.32,65.87
84,16.60,8.22,43.99,340.00,w ext,9.17,71.76
85,16.80,11.06,36.53,336.00,w ext,7.98,77.09
86,17.00,14.82,29.63,356.00,w ext,7.86,82.02
87,17.20,19.60,24.42,328.00,w ext,7.07,85.45
88,17.40,23.41,18.94,324.00,s ext,6.68,89.80
89,17.60,28.24,15.09,288.00,s ext,6.18,92.54
90,17.80,33.26,13.46,364.00,s ext,5.28,93.36
91,18.00,38.81,9.08,312.00,s ext,7.06,97.16
92,18.20,41.28,8.27,244.00,s ext,2.60,97.84
93,18.40,45.40,7.23,212.00,s ext,4.25,98.77
94,18.60,48.80,7.83,240.00,s ext,3.46,98.17
95,18.80,51.40,9.00,252.00,s ext,2.85,97.07
96,19.00,54.49,6.42,204.00,s ext,4.02,99.82
97,19.20,57.81,6.86,216.00,s ext,3.35,99.67
98,19.40,61.02,6.22,200.00,s ext,3.28,100.69
99,19.60,65.87,6.16,260.00,s ext,4.85,101.52
100,19.80,72.34,7.46,316.00,s ext,6.60,101.54
101,20.00,78.67,8.40,348.00,s ext,6.40,102.26
102,20.20,85.69,10.09,328.00,s ext,7.22,102.91
103,20.40,91.73,9.28,368.00,s ext,6.09,105.93
104,20.60,97.66,7.16,332.00,s ext,6.30,110.35
105,20.80,102.08,6.48,276.00,s ext,4.47,112.96
106,21.00,105.01,6.53,280.00,s ext,2.93,114.31
107,21.20,112.93,5.19,184.00,s ext,8.04,119.51
108,21.40,115.77,7.67,304.00,s ext,3.78,118.98
109,21.60,121.36,10.42,340.00,s ext,6.23,119.86
110,21.80,126.81,15.52,368.00,s ext,7.46,119.12
111,22.00,132.19,19.31,400.00,s ext,6.58,119.76
112,22.20,138.88,22.29,376.00,s ext,7.32,122.26
113,22.40,144.23,24.60,392.00,s ext,5.83,124.55
114,22.60,150.97,27.05,376.00,e ext,7.17,128.05
115,22.80,155.74,31.32,368.00,e ext,6.41,129.20
116,23.00,159.96,36.94,340.00,e ext,7.02,129.43
117,23.20,162.92,44.27,360.00,e ext,7.91,127.97
118,23.40,164.63,53.24,360.00,e ext,9.13,125.08
119,23.60,164.24,61.96,356.00,east,8.73,120.98
120,23.80,163.96,71.45,408.00,east,9.49,117.24
121,24.00,163.07,81.81,464.00,east,10.40,113.34
122,24.20,163.08,92.80,456.00,east,10.99,111.05
123,24.40,163.99,103.74,476.00,east,10.98,110.56
124,24.60,163.56,115.53,460.00,east,11.80,109.82
125,24.80,161.51,126.04,428.00,east,10.71,108.44
126,25.00,159.38,135.40,452.00,east,9.60,107.79
127,25.20,155.70,145.04,436.00,east,10.31,106.44
128,25.40,152.73,153.78,436.00,east,9.23,106.38
129,25.60,150.57,162.71,456.00,north,9.19,107.93
130,25.80,149.26,172.00,436.00,north,9.38,111.15
131,26.00,147.85,180.46,392.00,north,8.59,114.44
132,26.20,146.30,188.09,360.00,n ext,7.78,117.51
133,26.40,143.84,195.44,308.00,n ext,7.76,120.13
134,26.60,141.21,201.91,252.00,n ext,6.98,122.44
135,26.80,140.13,207.26,196.00,n ext,5.46,125.38
136,27.00,135.21,210.00,156.00,n ext,5.64,123.95
137,27.20,-,-,-,-,-,-
138,27.40,-,-,-,-,-,-
139,27.60,-,-,-,-,-,-
140,27.80,-,-,-,-,-,-
141,28.00,-,-,-,-,-,-
142,28.20,81.09,197.77,196.00,n ext,-,83.71
143,28.40,73.89,195.64,236.00,n ext,7.51,79.21
144,28.60,66.12,191.54,240.00,n ext,8.78,73.04
