Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00050.trk
Object,0
Samples,32
rat,98,
trial,2,
date,2007-12-15 13:41:55.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,163.73,66.81,340.00,344.00,east,-,118.64
2,0.20,161.21,75.68,340.00,368.00,east,9.21,113.27
3,0.40,159.35,82.29,368.00,332.00,east,6.87,109.62
4,0.60,156.07,89.66,412.00,380.00,east,8.07,104.74
5,0.80,153.47,95.80,416.00,404.00,platform reversal,6.67,101.07
6,1.00,150.94,102.55,468.00,452.00,platform reversal,7.21,97.66
7,1.20,146.78,107.33,484.00,440.00,platform reversal,6.34,93.15
8,1.40,141.87,111.81,496.00,484.00,east,6.65,88.10
9,1.60,134.68,115.07,492.00,548.00,east,7.89,80.94
10,1.80,128.17,116.72,476.00,472.00,east,6.71,74.47
11,2.00,119.54,118.85,532.00,608.00,east,8.89,65.98
12,2.20,113.09,120.44,592.00,588.00,north,6.65,59.70
13,2.40,105.93,122.73,608.00,632.00,north,7.51,52.92
14,2.60,98.76,125.82,584.00,568.00,north,7.81,46.50
15,2.80,91.55,129.07,572.00,596.00,north,7.91,40.43
16,3.00,85.75,131.14,532.00,560.00,north,6.16,35.83
17,3.20,78.50,132.03,544.00,564.00,north,7.30,29.92
18,3.40,71.29,131.02,504.00,584.00,west,7.28,23.30
19,3.60,65.52,129.32,468.00,476.00,west,6.01,17.63
20,3.80,60.46,127.60,452.00,392.00,west,5.35,12.72
21,4.00,55.39,124.38,456.00,468.00,west,6.01,6.97
22,4.20,51.00,121.00,456.00,400.00,west,5.54,1.65
23,4.40,48.77,119.66,440.00,304.00,platform,2.60,0.00
24,4.60,48.03,118.94,376.00,136.00,platform,1.03,0.00
25,4.80,48.03,118.94,400.00,120.00,platform,0.00,0.00
26,5.00,47.28,118.22,396.00,92.00,platform,1.04,0.00
27,5.20,46.53,117.49,416.00,212.00,platform,1.04,0.00
28,5.40,45.78,116.76,424.00,104.00,platform,1.05,0.00
29,5.60,46.54,116.70,396.00,92.00,platform,0.76,0.00
30,5.80,46.54,116.70,404.00,120.00,platform,0.00,0.00
31,6.00,46.55,115.91,364.00,120.00,platform,0.79,0.00
32,6.20,47.32,115.86,384.00,180.00,platform,0.76,0.00
