Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00058.trk
Object,0
Samples,54
rat,99,
trial,2,
date,2007-12-15 13:59:24.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,170.64,35.78,128.00,188.00,e ext,-,139.01
2,0.20,170.04,40.16,316.00,292.00,e ext,4.42,136.19
3,0.40,170.32,48.15,336.00,324.00,e ext,7.99,132.48
4,0.60,169.14,55.58,336.00,368.00,e ext,7.53,128.09
5,0.80,166.39,60.37,356.00,356.00,e ext,5.53,123.59
6,1.00,162.83,63.29,344.00,308.00,east,4.60,119.16
7,1.20,158.49,64.43,392.00,344.00,east,4.48,114.73
8,1.40,154.21,65.48,396.00,380.00,east,4.42,110.38
9,1.60,149.21,64.91,428.00,416.00,east,5.03,106.08
10,1.80,147.07,63.71,424.00,356.00,east,2.46,104.69
11,2.00,144.25,61.84,468.00,348.00,east,3.39,103.04
12,2.20,143.52,59.52,416.00,276.00,east,2.44,103.52
13,2.40,142.13,58.20,428.00,276.00,east,1.92,102.97
14,2.60,141.41,55.06,424.00,452.00,east,3.22,104.00
15,2.80,140.72,53.58,404.00,220.00,east,1.64,104.22
16,3.00,137.98,50.98,428.00,376.00,east,3.77,103.36
17,3.20,135.27,49.20,472.00,276.00,east,3.25,102.12
18,3.40,129.85,48.83,500.00,428.00,south,5.43,97.98
19,3.60,124.44,46.67,548.00,464.00,south,5.82,95.12
20,3.80,117.66,43.69,596.00,608.00,south,7.41,92.11
21,4.00,111.49,40.28,548.00,624.00,south,7.05,90.32
22,4.20,105.21,33.99,544.00,612.00,south,8.89,91.29
23,4.40,100.19,28.02,568.00,592.00,south,7.81,93.41
24,4.60,97.22,22.63,508.00,436.00,south,6.15,96.46
25,4.80,95.67,18.05,436.00,360.00,s ext,4.84,99.74
26,5.00,91.84,13.03,388.00,408.00,s ext,6.32,102.56
27,5.20,88.02,11.48,388.00,336.00,s ext,4.12,102.47
28,5.40,82.67,11.30,412.00,384.00,s ext,5.35,100.74
29,5.60,77.38,13.70,440.00,380.00,s ext,5.81,96.81
30,5.80,72.94,17.99,492.00,412.00,s ext,6.18,91.47
31,6.00,68.48,22.12,536.00,428.00,south,6.08,86.39
32,6.20,64.06,27.04,552.00,512.00,south,6.62,80.67
33,6.40,58.81,31.60,440.00,472.00,south,6.95,75.25
34,6.60,54.40,37.28,448.00,424.00,south,7.19,69.06
35,6.80,51.36,39.85,440.00,344.00,south,3.97,66.25
36,7.00,48.38,43.34,420.00,348.00,south,4.59,62.65
37,7.20,47.03,47.37,400.00,364.00,south,4.25,58.62
38,7.40,45.73,52.29,404.00,292.00,west,5.09,53.72
39,7.60,44.56,59.85,488.00,396.00,west,7.65,46.17
40,7.80,44.96,67.69,456.00,424.00,west,7.85,38.33
41,8.00,44.52,76.07,492.00,436.00,west,8.40,29.96
42,8.20,44.00,84.36,492.00,472.00,west,8.30,21.71
43,8.40,43.42,93.40,496.00,516.00,west,9.06,12.78
44,8.60,42.75,102.39,520.00,520.00,west,9.02,4.14
45,8.80,41.21,108.14,536.00,448.00,platform,5.95,0.00
46,9.00,41.21,112.24,436.00,412.00,platform,4.10,0.00
47,9.20,42.74,114.58,464.00,244.00,platform,2.80,0.00
48,9.40,44.27,115.28,472.00,240.00,platform,1.68,0.00
49,9.60,44.26,116.08,500.00,116.00,platform,0.80,0.00
50,9.80,44.26,116.08,488.00,148.00,platform,0.00,0.00
51,10.00,43.48,116.95,532.00,220.00,platform,1.16,0.00
52,10.20,44.25,116.89,532.00,208.00,platform,0.77,0.00
53,10.40,44.25,116.89,524.00,96.00,platform,0.00,0.00
54,10.60,44.27,115.28,428.00,152.00,platform,1.60,0.00
