Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00039.trk
Object,0
Samples,154
rat,118,
trial,3,
date,2007-12-15 12:58:16.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,191.80,171.64,184.00,216.00,e ext,-,149.28
2,0.20,188.17,171.11,264.00,256.00,e ext,3.67,145.71
3,0.40,185.32,169.88,300.00,316.00,e ext,3.10,142.61
4,0.60,179.53,166.43,336.00,324.00,e ext,6.74,135.95
5,0.80,174.05,164.21,400.00,248.00,e ext,5.92,130.03
6,1.00,169.70,163.46,392.00,280.00,east,4.41,125.73
7,1.20,164.53,162.41,400.00,312.00,east,5.28,120.54
8,1.40,162.03,162.40,420.00,324.00,east,2.49,118.24
9,1.60,159.81,164.31,436.00,304.00,east,2.93,116.99
10,1.80,156.72,165.87,416.00,356.00,north,3.46,114.84
11,2.00,153.87,169.29,404.00,348.00,north,4.45,113.86
12,2.20,151.01,172.68,416.00,316.00,north,4.44,113.00
13,2.40,148.24,176.99,420.00,356.00,north,5.12,112.89
14,2.60,145.21,179.39,392.00,300.00,north,3.86,111.64
15,2.80,141.30,181.45,424.00,392.00,north,4.42,109.56
16,3.00,135.44,181.03,444.00,364.00,north,5.87,104.58
17,3.20,128.86,181.41,420.00,400.00,north,6.59,99.64
18,3.40,122.25,181.13,428.00,392.00,north,6.61,94.44
19,3.60,115.76,182.01,436.00,416.00,north,6.55,90.30
20,3.80,109.25,182.30,444.00,400.00,north,6.52,85.99
21,4.00,101.97,182.80,404.00,424.00,north,7.30,81.67
22,4.20,93.93,182.81,432.00,484.00,north,8.05,76.82
23,4.40,85.96,181.69,416.00,440.00,north,8.04,71.50
24,4.60,78.91,180.26,380.00,404.00,north,7.19,66.86
25,4.80,73.46,180.80,340.00,368.00,north,5.48,65.11
26,5.00,68.84,180.63,356.00,312.00,north,4.63,63.37
27,5.20,62.05,178.62,352.00,428.00,north,7.08,59.52
28,5.40,57.66,175.52,372.00,356.00,north,5.37,55.53
29,5.60,51.92,170.50,396.00,424.00,north,7.63,49.74
30,5.80,47.74,165.16,404.00,408.00,west,6.78,44.05
31,6.00,43.58,159.02,424.00,436.00,west,7.42,37.89
32,6.20,39.37,152.83,464.00,488.00,west,7.49,32.11
33,6.40,35.07,146.49,468.00,492.00,west,7.66,26.84
34,6.60,30.65,139.91,464.00,492.00,west,7.92,22.82
35,6.80,27.64,133.58,496.00,440.00,west,7.01,19.44
36,7.00,23.70,127.14,504.00,448.00,west,7.54,18.60
37,7.20,19.59,119.42,464.00,456.00,west,8.75,19.80
38,7.40,16.99,113.02,444.00,388.00,west,6.90,21.88
