Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00024.trk
Object,0
Samples,450
rat,106,
trial,4,
date,2007-12-14 11:29:03.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,168.28,80.13,384.00,620.00,east,118.81
2,0.20,163.22,71.60,392.00,536.00,east,116.49
3,0.40,158.46,63.53,376.00,536.00,east,115.06
4,0.60,151.84,56.45,396.00,548.00,east,112.29
5,0.80,145.51,50.54,340.00,552.00,east,109.88
6,1.00,139.35,46.44,396.00,496.00,east,107.05
7,1.20,132.59,43.29,424.00,516.00,south,103.55
8,1.40,125.17,40.87,424.00,544.00,south,99.50
9,1.60,117.70,37.20,476.00,548.00,south,96.79
10,1.80,110.81,34.60,500.00,544.00,south,94.22
11,2.00,103.78,30.65,592.00,612.00,south,93.21
12,2.20,97.29,26.99,564.00,532.00,south,92.74
13,2.40,89.87,22.69,648.00,620.00,south,92.98
14,2.60,82.94,17.83,548.00,572.00,s ext,94.70
15,2.80,75.76,12.31,396.00,552.00,s ext,97.69
16,3.00,68.27,6.06,272.00,412.00,s ext,102.06
17,3.20,64.14,4.52,208.00,264.00,s ext,102.84
18,3.40,60.95,5.21,188.00,244.00,s ext,101.68
19,3.60,57.81,6.86,256.00,204.00,s ext,99.67
20,3.80,54.83,10.48,280.00,240.00,s ext,95.79
21,4.00,51.84,14.06,288.00,272.00,s ext,92.03
22,4.20,49.10,20.58,280.00,352.00,s ext,85.42
23,4.40,47.19,27.37,280.00,320.00,s ext,78.61
24,4.60,45.34,35.04,304.00,360.00,south,70.97
25,4.80,44.29,42.91,288.00,368.00,south,63.12
26,5.00,42.36,50.42,336.00,376.00,west,55.68
27,5.20,40.40,57.91,336.00,432.00,west,48.37
28,5.40,37.56,65.22,336.00,424.00,west,41.55
29,5.60,34.69,72.65,396.00,444.00,west,34.95
30,5.80,31.68,78.41,380.00,416.00,west,30.44
31,6.00,28.67,85.26,384.00,380.00,west,25.89
32,6.20,28.15,93.37,388.00,372.00,west,19.72
33,6.40,27.55,101.48,400.00,364.00,west,15.03
34,6.60,29.32,109.48,416.00,392.00,west,10.08
35,6.80,30.97,117.26,432.00,440.00,west,8.25
36,7.00,33.29,125.60,408.00,496.00,west,9.82
37,7.20,35.45,134.55,420.00,460.00,west,15.75
38,7.40,37.54,141.64,416.00,436.00,west,21.48
39,7.60,38.75,149.67,396.00,452.00,west,29.07
40,7.80,39.25,155.37,352.00,372.00,west,34.65
41,8.00,40.44,161.70,316.00,364.00,west,40.82
42,8.20,41.64,167.18,280.00,316.00,west,46.16
43,8.40,45.16,171.01,240.00,296.00,west,49.83
44,8.60,49.54,172.90,228.00,252.00,north,51.90
45,8.80,54.02,173.20,252.00,280.00,north,52.66
46,9.00,60.15,170.77,288.00,332.00,north,51.44
47,9.20,67.04,167.75,336.00,408.00,north,50.62
48,9.40,73.17,164.48,348.00,444.00,north,50.20
49,9.60,79.27,161.57,340.00,448.00,north,51.02
50,9.80,86.11,158.21,376.00,460.00,north,52.61
51,10.00,92.16,155.98,420.00,468.00,north,55.25
52,10.20,99.69,152.61,404.00,520.00,north,58.95
53,10.40,107.95,149.70,376.00,580.00,north,64.25
54,10.60,115.50,148.53,348.00,532.00,north,70.23
55,10.80,123.19,149.20,348.00,488.00,north,77.40
56,11.00,131.85,151.16,356.00,480.00,north,86.08
57,11.20,139.89,153.30,392.00,500.00,north,94.31
58,11.40,146.56,156.15,408.00,408.00,north,101.56
59,11.60,154.99,158.94,364.00,452.00,east,110.41
60,11.80,162.63,160.78,328.00,404.00,east,118.17
61,12.00,167.62,160.77,312.00,320.00,east,122.80
62,12.20,172.35,158.71,296.00,312.00,east,126.49
63,12.40,175.29,155.90,316.00,260.00,east,128.36
64,12.60,178.07,151.93,324.00,280.00,e ext,129.85
65,12.80,180.11,148.61,312.00,260.00,e ext,130.93
66,13.00,182.30,146.25,280.00,256.00,e ext,132.50
67,13.20,184.50,143.83,304.00,224.00,e ext,134.11
68,13.40,186.69,141.33,276.00,196.00,e ext,135.74
69,13.60,186.92,137.20,292.00,216.00,e ext,135.19
70,13.80,187.32,134.14,284.00,200.00,e ext,135.09
71,14.00,187.56,129.97,272.00,196.00,e ext,134.77
72,14.20,185.91,124.40,264.00,216.00,e ext,132.58
73,14.40,184.32,118.94,292.00,228.00,e ext,130.67
74,14.60,182.92,114.62,272.00,212.00,e ext,129.17
75,14.80,180.02,111.29,280.00,240.00,e ext,126.25
76,15.00,176.96,106.07,328.00,280.00,east,123.35
77,15.20,173.40,103.01,304.00,272.00,east,119.99
78,15.40,169.93,100.08,308.00,252.00,east,116.80
79,15.60,165.68,96.38,272.00,300.00,east,113.05
80,15.80,162.46,94.65,296.00,248.00,east,110.13
81,16.00,159.29,92.99,372.00,284.00,east,107.29
82,16.20,154.69,91.48,412.00,352.00,east,103.04
83,16.40,149.45,90.09,400.00,380.00,east,98.17
84,16.60,144.99,87.91,396.00,380.00,east,94.31
85,16.80,139.93,86.66,424.00,436.00,east,89.73
86,17.00,134.22,84.73,492.00,476.00,east,84.81
87,17.20,128.59,82.11,480.00,516.00,east,80.35
88,17.40,122.34,78.84,508.00,532.00,east,75.84
89,17.60,115.47,74.87,536.00,628.00,south,71.55
90,17.80,109.32,70.06,600.00,648.00,south,68.92
91,18.00,102.44,64.33,620.00,708.00,south,66.92
92,18.20,95.46,58.19,640.00,724.00,south,66.29
93,18.40,88.99,50.78,648.00,760.00,south,68.25
94,18.60,83.75,42.92,664.00,688.00,south,72.18
95,18.80,77.52,34.24,672.00,720.00,south,77.44
96,19.00,72.58,26.03,672.00,664.00,south,83.62
97,19.20,68.37,20.26,548.00,524.00,s ext,88.18
98,19.40,60.42,8.90,272.00,572.00,s ext,97.95
99,19.60,54.40,5.39,228.00,276.00,s ext,100.84
100,19.80,52.00,6.30,196.00,216.00,s ext,99.79
101,20.00,49.77,9.25,184.00,284.00,s ext,96.76
102,20.20,49.27,12.95,220.00,276.00,s ext,93.05
103,20.40,47.21,17.87,284.00,352.00,s ext,88.11
