Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00060.trk
Object,0
Samples,450
rat,99,
trial,4,
date,2007-12-15 14:02:25.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,100.68,11.11,332.00,372.00,s ext,-,108.22
2,0.20,105.81,14.87,456.00,420.00,s ext,6.36,107.53
3,0.40,110.82,20.04,464.00,440.00,s ext,7.20,105.94
4,0.60,115.71,25.67,472.00,480.00,south,7.45,104.26
5,0.80,119.12,31.16,412.00,444.00,south,6.46,102.21
6,1.00,121.81,36.56,428.00,392.00,south,6.03,100.09
7,1.20,123.80,41.94,416.00,396.00,south,5.74,97.77
8,1.40,125.10,48.95,476.00,420.00,south,7.12,94.17
9,1.60,126.43,55.03,536.00,436.00,south,6.23,91.54
10,1.80,127.77,61.81,536.00,472.00,south,6.91,88.87
11,2.00,129.15,69.27,540.00,500.00,east,7.60,86.22
12,2.20,130.60,77.45,572.00,560.00,east,8.30,83.96
13,2.40,130.72,84.96,572.00,592.00,east,7.51,81.41
14,2.60,129.52,93.92,528.00,572.00,east,9.04,77.89
15,2.80,127.60,101.26,592.00,528.00,east,7.59,74.66
16,3.00,125.71,109.20,600.00,616.00,east,8.16,72.01
17,3.20,123.10,116.99,552.00,584.00,east,8.22,69.42
18,3.40,121.18,124.07,524.00,492.00,east,7.33,68.19
19,3.60,118.48,130.31,580.00,504.00,north,6.80,66.73
20,3.80,115.79,137.31,548.00,544.00,north,7.50,66.03
21,4.00,112.27,143.51,528.00,516.00,north,7.13,65.10
22,4.20,109.50,150.67,508.00,540.00,north,7.68,66.08
23,4.40,106.70,158.78,488.00,516.00,north,8.58,68.24
24,4.60,103.79,164.72,468.00,444.00,north,6.62,69.73
25,4.80,100.80,170.02,456.00,404.00,north,6.08,71.25
26,5.00,97.78,175.49,428.00,356.00,north,6.25,73.34
27,5.20,93.89,180.23,352.00,356.00,north,6.13,74.72
28,5.40,89.93,182.60,332.00,332.00,north,4.61,74.39
29,5.60,85.17,183.41,324.00,288.00,north,4.83,72.59
30,5.80,78.89,181.96,356.00,344.00,north,6.45,68.37
31,6.00,71.94,180.15,380.00,384.00,north,7.18,63.95
32,6.20,65.92,176.96,356.00,384.00,north,6.81,59.00
33,6.40,60.07,172.43,352.00,388.00,north,7.40,53.03
34,6.60,55.85,166.94,408.00,408.00,north,6.92,46.77
35,6.80,52.49,159.74,416.00,488.00,west,7.95,39.12
36,7.00,52.10,152.67,420.00,444.00,west,7.09,32.06
37,7.20,52.49,143.95,424.00,492.00,west,8.73,23.56
38,7.40,53.48,137.58,428.00,412.00,west,6.45,17.72
39,7.60,55.24,129.69,480.00,476.00,west,8.08,11.12
40,7.80,58.43,121.12,420.00,500.00,west,9.15,7.14
41,8.00,60.79,114.32,456.00,468.00,west,7.19,7.05
42,8.20,63.83,107.66,520.00,520.00,west,7.32,10.79
43,8.40,68.28,101.91,492.00,508.00,west,7.27,17.16
44,8.60,74.11,97.80,500.00,512.00,west,7.13,24.28
45,8.80,79.15,95.18,548.00,440.00,west,5.68,29.95
46,9.00,84.86,91.94,584.00,524.00,west,6.56,36.51
47,9.20,90.52,88.72,608.00,536.00,south,6.51,43.01
48,9.40,96.13,85.47,620.00,540.00,south,6.48,49.50
49,9.60,99.62,82.09,584.00,436.00,south,4.86,54.23
50,9.80,103.10,77.24,536.00,584.00,south,5.97,59.78
51,10.00,103.80,73.00,544.00,504.00,south,4.30,62.70
52,10.20,102.44,67.24,588.00,500.00,south,5.92,65.04
53,10.40,99.67,62.08,604.00,456.00,south,5.86,66.40
