Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00016.trk
Object,0
Samples,271
rat,103,
trial,4,
date,2007-12-15 12:00:19.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
31,6.00,170.10,93.38,456.00,east,6.90,117.87
32,6.20,174.60,99.08,436.00,east,7.27,121.56
33,6.40,177.77,106.10,392.00,east,7.71,124.16
34,6.60,178.94,109.19,336.00,e ext,3.30,125.21
35,6.80,180.27,113.35,268.00,e ext,4.36,126.50
36,7.00,180.78,117.47,264.00,e ext,4.16,127.08
37,7.20,180.46,121.50,280.00,e ext,4.04,126.94
38,7.40,178.59,126.23,352.00,east,5.09,125.44
39,7.60,177.70,132.02,372.00,east,5.86,125.27
40,7.80,175.09,137.31,448.00,east,5.90,123.58
41,8.00,172.90,145.43,404.00,east,8.40,123.17
42,8.20,170.86,154.35,428.00,east,9.15,123.66
43,8.40,169.70,163.46,376.00,east,9.19,125.73
44,8.60,168.57,172.56,352.00,e ext,9.17,128.43
45,8.80,168.21,181.07,332.00,n ext,8.52,132.10
46,9.00,167.88,189.68,316.00,n ext,8.62,136.28
47,9.20,167.41,197.33,272.00,n ext,7.66,140.07
48,9.40,165.79,203.44,212.00,n ext,6.32,142.31
49,9.60,164.95,209.02,132.00,n ext,5.64,145.06
50,9.80,161.00,211.87,84.00,n ext,4.88,143.84
51,10.00,157.64,213.06,100.00,n ext,3.56,142.10
52,10.20,153.79,210.99,156.00,n ext,4.37,137.86
53,10.40,148.25,209.15,160.00,n ext,5.84,132.53
54,10.60,140.54,203.54,232.00,n ext,9.53,123.08
55,10.80,132.29,199.12,272.00,n ext,9.37,114.08
56,11.00,124.17,194.32,312.00,n ext,9.43,104.97
57,11.20,116.30,190.15,308.00,n ext,8.91,96.54
58,11.40,107.82,186.40,336.00,north,9.27,88.15
59,11.60,102.03,184.55,308.00,north,6.08,83.08
60,11.80,97.93,182.30,244.00,north,4.68,78.81
61,12.00,93.90,181.09,264.00,north,4.20,75.41
62,12.20,90.71,180.06,256.00,north,3.35,72.72
63,12.40,87.54,177.46,284.00,north,4.10,68.78
64,12.60,84.44,174.15,360.00,north,4.54,64.31
65,12.80,80.62,171.03,348.00,north,4.94,59.62
66,13.00,77.62,168.01,360.00,north,4.25,55.48
67,13.20,73.98,162.81,408.00,north,6.35,49.15
68,13.40,70.40,157.79,424.00,north,6.16,43.02
69,13.60,67.62,152.80,416.00,north,5.71,37.30
70,13.80,64.92,146.38,456.00,west,6.97,30.40
71,14.00,62.26,139.26,472.00,west,7.60,22.98
72,14.20,59.58,132.16,448.00,west,7.59,15.69
73,14.40,58.33,124.84,496.00,west,7.42,9.28
74,14.60,55.55,117.59,404.00,west,7.77,2.81
75,14.80,54.88,113.10,384.00,west,4.54,1.12
76,15.00,54.93,109.31,316.00,west,3.79,1.92
77,15.20,54.20,107.04,288.00,west,2.38,2.56
78,15.40,52.71,104.76,288.00,west,2.73,3.27
79,15.60,53.48,102.46,280.00,west,2.43,5.56
80,15.80,53.48,100.15,336.00,west,2.31,7.48
81,16.00,53.47,97.06,416.00,west,3.09,10.18
82,16.20,52.68,93.14,428.00,west,4.00,13.64
83,16.40,52.64,89.22,404.00,west,3.92,17.45
84,16.60,51.82,85.99,388.00,west,3.33,20.48
85,16.80,50.98,82.71,400.00,west,3.39,23.55
86,17.00,49.32,78.45,408.00,west,4.57,27.60
87,17.20,46.81,73.94,456.00,west,5.16,32.05
88,17.40,44.23,69.25,432.00,west,5.35,36.79
89,17.60,40.76,64.18,420.00,west,6.14,42.10
90,17.80,37.24,59.77,408.00,west,5.65,46.97
91,18.00,31.76,52.73,420.00,west,8.92,55.00
92,18.20,27.97,47.73,396.00,west,6.27,60.75
93,18.40,24.06,42.47,388.00,w ext,6.55,66.88
94,18.60,21.05,38.35,372.00,w ext,5.10,71.72
95,18.80,18.90,34.45,292.00,w ext,4.46,76.11
96,19.00,18.44,30.14,276.00,w ext,4.33,80.34
97,19.20,20.99,29.17,296.00,w ext,2.73,80.50
98,19.40,27.38,31.85,320.00,w ext,6.93,76.33
99,19.60,32.73,34.01,360.00,w ext,5.77,73.12
100,19.80,40.62,37.95,372.00,south,8.82,68.23
101,20.00,47.43,41.24,340.00,south,7.56,64.74
102,20.20,53.98,43.33,388.00,south,6.88,63.00
103,20.40,59.59,44.97,376.00,south,5.84,62.22
104,20.60,65.83,45.77,428.00,south,6.29,62.79
105,20.80,71.91,45.55,496.00,south,6.09,64.86
106,21.00,77.89,45.15,488.00,south,6.00,67.55
107,21.20,83.05,44.43,508.00,south,5.21,70.52
108,21.40,88.16,44.35,492.00,south,5.11,73.17
109,21.60,92.50,44.82,528.00,south,4.36,75.16
110,21.80,96.79,45.93,516.00,south,4.44,76.69
111,22.00,98.92,46.82,420.00,south,2.31,77.26
112,22.20,101.04,47.67,440.00,south,2.28,77.91
113,22.40,103.15,50.03,436.00,south,3.16,77.49
114,22.60,105.23,54.63,452.00,south,5.04,75.59
115,22.80,107.29,59.86,552.00,south,5.62,73.52
116,23.00,108.64,66.46,556.00,south,6.74,70.44
117,23.20,110.69,71.47,532.00,south,5.41,69.29
118,23.40,112.73,75.70,500.00,south,4.70,68.76
119,23.60,114.10,77.80,500.00,south,2.50,68.93
120,23.80,116.16,79.86,520.00,east,2.92,69.82
121,24.00,118.22,80.50,452.00,east,2.16,71.41
122,24.20,118.91,81.19,480.00,east,0.97,71.75
123,24.40,120.29,81.84,448.00,east,1.53,72.75
124,24.60,120.98,81.81,392.00,east,0.69,73.40
125,24.80,121.67,81.78,444.00,east,0.69,74.05
126,25.00,121.68,82.50,420.00,east,0.72,73.77
127,25.20,122.36,81.75,464.00,east,1.02,74.70
128,25.40,123.72,79.48,476.00,east,2.64,76.84
129,25.60,125.78,77.87,484.00,east,2.61,79.37
130,25.80,128.55,79.13,496.00,east,3.05,81.41
131,26.00,132.02,79.59,460.00,east,3.50,84.46
132,26.20,135.52,80.03,452.00,east,3.52,87.57
133,26.40,140.44,80.31,516.00,east,4.93,92.10
134,26.60,144.71,80.64,476.00,east,4.28,96.04
135,26.80,149.06,81.79,468.00,east,4.50,99.85
136,27.00,152.75,83.07,404.00,east,3.90,103.05
137,27.20,154.34,85.47,380.00,east,2.89,103.98
138,27.40,155.33,89.71,400.00,east,4.35,104.00
139,27.60,156.41,94.86,476.00,east,5.26,104.12
140,27.80,158.23,99.20,452.00,east,4.70,105.29
141,28.00,158.65,104.47,364.00,east,5.29,105.18
142,28.20,157.48,108.79,380.00,east,4.48,103.77
143,28.40,155.39,111.24,364.00,east,3.22,101.62
144,28.60,153.22,112.77,372.00,east,2.65,99.45
145,28.80,150.22,113.34,348.00,east,3.05,96.46
146,29.00,146.43,113.00,376.00,east,3.81,92.66
147,29.20,143.47,113.54,360.00,east,3.01,89.70
148,29.40,140.48,113.27,392.00,east,3.00,86.71
149,29.60,136.72,112.19,396.00,east,3.91,82.95
150,29.80,134.44,110.49,412.00,east,2.84,80.69
151,30.00,132.84,107.38,448.00,east,3.50,79.23
152,30.20,131.25,103.57,444.00,east,4.13,77.98
153,30.40,131.83,99.86,400.00,east,3.76,79.06
154,30.60,133.13,96.12,408.00,east,3.96,80.99
155,30.80,136.56,92.26,512.00,east,5.16,85.11
156,31.00,140.69,88.19,492.00,east,5.80,90.08
157,31.20,144.82,83.88,448.00,east,5.97,95.20
158,31.40,148.24,79.39,420.00,east,5.64,99.79
159,31.60,150.94,74.79,444.00,east,5.34,103.85
160,31.80,152.93,70.13,380.00,east,5.06,107.38
161,32.00,154.21,65.48,340.00,east,4.82,110.38
162,32.20,154.76,60.03,360.00,east,5.48,113.20
163,32.40,156.03,54.27,340.00,east,5.91,117.01
164,32.60,158.02,48.08,372.00,east,6.50,121.81
165,32.80,160.04,42.61,348.00,e ext,5.84,126.40
166,33.00,162.80,38.52,304.00,e ext,4.93,130.94
167,33.20,165.57,34.26,304.00,e ext,5.09,135.59
168,33.40,168.38,31.82,244.00,e ext,3.72,139.28
169,33.60,169.83,32.08,228.00,e ext,1.47,140.35
170,33.80,170.59,33.75,268.00,e ext,1.83,140.07
171,34.00,170.73,38.81,324.00,e ext,5.07,137.48
172,34.20,172.43,45.24,348.00,e ext,6.64,135.73
173,34.40,174.21,51.74,348.00,e ext,6.74,134.33
174,34.60,176.21,60.38,336.00,e ext,8.87,132.63
175,34.80,179.14,68.98,360.00,e ext,9.09,132.39
176,35.00,182.35,78.92,372.00,e ext,10.45,132.74
177,35.20,184.77,87.18,348.00,e ext,8.60,133.40
178,35.40,186.17,100.01,360.00,e ext,12.91,132.97
179,35.60,186.49,109.65,392.00,e ext,9.65,132.75
180,35.80,186.33,121.31,400.00,e ext,11.66,132.79
181,36.00,186.27,132.86,364.00,e ext,11.55,133.87
182,36.20,186.30,144.35,392.00,e ext,11.49,135.97
183,36.40,186.42,155.82,336.00,e ext,11.47,138.95
184,36.60,185.68,166.93,340.00,e ext,11.14,141.86
185,36.80,184.04,177.55,336.00,e ext,10.74,144.54
186,37.00,182.01,185.80,292.00,e ext,8.50,146.46
187,37.20,180.94,194.48,240.00,e ext,8.75,149.88
188,37.40,180.44,201.43,220.00,n ext,6.97,153.19
189,37.60,176.95,206.67,144.00,n ext,6.29,153.24
190,37.80,171.05,208.40,136.00,n ext,6.15,149.49
191,38.00,166.72,208.99,120.00,n ext,4.37,146.43
192,38.20,161.61,210.19,112.00,n ext,5.25,143.22
193,38.40,157.47,211.95,104.00,n ext,4.50,141.24
194,38.60,151.88,210.00,148.00,n ext,5.92,135.78
195,38.80,144.64,208.38,176.00,n ext,7.43,129.38
196,39.00,136.45,205.63,224.00,n ext,8.63,121.64
197,39.20,129.22,202.71,252.00,n ext,7.80,114.53
198,39.40,120.30,198.68,272.00,n ext,9.79,105.58
199,39.60,111.56,194.42,264.00,n ext,9.71,96.74
200,39.80,103.01,189.11,304.00,n ext,10.07,87.31
201,40.00,95.55,183.80,312.00,north,9.16,78.57
202,40.20,88.33,179.15,372.00,north,8.58,70.63
203,40.40,81.34,174.26,396.00,north,8.53,62.76
204,40.60,74.53,169.92,384.00,north,8.08,55.65
205,40.80,69.34,166.58,376.00,north,6.17,50.41
206,41.00,63.43,164.42,380.00,north,6.29,46.28
207,41.20,56.85,161.86,412.00,north,7.06,42.00
208,41.40,51.74,159.94,360.00,west,5.46,39.22
209,41.60,45.14,157.73,428.00,west,6.96,36.55
210,41.80,38.52,154.76,420.00,west,7.26,34.13
211,42.00,33.35,151.26,368.00,west,6.24,31.92
212,42.20,27.28,147.87,440.00,west,6.95,31.37
213,42.40,21.85,144.05,400.00,w ext,6.64,31.15
214,42.60,16.25,139.97,364.00,w ext,6.93,32.11
215,42.80,11.31,135.37,324.00,w ext,6.76,33.48
216,43.00,9.60,130.76,312.00,w ext,4.92,32.71
217,43.20,8.64,121.84,316.00,w ext,8.97,31.00
218,43.40,9.37,115.67,328.00,w ext,6.21,29.51
219,43.60,10.86,107.50,364.00,w ext,8.31,28.58
220,43.80,13.09,97.48,396.00,w ext,10.26,29.51
221,44.00,15.27,88.68,424.00,west,9.07,32.38
222,44.20,16.40,77.95,424.00,west,10.79,39.08
223,44.40,17.49,68.25,408.00,w ext,9.76,46.23
224,44.60,16.70,58.07,360.00,w ext,10.22,55.33
225,44.80,14.95,48.39,348.00,w ext,9.84,64.72
226,45.00,13.40,41.63,304.00,w ext,6.93,71.49
227,45.20,14.82,38.00,264.00,w ext,3.90,74.24
228,45.40,16.45,36.56,296.00,w ext,2.18,74.96
229,45.60,20.84,36.24,328.00,w ext,4.40,73.78
230,45.80,26.08,36.30,320.00,w ext,5.24,72.30
231,46.00,32.30,38.67,344.00,w ext,6.65,68.62
232,46.20,39.37,43.08,356.00,west,8.33,63.23
233,46.40,47.03,47.37,376.00,south,8.78,58.62
234,46.60,54.43,51.23,400.00,south,8.35,55.20
235,46.80,61.64,55.53,428.00,south,8.39,52.29
236,47.00,68.63,60.19,440.00,south,8.41,50.04
237,47.20,74.70,65.82,428.00,south,8.28,47.83
238,47.40,79.15,72.35,508.00,south,7.90,44.97
239,47.60,84.20,77.87,564.00,south,7.47,44.31
240,47.80,89.13,85.20,540.00,south,8.84,43.74
241,48.00,92.60,91.54,560.00,south,7.23,43.52
242,48.20,94.64,99.10,520.00,south,7.82,42.77
243,48.40,95.29,106.56,580.00,west,7.50,41.92
244,48.60,94.53,114.01,532.00,north,7.48,40.77
245,48.80,92.34,120.10,560.00,north,6.47,39.09
246,49.00,88.69,126.95,536.00,north,7.76,37.05
247,49.20,84.99,133.26,548.00,north,7.32,36.12
248,49.40,80.45,141.97,480.00,north,9.83,37.20
249,49.60,76.65,147.33,476.00,north,6.57,38.19
250,49.80,71.31,153.08,436.00,north,7.85,39.50
251,50.00,64.52,156.36,424.00,north,7.54,39.11
252,50.20,57.75,158.47,392.00,north,7.09,38.94
253,50.40,51.07,158.51,416.00,west,6.69,37.72
254,50.60,45.18,156.90,372.00,west,6.10,35.72
255,50.80,39.37,152.83,376.00,west,7.10,32.11
256,51.00,35.81,147.13,428.00,west,6.72,27.24
257,51.20,32.97,140.21,412.00,west,7.48,21.89
258,51.40,32.35,134.34,380.00,west,5.90,17.17
259,51.60,34.03,128.04,336.00,west,6.52,11.04
260,51.80,38.00,123.25,344.00,west,6.22,4.82
261,52.00,41.13,120.41,340.00,west,4.23,0.82
262,52.20,42.69,119.44,400.00,platform,1.83,0.00
263,52.40,42.71,117.82,404.00,platform,1.62,0.00
264,52.60,44.24,117.69,372.00,platform,1.54,0.00
265,52.80,44.26,116.08,428.00,platform,1.60,0.00
266,53.00,44.25,116.89,384.00,platform,0.80,0.00
267,53.20,44.25,116.89,384.00,platform,0.00,0.00
268,53.40,44.24,117.69,376.00,platform,0.80,0.00
269,53.60,44.24,117.69,368.00,platform,0.00,0.00
270,53.80,45.01,117.62,448.00,platform,0.77,0.00
271,54.00,45.76,118.35,452.00,platform,1.05,0.00
