Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00023.trk
Object,0
Samples,450
rat,106,
trial,3,
date,2007-12-14 11:26:03.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-
2,0.20,168.33,28.79,128.00,-,e ext,140.92
3,0.40,169.77,29.03,196.00,180.00,e ext,141.98
4,0.60,173.44,31.20,156.00,296.00,e ext,143.85
5,0.80,174.32,36.02,148.00,280.00,e ext,142.00
6,1.00,176.80,42.26,128.00,268.00,e ext,140.99
7,1.20,177.79,47.17,204.00,308.00,e ext,139.56
8,1.40,180.39,52.59,244.00,368.00,e ext,139.55
9,1.60,184.66,57.66,288.00,348.00,e ext,141.47
10,1.80,188.49,65.49,268.00,428.00,e ext,142.38
11,2.00,190.00,73.08,188.00,368.00,e ext,141.61
12,2.20,192.42,80.64,180.00,256.00,e ext,142.17
13,2.40,194.01,87.34,208.00,316.00,e ext,142.45
14,2.60,194.37,97.65,204.00,388.00,e ext,141.37
15,2.80,193.66,105.59,264.00,364.00,e ext,140.05
16,3.00,193.44,116.78,300.00,428.00,e ext,139.72
17,3.20,192.24,126.54,336.00,412.00,e ext,139.06
18,3.40,190.51,138.09,324.00,468.00,e ext,138.88
19,3.60,187.73,147.91,328.00,444.00,e ext,138.16
20,3.80,182.92,155.61,364.00,484.00,e ext,135.55
21,4.00,177.18,162.50,372.00,528.00,e ext,132.33
22,4.20,170.49,168.57,320.00,516.00,e ext,128.47
23,4.40,163.76,174.29,352.00,560.00,north,124.93
24,4.60,157.74,179.16,352.00,504.00,north,122.10
25,4.80,149.88,183.15,380.00,516.00,north,117.61
26,5.00,142.74,186.58,356.00,504.00,n ext,113.76
27,5.20,134.69,189.80,356.00,536.00,n ext,109.50
28,5.40,127.48,193.60,244.00,448.00,n ext,106.78
29,5.60,120.07,195.80,260.00,376.00,n ext,103.27
30,5.80,110.93,197.98,208.00,436.00,n ext,99.17
31,6.00,102.58,199.10,244.00,348.00,n ext,95.13
32,6.20,94.23,198.97,176.00,324.00,n ext,90.59
33,6.40,85.16,198.59,164.00,260.00,n ext,86.09
34,6.60,75.42,199.13,108.00,272.00,n ext,83.00
35,6.80,68.22,199.26,120.00,212.00,n ext,81.04
36,7.00,62.72,198.61,96.00,200.00,n ext,79.16
37,7.20,58.19,195.29,148.00,236.00,n ext,75.11
38,7.40,52.23,191.81,124.00,232.00,n ext,70.98
39,7.60,50.11,189.02,184.00,196.00,n ext,68.01
40,7.80,47.50,182.11,252.00,316.00,n ext,60.98
41,8.00,44.91,175.34,272.00,348.00,w ext,54.16
42,8.20,41.59,168.05,336.00,432.00,west,47.02
43,8.40,39.04,159.64,396.00,516.00,west,38.91
44,8.60,35.60,152.28,392.00,484.00,west,32.27
45,8.80,32.92,141.94,428.00,580.00,west,23.45
