Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00058.trk
Object,0
Samples,450
rat,99,
trial,2,
date,2007-12-14 13:12:37.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-
2,0.20,-,-,-,-,-,-
3,0.40,-,-,-,-,-,-
4,0.60,182.13,196.16,76.00,-,e ext,151.78
5,0.80,182.06,190.96,156.00,208.00,e ext,149.04
6,1.00,182.21,186.93,252.00,272.00,e ext,147.18
7,1.20,183.69,180.47,296.00,324.00,e ext,145.49
8,1.40,185.91,173.24,324.00,340.00,e ext,144.46
9,1.60,188.12,165.86,320.00,364.00,e ext,143.76
10,1.80,189.75,154.90,320.00,424.00,e ext,141.89
11,2.00,190.67,144.55,316.00,372.00,e ext,140.29
12,2.20,190.73,133.84,324.00,368.00,e ext,138.42
13,2.40,190.86,123.04,332.00,392.00,e ext,137.42
14,2.60,192.09,113.32,348.00,424.00,e ext,138.33
15,2.80,193.22,102.20,312.00,436.00,e ext,139.82
16,3.00,194.40,90.76,216.00,416.00,e ext,142.28
17,3.20,193.04,86.29,196.00,236.00,e ext,141.69
18,3.40,190.21,75.31,120.00,284.00,e ext,141.24
19,3.60,187.67,74.68,260.00,260.00,e ext,138.94
20,3.80,184.00,69.96,284.00,320.00,e ext,136.72
21,4.00,179.76,66.71,288.00,284.00,e ext,133.71
22,4.20,175.58,62.64,312.00,320.00,e ext,131.20
23,4.40,170.76,58.03,328.00,376.00,e ext,128.53
24,4.60,166.80,52.47,352.00,424.00,e ext,127.36
25,4.80,163.70,46.84,344.00,376.00,e ext,127.33
26,5.00,159.99,39.78,328.00,416.00,e ext,127.90
27,5.20,156.44,33.82,364.00,372.00,e ext,128.30
28,5.40,153.00,27.94,324.00,384.00,e ext,129.08
29,5.60,148.99,20.56,268.00,416.00,s ext,130.79
30,5.80,146.37,15.29,232.00,324.00,s ext,132.50
31,6.00,144.37,14.38,232.00,296.00,s ext,131.73
32,6.20,139.05,12.13,96.00,312.00,s ext,129.68
33,6.40,133.59,16.12,112.00,208.00,s ext,123.07
34,6.60,132.19,19.31,316.00,276.00,s ext,119.76
35,6.80,127.40,22.51,364.00,328.00,s ext,114.17
36,7.00,120.53,26.66,384.00,452.00,south,106.54
37,7.20,113.60,31.03,452.00,460.00,south,98.75
38,7.40,107.32,34.78,536.00,532.00,south,91.93
39,7.60,100.28,38.06,620.00,628.00,south,85.12
40,7.80,91.72,40.72,672.00,764.00,south,78.15
41,8.00,84.45,41.40,608.00,744.00,south,73.85
42,8.20,75.49,40.54,620.00,644.00,south,70.83
43,8.40,67.11,40.20,536.00,628.00,south,68.51
44,8.60,56.94,39.86,460.00,620.00,south,66.81
45,8.80,48.19,40.59,416.00,524.00,south,65.40
46,9.00,38.29,39.91,388.00,540.00,south,66.49
47,9.20,28.15,40.04,392.00,500.00,w ext,68.18
48,9.40,20.45,41.15,356.00,428.00,w ext,69.26
49,9.60,14.44,43.05,292.00,376.00,w ext,69.76
50,9.80,11.46,49.32,300.00,376.00,w ext,65.52
51,10.00,10.41,57.35,328.00,340.00,w ext,59.23
52,10.20,11.04,64.78,376.00,344.00,w ext,52.81
53,10.40,11.90,76.23,388.00,444.00,w ext,43.33
54,10.60,12.59,87.45,388.00,448.00,w ext,35.25
55,10.80,14.03,99.48,392.00,476.00,w ext,27.78
56,11.00,15.26,111.22,448.00,520.00,west,23.69
57,11.20,16.30,123.67,408.00,536.00,w ext,23.92
58,11.40,17.13,134.03,376.00,456.00,w ext,27.88
59,11.60,18.61,144.99,364.00,500.00,w ext,33.95
60,11.80,19.98,153.92,312.00,452.00,w ext,40.32
61,12.00,19.66,162.45,248.00,416.00,w ext,47.80
62,12.20,19.37,169.15,204.00,268.00,w ext,53.85
63,12.40,19.98,172.63,180.00,168.00,w ext,56.73
64,12.60,21.47,173.80,168.00,212.00,w ext,57.20
65,12.80,22.91,175.91,124.00,140.00,w ext,58.64
66,13.00,25.90,177.23,108.00,160.00,w ext,58.92
67,13.20,28.26,176.13,152.00,196.00,w ext,57.20
68,13.40,33.56,176.43,148.00,172.00,w ext,56.32
69,13.60,38.92,175.05,208.00,228.00,w ext,54.26
70,13.80,45.01,173.60,296.00,280.00,w ext,52.42
71,14.00,52.55,172.80,312.00,408.00,north,52.09
72,14.20,60.91,170.60,336.00,464.00,north,51.47
73,14.40,69.22,169.81,360.00,424.00,north,53.34
74,14.60,78.36,168.75,380.00,516.00,north,56.50
75,14.80,87.57,167.62,396.00,496.00,north,60.86
76,15.00,96.84,167.21,424.00,540.00,north,66.49
77,15.20,106.19,166.67,460.00,564.00,north,72.82
78,15.40,115.60,165.93,408.00,540.00,north,79.66
79,15.60,125.99,166.81,404.00,556.00,north,88.67
80,15.80,135.58,166.28,416.00,524.00,north,96.47
81,16.00,144.42,165.80,380.00,548.00,north,103.88
82,16.20,152.63,166.12,428.00,480.00,north,111.30
83,16.40,161.57,164.99,424.00,532.00,east,118.86
84,16.60,170.60,163.81,344.00,488.00,east,126.69
85,16.80,178.49,160.02,380.00,452.00,e ext,132.72
86,17.00,183.49,153.77,368.00,444.00,e ext,135.56
87,17.20,188.28,145.98,340.00,468.00,e ext,138.27
88,17.40,193.24,138.77,280.00,460.00,e ext,141.69
89,17.60,198.56,133.34,240.00,384.00,e ext,146.11
90,17.80,199.84,124.42,180.00,348.00,e ext,146.47
91,18.00,199.86,118.64,208.00,252.00,e ext,146.18
92,18.20,198.51,109.23,204.00,324.00,e ext,144.77
93,18.40,196.69,102.22,236.00,352.00,e ext,143.27
94,18.60,194.54,91.91,276.00,408.00,e ext,142.25
95,18.80,192.66,82.90,252.00,336.00,e ext,141.95
96,19.00,190.81,72.90,188.00,360.00,e ext,142.44
97,19.20,188.40,64.38,108.00,256.00,e ext,142.64
98,19.40,186.22,57.14,76.00,184.00,e ext,143.12
99,19.60,182.89,54.95,72.00,148.00,e ext,140.88
100,19.80,179.63,52.87,140.00,204.00,e ext,138.74
101,20.00,176.56,52.95,276.00,264.00,e ext,135.92
102,20.20,171.86,49.56,348.00,320.00,e ext,133.20
103,20.40,165.85,45.98,348.00,408.00,e ext,129.62
104,20.60,159.34,42.90,352.00,452.00,e ext,125.65
105,20.80,152.33,39.31,380.00,484.00,e ext,121.78
106,21.00,144.81,36.89,368.00,492.00,east,117.11
107,21.20,137.38,35.16,448.00,528.00,south,112.44
108,21.40,128.63,33.43,444.00,564.00,south,107.13
109,21.60,119.79,32.74,464.00,612.00,south,101.48
110,21.80,110.82,32.10,572.00,652.00,south,96.18
111,22.00,101.65,30.62,640.00,700.00,south,92.05
112,22.20,92.98,30.03,652.00,700.00,south,87.93
113,22.40,83.33,28.57,716.00,728.00,south,84.90
114,22.60,73.45,28.04,728.00,836.00,south,81.95
115,22.80,65.71,28.47,608.00,712.00,south,79.59
116,23.00,59.19,25.39,604.00,692.00,south,81.45
117,23.20,45.24,23.75,320.00,740.00,s ext,82.26
118,23.40,36.39,18.94,332.00,468.00,s ext,87.55
119,23.60,30.64,13.20,244.00,296.00,s ext,93.99
120,23.80,27.88,11.83,144.00,196.00,s ext,95.81
121,24.00,28.00,12.92,88.00,64.00,s ext,94.72
122,24.20,28.92,13.38,80.00,40.00,s ext,94.10
123,24.40,29.84,13.83,84.00,84.00,s ext,93.50
124,24.60,29.72,12.75,108.00,56.00,s ext,94.59
125,24.80,32.47,14.09,168.00,196.00,s ext,92.84
126,25.00,34.17,13.90,184.00,184.00,s ext,92.81
127,25.20,35.97,14.76,256.00,208.00,s ext,91.75
128,25.40,39.23,13.30,296.00,272.00,s ext,92.93
129,25.60,44.14,11.62,324.00,276.00,s ext,94.41
130,25.80,49.77,9.25,356.00,328.00,s ext,96.76
131,26.00,56.20,7.16,356.00,352.00,s ext,99.22
132,26.20,64.29,6.53,340.00,392.00,s ext,100.88
133,26.40,72.22,5.48,360.00,404.00,s ext,103.44
134,26.60,79.27,4.72,368.00,384.00,s ext,105.96
135,26.80,88.55,4.95,340.00,428.00,s ext,108.73
136,27.00,96.16,7.01,332.00,392.00,s ext,109.84
137,27.20,103.57,8.40,340.00,408.00,s ext,111.98
138,27.40,110.09,10.11,344.00,364.00,s ext,113.83
139,27.60,118.57,10.96,384.00,456.00,s ext,117.81
140,27.80,125.49,11.29,360.00,424.00,s ext,121.62
141,28.00,133.67,11.49,320.00,456.00,s ext,126.60
142,28.20,140.40,11.54,320.00,408.00,s ext,131.03
