Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00036.trk
Object,0
Samples,72
rat,108,
trial,4,
date,2007-12-15 12:51:18.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,85.65,9.14,176.00,468.00,s ext,-,103.79
2,0.20,87.78,4.80,124.00,180.00,s ext,4.83,108.60
3,0.40,90.05,4.26,164.00,168.00,s ext,2.33,109.93
4,0.60,93.13,5.69,196.00,344.00,s ext,3.40,109.78
5,0.80,98.40,7.22,172.00,320.00,s ext,5.49,110.63
6,1.00,101.39,9.28,272.00,284.00,s ext,3.63,110.16
7,1.20,105.79,12.13,280.00,376.00,s ext,5.24,109.86
8,1.40,109.39,15.65,320.00,304.00,s ext,5.04,108.80
9,1.60,112.23,19.92,332.00,300.00,s ext,5.13,106.83
10,1.80,114.32,25.84,408.00,348.00,south,6.27,103.28
11,2.00,116.37,31.55,440.00,384.00,south,6.07,100.11
12,2.20,118.38,37.93,456.00,408.00,south,6.68,96.72
13,2.40,119.70,45.02,476.00,444.00,south,7.22,92.67
14,2.60,121.69,51.85,508.00,464.00,south,7.11,89.69
15,2.80,123.01,58.63,500.00,480.00,south,6.91,86.67
16,3.00,124.36,64.56,480.00,460.00,south,6.07,84.52
17,3.20,126.43,71.85,512.00,488.00,east,7.58,82.60
18,3.40,129.24,79.08,556.00,564.00,east,7.75,82.07
19,3.60,132.15,86.38,560.00,548.00,east,7.86,82.34
20,3.80,135.21,94.58,528.00,592.00,east,8.76,83.33
21,4.00,138.40,102.26,584.00,624.00,east,8.31,85.24
22,4.20,142.56,111.07,536.00,632.00,east,9.75,88.80
23,4.40,147.69,119.67,528.00,624.00,east,10.01,94.12
24,4.60,154.13,130.79,460.00,628.00,east,12.85,101.79
25,4.80,159.81,139.06,472.00,500.00,east,10.04,108.97
26,5.00,167.08,151.20,452.00,588.00,east,14.15,119.11
27,5.20,171.92,161.44,388.00,472.00,east,11.33,127.05
28,5.40,176.72,170.23,344.00,380.00,e ext,10.01,134.84
29,5.60,181.58,178.44,304.00,320.00,e ext,9.54,142.70
30,5.80,184.30,183.86,228.00,252.00,e ext,6.06,147.56
31,6.00,185.89,187.78,228.00,192.00,e ext,4.24,150.81
32,6.20,184.15,187.92,124.00,248.00,e ext,1.75,149.36
33,6.40,183.04,191.48,108.00,184.00,e ext,3.73,150.14
34,6.60,180.32,191.08,92.00,144.00,e ext,2.75,147.59
35,6.80,177.42,189.57,196.00,176.00,e ext,3.27,144.33
36,7.00,173.79,188.71,244.00,208.00,n ext,3.74,140.77
37,7.20,167.20,185.44,300.00,280.00,n ext,7.36,133.44
38,7.40,160.75,182.40,324.00,320.00,n ext,7.13,126.35
39,7.60,151.89,179.41,376.00,428.00,north,9.34,117.28
40,7.80,142.38,176.49,412.00,516.00,north,9.95,107.69
41,8.00,133.09,174.06,444.00,536.00,north,9.60,98.61
42,8.20,122.36,171.70,448.00,620.00,north,10.99,88.52
43,8.40,113.52,171.26,412.00,572.00,north,8.85,81.36
44,8.60,104.78,171.36,440.00,580.00,north,8.73,75.00
45,8.80,95.37,173.62,440.00,608.00,north,9.68,70.38
46,9.00,85.98,175.79,384.00,584.00,north,9.64,66.52
47,9.20,77.37,179.54,356.00,508.00,north,9.39,65.53
48,9.40,69.53,183.07,308.00,456.00,n ext,8.60,65.90
49,9.60,61.70,186.39,256.00,372.00,n ext,8.51,66.99
50,9.80,53.79,191.29,232.00,336.00,n ext,9.30,70.61
51,10.00,46.00,194.16,124.00,300.00,n ext,8.30,72.99
52,10.20,42.35,192.10,80.00,204.00,n ext,4.19,70.99
53,10.40,40.20,190.36,92.00,132.00,n ext,2.77,69.38
54,10.60,39.72,186.11,132.00,192.00,w ext,4.28,65.18
55,10.80,40.02,181.57,256.00,356.00,w ext,4.55,60.63
56,11.00,39.64,175.63,260.00,364.00,w ext,5.95,54.75
57,11.20,39.29,168.89,348.00,392.00,west,6.75,48.09
58,11.40,39.72,161.10,400.00,460.00,west,7.80,40.29
59,11.60,39.41,151.98,396.00,492.00,west,9.12,31.26
60,11.80,40.56,142.58,408.00,492.00,west,9.47,21.79
61,12.00,40.88,132.68,404.00,524.00,west,9.90,11.98
62,12.20,41.87,122.77,444.00,576.00,west,9.96,2.38
63,12.40,41.93,118.71,428.00,336.00,platform,4.07,0.00
64,12.60,42.72,116.20,444.00,344.00,platform,2.63,0.00
65,12.80,44.27,115.28,448.00,228.00,platform,1.80,0.00
66,13.00,45.81,114.38,452.00,164.00,platform,1.79,0.00
67,13.20,45.80,115.17,416.00,204.00,platform,0.80,0.00
68,13.40,46.56,115.12,440.00,192.00,platform,0.76,0.00
69,13.60,48.84,114.97,464.00,176.00,platform,2.28,0.00
70,13.80,50.36,114.87,480.00,168.00,platform,1.52,0.00
71,14.00,51.11,114.82,492.00,132.00,platform,0.76,0.00
72,14.20,51.11,114.82,480.00,124.00,platform,0.00,0.00
