Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00074.trk
Object,0
Samples,115
rat,101,
trial,2,
date,2007-12-15 14:37:55.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-,-
2,0.20,165.55,33.27,80.00,-,e ext,-,136.12
3,0.40,164.90,36.57,120.00,96.00,e ext,3.36,133.77
4,0.60,164.19,36.90,232.00,128.00,e ext,0.78,132.99
5,0.80,164.21,37.87,324.00,172.00,e ext,0.97,132.47
6,1.00,162.84,40.45,352.00,204.00,e ext,2.92,129.92
7,1.20,160.80,45.14,340.00,244.00,e ext,5.11,125.71
8,1.40,159.45,48.48,328.00,308.00,e ext,3.61,122.83
9,1.60,158.81,51.50,264.00,208.00,east,3.09,120.78
10,1.80,158.15,53.58,336.00,192.00,east,2.17,119.20
11,2.00,156.10,56.96,376.00,336.00,east,3.96,115.80
12,2.20,155.49,60.72,352.00,400.00,east,3.82,113.56
13,2.40,156.34,64.97,344.00,264.00,east,4.33,112.54
14,2.60,157.16,67.46,420.00,316.00,east,2.62,112.31
15,2.80,158.75,70.70,456.00,220.00,east,3.62,112.60
16,3.00,160.48,75.80,456.00,288.00,east,5.38,112.54
17,3.20,162.16,79.18,420.00,300.00,east,3.77,113.16
18,3.40,163.13,82.72,472.00,300.00,east,3.67,113.17
19,3.60,163.44,87.28,492.00,292.00,east,4.57,112.44
20,3.80,163.92,93.68,484.00,344.00,east,6.41,111.72
21,4.00,165.22,100.09,500.00,352.00,east,6.54,112.13
22,4.20,166.61,106.59,456.00,372.00,east,6.65,112.98
23,4.40,168.07,113.22,468.00,316.00,east,6.78,114.30
24,4.60,169.51,119.01,432.00,260.00,east,5.97,115.87
25,4.80,169.95,122.85,432.00,272.00,east,3.86,116.55
26,5.00,170.42,126.71,488.00,296.00,east,3.89,117.37
27,5.20,170.19,131.39,472.00,320.00,east,4.69,117.74
28,5.40,168.16,134.70,420.00,332.00,east,3.88,116.29
29,5.60,163.50,136.37,440.00,364.00,east,4.95,112.03
30,5.80,158.05,137.74,484.00,420.00,east,5.62,106.97
31,6.00,151.83,138.84,476.00,400.00,east,6.32,101.13
32,6.20,146.62,141.79,472.00,476.00,east,5.98,96.82
33,6.40,141.58,146.31,480.00,488.00,east,6.78,93.35
34,6.60,136.50,150.73,504.00,480.00,north,6.73,90.18
35,6.80,131.38,155.09,476.00,500.00,north,6.72,87.36
36,7.00,125.54,160.91,500.00,544.00,north,8.25,85.11
37,7.20,121.24,167.23,476.00,584.00,north,7.64,84.98
38,7.40,118.44,173.22,464.00,492.00,north,6.62,86.39
39,7.60,117.19,178.89,424.00,368.00,north,5.80,89.19
40,7.80,116.65,183.11,372.00,324.00,north,4.25,91.70
41,8.00,115.16,185.38,384.00,388.00,north,2.72,92.27
42,8.20,111.92,186.38,312.00,352.00,north,3.38,90.82
43,8.40,108.56,184.78,328.00,288.00,north,3.73,87.39
44,8.60,105.16,181.55,412.00,292.00,north,4.69,82.73
45,8.80,100.96,175.84,444.00,432.00,north,7.10,75.66
46,9.00,97.68,170.52,432.00,396.00,north,6.25,69.50
47,9.20,94.50,165.44,428.00,324.00,north,5.99,63.60
48,9.40,92.17,161.39,428.00,344.00,north,4.68,59.05
49,9.60,91.40,156.72,444.00,432.00,north,4.73,55.20
50,9.80,92.16,153.70,472.00,420.00,north,3.12,53.72
51,10.00,93.66,150.74,504.00,400.00,north,3.32,52.99
52,10.20,95.89,147.12,524.00,372.00,north,4.25,52.70
53,10.40,96.62,144.95,508.00,328.00,north,2.29,52.15
54,10.60,96.61,142.03,544.00,340.00,north,2.92,50.57
55,10.80,96.60,137.70,584.00,368.00,north,4.33,48.47
56,11.00,95.87,133.40,576.00,440.00,north,4.36,46.01
57,11.20,95.15,129.16,560.00,376.00,north,4.30,43.88
58,11.40,93.74,123.57,572.00,412.00,north,5.77,41.13
