Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00023.trk
Object,0
Samples,315
rat,106,
trial,3,
date,2007-12-15 12:19:00.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,191.37,101.08,252.00,320.00,e ext,-,138.06
2,0.20,191.41,94.37,244.00,232.00,e ext,6.71,138.81
3,0.40,189.46,84.45,256.00,300.00,e ext,10.11,138.52
4,0.60,187.07,77.02,292.00,284.00,e ext,7.81,137.77
5,0.80,183.21,70.15,292.00,352.00,e ext,7.88,135.91
6,1.00,177.17,63.22,328.00,420.00,e ext,9.19,132.47
7,1.20,170.66,56.06,316.00,492.00,e ext,9.67,129.26
8,1.40,165.25,50.11,332.00,464.00,e ext,8.04,127.09
9,1.60,158.64,43.19,304.00,508.00,e ext,9.58,124.91
10,1.80,153.70,37.82,308.00,436.00,e ext,7.29,123.75
11,2.00,148.22,33.76,280.00,388.00,e ext,6.82,121.72
12,2.20,142.82,30.58,256.00,376.00,s ext,6.26,119.54
13,2.40,136.77,29.28,324.00,412.00,s ext,6.19,115.89
14,2.60,130.03,28.78,340.00,432.00,south,6.76,111.41
15,2.80,122.56,28.85,372.00,512.00,south,7.47,106.23
16,3.00,115.00,28.33,388.00,528.00,south,7.58,101.73
17,3.20,106.60,26.36,428.00,560.00,south,8.63,98.34
18,3.40,98.68,22.73,464.00,548.00,south,8.71,97.11
19,3.60,92.01,19.42,488.00,496.00,s ext,7.45,96.85
20,3.80,86.69,16.77,436.00,348.00,s ext,5.94,97.07
21,4.00,82.02,13.94,372.00,320.00,s ext,5.46,98.03
22,4.20,77.29,11.80,288.00,284.00,s ext,5.20,98.60
23,4.40,72.57,11.35,276.00,268.00,s ext,4.74,97.81
24,4.60,69.52,13.19,316.00,232.00,s ext,3.56,95.33
25,4.80,65.65,14.69,336.00,260.00,s ext,4.15,93.10
26,5.00,62.71,18.33,340.00,284.00,s ext,4.68,88.98
27,5.20,57.28,20.99,352.00,364.00,s ext,6.05,85.56
28,5.40,53.32,22.28,300.00,316.00,s ext,4.16,83.91
29,5.60,50.11,22.89,264.00,212.00,s ext,3.27,83.14
30,5.80,46.09,24.10,252.00,228.00,s ext,4.19,81.89
31,6.00,43.77,26.00,300.00,200.00,s ext,3.00,80.03
32,6.20,40.57,27.56,284.00,216.00,s ext,3.55,78.61
33,6.40,39.19,30.81,312.00,220.00,s ext,3.54,75.46
34,6.60,37.01,34.72,320.00,224.00,south,4.47,71.79
35,6.80,35.62,38.00,352.00,216.00,west,3.56,68.73
36,7.00,33.67,44.87,352.00,320.00,west,7.15,62.27
37,7.20,32.54,52.03,368.00,384.00,west,7.24,55.51
38,7.40,31.51,61.04,392.00,440.00,west,9.07,46.98
39,7.60,30.40,70.00,384.00,432.00,west,9.03,38.74
40,7.80,29.26,79.87,400.00,472.00,west,9.93,30.17
41,8.00,28.89,90.71,428.00,516.00,west,10.85,21.35
42,8.20,28.35,100.59,412.00,496.00,west,9.89,14.81
43,8.40,28.52,110.40,408.00,492.00,west,9.82,10.72
44,8.60,28.57,119.27,416.00,456.00,west,8.86,10.93
45,8.80,29.32,127.09,396.00,396.00,west,7.86,13.89
46,9.00,29.99,134.84,400.00,428.00,west,7.78,18.89
47,9.20,29.81,141.87,380.00,412.00,west,7.03,24.93
48,9.40,29.61,148.05,372.00,344.00,west,6.19,30.40
49,9.60,29.37,154.28,300.00,304.00,west,6.23,36.15
50,9.80,29.22,157.87,288.00,164.00,west,3.59,39.53
51,10.00,29.79,162.07,232.00,256.00,w ext,4.25,43.30
52,10.20,31.85,166.56,208.00,232.00,w ext,4.94,47.03
53,10.40,33.98,169.21,224.00,176.00,w ext,3.40,49.15
54,10.60,37.75,169.47,196.00,220.00,w ext,3.77,48.82
55,10.80,43.07,168.37,208.00,260.00,west,5.43,47.25
56,11.00,48.40,166.61,224.00,272.00,west,5.62,45.54
57,11.20,53.75,164.25,256.00,320.00,west,5.84,43.76
58,11.40,59.18,159.74,304.00,360.00,north,7.06,40.56
59,11.60,64.55,155.58,336.00,384.00,north,6.80,38.41
60,11.80,69.16,151.08,380.00,412.00,north,6.45,36.63
61,12.00,73.74,146.09,428.00,488.00,north,6.77,35.37
62,12.20,77.58,139.95,412.00,488.00,north,7.24,33.70
63,12.40,79.93,132.68,440.00,548.00,north,7.64,31.47
64,12.60,81.53,125.61,468.00,540.00,north,7.25,29.83
65,12.80,82.39,117.98,480.00,572.00,west,7.68,28.93
66,13.00,82.52,110.42,528.00,624.00,west,7.56,28.82
67,13.20,80.49,103.53,496.00,632.00,west,7.19,27.95
68,13.40,77.71,97.22,492.00,556.00,west,6.90,27.68
69,13.60,72.71,90.63,464.00,556.00,west,8.27,27.23
70,13.80,67.59,84.43,468.00,508.00,west,8.04,28.39
71,14.00,61.53,76.96,444.00,544.00,west,9.61,31.83
72,14.20,56.82,70.75,416.00,444.00,west,7.80,36.39
73,14.40,51.05,62.23,364.00,476.00,west,10.28,43.90
74,14.60,46.65,54.30,372.00,424.00,west,9.07,51.69
75,14.80,42.94,46.99,364.00,376.00,west,8.19,59.07
76,15.00,40.00,40.52,348.00,328.00,south,7.12,65.72
77,15.20,36.93,33.74,320.00,284.00,s ext,7.44,72.78
78,15.40,35.79,30.40,296.00,176.00,s ext,3.52,76.23
79,15.60,34.62,27.01,252.00,156.00,s ext,3.59,79.75
80,15.80,32.54,23.15,220.00,208.00,s ext,4.39,83.87
81,16.00,30.63,21.29,256.00,180.00,s ext,2.66,86.01
82,16.20,28.82,20.46,260.00,132.00,s ext,2.00,87.16
83,16.40,25.38,20.90,288.00,204.00,s ext,3.47,87.46
84,16.60,24.00,24.35,272.00,200.00,w ext,3.72,84.39
85,16.80,23.42,27.15,244.00,172.00,w ext,2.86,81.81
86,17.00,25.68,32.15,264.00,220.00,w ext,5.48,76.42
87,17.20,26.98,36.65,204.00,212.00,w ext,4.68,71.74
88,17.40,29.83,39.69,252.00,208.00,w ext,4.17,68.15
89,17.60,33.34,40.97,264.00,196.00,west,3.73,66.17
90,17.80,36.80,42.19,240.00,240.00,west,3.67,64.40
91,18.00,40.99,42.71,228.00,252.00,south,4.22,63.46
92,18.20,45.96,43.46,284.00,280.00,south,5.02,62.54
93,18.40,50.78,43.22,272.00,284.00,south,4.83,62.86
94,18.60,55.55,42.93,296.00,312.00,south,4.77,63.58
95,18.80,60.25,42.58,376.00,312.00,south,4.71,64.69
96,19.00,65.67,42.37,360.00,360.00,south,5.43,66.04
97,19.20,71.01,42.02,392.00,352.00,south,5.35,67.89
98,19.40,76.31,42.37,444.00,444.00,south,5.31,69.44
99,19.60,82.25,41.86,456.00,404.00,south,5.96,72.42
100,19.80,88.12,41.92,456.00,424.00,south,5.87,75.21
101,20.00,94.61,41.79,492.00,484.00,south,6.50,78.85
102,20.20,101.01,40.52,484.00,496.00,south,6.52,83.55
103,20.40,106.63,39.71,484.00,488.00,south,5.68,87.62
104,20.60,112.19,38.61,408.00,436.00,south,5.67,92.04
105,20.80,117.02,37.29,356.00,340.00,south,5.00,96.25
106,21.00,121.82,35.73,340.00,320.00,south,5.05,100.69
107,21.20,126.59,33.92,264.00,300.00,south,5.11,105.34
108,21.40,129.99,32.22,316.00,236.00,south,3.80,108.95
109,21.60,133.37,32.12,312.00,284.00,south,3.38,111.47
110,21.80,136.73,32.78,316.00,324.00,south,3.43,113.51
111,22.00,140.08,35.11,324.00,288.00,south,4.08,114.53
112,22.20,144.13,37.15,324.00,320.00,east,4.53,116.42
113,22.40,147.53,38.51,336.00,292.00,east,3.66,118.32
114,22.60,151.64,40.49,316.00,340.00,east,4.57,120.55
115,22.80,154.44,43.02,300.00,256.00,e ext,3.77,121.48
116,23.00,157.26,44.67,252.00,240.00,e ext,3.27,122.94
117,23.20,158.69,45.97,276.00,160.00,e ext,1.93,123.47
118,23.40,161.62,49.55,300.00,264.00,e ext,4.63,124.18
119,23.60,163.16,52.80,292.00,248.00,e ext,3.59,123.98
120,23.80,164.81,57.97,304.00,260.00,e ext,5.43,123.15
121,24.00,166.57,64.18,308.00,308.00,east,6.45,122.26
122,24.20,168.36,69.52,316.00,304.00,east,5.64,122.03
123,24.40,171.05,75.79,332.00,352.00,east,6.82,122.64
124,24.60,173.72,80.29,336.00,316.00,e ext,5.23,124.03
125,24.80,177.35,85.87,336.00,312.00,e ext,6.66,126.35
126,25.00,180.22,90.75,328.00,256.00,e ext,5.66,128.29
127,25.20,183.09,94.76,300.00,236.00,e ext,4.93,130.51
128,25.40,185.09,97.88,268.00,200.00,e ext,3.70,132.12
129,25.60,187.97,101.08,264.00,188.00,e ext,4.31,134.68
130,25.80,191.07,105.52,184.00,208.00,e ext,5.41,137.47
131,26.00,192.36,108.90,268.00,148.00,e ext,3.63,138.64
132,26.20,194.16,115.74,252.00,216.00,e ext,7.07,140.42
133,26.40,195.70,120.41,272.00,196.00,e ext,4.92,142.10
134,26.60,197.65,127.49,224.00,216.00,e ext,7.34,144.54
135,26.80,199.49,133.53,216.00,176.00,e ext,6.32,147.05
136,27.00,199.13,136.87,176.00,152.00,e ext,3.35,147.18
