Track file,I:\Rat Navigation Data\exp nesté 1morris_0003\data\track_00024.trk
Object,0
Samples,149
rat,106,
trial,4,
date,2007-12-16 12:39:16.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,155.09,19.28,236.00,220.00,e ext,136.21,-
2,0.20,151.03,19.53,336.00,348.00,e ext,132.99,4.07
3,0.40,145.63,20.31,344.00,384.00,s ext,128.49,5.45
4,0.60,139.59,20.20,376.00,352.00,s ext,124.23,6.04
5,0.80,134.20,20.43,356.00,380.00,s ext,120.31,5.39
6,1.00,128.08,22.33,340.00,376.00,s ext,114.76,6.40
7,1.20,122.60,25.39,348.00,352.00,south,108.84,6.29
8,1.40,117.77,27.97,368.00,332.00,south,103.76,5.47
9,1.60,113.59,33.54,380.00,356.00,south,96.80,6.96
10,1.80,109.42,37.97,392.00,340.00,south,90.73,6.09
11,2.00,105.93,42.94,448.00,352.00,south,84.68,6.07
12,2.20,103.14,47.70,540.00,412.00,south,79.24,5.52
13,2.40,101.06,54.61,552.00,468.00,south,72.70,7.22
14,2.60,99.67,61.34,604.00,540.00,south,66.91,6.86
15,2.80,98.27,68.61,588.00,608.00,south,60.96,7.41
16,3.00,96.86,76.42,564.00,616.00,south,55.05,7.93
17,3.20,95.44,83.37,564.00,504.00,south,50.01,7.09
18,3.40,94.71,89.55,552.00,484.00,south,46.30,6.23
19,3.60,93.97,95.00,524.00,492.00,south,43.41,5.49
20,3.80,94.63,100.45,544.00,556.00,south,42.42,5.49
21,4.00,96.70,105.25,528.00,504.00,west,43.52,5.22
22,4.20,99.50,108.72,496.00,520.00,north,45.87,4.46
23,4.40,104.43,110.93,468.00,484.00,north,50.68,5.41
24,4.60,108.67,111.12,480.00,508.00,east,54.91,4.25
25,4.80,112.89,108.54,496.00,464.00,east,59.24,4.94
26,5.00,114.96,105.15,540.00,500.00,east,61.61,3.98
27,5.20,116.29,99.60,532.00,464.00,east,63.81,5.71
28,5.40,116.23,93.99,564.00,488.00,east,64.94,5.60
29,5.60,115.50,88.38,572.00,448.00,east,65.90,5.66
30,5.80,114.10,82.06,568.00,492.00,south,67.01,6.47
31,6.00,112.04,77.15,572.00,460.00,south,67.44,5.32
32,6.20,109.31,71.51,544.00,460.00,south,68.12,6.27
33,6.40,106.58,67.23,548.00,428.00,south,68.32,5.08
34,6.60,103.14,62.86,540.00,440.00,south,68.41,5.56
35,6.80,99.66,58.36,540.00,432.00,south,69.02,5.69
36,7.00,96.15,55.96,580.00,344.00,south,68.42,4.25
37,7.20,92.59,52.67,512.00,356.00,south,68.77,4.85
38,7.40,89.00,51.56,468.00,444.00,south,67.61,3.76
39,7.60,85.39,51.92,496.00,348.00,south,65.31,3.62
40,7.80,81.04,52.88,504.00,440.00,south,62.18,4.46
41,8.00,77.43,55.45,504.00,424.00,south,58.16,4.43
42,8.20,73.83,59.54,476.00,404.00,south,52.85,5.45
43,8.40,70.95,62.94,512.00,348.00,south,48.50,4.46
44,8.60,68.05,66.34,484.00,396.00,south,44.18,4.47
45,8.80,65.08,67.41,436.00,360.00,south,42.01,3.16
46,9.00,62.85,68.60,508.00,272.00,south,40.10,2.53
47,9.20,58.28,68.60,512.00,388.00,west,38.80,4.57
48,9.40,53.68,69.39,528.00,352.00,west,37.14,4.66
49,9.60,49.82,70.32,480.00,312.00,west,35.75,3.98
50,9.80,45.95,72.11,488.00,288.00,west,33.89,4.27
51,10.00,42.01,73.10,464.00,288.00,west,33.09,4.07
