Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00057.trk
Object,0
Samples,450
rat,99,
trial,1,
date,2007-12-14 13:07:17.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,76.19,5.77,76.00,56.00,s ext,104.11
2,0.20,77.78,6.23,100.00,88.00,s ext,104.09
3,0.40,77.83,7.21,260.00,184.00,s ext,103.17
4,0.60,77.78,6.23,312.00,172.00,s ext,104.09
5,0.80,80.11,5.91,296.00,296.00,s ext,105.06
6,1.00,82.42,5.54,224.00,296.00,s ext,106.11
7,1.20,84.72,5.12,192.00,216.00,s ext,107.25
8,1.40,87.74,3.83,208.00,184.00,s ext,109.49
9,1.60,88.55,4.95,224.00,192.00,s ext,108.73
10,1.80,93.04,2.80,128.00,208.00,s ext,112.41
11,2.00,94.58,3.97,120.00,112.00,s ext,111.95
12,2.20,94.58,3.97,184.00,144.00,s ext,111.95
13,2.40,98.32,3.39,156.00,236.00,s ext,114.03
14,2.60,97.61,5.25,220.00,184.00,s ext,112.05
15,2.80,101.29,3.59,84.00,184.00,s ext,115.17
16,3.00,101.29,3.59,92.00,40.00,s ext,115.17
17,3.20,100.53,2.58,120.00,60.00,s ext,115.73
18,3.40,101.29,3.59,124.00,100.00,s ext,115.17
19,3.60,103.52,4.62,88.00,156.00,s ext,115.28
20,3.80,104.25,4.63,92.00,76.00,s ext,115.62
21,4.00,103.52,4.62,64.00,68.00,s ext,115.28
22,4.20,101.33,5.50,100.00,116.00,s ext,113.48
23,4.40,99.12,6.32,180.00,200.00,s ext,111.75
24,4.60,96.91,7.09,240.00,252.00,s ext,110.09
25,4.80,93.18,7.60,292.00,324.00,s ext,108.06
26,5.00,88.62,6.87,324.00,304.00,s ext,106.96
27,5.20,81.64,5.34,308.00,384.00,s ext,106.05
28,5.40,73.66,3.03,288.00,356.00,s ext,106.15
29,5.60,68.07,3.06,292.00,340.00,s ext,104.98
30,5.80,61.63,3.52,260.00,360.00,s ext,103.45
31,6.00,56.79,4.46,240.00,388.00,s ext,101.96
32,6.20,49.39,5.11,104.00,320.00,s ext,100.89
33,6.40,46.18,6.60,256.00,296.00,s ext,99.39
34,6.60,40.38,7.83,260.00,388.00,s ext,98.31
35,6.80,34.62,10.07,224.00,372.00,s ext,96.56
36,7.00,30.64,13.20,264.00,376.00,s ext,93.99
37,7.20,25.83,17.01,304.00,424.00,s ext,91.15
38,7.40,20.29,22.66,276.00,460.00,w ext,86.96
39,7.60,16.45,28.24,272.00,452.00,w ext,82.77
40,7.80,12.71,35.07,308.00,452.00,w ext,77.75
41,8.00,9.16,44.32,268.00,456.00,w ext,71.01
42,8.20,6.27,51.91,300.00,480.00,w ext,66.06
43,8.40,3.65,63.02,304.00,524.00,w ext,58.72
44,8.60,2.62,72.52,284.00,508.00,w ext,52.52
45,8.80,1.59,83.17,280.00,484.00,w ext,46.74
46,9.00,1.37,93.95,304.00,496.00,w ext,41.60
47,9.20,1.07,105.80,308.00,540.00,w ext,38.52
48,9.40,2.41,117.45,264.00,460.00,w ext,36.55
49,9.60,3.53,127.84,276.00,468.00,w ext,37.34
50,9.80,5.37,138.88,264.00,468.00,w ext,40.37
51,10.00,7.86,148.37,272.00,488.00,w ext,43.95
52,10.20,11.03,156.25,276.00,476.00,w ext,47.44
53,10.40,14.82,164.49,228.00,464.00,w ext,52.04
54,10.60,19.23,172.05,244.00,456.00,w ext,56.51
55,10.80,23.59,177.43,220.00,408.00,w ext,59.84
56,11.00,28.52,184.19,228.00,416.00,w ext,64.94
57,11.20,34.99,189.18,140.00,344.00,w ext,68.72
58,11.40,40.85,191.86,136.00,252.00,n ext,70.83
59,11.60,48.95,195.70,108.00,236.00,n ext,74.61
60,11.80,56.53,197.59,92.00,200.00,n ext,77.18
61,12.00,63.51,198.42,100.00,184.00,n ext,79.13
62,12.20,69.82,198.98,112.00,196.00,n ext,81.20
63,12.40,-,-,-,-,-,-
64,12.60,-,-,-,-,-,-
65,12.80,-,-,-,-,-,-
66,13.00,-,-,-,-,-,-
67,13.20,-,-,-,-,-,-
68,13.40,-,-,-,-,-,-
69,13.60,-,-,-,-,-,-
70,13.80,139.84,212.07,76.00,-,n ext,128.63
71,14.00,-,-,-,-,-,-
72,14.20,-,-,-,-,-,-
73,14.40,-,-,-,-,-,-
74,14.60,-,-,-,-,-,-
75,14.80,-,-,-,-,-,-
76,15.00,-,-,-,-,-,-
77,15.20,183.98,201.36,84.00,-,n ext,156.14
78,15.40,189.19,195.85,104.00,188.00,e ext,157.66
79,15.60,192.59,190.21,108.00,204.00,e ext,157.86
80,15.80,196.27,181.26,120.00,228.00,e ext,157.18
81,16.00,198.40,173.47,92.00,212.00,e ext,156.08
82,16.20,199.99,167.50,108.00,192.00,e ext,155.48
83,16.40,200.92,157.76,128.00,236.00,e ext,153.41
84,16.60,201.88,147.86,112.00,240.00,e ext,151.95
85,16.80,201.19,138.50,112.00,216.00,e ext,149.48
86,17.00,201.12,126.95,136.00,248.00,e ext,147.95
87,17.20,198.95,118.53,232.00,344.00,e ext,145.28
88,17.40,198.18,106.89,264.00,416.00,e ext,144.52
89,17.60,195.95,96.45,300.00,476.00,e ext,143.07
90,17.80,193.62,83.92,228.00,480.00,e ext,142.70
91,18.00,190.81,72.90,228.00,408.00,e ext,142.44
92,18.20,186.72,63.72,232.00,436.00,e ext,141.27
93,18.40,183.66,54.68,244.00,412.00,e ext,141.69
94,18.60,180.04,46.22,236.00,408.00,e ext,141.99
95,18.80,175.89,38.43,280.00,468.00,e ext,142.10
96,19.00,171.26,31.33,244.00,476.00,e ext,141.96
97,19.20,166.15,24.91,276.00,464.00,e ext,141.37
98,19.40,161.93,20.30,240.00,468.00,e ext,140.82
99,19.60,157.82,17.75,212.00,388.00,e ext,139.28
100,19.80,152.45,13.02,124.00,336.00,e ext,138.45
101,20.00,147.75,12.69,104.00,228.00,s ext,135.31
102,20.20,145.08,12.15,108.00,196.00,s ext,133.81
103,20.40,143.09,11.23,80.00,164.00,s ext,133.09
104,20.60,141.77,9.97,96.00,104.00,s ext,133.12
105,20.80,140.43,9.64,104.00,144.00,s ext,132.46
106,21.00,136.40,9.50,88.00,176.00,s ext,129.90
107,21.20,132.32,11.04,80.00,168.00,s ext,126.08
108,21.40,127.52,13.49,100.00,180.00,s ext,121.14
109,21.60,124.06,16.22,236.00,312.00,s ext,116.85
110,21.80,119.22,17.22,332.00,360.00,s ext,113.11
111,22.00,112.23,18.14,368.00,436.00,s ext,108.30
112,22.20,102.94,16.67,420.00,556.00,s ext,104.50
113,22.40,94.85,14.33,404.00,504.00,s ext,102.68
114,22.60,85.65,9.14,352.00,532.00,s ext,103.79
115,22.80,76.13,4.78,344.00,512.00,s ext,105.05
116,23.00,68.89,3.36,264.00,448.00,s ext,104.84
117,23.20,62.47,3.86,260.00,380.00,s ext,103.23
118,23.40,55.17,4.74,248.00,412.00,s ext,101.54
119,23.60,50.26,5.51,236.00,380.00,s ext,100.51
120,23.80,44.62,7.86,300.00,408.00,s ext,98.15
121,24.00,38.13,10.77,252.00,464.00,s ext,95.53
122,24.20,32.35,13.02,212.00,424.00,s ext,93.92
123,24.40,30.07,15.98,160.00,324.00,s ext,91.34
124,24.60,24.22,18.29,116.00,228.00,s ext,90.25
125,24.80,21.79,20.25,104.00,196.00,w ext,88.91
126,25.00,20.17,21.56,68.00,132.00,w ext,88.05
127,25.20,18.66,24.00,84.00,112.00,w ext,86.13
128,25.40,18.44,30.14,84.00,168.00,w ext,80.34
129,25.60,19.01,35.52,140.00,224.00,w ext,75.06
130,25.80,20.45,41.15,268.00,280.00,w ext,69.26
131,26.00,21.12,48.40,360.00,388.00,w ext,62.23
132,26.20,20.28,59.05,380.00,476.00,w ext,52.81
133,26.40,18.52,70.44,376.00,508.00,west,43.85
134,26.60,17.51,82.04,408.00,504.00,west,35.25
135,26.80,15.51,93.62,408.00,512.00,west,29.39
136,27.00,13.45,107.39,408.00,560.00,w ext,26.08
137,27.20,11.19,120.48,380.00,540.00,w ext,28.24
138,27.40,8.76,131.94,364.00,480.00,w ext,33.99
139,27.60,7.06,143.53,272.00,420.00,w ext,41.55
140,27.80,8.64,152.14,256.00,376.00,w ext,45.99
141,28.00,12.54,160.58,244.00,380.00,w ext,49.98
142,28.20,16.32,166.72,272.00,396.00,w ext,53.17
143,28.40,19.23,172.05,264.00,392.00,w ext,56.51
144,28.60,23.01,174.00,228.00,364.00,w ext,56.82
145,28.80,28.09,178.93,216.00,340.00,w ext,59.94
146,29.00,32.37,183.22,232.00,320.00,w ext,63.21
147,29.20,38.23,185.88,244.00,316.00,w ext,65.09
148,29.40,45.51,189.88,236.00,352.00,n ext,68.71
149,29.60,52.96,192.46,196.00,312.00,n ext,71.69
150,29.80,62.08,195.14,192.00,340.00,n ext,75.63
151,30.00,-,-,-,-,-,-
152,30.20,-,-,-,-,-,-
153,30.40,-,-,-,-,-,-
154,30.60,-,-,-,-,-,-
155,30.80,-,-,-,-,-,-
156,31.00,-,-,-,-,-,-
157,31.20,126.21,207.39,136.00,-,n ext,116.05
158,31.40,133.26,208.19,124.00,204.00,n ext,121.30
159,31.60,143.84,208.98,192.00,260.00,n ext,129.23
160,31.80,152.52,208.33,104.00,240.00,n ext,135.13
161,32.00,165.93,209.56,140.00,244.00,n ext,146.17
162,32.20,174.60,208.40,120.00,228.00,n ext,152.34
163,32.40,183.20,201.96,72.00,192.00,n ext,155.81
164,32.60,185.10,197.80,188.00,196.00,e ext,155.16
165,32.80,189.29,191.66,212.00,320.00,e ext,155.66
