Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00070.trk
Object,0
Samples,85
rat,122,
trial,2,
date,2007-12-15 14:27:29.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-,-
2,0.20,159.18,20.89,84.00,-,e ext,-,138.31
3,0.40,159.18,22.85,192.00,124.00,e ext,1.96,137.08
4,0.60,158.49,22.25,220.00,156.00,e ext,0.91,136.92
5,0.80,157.12,23.97,148.00,224.00,e ext,2.20,134.77
6,1.00,154.38,24.44,72.00,204.00,e ext,2.78,132.35
7,1.20,150.96,28.91,92.00,164.00,e ext,5.63,126.88
8,1.40,149.59,31.36,140.00,128.00,e ext,2.81,124.28
9,1.60,146.86,33.42,232.00,204.00,e ext,3.42,120.86
10,1.80,144.14,34.50,260.00,196.00,east,2.92,118.06
11,2.00,142.78,35.89,240.00,204.00,east,1.95,116.13
12,2.20,140.75,35.74,256.00,232.00,south,2.03,114.64
13,2.40,138.73,35.57,296.00,192.00,south,2.03,113.19
14,2.60,135.35,35.80,372.00,324.00,south,3.38,110.48
15,2.80,131.99,35.08,392.00,348.00,south,3.44,108.44
16,3.00,127.93,35.29,364.00,300.00,south,4.06,105.34
17,3.20,124.53,36.04,352.00,348.00,south,3.48,102.38
18,3.40,121.12,37.51,424.00,312.00,south,3.72,98.93
19,3.60,118.38,38.75,472.00,272.00,south,3.01,96.13
20,3.80,114.93,42.40,504.00,432.00,south,5.02,91.10
21,4.00,112.16,46.61,488.00,456.00,south,5.04,86.16
22,4.20,109.38,52.22,512.00,408.00,south,6.25,80.24
23,4.40,105.92,57.64,500.00,452.00,south,6.43,73.99
24,4.60,102.44,63.59,532.00,464.00,south,6.89,67.41
25,4.80,98.96,70.07,580.00,552.00,south,7.35,60.56
26,5.00,96.86,76.42,564.00,488.00,south,6.69,55.05
27,5.20,93.35,83.30,600.00,572.00,south,7.72,48.31
28,5.40,90.51,90.10,560.00,568.00,south,7.37,42.33
29,5.60,89.05,96.90,592.00,536.00,west,6.95,38.14
30,5.80,87.59,102.31,548.00,508.00,west,5.61,35.13
31,6.00,87.51,108.43,512.00,508.00,west,6.12,33.97
32,6.20,89.57,113.91,560.00,520.00,west,5.85,35.81
33,6.40,92.36,118.05,568.00,432.00,north,5.00,38.83
34,6.60,93.75,122.19,532.00,428.00,north,4.37,40.85
35,6.80,93.73,125.64,480.00,404.00,north,3.45,41.56
36,7.00,93.71,129.12,548.00,372.00,north,3.48,42.49
37,7.20,90.79,133.26,552.00,452.00,north,5.07,41.30
38,7.40,89.30,136.79,504.00,336.00,north,3.83,41.61
39,7.60,87.05,141.09,504.00,384.00,north,4.85,42.01
40,7.80,84.81,144.02,472.00,304.00,north,3.69,41.88
41,8.00,83.27,147.72,496.00,320.00,north,4.01,43.12
42,8.20,81.71,152.25,504.00,320.00,north,4.79,45.23
43,8.40,80.14,156.11,472.00,320.00,north,4.17,47.20
44,8.60,78.59,158.51,396.00,268.00,north,2.85,48.17
45,8.80,77.09,158.62,432.00,428.00,north,1.50,47.36
46,9.00,74.84,158.83,436.00,308.00,north,2.26,46.23
47,9.20,71.15,157.70,424.00,300.00,north,3.86,43.31
48,9.40,68.31,154.23,436.00,308.00,north,4.48,38.89
49,9.60,66.22,150.72,448.00,260.00,north,4.08,34.81
50,9.80,64.18,146.48,412.00,348.00,west,4.70,30.11
51,10.00,64.36,141.96,420.00,280.00,west,4.53,26.39
52,10.20,64.50,138.23,416.00,324.00,west,3.73,23.50
53,10.40,66.07,135.10,452.00,292.00,west,3.50,22.02
54,10.60,68.35,131.97,440.00,276.00,west,3.88,21.50
55,10.80,70.60,129.63,364.00,244.00,west,3.25,21.98
56,11.00,72.03,130.25,388.00,320.00,west,1.56,23.52
57,11.20,74.19,130.83,396.00,232.00,west,2.23,25.64
58,11.40,77.83,129.93,508.00,496.00,north,3.75,28.25
59,11.60,81.44,129.81,528.00,316.00,north,3.61,31.38
60,11.80,85.04,130.44,488.00,384.00,north,3.65,34.90
61,12.00,86.47,131.13,500.00,284.00,north,1.59,36.49
62,12.20,88.62,132.54,476.00,312.00,north,2.57,39.03
63,12.40,90.79,133.26,460.00,464.00,north,2.28,41.30
64,12.60,92.25,131.18,468.00,400.00,north,2.55,41.82
65,12.80,93.71,129.82,492.00,248.00,north,1.99,42.71
66,13.00,93.71,129.12,472.00,436.00,north,0.70,42.49
67,13.20,92.28,127.69,548.00,260.00,north,2.02,40.70
68,13.40,90.13,126.27,556.00,312.00,north,2.57,38.24
69,13.60,86.57,124.86,600.00,356.00,north,3.84,34.42
70,13.80,81.56,124.22,564.00,420.00,west,5.05,29.43
71,14.00,75.10,123.71,528.00,468.00,west,6.48,23.13
72,14.20,68.60,123.32,508.00,484.00,west,6.51,17.00
73,14.40,62.07,122.31,464.00,492.00,west,6.61,10.87
74,14.60,56.21,121.30,404.00,380.00,west,5.95,5.36
75,14.80,52.52,120.10,364.00,312.00,west,3.88,1.81
76,15.00,51.06,117.91,416.00,228.00,platform,2.62,0.00
77,15.20,50.33,116.42,436.00,180.00,platform,1.66,0.00
78,15.40,50.32,117.20,404.00,168.00,platform,0.78,0.00
79,15.60,50.32,117.20,432.00,148.00,platform,0.00,0.00
