Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00067.trk
Object,0
Samples,423
rat,100,
trial,3,
date,2007-12-14 13:34:28.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,42.67,13.91,356.00,160.00,s ext,92.15
2,0.20,41.11,15.16,320.00,300.00,s ext,90.96
3,0.40,39.74,18.48,292.00,428.00,s ext,87.72
4,0.60,36.10,24.71,368.00,404.00,s ext,81.84
5,0.80,35.09,32.05,412.00,412.00,s ext,74.68
6,1.00,34.29,42.26,428.00,480.00,west,64.73
7,1.20,34.39,54.43,448.00,564.00,west,52.76
8,1.40,34.39,67.20,488.00,656.00,west,40.30
9,1.60,33.37,79.56,472.00,648.00,west,28.75
10,1.80,32.99,91.01,476.00,580.00,west,18.70
11,2.00,34.07,103.24,464.00,644.00,west,8.60
12,2.20,35.73,115.11,444.00,636.00,west,3.14
13,2.40,39.51,125.53,476.00,632.00,west,5.93
14,2.60,43.86,134.57,456.00,612.00,west,13.47
15,2.80,48.80,143.14,464.00,592.00,west,22.20
16,3.00,55.17,150.41,468.00,644.00,west,30.48
17,3.20,60.79,157.05,424.00,588.00,north,38.46
18,3.40,67.20,163.74,444.00,556.00,north,46.95
19,3.60,73.03,169.28,380.00,520.00,north,54.41
20,3.80,79.02,174.40,400.00,444.00,north,61.72
21,4.00,83.62,179.18,392.00,392.00,north,68.15
22,4.20,89.13,181.72,328.00,376.00,north,73.21
23,4.40,94.73,182.87,332.00,388.00,north,77.34
24,4.60,102.76,182.04,360.00,484.00,north,81.57
25,4.80,109.08,178.81,400.00,496.00,north,83.33
26,5.00,116.10,174.35,396.00,524.00,north,85.34
27,5.20,123.05,170.20,420.00,536.00,north,88.18
28,5.40,128.10,163.23,440.00,588.00,north,88.51
29,5.60,132.19,155.30,456.00,600.00,north,88.17
30,5.80,136.14,146.58,476.00,660.00,north,88.32
31,6.00,140.96,139.62,480.00,628.00,east,90.79
32,6.20,145.81,133.31,468.00,564.00,east,94.08
33,6.40,148.19,125.50,500.00,520.00,east,95.15
34,6.60,150.57,117.54,512.00,636.00,east,96.88
35,6.80,150.48,106.70,540.00,644.00,platform reversal,96.87
36,7.00,150.51,95.87,524.00,648.00,platform reversal,98.14
37,7.20,150.73,86.65,544.00,628.00,east,100.19
38,7.40,152.44,76.26,528.00,616.00,east,104.77
39,7.60,153.55,67.39,492.00,556.00,east,109.01
40,7.80,154.05,60.23,412.00,408.00,east,112.49
41,8.00,153.89,53.16,416.00,452.00,east,115.68
42,8.20,151.69,46.76,376.00,456.00,east,117.13
43,8.40,148.22,42.68,372.00,396.00,east,116.48
44,8.60,143.44,40.01,380.00,424.00,east,114.14
45,8.80,137.35,39.44,416.00,468.00,south,109.67
46,9.00,129.24,39.15,464.00,568.00,south,103.68
47,9.20,120.42,39.26,548.00,644.00,south,97.20
48,9.40,111.50,38.66,596.00,680.00,south,91.55
49,9.60,100.27,36.42,608.00,828.00,south,86.47
50,9.80,90.12,33.08,668.00,836.00,south,83.87
51,10.00,78.84,29.37,716.00,880.00,south,82.46
52,10.20,69.43,25.12,664.00,764.00,south,83.68
53,10.40,60.51,21.26,548.00,620.00,s ext,85.73
54,10.60,52.94,17.40,428.00,512.00,s ext,88.76
55,10.80,44.33,13.68,312.00,412.00,s ext,92.34
56,11.00,39.13,12.25,292.00,268.00,s ext,93.98
57,11.20,36.65,13.07,264.00,252.00,s ext,93.36
58,11.40,35.18,15.38,284.00,268.00,s ext,91.21
59,11.60,33.02,19.38,320.00,364.00,s ext,87.52
60,11.80,33.04,28.30,372.00,380.00,s ext,78.70
61,12.00,33.87,37.34,384.00,396.00,west,69.64
62,12.20,36.47,48.60,400.00,496.00,west,58.12
63,12.40,38.90,60.19,404.00,524.00,west,46.29
64,12.60,41.89,70.51,404.00,520.00,west,35.69
65,12.80,46.27,81.32,432.00,596.00,west,24.68
66,13.00,50.37,91.42,432.00,600.00,west,14.87
67,13.20,54.99,100.94,464.00,592.00,west,7.66
68,13.40,59.39,109.94,496.00,640.00,west,5.99
69,13.60,62.13,120.11,484.00,652.00,west,9.77
70,13.80,64.79,129.39,464.00,644.00,west,17.12
71,14.00,67.38,139.37,500.00,652.00,west,26.15
72,14.20,70.72,148.63,456.00,644.00,north,35.54
73,14.40,74.89,157.28,472.00,624.00,north,44.98
74,14.60,79.18,166.30,428.00,588.00,north,54.85
75,14.80,83.64,176.66,388.00,576.00,north,66.00
76,15.00,87.55,185.14,344.00,492.00,north,75.28
77,15.20,91.66,193.27,272.00,360.00,n ext,84.37
78,15.40,94.19,197.11,132.00,212.00,n ext,88.96
79,15.60,95.02,197.18,80.00,100.00,n ext,89.45
80,15.80,95.83,196.34,108.00,100.00,n ext,89.14
81,16.00,98.35,197.55,180.00,128.00,n ext,91.51
82,16.20,102.62,200.04,204.00,208.00,n ext,95.93
83,16.40,110.24,200.64,192.00,252.00,n ext,100.86
84,16.60,116.10,199.32,248.00,280.00,n ext,103.39
85,16.80,121.80,196.34,268.00,316.00,n ext,104.83
86,17.00,128.09,191.05,308.00,400.00,n ext,105.45
87,17.20,132.46,184.43,356.00,464.00,north,104.34
88,17.40,137.43,176.43,372.00,536.00,north,103.52
89,17.60,143.14,168.83,440.00,604.00,north,104.27
90,17.80,147.81,160.01,440.00,616.00,north,104.28
91,18.00,154.18,152.49,404.00,636.00,east,107.29
92,18.20,159.76,145.30,436.00,584.00,east,110.42
93,18.40,166.50,140.80,372.00,584.00,east,115.87
94,18.60,171.35,140.21,364.00,512.00,east,120.49
95,18.80,175.52,140.35,364.00,400.00,east,124.61
96,19.00,179.16,142.33,324.00,320.00,e ext,128.58
97,19.20,182.87,144.39,284.00,280.00,e ext,132.63
98,19.40,185.74,146.26,228.00,240.00,e ext,135.84
99,19.60,190.11,146.52,296.00,284.00,e ext,140.17
100,19.80,191.58,144.82,320.00,248.00,e ext,141.24
101,20.00,191.98,136.28,332.00,316.00,e ext,140.02
102,20.20,190.46,126.23,312.00,340.00,e ext,137.26
103,20.40,187.19,115.04,348.00,372.00,e ext,133.44
104,20.60,183.20,103.18,376.00,452.00,e ext,129.76
105,20.80,178.52,89.85,412.00,524.00,e ext,126.77
106,21.00,174.26,77.20,416.00,596.00,e ext,125.34
107,21.20,169.58,64.33,388.00,596.00,e ext,124.99
108,21.40,164.63,53.24,340.00,520.00,e ext,125.08
109,21.60,160.06,43.55,344.00,484.00,e ext,125.91
110,21.80,153.70,36.91,324.00,516.00,e ext,124.27
111,22.00,146.18,32.80,316.00,472.00,e ext,120.72
112,22.20,139.45,30.97,364.00,448.00,s ext,116.74
113,22.40,131.37,30.13,372.00,488.00,south,111.40
114,22.60,122.56,28.85,384.00,516.00,south,106.23
115,22.80,113.62,26.77,456.00,584.00,south,102.11
116,23.00,103.01,22.90,512.00,744.00,south,99.24
117,23.20,93.47,18.71,584.00,680.00,s ext,98.14
118,23.40,85.10,14.62,496.00,592.00,s ext,98.47
119,23.60,75.60,9.43,368.00,560.00,s ext,100.43
120,23.80,69.16,7.35,260.00,380.00,s ext,100.97
121,24.00,65.05,5.85,244.00,312.00,s ext,101.68
122,24.20,61.86,6.56,244.00,272.00,s ext,100.47
123,24.40,58.74,8.22,296.00,316.00,s ext,98.42
124,24.60,54.23,13.14,344.00,464.00,s ext,93.10
125,24.80,50.72,20.30,344.00,472.00,s ext,85.75
126,25.00,48.19,29.63,324.00,468.00,south,76.36
127,25.20,45.69,39.75,376.00,460.00,south,66.25
128,25.40,43.25,51.57,400.00,560.00,west,54.48
129,25.60,39.94,63.99,456.00,656.00,west,42.38
130,25.80,38.14,76.77,460.00,652.00,west,30.15
131,26.00,36.18,89.52,472.00,692.00,west,18.46
132,26.20,34.06,102.37,460.00,668.00,west,9.17
133,26.40,30.97,115.51,428.00,632.00,west,7.92
134,26.60,27.73,126.47,420.00,584.00,west,14.87
135,26.80,25.14,139.52,404.00,584.00,west,25.55
136,27.00,23.22,151.87,372.00,504.00,w ext,36.90
137,27.20,21.27,161.80,300.00,432.00,w ext,46.45
138,27.40,20.03,171.67,220.00,384.00,w ext,55.83
139,27.60,21.52,172.84,152.00,276.00,w ext,56.30
140,27.80,22.00,178.21,76.00,180.00,w ext,61.11
141,28.00,22.69,179.74,96.00,84.00,w ext,62.31
142,28.20,24.94,180.46,72.00,136.00,w ext,62.29
143,28.40,27.13,182.13,60.00,124.00,w ext,63.29
144,28.60,28.52,184.19,96.00,132.00,w ext,64.94
145,28.80,32.91,186.57,76.00,172.00,w ext,66.43
146,29.00,38.23,185.88,72.00,148.00,w ext,65.09
