Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00021.trk
Object,0
Samples,450
rat,106,
trial,1,
date,2007-12-15 12:12:43.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
147,29.20,17.00,169.28,176.00,w ext,4.32,55.06
148,29.40,14.78,165.47,220.00,w ext,4.41,52.90
149,29.60,12.57,159.59,272.00,w ext,6.29,49.15
150,29.80,10.25,154.56,288.00,w ext,5.54,46.66
151,30.00,8.71,147.08,276.00,w ext,7.64,42.46
152,30.20,6.22,140.71,276.00,w ext,6.84,40.66
153,30.40,5.35,134.75,268.00,w ext,6.02,38.30
154,30.60,3.53,127.84,284.00,w ext,7.15,37.34
155,30.80,4.25,120.38,292.00,w ext,7.49,35.04
156,31.00,4.00,112.02,316.00,w ext,8.37,34.88
157,31.20,3.71,104.65,372.00,w ext,7.37,36.13
158,31.40,4.14,95.14,376.00,w ext,9.52,38.58
159,31.60,5.39,85.72,360.00,w ext,9.50,42.16
160,31.80,5.64,76.25,344.00,w ext,9.48,47.78
161,32.00,6.06,69.97,324.00,w ext,6.29,51.89
162,32.20,5.61,64.56,276.00,w ext,5.43,56.28
163,32.40,6.35,62.60,224.00,w ext,2.09,57.35
164,32.60,8.02,60.91,192.00,w ext,2.38,57.73
165,32.80,9.58,58.17,172.00,w ext,3.15,59.03
166,33.00,10.84,52.26,260.00,w ext,6.05,63.30
167,33.20,13.21,48.85,304.00,w ext,4.15,65.10
168,33.40,16.38,44.77,324.00,w ext,5.16,67.39
169,33.60,19.43,39.76,332.00,w ext,5.87,70.91
170,33.80,21.55,34.50,324.00,w ext,5.67,75.24
171,34.00,23.75,30.34,340.00,w ext,4.70,78.64
172,34.20,24.34,27.55,352.00,w ext,2.85,81.20
173,34.40,25.94,26.23,300.00,w ext,2.08,82.13
174,34.60,27.66,25.98,292.00,s ext,1.73,81.99
175,34.80,29.15,23.63,284.00,s ext,2.78,83.99
176,35.00,32.33,21.06,308.00,s ext,4.09,85.96
177,35.20,35.50,18.53,348.00,s ext,4.06,88.05
178,35.40,39.64,17.45,332.00,s ext,4.28,88.76
179,35.60,42.77,14.94,328.00,s ext,4.01,91.12
180,35.80,45.11,13.05,252.00,s ext,3.01,92.96
181,36.00,46.76,12.81,316.00,s ext,1.67,93.17
182,36.20,47.63,13.20,316.00,s ext,0.95,92.78
183,36.40,48.31,11.55,288.00,s ext,1.79,94.44
184,36.60,49.77,9.25,256.00,s ext,2.72,96.76
185,36.80,54.31,4.36,140.00,s ext,6.68,101.86
186,37.00,58.49,5.18,200.00,s ext,4.26,101.41
187,37.20,62.55,4.87,260.00,s ext,4.06,102.24
188,37.40,66.56,4.46,292.00,s ext,4.03,103.31
189,37.60,71.35,4.22,276.00,s ext,4.80,104.48
190,37.80,75.33,4.54,272.00,s ext,4.00,105.09
191,38.00,78.47,4.50,252.00,s ext,3.14,105.95
192,38.20,83.07,2.80,148.00,s ext,4.90,108.92
193,38.40,86.23,4.49,240.00,s ext,3.59,108.35
194,38.60,91.58,4.51,240.00,s ext,5.34,110.27
195,38.80,96.12,5.10,264.00,s ext,4.58,111.55
196,39.00,102.06,5.53,292.00,s ext,5.96,113.79
197,39.20,106.45,5.57,288.00,s ext,4.39,115.86
198,39.40,111.51,6.26,276.00,s ext,5.10,117.84
199,39.60,117.19,6.52,260.00,s ext,5.69,120.72
200,39.80,123.47,7.15,248.00,s ext,6.31,123.75
201,40.00,127.60,7.91,284.00,s ext,4.20,125.58
202,40.20,131.00,8.70,304.00,s ext,3.49,127.05
203,40.40,135.72,9.77,296.00,s ext,4.84,129.25
204,40.60,141.09,10.28,284.00,s ext,5.40,132.43
205,40.80,145.08,12.15,236.00,s ext,4.40,133.81
206,41.00,149.75,13.54,212.00,s ext,4.87,136.14
207,41.20,153.77,15.18,228.00,e ext,4.34,137.95
208,41.40,157.82,17.75,220.00,e ext,4.79,139.28
209,41.60,162.63,19.90,236.00,e ext,5.26,141.62
210,41.80,166.15,24.91,232.00,e ext,6.13,141.37
211,42.00,168.33,28.79,244.00,e ext,4.45,140.92
212,42.20,174.95,32.52,136.00,e ext,7.60,144.39
213,42.40,177.41,38.76,148.00,e ext,6.71,143.24
214,42.60,179.13,43.36,224.00,e ext,4.91,142.51
215,42.80,181.79,49.87,212.00,e ext,7.03,141.96
216,43.00,184.50,55.49,224.00,e ext,6.24,142.16
217,43.20,187.60,64.60,248.00,e ext,9.62,141.82
218,43.40,190.10,74.19,256.00,e ext,9.91,141.42
219,43.60,191.83,83.01,272.00,e ext,8.99,141.11
220,43.80,194.67,93.05,276.00,e ext,10.43,142.22
221,44.00,196.69,102.22,232.00,e ext,9.39,143.27
222,44.20,198.11,112.68,276.00,e ext,10.55,144.34
223,44.40,198.75,123.11,280.00,e ext,10.45,145.29
224,44.60,199.11,131.18,248.00,e ext,8.07,146.38
225,44.80,200.31,143.98,204.00,e ext,12.86,149.62
226,45.00,200.49,155.35,160.00,e ext,11.37,152.36
227,45.20,198.89,161.49,264.00,e ext,6.34,152.53
228,45.40,197.95,171.07,200.00,e ext,9.63,154.79
229,45.60,195.81,178.86,196.00,e ext,8.08,155.78
230,45.80,193.90,187.66,124.00,e ext,9.01,157.84
231,46.00,190.82,190.35,192.00,e ext,4.08,156.37
232,46.20,186.64,196.56,184.00,e ext,7.48,155.84
233,46.40,183.76,200.19,128.00,e ext,4.64,155.32
234,46.60,178.88,202.61,160.00,n ext,5.45,152.54
235,46.80,175.18,206.68,92.00,n ext,5.50,151.79
236,47.00,172.03,208.97,60.00,n ext,3.89,150.62
237,47.20,166.91,210.12,76.00,n ext,5.25,147.28
238,47.40,162.40,209.62,140.00,n ext,4.53,143.46
239,47.60,156.34,210.34,116.00,n ext,6.11,139.32
240,47.80,151.24,211.67,84.00,n ext,5.27,136.44
241,48.00,144.26,212.17,80.00,n ext,7.00,131.77
242,48.20,138.11,212.28,76.00,n ext,6.15,127.59
243,48.40,134.29,209.61,80.00,n ext,4.66,123.04
244,48.60,131.54,208.47,60.00,n ext,2.97,120.36
245,48.80,-,-,-,-,-,-
246,49.00,-,-,-,-,-,-
247,49.20,-,-,-,-,-,-
248,49.40,-,-,-,-,-,-
249,49.60,-,-,-,-,-,-
250,49.80,-,-,-,-,-,-
251,50.00,-,-,-,-,-,-
252,50.20,-,-,-,-,-,-
253,50.40,-,-,-,-,-,-
254,50.60,-,-,-,-,-,-
255,50.80,-,-,-,-,-,-
256,51.00,-,-,-,-,-,-
257,51.20,-,-,-,-,-,-
258,51.40,68.99,200.04,60.00,n ext,-,82.00
259,51.60,-,-,-,-,-,-
260,51.80,63.51,198.42,64.00,n ext,-,79.13
261,52.00,-,-,-,-,-,-
262,52.20,57.68,190.09,152.00,n ext,-,69.89
263,52.40,54.76,187.46,216.00,n ext,3.93,66.90
264,52.60,50.99,186.95,256.00,n ext,3.80,66.02
265,52.80,49.60,184.82,236.00,n ext,2.54,63.79
266,53.00,46.51,185.96,260.00,n ext,3.29,64.80
267,53.20,44.19,186.88,172.00,n ext,2.49,65.71
268,53.40,38.70,190.14,140.00,n ext,6.39,69.28
269,53.60,35.71,189.74,80.00,w ext,3.02,69.19
270,53.80,35.24,185.46,60.00,w ext,4.31,65.00
271,54.00,37.04,181.09,116.00,w ext,4.72,60.45
272,54.20,37.32,176.58,196.00,w ext,4.52,55.93
273,54.40,36.82,172.43,308.00,w ext,4.18,51.87
274,54.60,34.81,168.01,296.00,w ext,4.85,47.82
275,54.80,32.77,163.58,276.00,w ext,4.88,43.91
276,55.00,30.57,161.78,344.00,w ext,2.84,42.78
277,55.20,27.61,159.34,272.00,w ext,3.84,41.50
278,55.40,25.32,158.40,248.00,w ext,2.47,41.57
279,55.60,23.12,154.65,280.00,w ext,4.35,39.32
280,55.80,21.67,150.55,328.00,w ext,4.34,36.57
281,56.00,21.04,144.28,388.00,w ext,6.30,31.83
282,56.20,19.55,137.24,404.00,w ext,7.20,27.82
283,56.40,17.15,130.22,380.00,w ext,7.42,25.79
284,56.60,14.60,121.98,368.00,w ext,8.62,25.15
285,56.80,11.97,116.41,336.00,w ext,6.17,26.94
286,57.00,10.99,111.51,340.00,w ext,5.00,27.93
287,57.20,9.05,105.54,316.00,w ext,6.27,30.72
288,57.40,7.92,99.41,292.00,w ext,6.24,33.46
289,57.60,5.82,93.11,300.00,w ext,6.64,37.98
290,57.80,4.68,88.82,276.00,w ext,4.44,41.14
291,58.00,3.57,85.54,220.00,w ext,3.47,43.80
292,58.20,4.34,83.49,228.00,w ext,2.19,44.27
293,58.40,5.10,81.46,156.00,w ext,2.17,44.84
294,58.60,3.96,78.11,212.00,w ext,3.54,47.82
295,58.80,4.30,70.68,268.00,w ext,7.44,52.59
296,59.00,4.87,66.52,292.00,w ext,4.20,55.26
297,59.20,5.52,63.47,280.00,w ext,3.12,57.19
298,59.40,6.26,61.52,244.00,w ext,2.09,58.27
299,59.60,6.99,59.58,204.00,w ext,2.07,59.40
300,59.80,7.92,59.83,252.00,w ext,0.96,58.65
301,60.00,7.73,57.66,168.00,w ext,2.18,60.53
302,60.20,6.38,53.01,92.00,w ext,4.84,65.09
303,60.40,8.77,49.50,92.00,w ext,4.25,66.73
304,60.60,15.05,49.45,148.00,w ext,6.28,63.73
305,60.80,18.60,49.58,280.00,w ext,3.55,62.10
306,61.00,23.72,48.27,336.00,w ext,5.28,61.47
307,61.20,30.35,45.65,368.00,west,7.13,62.22
308,61.40,36.88,43.16,412.00,west,6.99,63.44
309,61.60,44.85,39.46,368.00,south,8.79,66.56
310,61.80,51.87,35.54,372.00,south,8.04,70.59
311,62.00,60.37,31.22,412.00,south,9.53,75.88
312,62.20,68.00,27.38,476.00,south,8.54,81.15
313,62.40,74.84,24.86,560.00,south,7.29,85.39
314,62.60,82.32,21.31,536.00,south,8.28,91.23
315,62.80,88.21,17.04,476.00,s ext,7.27,97.42
316,63.00,94.06,12.40,400.00,s ext,7.47,104.07
317,63.20,99.14,7.27,296.00,s ext,7.22,110.91
318,63.40,104.99,5.58,264.00,s ext,6.09,115.13
319,63.60,109.35,6.41,276.00,s ext,4.44,116.59
320,63.80,114.36,6.92,316.00,s ext,5.03,118.83
321,64.00,119.29,8.04,408.00,s ext,5.05,120.62
322,64.20,125.53,8.50,352.00,s ext,6.26,123.87
323,64.40,131.67,9.41,336.00,s ext,6.21,126.92
324,64.60,136.38,10.44,308.00,s ext,4.83,129.17
325,64.80,142.41,11.56,312.00,s ext,6.13,132.39
326,65.00,147.74,13.65,276.00,s ext,5.72,134.63
327,65.20,151.75,15.34,280.00,e ext,4.35,136.35
328,65.40,157.14,17.16,288.00,e ext,5.69,139.15
329,65.60,161.93,20.30,304.00,e ext,5.73,140.82
330,65.80,166.86,25.52,284.00,e ext,7.18,141.59
331,66.00,171.23,30.30,272.00,e ext,6.48,142.50
332,66.20,174.32,36.02,312.00,e ext,6.50,142.00
333,66.40,178.33,42.64,284.00,e ext,7.74,142.15
334,66.60,182.68,51.72,264.00,e ext,10.07,141.99
335,66.80,185.68,60.68,232.00,e ext,9.44,141.33
336,67.00,188.08,70.11,288.00,e ext,9.74,140.58
337,67.20,191.60,80.76,308.00,e ext,11.22,141.34
338,67.40,193.82,93.10,280.00,e ext,12.54,141.37
339,67.60,196.84,103.38,304.00,e ext,10.72,143.35
340,67.80,198.27,113.85,288.00,e ext,10.57,144.51
341,68.00,200.02,125.61,280.00,e ext,11.89,146.74
342,68.20,200.80,136.11,232.00,e ext,10.54,148.72
343,68.40,200.93,147.57,208.00,e ext,11.46,150.96
344,68.60,200.17,158.61,188.00,e ext,11.07,152.93
345,68.80,198.79,165.89,212.00,e ext,7.41,153.82
346,69.00,197.41,173.04,204.00,e ext,7.27,155.01
347,69.20,195.28,180.78,224.00,e ext,8.03,156.08
348,69.40,192.90,187.15,176.00,e ext,6.80,156.72
349,69.60,190.05,191.01,164.00,e ext,4.79,156.01
350,69.80,187.97,194.12,108.00,e ext,3.75,155.73
351,70.00,185.32,198.97,84.00,e ext,5.53,155.97
352,70.20,182.42,202.56,80.00,n ext,4.61,155.47
353,70.40,177.89,202.05,96.00,n ext,4.56,151.40
354,70.60,174.17,200.99,208.00,n ext,3.87,147.72
355,70.80,169.51,199.45,212.00,n ext,4.91,143.00
356,71.00,166.99,200.09,184.00,n ext,2.60,141.31
357,71.20,164.30,199.65,180.00,n ext,2.73,138.86
358,71.40,161.35,203.04,180.00,n ext,4.49,138.53
359,71.60,159.51,208.03,120.00,n ext,5.32,140.22
360,71.80,158.09,210.28,132.00,n ext,2.65,140.60
361,72.00,156.67,212.53,64.00,n ext,2.66,141.03
362,72.20,-,-,-,-,-,-
363,72.40,148.55,211.29,64.00,n ext,-,134.22
364,72.60,-,-,-,-,-,-
365,72.80,136.67,199.94,176.00,n ext,-,117.79
366,73.00,129.42,196.15,240.00,n ext,8.17,109.96
367,73.20,121.57,193.49,256.00,n ext,8.29,102.58
368,73.40,113.94,192.26,240.00,n ext,7.73,96.57
369,73.60,106.41,191.50,296.00,n ext,7.56,91.27
370,73.80,99.83,192.25,292.00,n ext,6.62,87.93
371,74.00,94.13,194.35,256.00,n ext,6.08,86.57
372,74.20,88.42,195.86,216.00,n ext,5.91,85.08
373,74.40,84.34,197.67,148.00,n ext,4.46,84.91
374,74.60,81.09,198.69,60.00,n ext,3.41,84.56
375,74.80,72.98,200.34,84.00,n ext,8.27,83.42
376,75.00,69.85,198.05,100.00,n ext,3.88,80.32
377,75.20,67.57,194.83,148.00,n ext,3.94,76.60
378,75.40,64.59,190.98,180.00,n ext,4.87,72.12
379,75.60,60.92,186.59,232.00,n ext,5.72,67.02
380,75.80,55.86,181.08,212.00,n ext,7.47,60.72
381,76.00,52.26,177.93,320.00,n ext,4.79,57.17
382,76.20,47.97,174.26,308.00,north,5.65,53.15
383,76.40,42.92,170.96,348.00,west,6.04,49.84
384,76.60,37.80,168.59,308.00,w ext,5.64,47.94
385,76.80,33.31,167.73,300.00,w ext,4.57,47.84
386,77.00,30.20,169.00,284.00,w ext,3.36,49.81
387,77.20,25.49,171.03,260.00,w ext,5.13,53.17
388,77.40,21.47,173.80,232.00,w ext,4.87,57.20
389,77.60,16.91,171.24,132.00,w ext,5.23,56.82
390,77.80,17.00,169.28,112.00,w ext,1.96,55.06
391,78.00,15.39,170.03,84.00,w ext,1.78,56.50
392,78.20,14.62,169.42,104.00,w ext,0.98,56.36
393,78.40,14.00,164.84,76.00,w ext,4.62,52.76
394,78.60,15.84,158.29,140.00,w ext,6.80,46.24
395,78.80,16.03,151.52,200.00,w ext,6.78,40.61
396,79.00,17.00,144.53,284.00,w ext,7.05,34.71
397,79.20,15.45,138.26,352.00,w ext,6.46,31.67
398,79.40,13.82,128.93,352.00,w ext,9.47,28.12
399,79.60,12.04,120.37,380.00,w ext,8.75,27.38
400,79.80,10.15,112.58,352.00,w ext,8.02,28.72
401,80.00,7.30,105.60,300.00,w ext,7.54,32.44
402,80.20,5.26,99.38,276.00,w ext,6.54,35.97
403,80.40,1.43,95.03,236.00,w ext,5.79,41.11
404,80.60,0.04,87.36,172.00,w ext,7.80,45.86
405,80.80,1.51,82.08,184.00,w ext,5.48,47.40
406,81.00,1.77,73.45,136.00,w ext,8.64,52.52
407,81.20,4.30,70.68,232.00,w ext,3.74,52.59
408,81.40,4.68,64.34,280.00,w ext,6.36,57.04
409,81.60,4.82,55.77,272.00,w ext,8.57,63.76
410,81.80,7.00,49.99,236.00,w ext,6.18,67.25
411,82.00,8.10,42.88,196.00,w ext,7.20,72.79
412,82.20,10.35,38.38,224.00,w ext,5.03,75.73
413,82.40,13.65,35.45,240.00,w ext,4.41,77.04
414,82.60,16.69,30.43,280.00,w ext,5.87,80.62
415,82.80,19.72,25.51,292.00,w ext,5.77,84.37
416,83.00,23.41,18.94,276.00,s ext,7.54,89.80
417,83.20,29.04,14.46,268.00,s ext,7.20,93.02
418,83.40,33.94,11.76,284.00,s ext,5.60,94.95
419,83.60,38.91,10.14,304.00,s ext,5.23,96.10
420,83.80,44.51,6.81,268.00,s ext,6.52,99.20
421,84.00,51.90,5.27,224.00,s ext,7.55,100.82
422,84.20,56.03,5.11,292.00,s ext,4.12,101.24
423,84.40,62.55,4.87,292.00,s ext,6.53,102.24
424,84.60,68.96,4.36,316.00,s ext,6.43,103.86
425,84.80,76.08,3.79,280.00,s ext,7.14,105.99
426,85.00,82.33,3.59,264.00,s ext,6.26,107.94
427,85.20,88.51,3.98,284.00,s ext,6.20,109.63
428,85.40,94.61,4.93,296.00,s ext,6.17,111.08
429,85.60,101.31,4.54,256.00,s ext,6.71,114.32
430,85.80,108.63,5.50,212.00,s ext,7.38,117.00
431,86.00,113.65,7.00,268.00,s ext,5.24,118.37
432,86.20,119.99,6.97,280.00,s ext,6.34,121.91
433,86.40,125.54,7.56,272.00,s ext,5.58,124.63
434,86.60,131.68,8.47,276.00,s ext,6.21,127.66
435,86.80,137.08,9.22,272.00,s ext,5.45,130.55
436,87.00,141.75,10.92,228.00,s ext,4.97,132.41
437,87.20,146.42,12.43,244.00,s ext,4.90,134.55
438,87.40,151.76,14.37,240.00,e ext,5.68,137.02
439,87.60,156.46,17.55,252.00,e ext,5.67,138.38
440,87.80,160.55,20.11,296.00,e ext,4.83,139.87
441,88.00,165.44,24.30,292.00,e ext,6.44,141.16
442,88.20,169.77,29.03,228.00,e ext,6.41,141.98
443,88.40,175.01,34.61,172.00,e ext,7.66,143.33
444,88.60,178.28,41.58,232.00,e ext,7.70,142.62
445,88.80,180.85,46.97,304.00,e ext,5.97,142.38
446,89.00,184.50,55.49,276.00,e ext,9.27,142.16
447,89.20,188.49,65.49,236.00,e ext,10.76,142.38
448,89.40,190.92,74.03,248.00,e ext,8.88,142.25
449,89.60,193.62,83.92,268.00,e ext,10.26,142.70
450,89.80,195.67,94.15,252.00,e ext,10.43,143.06
