Track file,I:\Rat Navigation Data\exp nesté 1morris_0003\data\track_00006.trk
Object,0
Samples,93
rat,104,
trial,2,
date,2007-12-16 12:03:48.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,99.50,30.54,540.00,336.00,south,90.92,-
2,0.20,100.96,33.95,556.00,344.00,south,88.90,3.71
3,0.40,103.82,38.12,580.00,368.00,south,87.15,5.05
4,0.60,107.32,42.90,532.00,424.00,south,85.61,5.93
5,0.80,109.40,47.56,528.00,396.00,south,83.55,5.10
6,1.00,112.13,52.84,616.00,464.00,south,81.81,5.94
7,1.20,113.48,56.56,568.00,368.00,south,80.36,3.96
8,1.40,114.84,59.48,600.00,344.00,south,79.58,3.22
9,1.60,116.19,61.63,616.00,384.00,south,79.38,2.54
10,1.80,118.23,63.70,680.00,344.00,south,79.87,2.91
11,2.00,120.95,67.18,596.00,476.00,south,80.23,4.42
12,2.20,122.32,70.76,528.00,484.00,east,79.53,3.84
13,2.40,123.70,75.08,560.00,368.00,east,78.70,4.53
14,2.60,124.41,79.44,556.00,324.00,east,77.49,4.42
15,2.80,126.54,84.45,520.00,388.00,east,77.62,5.44
16,3.00,127.99,88.06,564.00,356.00,east,77.87,3.89
17,3.20,130.19,92.43,584.00,412.00,east,78.87,4.89
18,3.40,133.18,97.62,616.00,472.00,east,80.77,5.99
19,3.60,136.26,102.97,560.00,496.00,east,83.03,6.17
20,3.80,138.07,109.97,564.00,508.00,east,84.33,7.23
21,4.00,138.48,116.99,552.00,492.00,east,84.79,7.03
22,4.20,138.15,123.19,556.00,404.00,east,84.90,6.21
23,4.40,137.90,130.21,564.00,456.00,east,85.71,7.03
24,4.60,136.07,136.18,568.00,452.00,east,85.19,6.24
25,4.80,135.01,142.30,568.00,448.00,north,85.85,6.21
26,5.00,133.10,147.45,492.00,508.00,north,85.80,5.49
27,5.20,130.32,151.59,440.00,428.00,north,84.88,4.99
28,5.40,127.33,153.27,504.00,448.00,north,82.92,3.43
29,5.60,121.82,152.05,472.00,448.00,north,77.46,5.65
30,5.80,117.04,148.80,528.00,416.00,north,71.72,5.78
31,6.00,111.52,143.41,476.00,508.00,north,64.38,7.71
32,6.20,107.64,137.80,556.00,488.00,north,58.57,6.82
33,6.40,103.13,130.97,548.00,600.00,north,52.03,8.19
34,6.60,99.48,124.46,640.00,572.00,north,46.93,7.46
35,6.80,95.93,116.77,640.00,664.00,north,42.27,8.47
