Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00061.trk
Object,0
Samples,39
rat,114,
trial,1,
date,2007-12-14 13:21:26.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,72.85,2.77,140.00,240.00,s ext,106.22
2,0.20,70.47,2.94,88.00,180.00,s ext,105.56
3,0.40,68.07,3.06,140.00,140.00,s ext,104.98
4,0.60,64.83,2.82,192.00,188.00,s ext,104.63
5,0.80,60.87,4.20,212.00,364.00,s ext,102.68
6,1.00,58.49,5.18,220.00,264.00,s ext,101.41
7,1.20,54.31,4.36,136.00,268.00,s ext,101.86
8,1.40,50.94,3.83,144.00,176.00,s ext,102.22
9,1.60,48.51,4.70,124.00,164.00,s ext,101.29
10,1.80,46.08,5.55,108.00,160.00,s ext,100.44
11,2.00,44.41,5.76,96.00,124.00,s ext,100.26
12,2.20,42.85,7.01,100.00,124.00,s ext,99.03
13,2.40,43.26,11.21,68.00,152.00,s ext,94.83
14,2.60,44.43,14.70,136.00,124.00,s ext,91.32
15,2.80,44.71,17.75,216.00,112.00,s ext,88.26
16,3.00,44.11,20.40,256.00,160.00,s ext,85.62
17,3.20,43.69,25.02,216.00,200.00,s ext,81.02
18,3.40,43.86,26.99,260.00,164.00,s ext,79.04
19,3.60,43.49,32.49,284.00,208.00,south,73.55
20,3.80,42.17,36.66,396.00,288.00,south,69.43
21,4.00,41.69,41.11,336.00,212.00,south,65.01
22,4.20,40.43,46.19,364.00,244.00,west,60.04
23,4.40,39.20,52.18,416.00,356.00,west,54.20
24,4.60,38.07,59.98,424.00,368.00,west,46.62
25,4.80,37.71,67.91,440.00,384.00,west,38.88
26,5.00,36.50,76.50,448.00,440.00,west,30.76
27,5.20,37.71,87.07,460.00,532.00,west,20.23
28,5.40,39.51,94.85,360.00,420.00,west,12.28
29,5.60,41.95,100.74,408.00,336.00,west,5.92
30,5.80,43.54,107.26,452.00,420.00,platform,0.00
31,6.00,45.07,111.23,492.00,328.00,platform,0.00
32,6.20,46.56,115.12,500.00,344.00,platform,0.00
33,6.40,47.28,118.22,448.00,236.00,platform,0.00
34,6.60,46.56,115.12,444.00,188.00,platform,0.00
35,6.80,47.32,115.86,472.00,236.00,platform,0.00
36,7.00,48.09,115.02,480.00,136.00,platform,0.00
37,7.20,48.09,115.02,456.00,168.00,platform,0.00
38,7.40,48.10,114.23,464.00,192.00,platform,0.00
39,7.60,48.10,113.45,496.00,184.00,platform,0.00
