Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00026.trk
Object,0
Samples,450
rat,91,
trial,2,
date,2007-12-14 11:36:17.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,116.31,177.81,204.00,208.00,north,87.81
2,0.20,115.60,179.36,236.00,240.00,north,88.34
3,0.40,116.59,182.22,260.00,160.00,north,91.04
4,0.60,115.88,183.79,244.00,152.00,north,91.64
5,0.80,116.05,186.49,312.00,180.00,north,93.70
6,1.00,114.55,188.79,296.00,264.00,n ext,94.36
7,1.20,113.26,194.84,252.00,300.00,n ext,98.13
8,1.40,111.73,197.24,240.00,228.00,n ext,99.06
9,1.60,111.10,200.84,108.00,180.00,n ext,101.54
10,1.80,-,-,-,-,-,-
11,2.00,-,-,-,-,-,-
12,2.20,-,-,-,-,-,-
13,2.40,-,-,-,-,-,-
14,2.60,-,-,-,-,-,-
15,2.80,97.34,191.04,212.00,-,n ext,85.52
16,3.00,94.79,186.36,312.00,268.00,north,80.22
17,3.20,89.91,178.34,372.00,436.00,north,70.85
18,3.40,85.24,170.05,408.00,476.00,north,61.39
19,3.60,80.80,160.70,444.00,588.00,north,51.25
20,3.80,76.51,152.57,452.00,552.00,north,42.18
21,4.00,71.58,144.81,436.00,592.00,north,33.03
22,4.20,67.48,136.42,452.00,568.00,west,23.95
23,4.40,63.37,128.06,456.00,580.00,west,15.17
24,4.60,59.20,119.58,480.00,608.00,west,6.95
25,4.80,56.41,110.77,468.00,620.00,west,2.99
26,5.00,51.96,102.44,488.00,620.00,west,4.73
27,5.20,47.32,93.62,436.00,596.00,west,12.36
28,5.40,42.41,84.18,480.00,572.00,west,22.05
29,5.60,37.20,73.99,428.00,604.00,west,33.08
30,5.80,30.85,63.65,432.00,548.00,west,44.64
31,6.00,25.02,53.56,460.00,532.00,west,56.04
32,6.20,18.93,43.63,396.00,504.00,w ext,67.47
33,6.40,14.36,33.64,272.00,372.00,w ext,78.45
34,6.60,16.33,27.14,180.00,428.00,w ext,83.85
35,6.80,20.53,24.84,120.00,300.00,w ext,84.79
36,7.00,23.19,25.01,240.00,232.00,w ext,83.94
37,7.20,27.21,21.74,328.00,448.00,s ext,86.22
38,7.40,31.10,17.48,320.00,432.00,s ext,89.69
39,7.60,33.26,13.46,196.00,324.00,s ext,93.36
40,7.80,34.51,8.99,108.00,184.00,s ext,97.64
41,8.00,37.12,9.26,88.00,164.00,s ext,97.11
42,8.20,38.91,10.14,64.00,88.00,s ext,96.10
43,8.40,-,-,-,-,-,-
44,8.60,50.55,18.33,152.00,-,s ext,87.72
45,8.80,56.59,22.60,316.00,332.00,s ext,83.89
46,9.00,62.45,26.51,484.00,376.00,south,80.88
47,9.20,67.35,29.85,520.00,428.00,south,78.60
48,9.40,72.18,33.81,604.00,468.00,south,76.06
49,9.60,75.40,38.00,596.00,480.00,south,73.16
50,9.80,77.09,43.36,592.00,524.00,south,68.85
51,10.00,77.33,51.49,548.00,596.00,south,61.61
52,10.20,74.54,58.10,480.00,572.00,south,54.45
53,10.40,70.24,64.38,500.00,556.00,south,46.90
54,10.60,65.13,69.75,508.00,512.00,south,39.87
55,10.80,60.00,75.98,472.00,524.00,west,32.20
56,11.00,54.05,82.27,504.00,552.00,west,24.54
57,11.20,49.58,89.77,496.00,512.00,west,16.36
58,11.40,45.04,97.55,468.00,540.00,west,8.47
59,11.60,40.42,104.87,428.00,536.00,west,3.12
60,11.80,34.14,110.11,460.00,512.00,west,5.22
61,12.00,27.74,113.13,416.00,460.00,west,11.13
62,12.20,20.38,115.58,444.00,428.00,west,18.50
63,12.40,13.69,117.22,408.00,428.00,w ext,25.28
64,12.60,7.73,119.93,332.00,364.00,w ext,31.54
65,12.80,4.28,121.43,252.00,192.00,w ext,35.20
66,13.00,3.48,124.70,120.00,212.00,w ext,36.60
67,13.20,6.12,126.33,96.00,184.00,w ext,34.43
68,13.40,8.71,126.89,180.00,228.00,w ext,32.12
69,13.60,11.30,131.40,240.00,268.00,w ext,31.48
70,13.80,15.48,134.40,320.00,312.00,w ext,29.46
71,14.00,19.53,139.11,356.00,380.00,w ext,29.09
72,14.20,24.26,143.37,320.00,380.00,west,29.16
73,14.40,28.83,148.29,332.00,404.00,west,30.97
74,14.60,33.24,153.88,280.00,428.00,west,34.44
75,14.80,34.46,160.36,288.00,384.00,west,40.39
76,15.00,33.41,165.95,232.00,288.00,w ext,46.07
77,15.20,29.99,172.65,156.00,252.00,w ext,53.40
78,15.40,26.01,175.35,132.00,192.00,w ext,57.10
79,15.60,22.11,176.29,84.00,160.00,w ext,59.28
80,15.80,20.52,177.07,76.00,104.00,w ext,60.59
81,16.00,20.57,176.11,88.00,44.00,w ext,59.68
82,16.20,22.91,175.91,100.00,132.00,w ext,58.64
83,16.40,30.77,172.31,92.00,192.00,w ext,52.87
84,16.60,35.43,170.38,200.00,260.00,w ext,50.04
85,16.80,41.49,169.78,236.00,292.00,west,48.75
86,17.00,48.31,168.29,208.00,308.00,west,47.21
87,17.20,53.75,164.25,236.00,284.00,west,43.76
88,17.40,59.18,159.74,252.00,312.00,north,40.56
89,17.60,62.42,153.64,320.00,364.00,north,35.79
90,17.80,64.86,147.89,300.00,340.00,north,31.67
91,18.00,68.04,141.50,384.00,364.00,west,28.25
92,18.20,71.20,133.90,384.00,456.00,west,24.93
93,18.40,75.73,127.20,368.00,480.00,west,25.11
94,18.60,81.62,120.75,472.00,560.00,west,28.70
95,18.80,87.41,115.93,528.00,576.00,west,33.72
96,19.00,93.85,110.60,556.00,620.00,north,40.11
97,19.20,100.91,105.37,544.00,692.00,east,47.66
98,19.40,108.61,100.81,568.00,664.00,east,56.03
99,19.60,116.25,96.10,580.00,724.00,east,64.46
100,19.80,123.16,91.11,624.00,668.00,east,72.38
101,20.00,130.06,86.49,636.00,620.00,east,80.31
102,20.20,136.93,80.67,604.00,688.00,east,88.68
103,20.40,144.53,74.97,564.00,632.00,east,97.79
104,20.60,151.53,71.27,500.00,544.00,east,105.66
105,20.80,158.67,68.91,440.00,508.00,east,113.17
106,21.00,166.72,67.02,360.00,488.00,east,121.35
107,21.20,174.19,65.08,324.00,460.00,e ext,129.03
108,21.40,181.85,62.92,184.00,372.00,e ext,136.96
109,21.60,188.13,61.05,76.00,196.00,e ext,143.50
110,21.80,187.25,60.18,108.00,72.00,e ext,142.98
111,22.00,185.44,57.40,72.00,148.00,e ext,142.29
112,22.20,182.96,56.03,80.00,120.00,e ext,140.52
113,22.40,179.63,52.87,100.00,156.00,e ext,138.74
114,22.60,177.20,50.60,236.00,240.00,e ext,137.51
115,22.80,173.33,48.98,272.00,284.00,e ext,134.77
116,23.00,169.52,46.46,284.00,332.00,e ext,132.59
117,23.20,163.65,44.93,312.00,356.00,e ext,128.26
118,23.40,157.26,44.67,340.00,356.00,e ext,122.94
119,23.60,150.28,43.70,312.00,388.00,east,117.63
120,23.80,142.75,41.98,364.00,436.00,east,112.42
121,24.00,136.67,39.65,404.00,488.00,south,109.01
122,24.20,130.62,36.29,432.00,476.00,south,106.62
123,24.40,124.58,31.83,400.00,496.00,south,105.41
124,24.60,118.46,27.86,456.00,472.00,south,104.28
125,24.80,112.22,25.18,440.00,456.00,south,102.55
126,25.00,105.15,22.03,484.00,484.00,s ext,101.14
127,25.20,98.61,18.29,528.00,516.00,s ext,100.93
128,25.40,93.38,15.07,448.00,448.00,s ext,101.36
129,25.60,86.42,9.29,344.00,448.00,s ext,103.91
130,25.80,80.11,5.91,284.00,316.00,s ext,105.06
131,26.00,76.19,5.77,268.00,280.00,s ext,104.11
132,26.20,71.53,7.19,272.00,388.00,s ext,101.62
133,26.40,66.90,9.43,268.00,332.00,s ext,98.50
134,26.60,60.26,6.89,248.00,268.00,s ext,99.92
135,26.80,55.17,4.74,220.00,268.00,s ext,101.54
136,27.00,51.90,5.27,156.00,272.00,s ext,100.82
137,27.20,48.90,8.86,100.00,232.00,s ext,97.14
138,27.40,47.72,14.22,176.00,252.00,s ext,91.77
139,27.60,46.44,18.51,292.00,340.00,s ext,87.48
140,27.80,42.73,23.66,356.00,408.00,s ext,82.39
141,28.00,35.60,28.39,372.00,488.00,s ext,78.25
142,28.20,29.18,32.59,416.00,452.00,w ext,75.21
143,28.40,21.55,34.50,372.00,468.00,w ext,75.24
144,28.60,14.70,36.91,320.00,388.00,w ext,75.28
145,28.80,9.05,43.21,272.00,416.00,w ext,72.03
146,29.00,7.83,49.19,236.00,396.00,w ext,67.48
147,29.20,6.80,57.40,236.00,384.00,w ext,61.28
148,29.40,6.54,64.77,268.00,384.00,w ext,55.53
149,29.60,7.15,72.29,344.00,388.00,w ext,49.46
150,29.80,7.06,83.80,312.00,432.00,w ext,41.87
151,30.00,6.60,91.07,264.00,328.00,w ext,38.32
152,30.20,3.41,98.30,260.00,316.00,w ext,38.07
153,30.40,2.67,101.48,184.00,260.00,w ext,37.84
154,30.60,1.17,107.94,104.00,200.00,w ext,38.07
155,30.80,3.04,109.97,108.00,116.00,w ext,35.97
156,31.00,5.77,111.89,180.00,216.00,w ext,33.13
157,31.20,8.48,114.74,256.00,340.00,w ext,30.39
158,31.40,12.02,119.38,324.00,356.00,w ext,27.22
159,31.60,16.30,124.63,360.00,372.00,w ext,24.20
160,31.80,21.25,130.35,384.00,432.00,west,22.42
161,32.00,25.18,137.71,356.00,476.00,west,24.14
162,32.20,28.13,145.85,344.00,532.00,west,29.20
163,32.40,29.37,154.28,412.00,484.00,west,36.15
164,32.60,29.01,162.37,360.00,396.00,w ext,43.84
165,32.80,28.58,170.58,252.00,340.00,w ext,51.78
166,33.00,26.52,179.68,188.00,280.00,w ext,61.09
167,33.20,28.03,179.86,184.00,204.00,w ext,60.87
168,33.40,32.43,182.29,76.00,236.00,w ext,62.29
169,33.60,36.26,181.43,152.00,188.00,w ext,60.88
170,33.80,40.02,181.57,248.00,272.00,w ext,60.63
171,34.00,44.48,182.39,264.00,312.00,n ext,61.22
172,34.20,50.37,184.55,240.00,336.00,n ext,63.58
173,34.40,57.77,188.30,184.00,312.00,n ext,68.15
174,34.60,63.06,190.44,208.00,240.00,n ext,71.24
175,34.80,70.72,195.18,92.00,284.00,n ext,77.83
176,35.00,75.45,197.28,80.00,172.00,n ext,81.26
177,35.20,81.09,197.77,84.00,148.00,n ext,83.71
178,35.40,88.44,198.63,76.00,160.00,n ext,87.55
179,35.60,93.40,198.90,72.00,132.00,n ext,90.12
180,35.80,100.05,198.71,84.00,140.00,n ext,93.40
181,36.00,105.88,197.82,80.00,164.00,n ext,95.99
182,36.20,111.79,198.19,144.00,160.00,n ext,99.85
183,36.40,120.37,199.64,120.00,264.00,n ext,106.37
184,36.60,126.45,200.73,160.00,232.00,n ext,111.20
185,36.80,135.66,206.27,152.00,288.00,n ext,121.54
186,37.00,141.58,211.88,68.00,172.00,n ext,129.69
187,37.20,-,-,-,-,-,-
188,37.40,-,-,-,-,-,-
189,37.60,-,-,-,-,-,-
190,37.80,151.91,204.07,96.00,-,n ext,131.86
191,38.00,153.81,199.17,148.00,196.00,n ext,130.20
192,38.20,155.68,194.29,208.00,220.00,n ext,128.74
193,38.40,160.92,189.15,244.00,356.00,n ext,130.13
194,38.60,165.18,183.50,244.00,360.00,n ext,130.71
195,38.80,170.31,178.17,256.00,380.00,e ext,132.54
196,39.00,176.51,174.10,212.00,324.00,e ext,136.25
197,39.20,182.88,170.88,220.00,328.00,e ext,140.74
198,39.40,189.67,169.66,220.00,336.00,e ext,146.57
199,39.60,197.50,168.68,128.00,324.00,e ext,153.54
200,39.80,198.35,163.50,104.00,192.00,e ext,152.64
201,40.00,197.50,158.75,108.00,172.00,e ext,150.41
202,40.20,195.33,151.39,148.00,240.00,e ext,146.37
203,40.40,193.43,145.35,212.00,272.00,e ext,143.16
204,40.60,192.33,138.54,228.00,288.00,e ext,140.75
205,40.80,192.36,133.11,232.00,220.00,e ext,139.93
206,41.00,196.36,130.63,160.00,240.00,e ext,143.59
207,41.20,199.66,128.99,140.00,180.00,e ext,146.69
208,41.40,198.38,126.48,136.00,180.00,e ext,145.17
209,41.60,196.60,120.53,96.00,208.00,e ext,143.00
210,41.80,193.28,115.65,92.00,156.00,e ext,139.54
211,42.00,191.79,111.08,156.00,176.00,e ext,138.03
212,42.20,188.50,105.44,196.00,256.00,e ext,134.91
213,42.40,188.69,99.99,256.00,220.00,e ext,135.48
214,42.60,189.01,95.59,256.00,216.00,e ext,136.28
215,42.80,189.94,88.87,308.00,276.00,e ext,138.18
216,43.00,191.00,83.12,232.00,244.00,e ext,140.28
217,43.20,190.43,77.54,208.00,256.00,e ext,140.92
218,43.40,188.88,69.92,228.00,292.00,e ext,141.41
219,43.60,186.72,63.72,200.00,284.00,e ext,141.27
220,43.80,184.50,55.49,220.00,268.00,e ext,142.16
221,44.00,181.66,47.73,116.00,264.00,e ext,142.78
222,44.20,179.18,44.42,156.00,168.00,e ext,142.06
223,44.40,176.06,42.60,176.00,268.00,e ext,140.18
224,44.60,170.83,41.84,252.00,380.00,e ext,136.01
225,44.80,166.40,39.82,332.00,392.00,e ext,133.27
226,45.00,160.65,36.62,312.00,420.00,e ext,130.19
227,45.20,154.37,32.90,308.00,404.00,e ext,127.15
228,45.40,148.23,30.13,304.00,356.00,e ext,123.99
229,45.60,141.51,26.64,300.00,420.00,s ext,121.17
230,45.80,136.15,25.09,384.00,380.00,s ext,118.34
231,46.00,130.14,20.85,312.00,480.00,s ext,117.24
232,46.20,125.42,17.69,320.00,352.00,s ext,116.56
233,46.40,120.63,14.24,312.00,312.00,s ext,116.34
234,46.60,115.76,13.23,276.00,292.00,s ext,114.35
235,46.80,110.81,12.83,280.00,276.00,s ext,111.93
236,47.00,105.08,13.05,324.00,308.00,s ext,108.70
