Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00039.trk
Object,0
Samples,450
rat,118,
trial,3,
date,2007-12-14 12:12:01.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,158.60,40.38,112.00,80.00,e ext,126.40
2,0.20,159.31,41.02,276.00,180.00,e ext,126.64
3,0.40,157.89,39.75,288.00,164.00,e ext,126.16
4,0.60,155.78,38.78,328.00,200.00,e ext,124.93
5,0.80,154.39,37.53,348.00,236.00,e ext,124.48
6,1.00,153.69,34.14,328.00,220.00,e ext,125.87
7,1.20,152.32,29.20,320.00,288.00,e ext,127.76
8,1.40,150.98,24.25,316.00,236.00,e ext,129.86
9,1.60,149.00,19.61,304.00,276.00,s ext,131.44
10,1.80,148.39,15.21,252.00,236.00,s ext,134.00
11,2.00,147.05,14.95,240.00,164.00,s ext,133.22
12,2.20,145.70,15.62,248.00,240.00,s ext,131.79
13,2.40,142.99,16.89,276.00,284.00,s ext,128.97
14,2.60,140.29,18.08,280.00,308.00,s ext,126.23
15,2.80,136.23,19.69,376.00,280.00,s ext,122.24
16,3.00,132.15,22.01,320.00,352.00,s ext,117.75
17,3.20,126.71,23.57,356.00,332.00,s ext,112.92
18,3.40,121.93,23.79,352.00,380.00,s ext,109.63
19,3.60,117.80,22.77,384.00,320.00,s ext,107.83
20,3.80,112.93,20.74,396.00,396.00,s ext,106.56
21,4.00,110.82,17.36,408.00,332.00,s ext,108.17
22,4.20,110.10,13.80,360.00,264.00,s ext,110.74
23,4.40,109.37,10.16,332.00,228.00,s ext,113.41
24,4.60,110.09,10.11,260.00,200.00,s ext,113.83
25,4.80,110.09,11.96,260.00,248.00,s ext,112.27
26,5.00,108.67,12.04,328.00,276.00,s ext,111.44
27,5.20,106.53,14.86,332.00,268.00,s ext,107.92
28,5.40,104.39,16.69,356.00,208.00,s ext,105.23
29,5.60,102.96,18.47,376.00,220.00,s ext,102.97
30,5.80,100.82,20.19,372.00,228.00,s ext,100.39
31,6.00,99.39,21.89,404.00,168.00,south,98.19
32,6.20,98.69,23.61,460.00,160.00,south,96.36
33,6.40,97.99,25.31,448.00,188.00,south,94.54
34,6.60,96.55,26.07,460.00,252.00,south,93.15
35,6.80,95.82,26.01,484.00,288.00,south,92.84
36,7.00,94.36,25.88,512.00,268.00,south,92.23
37,7.20,92.14,24.75,620.00,268.00,south,92.16
38,7.40,89.84,21.80,628.00,360.00,south,93.77
39,7.60,86.72,17.68,580.00,352.00,s ext,96.24
40,7.80,84.33,14.46,452.00,384.00,s ext,98.34
41,8.00,79.51,9.57,380.00,424.00,s ext,101.38
42,8.20,75.55,8.46,324.00,288.00,s ext,101.35
43,8.40,73.15,7.72,296.00,180.00,s ext,101.48
44,8.60,71.59,8.17,328.00,144.00,s ext,100.68
45,8.80,70.03,8.61,272.00,160.00,s ext,99.91
46,9.00,68.53,10.01,324.00,148.00,s ext,98.24
47,9.20,67.78,10.70,248.00,132.00,s ext,97.41
48,9.40,67.03,11.39,288.00,112.00,s ext,96.60
49,9.60,66.28,12.08,272.00,152.00,s ext,95.79
50,9.80,64.77,13.43,228.00,228.00,s ext,94.17
51,10.00,61.61,14.16,260.00,280.00,s ext,92.91
52,10.20,57.67,15.49,304.00,292.00,s ext,91.07
53,10.40,53.86,18.72,300.00,308.00,s ext,87.50
54,10.60,48.24,20.23,344.00,316.00,s ext,85.76
55,10.80,42.73,23.66,356.00,348.00,s ext,82.39
56,11.00,36.20,25.73,352.00,372.00,s ext,80.82
57,11.20,30.67,30.25,364.00,380.00,s ext,77.20
58,11.40,24.07,33.50,324.00,360.00,w ext,75.51
59,11.60,18.30,37.29,368.00,364.00,w ext,73.62
60,11.80,13.40,41.63,324.00,340.00,w ext,71.49
61,12.00,10.21,45.74,328.00,292.00,w ext,69.25
62,12.20,7.83,49.19,304.00,256.00,w ext,67.48
63,12.40,9.39,56.02,300.00,404.00,w ext,60.91
64,12.60,11.87,63.95,352.00,500.00,w ext,53.01
65,12.80,13.40,72.44,384.00,448.00,w ext,45.26
66,13.00,16.52,79.95,372.00,468.00,west,37.48
67,13.20,19.55,88.08,368.00,396.00,west,29.53
68,13.40,21.50,93.94,364.00,300.00,west,24.24
69,13.60,23.37,99.61,316.00,272.00,west,19.56
70,13.80,25.13,103.30,364.00,256.00,west,16.15
71,14.00,26.81,105.09,384.00,300.00,west,13.83
72,14.20,29.27,105.93,408.00,296.00,west,11.25
73,14.40,31.69,105.00,396.00,276.00,west,9.66
74,14.60,35.68,104.08,424.00,332.00,west,6.83
75,14.80,38.83,102.38,420.00,276.00,west,6.06
76,15.00,41.95,100.74,388.00,272.00,west,5.92
77,15.20,44.27,98.34,392.00,348.00,west,7.77
78,15.40,45.79,95.15,428.00,268.00,west,10.85
79,15.60,47.29,92.01,428.00,296.00,west,13.97
80,15.80,48.77,88.10,464.00,372.00,west,17.94
81,16.00,48.67,83.25,464.00,352.00,west,22.77
82,16.20,48.51,77.51,460.00,396.00,west,28.49
83,16.40,49.91,72.81,428.00,336.00,west,33.27
84,16.60,51.30,68.12,456.00,292.00,west,38.07
85,16.80,53.42,62.76,468.00,340.00,west,43.64
86,17.00,56.24,55.92,472.00,452.00,south,50.84
87,17.20,59.11,50.77,428.00,412.00,south,56.44
88,17.40,61.17,45.40,472.00,388.00,south,62.09
89,17.60,63.18,39.11,460.00,460.00,south,68.65
90,17.80,65.92,32.07,464.00,548.00,south,76.11
91,18.00,66.35,25.98,536.00,480.00,south,82.16
92,18.20,66.82,20.67,524.00,492.00,s ext,87.45
93,18.40,66.53,15.94,456.00,428.00,s ext,92.04
94,18.60,64.43,8.53,312.00,384.00,s ext,98.94
95,18.80,64.29,6.53,256.00,176.00,s ext,100.88
96,19.00,66.83,8.45,212.00,212.00,s ext,99.45
97,19.20,69.22,8.33,240.00,284.00,s ext,100.02
98,19.40,72.40,8.43,300.00,284.00,s ext,100.60
99,19.60,77.09,7.95,340.00,288.00,s ext,102.24
100,19.80,81.81,9.21,360.00,284.00,s ext,102.44
101,20.00,89.54,11.74,400.00,408.00,s ext,102.81
102,20.20,95.57,13.49,396.00,372.00,s ext,103.75
103,20.40,102.20,14.84,380.00,384.00,s ext,105.70
104,20.60,107.26,16.65,348.00,408.00,s ext,106.80
