Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00002.trk
Object,0
Samples,80
rat,88,
trial,2,
date,2007-12-15 11:31:24.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,163.51,38.20,84.00,e ext,-,131.70
2,0.20,-,-,-,-,-,-
3,0.40,159.18,27.70,240.00,e ext,-,134.12
4,0.60,156.43,27.20,296.00,e ext,2.80,132.23
5,0.80,153.01,26.07,296.00,e ext,3.60,130.26
6,1.00,150.31,23.65,304.00,e ext,3.63,129.74
7,1.20,148.98,21.50,288.00,e ext,2.53,130.16
8,1.40,147.02,16.85,280.00,s ext,5.05,131.88
9,1.60,146.39,14.34,260.00,s ext,2.59,133.18
10,1.80,143.05,13.13,216.00,s ext,3.54,131.70
11,2.00,137.66,14.57,308.00,s ext,5.58,126.95
12,2.20,132.25,15.67,372.00,s ext,5.52,122.51
13,2.40,125.45,14.97,416.00,s ext,6.83,118.69
14,2.60,120.65,12.41,376.00,s ext,5.44,117.83
15,2.80,117.17,11.19,340.00,s ext,3.69,116.83
16,3.00,112.94,10.81,340.00,s ext,4.25,114.80
17,3.20,107.24,13.02,360.00,s ext,6.12,109.85
18,3.40,100.77,16.61,432.00,s ext,7.40,103.45
19,3.60,94.21,18.80,468.00,s ext,6.91,98.40
20,3.80,88.32,20.66,524.00,s ext,6.18,94.15
21,4.00,83.12,22.37,540.00,south,5.48,90.53
22,4.20,76.96,20.93,564.00,s ext,6.32,89.79
23,4.40,72.20,18.69,544.00,s ext,5.26,90.60
24,4.60,68.20,17.43,472.00,s ext,4.19,90.90
25,4.80,62.37,13.50,376.00,s ext,7.04,93.69
26,5.00,58.05,9.89,328.00,s ext,5.63,96.69
27,5.20,54.57,7.44,292.00,s ext,4.25,98.80
28,5.40,46.47,9.73,124.00,s ext,8.42,96.26
29,5.60,46.08,14.46,312.00,s ext,4.75,91.53
30,5.80,43.33,21.03,380.00,s ext,7.12,85.01
31,6.00,42.30,28.26,372.00,s ext,7.30,77.82
32,6.20,41.08,33.45,332.00,south,5.33,72.70
33,6.40,42.25,37.61,328.00,south,4.33,68.47
34,6.60,45.25,45.03,328.00,south,8.00,60.98
35,6.80,50.51,51.88,384.00,south,8.64,54.19
36,7.00,54.74,57.23,440.00,south,6.81,49.31
37,7.20,58.86,63.08,436.00,south,7.16,44.31
38,7.40,61.35,69.14,484.00,west,6.55,39.11
39,7.60,63.00,74.85,468.00,west,5.94,34.35
40,7.80,63.85,81.06,508.00,west,6.28,29.17
41,8.00,64.66,88.63,496.00,west,7.61,23.27
42,8.20,63.93,95.24,504.00,west,6.65,17.67
43,8.40,63.17,101.09,520.00,west,5.90,13.31
44,8.60,60.88,108.43,476.00,west,7.69,7.74
45,8.80,57.82,115.20,508.00,west,7.43,4.27
46,9.00,54.70,122.18,488.00,west,7.64,4.82
47,9.20,52.28,129.31,440.00,west,7.53,9.45
48,9.40,49.02,137.59,428.00,west,8.89,16.70
49,9.60,45.75,144.61,440.00,west,7.74,23.44
50,9.80,43.23,150.91,424.00,west,6.79,29.81
51,10.00,42.18,156.97,364.00,west,6.15,35.93
52,10.20,44.25,160.47,356.00,west,4.07,39.31
53,10.40,47.92,161.82,380.00,west,3.91,40.73
54,10.60,53.12,161.99,396.00,west,5.21,41.43
55,10.80,58.31,162.32,400.00,north,5.20,42.80
56,11.00,62.75,162.96,392.00,north,4.48,44.68
57,11.20,66.51,162.27,392.00,north,3.82,45.33
58,11.40,68.76,161.92,384.00,north,2.28,45.92
59,11.60,70.27,161.70,356.00,north,1.52,46.39
60,11.80,71.02,161.60,384.00,north,0.76,46.65
61,12.00,72.54,160.63,336.00,north,1.81,46.54
62,12.20,73.32,159.76,356.00,north,1.16,46.20
63,12.40,74.09,158.90,460.00,north,1.16,45.88
64,12.60,72.74,154.44,448.00,north,4.66,41.43
65,12.80,69.93,150.22,472.00,north,5.07,36.36
66,13.00,66.48,143.92,480.00,west,7.19,29.22
67,13.20,63.05,137.67,532.00,west,7.13,22.18
68,13.40,58.87,131.50,508.00,west,7.46,14.74
69,13.60,55.37,125.14,476.00,west,7.25,7.58
70,13.80,52.50,120.86,424.00,west,5.15,2.46
71,14.00,51.03,119.46,464.00,west,2.03,0.51
72,14.20,49.55,118.03,444.00,platform,2.05,0.00
73,14.40,49.55,118.03,428.00,platform,0.00,0.00
74,14.60,49.55,118.03,412.00,platform,0.00,0.00
75,14.80,48.80,118.09,432.00,platform,0.76,0.00
76,15.00,48.05,117.37,512.00,platform,1.04,0.00
77,15.20,48.05,117.37,480.00,platform,0.00,0.00
78,15.40,48.80,118.09,460.00,platform,1.04,0.00
79,15.60,48.81,117.31,476.00,platform,0.78,0.00
80,15.80,48.06,116.59,488.00,platform,1.04,0.00
