Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00010.trk
Object,0
Samples,123
rat,87,
trial,2,
date,2007-12-15 11:47:58.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,166.30,34.90,224.00,e ext,-,135.85
2,0.20,166.45,41.78,348.00,e ext,6.89,132.28
3,0.40,164.50,49.43,384.00,e ext,7.89,126.76
4,0.60,161.13,57.24,436.00,east,8.51,120.16
5,0.80,156.28,63.19,444.00,east,7.68,113.22
6,1.00,151.45,68.71,396.00,east,7.33,106.56
7,1.20,146.65,74.64,440.00,east,7.63,99.88
8,1.40,141.83,79.36,500.00,east,6.75,93.73
9,1.60,136.29,83.05,528.00,east,6.65,87.29
10,1.80,131.47,87.16,504.00,east,6.33,81.46
11,2.00,125.26,91.79,516.00,east,7.74,74.24
12,2.20,118.36,97.52,560.00,east,8.97,66.22
13,2.40,112.11,102.28,580.00,east,7.85,59.21
14,2.60,105.83,106.89,576.00,east,7.79,52.34
15,2.80,99.49,111.43,588.00,north,7.80,45.73
16,3.00,95.23,114.71,560.00,north,5.37,41.49
17,3.20,89.52,118.00,580.00,north,6.59,36.00
18,3.40,85.19,121.41,560.00,north,5.51,32.32
19,3.60,81.57,123.52,560.00,west,4.19,29.25
20,3.80,77.93,125.71,596.00,west,4.25,26.49
21,4.00,74.29,127.27,564.00,west,3.96,23.86
22,4.20,70.62,128.91,516.00,west,4.01,21.61
23,4.40,67.69,129.86,508.00,west,3.08,19.68
24,4.60,64.79,129.39,564.00,west,2.94,17.12
25,4.80,60.44,128.35,500.00,west,4.48,13.24
26,5.00,54.58,126.74,492.00,west,6.07,8.36
27,5.20,48.69,123.57,444.00,west,6.69,2.97
28,5.40,42.66,121.06,436.00,west,6.53,0.59
29,5.60,38.84,118.18,476.00,west,4.78,1.17
30,5.80,35.73,115.96,460.00,west,3.83,3.32
31,6.00,33.36,114.45,468.00,west,2.81,5.51
32,6.20,30.96,112.90,468.00,west,2.86,7.92
33,6.40,28.51,109.52,480.00,west,4.17,10.87
34,6.60,26.83,106.00,472.00,west,3.90,13.45
35,6.80,25.08,101.47,464.00,west,4.85,17.14
36,7.00,24.15,97.78,476.00,west,3.81,19.86
37,7.20,22.34,93.98,496.00,west,4.20,23.55
38,7.40,21.34,90.14,448.00,west,3.97,26.81
39,7.60,21.02,83.45,488.00,west,6.70,31.90
40,7.80,22.32,75.99,464.00,west,7.57,37.13
41,8.00,24.36,67.80,472.00,west,8.44,43.15
42,8.20,27.22,59.93,464.00,west,8.37,49.30
43,8.40,30.25,55.10,460.00,west,5.70,53.04
44,8.60,34.04,49.69,436.00,west,6.61,57.47
45,8.80,38.80,46.58,460.00,west,5.68,59.81
46,9.00,45.25,45.03,428.00,south,6.63,60.98
47,9.20,50.84,44.12,448.00,south,5.66,61.96
48,9.40,58.75,43.87,456.00,south,7.91,63.14
49,9.60,63.40,43.46,520.00,south,4.67,64.45
50,9.80,68.00,42.96,556.00,south,4.62,66.08
51,10.00,74.04,41.89,536.00,south,6.13,69.05
52,10.20,77.76,41.02,552.00,south,3.83,71.26
53,10.40,81.46,40.07,532.00,south,3.81,73.67
54,10.60,84.43,40.58,544.00,south,3.01,74.57
55,10.80,88.86,42.83,552.00,south,4.97,74.83
56,11.00,92.53,47.21,552.00,south,5.71,73.19
57,11.20,94.72,52.82,556.00,south,6.03,69.94
58,11.40,96.16,58.23,576.00,south,5.59,66.73
59,11.60,96.87,64.93,584.00,south,6.74,62.41
60,11.80,96.17,70.70,596.00,south,5.81,58.02
61,12.00,94.07,75.61,588.00,south,5.34,53.29
62,12.20,91.26,79.01,588.00,south,4.41,49.00
63,12.40,87.03,81.60,608.00,south,4.96,44.06
64,12.60,80.63,84.02,552.00,south,6.84,37.55
65,12.80,74.16,85.70,568.00,west,6.69,31.65
66,13.00,67.61,89.58,556.00,west,7.62,24.32
67,13.20,61.71,92.15,512.00,west,6.44,18.70
68,13.40,55.73,94.85,500.00,west,6.56,13.17
69,13.60,51.19,96.98,520.00,west,5.01,9.56
70,13.80,47.36,97.63,480.00,west,3.89,8.35
71,14.00,43.50,99.13,464.00,west,4.14,7.16
72,14.20,41.17,100.73,440.00,west,2.82,6.19
73,14.40,38.82,101.54,444.00,west,2.49,6.76
74,14.60,36.45,102.37,424.00,west,2.51,7.48
75,14.80,34.07,103.24,472.00,west,2.53,8.60
76,15.00,31.66,103.25,480.00,west,2.41,10.60
77,15.20,30.06,104.15,456.00,west,1.84,11.50
78,15.40,28.47,106.84,508.00,west,3.13,11.60
79,15.60,26.91,111.39,496.00,west,4.81,12.10
80,15.80,26.95,117.67,468.00,west,6.27,12.23
81,16.00,28.54,125.46,448.00,west,7.95,13.64
82,16.20,29.23,133.25,452.00,west,7.82,18.12
83,16.40,29.84,140.99,468.00,west,7.76,24.16
84,16.60,30.40,147.82,448.00,west,6.86,29.84
85,16.80,30.12,154.91,400.00,west,7.09,36.45
86,17.00,29.88,160.27,360.00,w ext,5.37,41.57
87,17.20,29.66,164.78,336.00,w ext,4.51,45.92
88,17.40,28.68,168.74,292.00,w ext,4.08,49.99
89,17.60,31.50,172.89,288.00,w ext,5.01,53.27
90,17.80,35.16,174.85,280.00,w ext,4.16,54.51
91,18.00,41.94,174.73,340.00,w ext,6.78,53.66
92,18.20,48.68,174.87,304.00,north,6.74,53.80
93,18.40,56.22,174.24,332.00,north,7.56,54.02
94,18.60,61.47,174.58,348.00,north,5.27,55.46
95,18.80,67.52,175.00,360.00,north,6.06,57.61
96,19.00,73.58,176.58,380.00,north,6.26,61.27
97,19.20,78.18,177.79,400.00,north,4.76,64.32
98,19.40,82.06,178.39,352.00,north,3.93,66.69
99,19.60,85.97,178.30,352.00,north,3.91,68.62
100,19.80,90.69,176.69,388.00,north,4.98,69.96
101,20.00,94.58,172.74,352.00,north,5.55,69.19
102,20.20,97.63,168.08,404.00,north,5.57,67.66
103,20.40,99.07,161.83,452.00,north,6.42,64.30
104,20.60,98.22,155.54,480.00,north,6.34,59.54
105,20.80,95.15,148.57,480.00,north,7.62,52.90
106,21.00,90.72,141.11,520.00,north,8.67,45.11
107,21.20,86.42,134.66,536.00,north,7.75,38.05
108,21.40,80.03,128.44,512.00,north,8.91,29.51
109,21.60,72.93,123.80,520.00,west,8.48,21.14
110,21.80,65.06,119.93,516.00,west,8.77,12.41
111,22.00,57.81,115.95,476.00,west,8.27,4.46
112,22.20,53.40,112.40,440.00,platform,5.66,0.00
113,22.40,53.42,110.88,416.00,platform,1.53,0.00
114,22.60,51.93,109.39,352.00,platform,2.10,0.00
115,22.80,50.42,109.44,372.00,platform,1.51,0.00
116,23.00,47.37,110.33,464.00,platform,3.17,0.00
117,23.20,46.60,111.16,500.00,platform,1.13,0.00
118,23.40,45.84,111.19,472.00,platform,0.77,0.00
119,23.60,45.07,111.23,476.00,platform,0.77,0.00
120,23.80,45.07,110.43,464.00,platform,0.80,0.00
121,24.00,44.31,110.46,472.00,platform,0.77,0.00
122,24.20,45.07,110.43,452.00,platform,0.77,0.00
123,24.40,45.07,110.43,444.00,platform,0.00,0.00
