Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00069.trk
Object,0
Samples,450
rat,122,
trial,1,
date,2007-12-14 13:38:50.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-
2,0.20,-,-,-,-,-,-
3,0.40,84.14,9.75,60.00,-,s ext,102.69
4,0.60,84.99,11.81,116.00,112.00,s ext,101.05
5,0.80,77.63,3.28,96.00,212.00,s ext,106.89
6,1.00,75.97,1.80,156.00,124.00,s ext,107.89
7,1.20,72.85,2.77,180.00,248.00,s ext,106.22
8,1.40,69.58,1.64,124.00,208.00,s ext,106.66
9,1.60,67.25,2.75,124.00,152.00,s ext,105.12
10,1.80,65.59,2.13,104.00,100.00,s ext,105.44
11,2.00,65.66,3.14,84.00,68.00,s ext,104.45
12,2.20,64.97,4.84,96.00,92.00,s ext,102.66
13,2.40,64.07,3.51,104.00,80.00,s ext,103.82
14,2.60,64.83,2.82,100.00,84.00,s ext,104.63
15,2.80,65.80,5.16,132.00,144.00,s ext,102.49
16,3.00,66.56,4.46,144.00,92.00,s ext,103.31
17,3.20,68.89,3.36,152.00,168.00,s ext,104.84
18,3.40,70.53,3.94,216.00,192.00,s ext,104.59
19,3.60,72.16,4.49,268.00,260.00,s ext,104.39
20,3.80,75.33,4.54,200.00,308.00,s ext,105.09
21,4.00,77.68,4.27,216.00,192.00,s ext,105.95
22,4.20,80.75,3.18,180.00,196.00,s ext,107.86
23,4.40,84.64,3.17,168.00,268.00,s ext,109.07
24,4.60,84.76,6.09,196.00,244.00,s ext,106.35
25,4.80,88.55,4.95,184.00,236.00,s ext,108.73
26,5.00,91.58,4.51,276.00,220.00,s ext,110.27
27,5.20,96.09,4.14,324.00,328.00,s ext,112.41
28,5.40,101.31,4.54,320.00,372.00,s ext,114.32
29,5.60,107.17,4.60,308.00,348.00,s ext,117.05
30,5.80,112.93,5.19,296.00,324.00,s ext,119.51
31,6.00,117.89,6.41,320.00,408.00,s ext,121.21
32,6.20,123.47,7.15,300.00,356.00,s ext,123.75
33,6.40,128.97,7.49,304.00,348.00,s ext,126.75
34,6.60,134.39,8.41,272.00,344.00,s ext,129.43
35,6.80,139.08,10.24,252.00,356.00,s ext,131.10
36,7.00,143.09,11.23,252.00,336.00,s ext,133.09
37,7.20,147.09,12.08,264.00,276.00,s ext,135.28
38,7.40,149.08,13.90,260.00,228.00,s ext,135.41
39,7.60,152.41,15.94,296.00,300.00,e ext,136.44
40,7.80,156.46,17.55,244.00,268.00,e ext,138.38
41,8.00,159.87,20.50,192.00,268.00,e ext,139.09
42,8.20,162.63,22.89,212.00,260.00,e ext,139.78
43,8.40,166.15,24.91,200.00,252.00,e ext,141.37
44,8.60,169.04,28.40,192.00,240.00,e ext,141.73
45,8.80,171.98,30.94,204.00,196.00,e ext,142.77
46,9.00,175.05,35.65,140.00,240.00,e ext,142.81
47,9.20,174.39,38.10,184.00,212.00,e ext,140.98
48,9.40,174.67,45.31,192.00,288.00,e ext,137.66
49,9.60,173.42,51.00,264.00,304.00,e ext,133.94
50,9.80,172.24,57.55,272.00,336.00,e ext,130.08
51,10.00,170.55,68.02,344.00,456.00,e ext,124.59
52,10.20,169.60,77.03,396.00,460.00,east,120.90
53,10.40,168.01,86.85,428.00,488.00,east,117.00
54,10.60,168.09,97.26,412.00,560.00,east,115.32
55,10.80,169.79,106.74,404.00,480.00,east,116.15
56,11.00,172.56,117.49,420.00,480.00,east,118.87
57,11.20,174.61,127.48,400.00,444.00,east,121.62
58,11.40,174.23,137.10,420.00,468.00,east,122.70
59,11.60,173.05,146.43,372.00,472.00,east,123.55
60,11.80,168.23,153.45,368.00,460.00,east,120.88
61,12.00,161.23,156.61,372.00,476.00,east,115.34
62,12.20,152.55,158.99,416.00,524.00,east,108.19
63,12.40,143.82,160.41,448.00,592.00,north,100.86
64,12.60,133.52,161.44,448.00,656.00,north,92.24
65,12.80,123.37,163.64,456.00,728.00,north,84.75
66,13.00,113.25,166.27,416.00,648.00,north,77.99
67,13.20,103.12,168.67,448.00,632.00,north,71.94
68,13.40,94.57,171.92,432.00,608.00,north,68.54
69,13.60,83.64,175.83,444.00,668.00,north,65.29
70,13.80,73.49,179.95,336.00,588.00,north,64.33
71,14.00,64.17,182.38,356.00,516.00,n ext,63.70
72,14.20,54.13,185.04,296.00,500.00,n ext,64.44
73,14.40,45.02,185.67,260.00,444.00,n ext,64.49
74,14.60,35.90,186.95,224.00,420.00,w ext,66.40
75,14.80,30.69,185.84,168.00,304.00,w ext,66.11
76,15.00,-,-,-,-,-,-
77,15.20,24.21,179.90,100.00,-,w ext,61.98
78,15.40,21.26,177.64,160.00,204.00,w ext,60.85
79,15.60,19.23,172.05,184.00,296.00,w ext,56.51
80,15.80,17.81,168.91,200.00,224.00,w ext,54.35
81,16.00,15.63,164.14,252.00,284.00,w ext,51.32
82,16.20,14.27,156.97,348.00,344.00,w ext,46.04
83,16.40,12.88,145.77,304.00,452.00,w ext,38.49
84,16.60,13.81,135.76,352.00,448.00,w ext,31.60
85,16.80,16.30,123.67,368.00,504.00,w ext,23.92
86,17.00,19.49,111.89,408.00,560.00,west,19.42
87,17.20,23.40,100.54,432.00,640.00,west,19.07
88,17.40,27.16,88.76,408.00,664.00,west,23.95
89,17.60,30.80,77.37,440.00,632.00,west,31.75
90,17.80,35.17,66.47,492.00,652.00,west,40.84
91,18.00,40.28,56.09,460.00,640.00,west,50.19
92,18.20,47.85,47.62,416.00,660.00,south,58.37
93,18.40,56.30,42.29,400.00,592.00,south,64.32
94,18.60,66.32,39.99,480.00,640.00,south,68.51
95,18.80,75.43,38.85,548.00,660.00,south,72.38
96,19.00,85.14,39.87,696.00,772.00,south,75.53
97,19.20,94.58,39.36,684.00,868.00,south,80.86
98,19.40,105.23,38.92,620.00,848.00,south,87.36
99,19.60,114.94,39.17,596.00,752.00,south,93.47
100,19.80,124.51,38.53,532.00,704.00,south,100.63
101,20.00,133.31,38.09,436.00,672.00,south,107.43
102,20.20,142.77,36.77,384.00,620.00,east,115.58
103,20.40,151.63,35.04,348.00,516.00,e ext,123.68
104,20.60,160.62,33.75,300.00,472.00,e ext,131.76
105,20.80,168.36,30.81,184.00,372.00,e ext,139.82
106,21.00,170.50,29.66,140.00,140.00,e ext,142.23
107,21.20,171.23,30.30,68.00,96.00,e ext,142.50
108,21.40,171.21,29.27,64.00,52.00,e ext,143.05
109,21.60,169.73,26.98,84.00,100.00,e ext,143.10
110,21.80,168.28,25.74,128.00,156.00,e ext,142.62
111,22.00,166.14,23.90,176.00,216.00,e ext,141.96
112,22.20,163.32,21.50,224.00,288.00,e ext,141.18
113,22.40,159.19,17.94,212.00,372.00,e ext,140.20
114,22.60,155.79,15.98,272.00,324.00,e ext,138.92
115,22.80,150.43,13.18,256.00,424.00,s ext,136.88
116,23.00,144.42,11.53,276.00,364.00,s ext,133.80
117,23.20,138.44,8.64,288.00,388.00,s ext,131.88
118,23.40,131.01,7.76,272.00,456.00,s ext,127.80
119,23.60,123.48,6.20,296.00,448.00,s ext,124.52
120,23.80,115.07,5.89,292.00,508.00,s ext,120.08
121,24.00,107.18,5.55,296.00,524.00,s ext,116.23
122,24.20,98.34,4.36,316.00,524.00,s ext,113.17
123,24.40,90.05,4.26,308.00,528.00,s ext,109.93
124,24.60,80.75,3.18,296.00,524.00,s ext,107.86
125,24.80,72.91,3.77,308.00,540.00,s ext,105.26
126,25.00,64.07,3.51,288.00,516.00,s ext,103.82
127,25.20,56.03,5.11,288.00,480.00,s ext,101.24
128,25.40,46.18,6.60,276.00,532.00,s ext,99.39
129,25.60,39.59,8.46,300.00,472.00,s ext,97.73
130,25.80,31.44,12.57,248.00,516.00,s ext,94.49
131,26.00,25.83,17.01,304.00,448.00,s ext,91.15
132,26.20,19.47,23.33,236.00,500.00,w ext,86.54
133,26.40,16.58,29.34,244.00,424.00,w ext,81.69
134,26.60,12.83,36.17,280.00,484.00,w ext,76.70
135,26.80,9.05,43.21,284.00,484.00,w ext,72.03
136,27.00,7.22,52.20,304.00,468.00,w ext,65.29
137,27.20,5.42,62.37,304.00,480.00,w ext,58.10
138,27.40,2.79,74.71,324.00,468.00,w ext,50.92
139,27.60,1.95,88.60,304.00,484.00,w ext,43.58
140,27.80,0.87,101.49,332.00,492.00,w ext,39.58
141,28.00,1.45,115.42,312.00,484.00,w ext,37.41
142,28.20,3.53,127.84,276.00,492.00,w ext,37.34
