Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00075.trk
Object,0
Samples,139
rat,101,
trial,3,
date,2007-12-14 13:54:13.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,158.50,18.34,108.00,56.00,e ext,139.42
2,0.20,157.83,16.76,108.00,144.00,e ext,139.93
3,0.40,155.78,17.93,72.00,132.00,e ext,137.62
4,0.60,155.09,19.28,60.00,60.00,e ext,136.21
5,0.80,155.08,20.24,88.00,76.00,e ext,135.58
6,1.00,-,-,-,-,-,-
7,1.20,153.69,26.67,68.00,-,e ext,130.41
8,1.40,152.32,28.27,104.00,116.00,e ext,128.34
9,1.60,149.58,32.28,204.00,196.00,e ext,123.71
10,1.80,145.48,37.52,272.00,284.00,east,117.27
11,2.00,141.39,44.99,400.00,400.00,east,109.56
12,2.20,137.30,52.79,480.00,536.00,east,101.79
13,2.40,134.59,59.85,528.00,488.00,east,95.67
14,2.60,131.20,67.47,564.00,500.00,east,88.89
15,2.80,127.13,74.78,548.00,560.00,east,81.91
16,3.00,121.67,81.06,544.00,572.00,east,74.33
17,3.20,116.87,85.53,528.00,504.00,east,68.18
18,3.40,110.66,89.80,560.00,584.00,east,60.87
19,3.60,104.43,93.19,532.00,532.00,south,53.86
20,3.80,97.46,95.77,544.00,540.00,south,46.43
21,4.00,89.75,96.92,536.00,576.00,west,38.79
22,4.20,81.98,97.36,560.00,560.00,west,31.44
23,4.40,72.68,97.04,552.00,616.00,west,23.49
24,4.60,64.66,97.47,512.00,552.00,west,16.67
25,4.80,55.74,97.91,456.00,544.00,west,10.62
26,5.00,48.89,96.89,408.00,504.00,west,9.22
27,5.20,42.63,93.35,416.00,472.00,west,12.98
28,5.40,40.14,88.15,360.00,368.00,west,18.61
29,5.60,39.15,82.09,388.00,332.00,west,24.74
30,5.80,39.65,74.41,376.00,332.00,west,32.13
31,6.00,42.49,66.31,388.00,436.00,west,39.82
32,6.20,46.19,60.25,392.00,412.00,west,45.75
33,6.40,52.22,54.06,376.00,456.00,south,52.15
34,6.60,58.36,51.42,356.00,380.00,south,55.66
35,6.80,65.97,49.14,400.00,444.00,south,59.59
36,7.00,73.46,46.71,440.00,488.00,south,64.35
37,7.20,80.87,45.69,532.00,564.00,south,68.38
38,7.40,87.42,43.45,600.00,540.00,south,73.55
39,7.60,94.61,41.79,632.00,592.00,south,78.85
40,7.80,99.58,38.85,568.00,488.00,south,84.07
41,8.00,103.11,36.48,536.00,496.00,south,88.05
42,8.20,105.21,33.16,540.00,492.00,south,91.97
43,8.40,105.90,28.94,512.00,420.00,south,95.82
44,8.60,104.45,24.65,488.00,320.00,south,98.57
45,8.80,100.79,18.41,416.00,472.00,s ext,101.91
46,9.00,95.55,12.56,376.00,376.00,s ext,104.57
47,9.20,90.88,6.31,300.00,356.00,s ext,108.33
48,9.40,87.01,4.65,196.00,352.00,s ext,108.47
49,9.60,81.59,4.37,116.00,240.00,s ext,106.97
50,9.80,80.06,4.93,128.00,140.00,s ext,105.98
51,10.00,80.16,6.88,252.00,228.00,s ext,104.14
52,10.20,79.55,10.53,308.00,304.00,s ext,100.48
53,10.40,78.99,15.05,408.00,356.00,s ext,96.00
54,10.60,79.98,19.87,456.00,320.00,s ext,91.76
55,10.80,79.47,26.01,556.00,412.00,south,85.82
56,11.00,80.46,32.30,620.00,448.00,south,80.33
57,11.20,82.22,41.03,644.00,568.00,south,73.15
58,11.40,85.34,48.77,624.00,556.00,south,67.93
59,11.60,87.63,56.81,592.00,568.00,south,62.50
60,11.80,90.54,64.57,544.00,560.00,south,58.25
61,12.00,93.37,72.73,540.00,556.00,south,54.57
62,12.20,96.84,80.63,516.00,584.00,south,52.69
63,12.40,100.98,87.65,544.00,564.00,south,52.76
64,12.60,105.12,93.89,532.00,556.00,south,54.30
65,12.80,109.31,100.83,536.00,540.00,east,56.71
66,13.00,114.30,108.61,516.00,612.00,east,60.65
67,13.20,118.72,115.21,524.00,568.00,east,64.98
68,13.40,122.48,119.84,424.00,508.00,east,68.98
69,13.60,126.27,123.18,424.00,488.00,east,73.11
70,13.80,131.43,123.06,408.00,424.00,east,78.22
71,14.00,133.54,121.05,424.00,288.00,east,80.11
72,14.20,135.59,118.22,400.00,336.00,east,81.96
73,14.40,136.03,112.90,428.00,332.00,east,82.26
74,14.60,135.79,108.29,472.00,372.00,east,82.12
75,14.80,134.16,104.42,444.00,412.00,east,80.78
76,15.00,130.45,101.32,448.00,404.00,east,77.47
77,15.20,126.85,99.78,512.00,376.00,east,74.16
78,15.40,122.60,99.00,484.00,388.00,east,70.11
79,15.60,119.81,100.37,492.00,480.00,east,67.12
80,15.80,117.74,103.14,520.00,404.00,east,64.64
