Track file,I:\Rat Navigation Data\exp nesté 1morris_0003\data\track_00053.trk
Object,0
Samples,30
rat,113,
trial,1,
date,2007-12-16 13:38:39.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,177.02,150.60,284.00,300.00,e ext,128.47,-
2,0.20,172.76,144.42,324.00,256.00,east,122.79,7.50
3,0.40,168.79,139.53,364.00,288.00,east,117.85,6.30
4,0.60,161.52,133.21,368.00,380.00,east,109.49,9.63
5,0.80,154.75,129.19,364.00,412.00,east,102.15,7.88
6,1.00,146.78,126.92,392.00,444.00,east,93.93,8.29
7,1.20,139.84,125.79,444.00,460.00,east,86.90,7.03
8,1.40,131.61,126.12,460.00,536.00,east,78.81,8.23
9,1.60,123.45,125.79,512.00,476.00,east,70.71,8.17
10,1.80,115.41,126.34,540.00,580.00,north,62.91,8.05
11,2.00,105.97,126.24,544.00,668.00,north,53.65,9.44
12,2.20,98.04,124.40,472.00,624.00,north,45.51,8.14
13,2.40,91.64,119.40,496.00,632.00,north,38.28,8.12
14,2.60,85.33,112.50,528.00,656.00,west,31.56,9.35
15,2.80,79.03,105.58,536.00,704.00,west,26.08,9.36
16,3.00,72.64,100.58,508.00,684.00,west,21.63,8.11
17,3.20,65.39,98.95,468.00,624.00,west,16.34,7.44
18,3.40,60.22,99.55,484.00,536.00,west,12.00,5.20
19,3.60,54.98,102.47,520.00,460.00,west,6.38,6.00
20,3.80,51.95,105.54,428.00,396.00,west,2.19,4.31
21,4.00,50.41,110.22,488.00,340.00,platform,0.00,4.93
22,4.20,50.38,113.32,500.00,284.00,platform,0.00,3.10
23,4.40,48.85,114.19,532.00,224.00,platform,0.00,1.75
24,4.60,48.84,114.97,528.00,116.00,platform,0.00,0.78
25,4.80,48.85,114.19,468.00,188.00,platform,0.00,0.78
26,5.00,48.86,113.40,444.00,232.00,platform,0.00,0.78
27,5.20,47.35,112.70,488.00,188.00,platform,0.00,1.67
28,5.40,45.82,112.79,536.00,216.00,platform,0.00,1.53
29,5.60,44.29,112.87,512.00,144.00,platform,0.00,1.54
30,5.80,45.06,112.83,508.00,132.00,platform,0.00,0.77
