Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00021.trk
Object,0
Samples,450
rat,106,
trial,1,
date,2007-12-14 11:19:42.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,-,-,-,-,-,-
2,0.20,-,-,-,-,-,-
3,0.40,85.73,11.03,84.00,-,s ext,102.04
4,0.60,88.02,11.48,144.00,148.00,s ext,102.47
5,0.80,89.51,10.81,200.00,192.00,s ext,103.66
6,1.00,90.15,7.14,328.00,344.00,s ext,107.29
7,1.20,89.28,4.12,160.00,208.00,s ext,109.77
8,1.40,90.05,4.26,116.00,100.00,s ext,109.93
9,1.60,93.21,8.55,208.00,268.00,s ext,107.20
10,1.80,95.44,7.88,228.00,348.00,s ext,108.74
11,2.00,98.44,9.10,268.00,408.00,s ext,108.96
12,2.20,100.67,10.18,268.00,440.00,s ext,109.03
13,2.40,104.31,9.35,300.00,416.00,s ext,111.51
14,2.60,107.92,8.36,292.00,400.00,s ext,114.19
15,2.80,111.51,8.15,260.00,480.00,s ext,116.25
16,3.00,115.06,8.70,240.00,412.00,s ext,117.73
17,3.20,121.39,6.68,128.00,320.00,s ext,122.93
18,3.40,125.56,5.67,168.00,248.00,s ext,126.17
19,3.60,129.66,7.27,140.00,300.00,s ext,127.34
20,3.80,133.05,7.98,164.00,232.00,s ext,128.90
21,4.00,135.72,9.77,152.00,308.00,s ext,129.25
22,4.20,137.05,11.11,192.00,240.00,s ext,129.11
23,4.40,139.77,8.99,104.00,176.00,s ext,132.50
24,4.60,140.43,9.64,108.00,52.00,s ext,132.46
25,4.80,140.42,10.59,92.00,64.00,s ext,131.74
26,5.00,140.42,10.59,88.00,44.00,s ext,131.74
27,5.20,141.09,10.28,144.00,96.00,s ext,132.43
28,5.40,140.40,11.54,184.00,136.00,s ext,131.03
29,5.60,139.71,12.78,200.00,136.00,s ext,129.65
30,5.80,138.40,10.54,268.00,164.00,s ext,130.43
31,6.00,136.40,9.50,284.00,200.00,s ext,129.90
32,6.20,135.08,8.15,260.00,184.00,s ext,130.07
33,6.40,132.37,8.23,252.00,280.00,s ext,128.28
34,6.60,128.96,8.43,144.00,284.00,s ext,126.00
35,6.80,128.93,10.31,192.00,216.00,s ext,124.51
36,7.00,125.53,8.50,160.00,160.00,s ext,123.87
37,7.20,125.52,9.43,308.00,180.00,s ext,123.11
38,7.40,124.14,8.85,276.00,184.00,s ext,122.76
39,7.60,122.07,8.41,324.00,208.00,s ext,121.91
40,7.80,118.60,6.29,176.00,268.00,s ext,121.70
41,8.00,119.98,8.84,216.00,232.00,s ext,120.35
42,8.20,119.28,8.98,216.00,168.00,s ext,119.85
43,8.40,115.06,10.56,136.00,280.00,s ext,116.18
44,8.60,113.64,14.40,320.00,344.00,s ext,112.20
45,8.80,111.53,17.31,380.00,380.00,s ext,108.60
46,9.00,107.29,21.99,368.00,468.00,s ext,102.36
47,9.20,104.48,28.10,444.00,468.00,south,95.72
48,9.40,102.39,34.82,528.00,516.00,south,88.99
49,9.60,101.01,41.32,608.00,536.00,south,82.90
50,9.80,101.05,49.23,660.00,636.00,south,76.72
51,10.00,101.76,58.40,676.00,696.00,south,70.47
52,10.20,103.82,67.25,668.00,704.00,south,66.12
53,10.40,107.23,76.53,652.00,744.00,south,63.63
54,10.60,111.35,85.62,644.00,768.00,south,63.04
55,10.80,116.24,95.40,580.00,816.00,east,64.61
56,11.00,122.00,103.99,596.00,848.00,east,68.74
57,11.20,128.74,113.07,544.00,812.00,east,74.97
58,11.40,136.58,122.20,532.00,780.00,east,83.25
59,11.60,144.95,132.32,500.00,744.00,east,93.04
60,11.80,153.13,143.46,452.00,680.00,east,103.54
61,12.00,162.10,156.91,400.00,636.00,east,116.25
62,12.20,169.91,170.25,416.00,584.00,e ext,128.64
63,12.40,178.37,184.99,304.00,592.00,e ext,142.88
64,12.60,183.89,196.09,176.00,376.00,e ext,153.24
65,12.80,185.54,200.15,68.00,116.00,e ext,156.79
66,13.00,183.76,200.19,60.00,80.00,e ext,155.32
67,13.20,-,-,-,-,-,-
68,13.40,-,-,-,-,-,-
69,13.60,182.64,203.73,64.00,-,n ext,156.29
70,13.80,182.64,203.73,72.00,32.00,n ext,156.29
71,14.00,183.98,201.36,88.00,104.00,n ext,156.14
72,14.20,-,-,-,-,-,-
73,14.40,184.10,197.25,72.00,-,e ext,154.03
74,14.60,184.44,194.31,192.00,176.00,e ext,152.79
75,14.80,185.55,190.73,300.00,316.00,e ext,151.95
76,15.00,190.15,186.81,316.00,384.00,e ext,154.12
77,15.20,195.50,181.98,260.00,376.00,e ext,156.79
78,15.40,197.86,175.44,224.00,308.00,e ext,156.33
79,15.60,198.26,167.89,180.00,300.00,e ext,153.98
80,15.80,200.83,162.23,100.00,184.00,e ext,154.61
81,16.00,201.58,161.39,96.00,68.00,e ext,155.08
82,16.20,201.14,158.97,88.00,88.00,e ext,153.96
83,16.40,200.17,158.61,76.00,44.00,e ext,152.93
84,16.60,200.17,158.61,68.00,24.00,e ext,152.93
85,16.80,200.49,155.35,84.00,96.00,e ext,152.36
86,17.00,199.86,151.76,136.00,156.00,e ext,150.85
87,17.20,199.98,147.29,172.00,188.00,e ext,149.97
88,17.40,200.65,140.66,208.00,260.00,e ext,149.32
89,17.60,200.61,134.92,208.00,288.00,e ext,148.35
90,17.80,200.21,126.79,200.00,296.00,e ext,147.02
91,18.00,199.13,119.71,232.00,312.00,e ext,145.49
92,18.20,198.27,113.85,200.00,304.00,e ext,144.51
93,18.40,197.30,106.86,208.00,336.00,e ext,143.64
94,18.60,196.24,98.76,208.00,360.00,e ext,143.12
95,18.80,195.12,89.55,240.00,376.00,e ext,143.18
96,19.00,192.79,84.03,240.00,352.00,e ext,141.86
97,19.20,191.14,76.27,248.00,424.00,e ext,141.91
98,19.40,188.59,66.59,236.00,412.00,e ext,142.12
99,19.60,185.60,59.58,224.00,412.00,e ext,141.64
100,19.80,183.52,52.51,248.00,392.00,e ext,142.43
101,20.00,180.85,46.97,276.00,412.00,e ext,142.38
102,20.20,177.54,41.92,252.00,440.00,e ext,141.80
103,20.40,175.12,37.74,260.00,352.00,e ext,141.79
104,20.60,172.00,31.97,236.00,360.00,e ext,142.22
105,20.80,169.04,28.40,240.00,364.00,e ext,141.73
106,21.00,165.44,24.30,256.00,416.00,e ext,141.16
107,21.20,161.24,19.71,264.00,464.00,e ext,140.66
108,21.40,157.83,16.76,236.00,412.00,e ext,139.93
109,21.60,153.09,15.56,248.00,468.00,e ext,137.19
110,21.80,148.41,13.30,276.00,452.00,s ext,135.36
111,22.00,144.42,11.53,276.00,448.00,s ext,133.80
112,22.20,140.43,9.64,248.00,412.00,s ext,132.46
113,22.40,135.74,8.82,252.00,396.00,s ext,129.98
114,22.60,130.33,7.99,224.00,396.00,s ext,127.19
115,22.80,126.23,7.37,272.00,400.00,s ext,125.19
116,23.00,122.08,7.47,276.00,388.00,s ext,122.68
117,23.20,117.89,7.35,280.00,396.00,s ext,120.42
118,23.40,115.07,7.77,244.00,356.00,s ext,118.51
119,23.60,112.94,6.13,220.00,264.00,s ext,118.71
120,23.80,111.50,4.37,100.00,152.00,s ext,119.45
121,24.00,111.50,5.32,96.00,28.00,s ext,118.65
122,24.20,110.79,6.32,76.00,52.00,s ext,117.42
123,24.40,110.80,8.20,72.00,68.00,s ext,115.82
124,24.60,110.08,9.18,128.00,88.00,s ext,114.61
125,24.80,107.94,10.22,116.00,124.00,s ext,112.60
126,25.00,107.24,13.02,164.00,200.00,s ext,109.85
127,25.20,104.39,16.69,208.00,308.00,s ext,105.23
128,25.40,102.26,20.24,308.00,364.00,s ext,101.09
129,25.60,97.25,24.39,420.00,552.00,south,94.96
130,25.80,92.18,26.50,600.00,628.00,south,90.63
131,26.00,87.06,28.37,672.00,648.00,south,86.64
132,26.20,78.74,26.72,804.00,716.00,south,84.90
133,26.40,71.84,26.72,672.00,692.00,south,82.76
134,26.60,63.14,24.93,548.00,612.00,south,82.57
135,26.80,52.64,23.89,416.00,604.00,s ext,82.27
136,27.00,43.33,21.03,368.00,496.00,s ext,85.01
137,27.20,33.49,15.59,300.00,452.00,s ext,91.22
138,27.40,29.96,14.91,264.00,260.00,s ext,92.42
139,27.60,28.36,16.17,268.00,220.00,s ext,91.46
140,27.80,24.34,19.38,280.00,316.00,s ext,89.16
141,28.00,22.84,21.77,320.00,272.00,w ext,87.17
142,28.20,19.72,25.51,304.00,296.00,w ext,84.37
