Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00046.trk
Object,0
Samples,450
rat,121,
trial,2,
date,2007-12-15 13:15:07.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,165.48,28.31,256.00,272.00,e ext,-,138.85
2,0.20,167.59,27.15,288.00,200.00,e ext,2.41,141.25
3,0.40,169.77,29.03,152.00,296.00,e ext,2.87,141.98
4,0.60,169.07,30.43,208.00,200.00,e ext,1.56,140.62
5,0.80,169.85,33.10,212.00,268.00,e ext,2.78,139.81
6,1.00,169.93,36.13,296.00,260.00,e ext,3.04,138.22
7,1.20,170.07,41.16,300.00,284.00,e ext,5.03,135.70
8,1.40,171.01,46.85,296.00,260.00,e ext,5.77,133.70
9,1.60,170.44,51.12,304.00,240.00,e ext,4.31,131.22
10,1.80,170.61,55.07,304.00,192.00,e ext,3.96,129.64
11,2.00,170.02,58.27,340.00,236.00,e ext,3.25,127.76
12,2.20,169.42,61.42,348.00,152.00,e ext,3.21,125.96
13,2.40,168.78,63.57,348.00,256.00,e ext,2.24,124.54
14,2.60,167.46,66.84,380.00,176.00,east,3.53,122.11
15,2.80,166.93,70.81,400.00,268.00,east,4.01,120.24
16,3.00,166.40,74.73,400.00,232.00,east,3.96,118.51
17,3.20,165.89,78.60,368.00,232.00,east,3.91,116.90
18,3.40,165.45,83.36,412.00,268.00,east,4.78,115.27
19,3.60,164.20,87.21,412.00,272.00,east,4.05,113.20
20,3.80,162.95,90.98,396.00,248.00,east,3.97,111.25
21,4.00,161.70,94.68,404.00,216.00,east,3.90,109.37
22,4.20,160.38,97.40,392.00,244.00,east,3.03,107.66
23,4.40,158.44,101.83,436.00,268.00,east,4.84,105.20
24,4.60,154.96,106.07,424.00,348.00,platform reversal,5.48,101.39
25,4.80,152.25,110.16,480.00,328.00,east,4.91,98.50
26,5.00,150.43,115.85,464.00,408.00,east,5.98,96.70
27,5.20,148.53,120.60,424.00,376.00,east,5.11,95.02
28,5.40,146.71,126.08,448.00,416.00,east,5.78,93.75
29,5.60,145.73,132.47,424.00,352.00,east,6.46,93.84
30,5.80,144.70,138.01,448.00,336.00,east,5.63,94.00
31,6.00,142.86,143.34,460.00,372.00,east,5.64,93.65
32,6.20,141.18,150.34,476.00,448.00,north,7.20,94.37
33,6.40,138.68,157.12,440.00,452.00,north,7.23,94.80
34,6.60,136.15,163.92,416.00,464.00,north,7.25,95.75
35,6.80,133.50,169.88,452.00,404.00,north,6.53,96.65
36,7.00,130.73,175.02,428.00,384.00,north,5.84,97.23
37,7.20,125.47,180.33,404.00,456.00,north,7.48,96.35
38,7.40,120.99,186.06,392.00,428.00,north,7.28,96.87
39,7.60,117.87,188.77,340.00,300.00,n ext,4.13,96.60
40,7.80,113.09,192.05,272.00,316.00,n ext,5.80,95.86
41,8.00,109.77,192.19,272.00,224.00,n ext,3.33,93.87
42,8.20,104.71,190.29,300.00,252.00,n ext,5.40,89.28
43,8.40,98.85,186.76,324.00,304.00,north,6.83,82.92
44,8.60,92.33,182.71,336.00,372.00,north,7.68,75.81
45,8.80,85.97,179.14,400.00,392.00,north,7.29,69.33
46,9.00,78.21,176.12,384.00,464.00,north,8.33,62.85
47,9.20,70.61,173.68,380.00,460.00,north,7.99,57.44
48,9.40,63.15,170.92,396.00,480.00,north,7.95,52.42
49,9.60,56.48,169.23,368.00,412.00,north,6.88,49.13
50,9.80,49.02,168.90,368.00,416.00,west,7.46,47.87
51,10.00,44.55,168.70,344.00,304.00,west,4.48,47.53
52,10.20,40.05,168.60,348.00,300.00,west,4.49,47.72
53,10.40,35.68,165.95,348.00,368.00,west,5.12,45.63
54,10.60,33.55,163.28,372.00,304.00,west,3.41,43.45
55,10.80,30.78,157.31,368.00,340.00,west,6.58,38.47
56,11.00,27.94,151.22,372.00,348.00,west,6.72,33.98
57,11.20,25.83,143.83,400.00,388.00,west,7.69,28.67
58,11.40,23.59,137.18,380.00,356.00,west,7.01,24.85
59,11.60,22.07,129.27,408.00,396.00,west,8.06,21.14
60,11.80,20.43,121.18,420.00,396.00,west,8.25,19.29
61,12.00,19.49,111.89,416.00,436.00,west,9.35,19.42
62,12.20,17.59,103.38,400.00,384.00,west,8.71,23.01
63,12.40,16.50,96.60,396.00,300.00,west,6.87,27.00
64,12.60,16.19,89.74,360.00,332.00,west,6.86,31.00
65,12.80,17.67,84.99,360.00,288.00,west,4.97,33.01
66,13.00,20.76,78.62,388.00,356.00,west,7.08,35.91
67,13.20,23.86,73.41,416.00,340.00,west,6.07,38.46
68,13.40,28.59,67.78,376.00,352.00,west,7.35,41.46
69,13.60,33.33,63.33,404.00,452.00,west,6.50,44.32
70,13.80,36.28,57.71,420.00,360.00,west,6.35,49.17
71,14.00,39.14,51.26,444.00,424.00,west,7.06,55.12
72,14.20,42.81,45.14,440.00,420.00,south,7.13,60.93
73,14.40,45.55,37.87,372.00,436.00,south,7.77,68.13
74,14.60,48.41,32.48,356.00,344.00,south,6.10,73.51
75,14.80,49.65,27.39,352.00,316.00,south,5.24,78.62
76,15.00,51.11,25.16,336.00,248.00,s ext,2.67,80.91
77,15.20,50.80,21.28,284.00,268.00,s ext,3.90,84.77
78,15.40,50.55,18.33,288.00,212.00,s ext,2.96,87.72
79,15.60,49.35,13.96,304.00,240.00,s ext,4.53,92.04
